"","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.332","MAL13P1.337","MAL8P1.152","MAL8P1.35","MAL8P1.53","MAL8P1.55","PF07_0116","PF10_0159","PF10_0195","PF10_0257","PF10_0286","PF10_0340","PF10_0348","PF10_0374","PF11_0096","PF11_0141","PF11_0146","PF11_0212","PF11_0276","PF11_0404","PF11_0414","PF11_0471","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0209","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0286","PF14_0292","PF14_0314","PF14_0346","PF14_0415","PF14_0439","PF14_0545","PFA0300c","PFB0715w","PFB0820c","PFC0225c","PFC0315c","PFC0570c","PFC0610c","PFC0705c","PFC0960c","PFD0180c","PFD0295c","PFE0335w","PFE1430c","PFE1550w","PFF0610c","PFF0625w","PFF1395c","PFI0230c","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1815c","PFL2220w","D_class","Class","Compound"
"Colchine_H8","-0.009236766","-0.1642879728"," 0.066792004","-0.190972263","-0.02061802"," 0.0807360155","-0.091024919"," 0.164232796"," 0.479452555"," 0.570089053","-0.01376713"," 0.196118104","-0.327734638","-0.274715164","-8.969814e-02"," 0.0111156552"," 0.295196547","-0.028408631"," 0.1101242690"," 0.253618097"," 0.0964684813"," 0.1286565564","-0.0960216426"," 0.172528896"," 5.210562e-01"," 0.012150880"," 0.176499964","-0.051211161"," 0.11557182"," 0.10751585","-0.0700645552"," 0.1605586986","-0.170482358","-0.024577249","-0.138809354","-0.2021483515","-0.271165469","-7.868653e-02","-0.0331669328","-0.046151879","-0.1332057409"," 0.609382603"," 0.183884973"," 0.3264709795"," 0.369304047","-0.044223516","-3.632949e-02"," 0.228769773","-0.2153121353","-0.036041543","-0.057340610","-0.054273141","-0.1092773970","-0.0765882029","-0.35322112"," 0.0262348855"," 0.251828572"," 0.212267317","-0.314184491","-0.067042463"," 0.025046142"," 0.115033330","-0.031260625","-0.361154530","-0.16001712","-0.075988473","-0.13196389"," 0.0777807620","-0.217492524","-0.15774377","-0.2477878681"," 0.007495786","-0.025045091","-0.212240486"," 0.135303467",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.3276693695"," 0.183106364","-0.946922969","-0.43076110","-0.1541198360"," 0.832067767"," 0.310202493","-0.931825776"," 0.292861900"," 0.24687118"," 0.757479162"," 0.168746108"," 0.632675875","-1.546428e-01","-0.7180817765"," 0.346351105","-0.258833495","-1.1157704253","-0.951783597","-0.1661772521","-0.5628659170","-0.3254391395","-0.001037765","-2.078275e-01","-0.925945947"," 0.205027283","-0.033206344"," 0.69000571"," 0.52669198"," 0.1967394343"," 1.7364595191"," 0.050408649","-0.084468494"," 0.916886696"," 0.9868785188","-0.104832898"," 7.113856e-01"," 0.1233909424"," 0.344710876","-0.2742404004","-1.120814857","-0.952343072","-0.5930327632","-0.317271024","-0.151739176"," 7.143902e-03","-1.179798748","-0.3435488433","-0.090828325"," 0.579967538"," 0.067682359"," 0.3528481326","-0.1299456931","-0.47154410"," 0.1359049889","-0.268588769","-0.668586089"," 0.004621575"," 0.655120862"," 0.013716791","-0.402205620"," 0.486664371"," 1.080450558","-0.62180835","-0.069425288","-0.81756263","-0.4751155074","-0.887823620"," 0.25231321"," 0.0745221001"," 0.156079395"," 0.339636092"," 0.314158660"," 0.176902173",8,7,"PMSF"
"PMSF_H2"," 0.055628060","-0.2435070646"," 0.260575762","-0.385368143","-0.29999012"," 0.6748287836"," 0.220880332","-0.124731175","-0.289318523","-0.294719520"," 0.44075989"," 0.632342642"," 0.346123439"," 0.487315575","-4.130493e-01","-1.2865843055"," 1.168068416","-0.558301326","-0.7214366457","-0.447447974","-0.1959875566","-0.2358017465","-0.8120129416","-0.563765340"," 3.691546e-01","-0.803039206","-0.088185447","-0.539597331"," 0.30715995","-0.10724502"," 0.3576916013"," 2.1871495506","-0.342896215","-0.207168343"," 0.508033761"," 0.9545679837"," 0.194122105"," 4.926996e-02"," 0.3622801287"," 0.109817354","-0.6123576476","-0.877256297","-1.332075024","-0.2805368545","-0.339109178"," 0.089945382"," 4.310689e-02","-1.005970216","-0.1171344021"," 0.745847602"," 0.199207483"," 0.119791002"," 0.6032027617"," 0.3352129865","-1.05120327"," 0.0649897427"," 0.042178234","-0.779033323"," 0.272955316"," 0.187722070"," 0.206550107","-0.851693598"," 0.761753201"," 0.769413150","-1.46852766"," 0.453000202","-0.86071394","-1.0364566148","-0.804528952"," 0.14149144"," 0.1034927632"," 0.064077145"," 0.810880394"," 0.390747126"," 0.049281659",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.1794275297"," 0.557415319","-0.312100811","-0.19499690"," 0.8409096905"," 0.181297087","-0.092260917"," 0.244539577","-0.448429358"," 0.05938846"," 1.533048117","-0.117904175"," 0.579885400","-6.582389e-01","-1.9572810727"," 1.097288781","-0.969375360","-0.5065292602","-0.628495022","-0.2469365257","-0.3076845153","-0.3503246279","-0.058577015"," 3.735628e-01","-0.714188118","-0.010446495"," 0.216700342"," 0.27173808"," 0.02910867"," 0.6216217354"," 2.0418772782","-0.406186593","-0.150398446"," 0.686520856"," 1.0195683869"," 0.070323393"," 2.065003e-01"," 0.4315898344","-0.475029331","-0.8284414337","-0.920227473","-1.373053906","-0.7728064604","-0.481075073"," 0.262640962"," 2.553577e-01","-1.092465188","-0.2734970271"," 0.764153261","-0.122177136"," 0.051909680"," 0.7105762498"," 0.3420677199","-1.96164851","-0.1648404053"," 0.256367206","-1.086248748"," 0.251459649"," 0.436462253"," 0.299071517","-1.105157826"," 1.308272629"," 0.999415129","-1.65243781"," 0.557661532","-0.92851706","-1.1604439433","-0.548311313"," 0.21486726"," 0.0235981756","-0.146871225"," 1.110245287"," 0.369424839","-0.392861371",8,7,"PMSF"
"PMSF_H6","-0.149618302","-0.3778095799"," 0.356196226","-0.528150537","-0.20566476"," 1.0062164673","-0.207437732","-0.100245491"," 0.112884235","-0.306287953","-0.07677566","-0.303903449"," 0.092930322"," 1.084299047","-4.096293e-01","-3.5748746470"," 1.132796984","-0.506797491","-0.4326794193","-0.670144299"," 0.0355596530","-0.3210374001","-0.5644939723","-0.155335782"," 7.974585e-01","-0.428776332","-0.086043320"," 0.485243435"," 0.18114768","-0.20150151"," 0.7530429717"," 2.0896672338","-0.318621030","-0.561511347"," 0.638194216"," 0.8165814416","-0.037888670","-1.355819e-01"," 0.1110573745","-0.853274377","-1.8905104699","-0.917848346","-0.905128588","-0.1140945626","-0.393891707"," 0.360192227","-1.394228e-01","-0.909274362","-0.4256703435"," 0.513629279","-0.217531934"," 0.153979686"," 0.8229971224"," 0.6877443630","-3.92221044","-0.3749905199"," 0.361152769","-1.252025748"," 0.049626521"," 0.380473028"," 0.432296330","-0.491545353"," 1.108022603"," 0.643471243","-1.39115341"," 0.420423283","-1.14712572","-1.6031567945","-0.349924869"," 0.17444745"," 0.0450024804","-0.350031787"," 1.348618123"," 0.208457459","-1.513204101",8,7,"PMSF"
"PMSF_H8","-0.217755924","-0.4952580971"," 0.547902978","-1.210450300","-0.28030101"," 1.0857189951"," 0.312949167","-0.207725094"," 0.142020360"," 0.224023196"," 0.28134908"," 0.183709662","-0.028014236"," 1.424246920","-1.683510e-01","-4.4231567309"," 1.581226832","-0.205134539","-0.9483992164","-0.671020026","-0.1280018561","-1.1699285283","-0.4714711130","-0.072534124","-2.573908e-01","-1.060648135","-0.158752755"," 0.157495995"," 0.85920634"," 0.22409415"," 0.8169234283"," 2.2573997602","-0.195552729","-0.968039985"," 0.825450450"," 0.8963681083","-0.702605986"," 2.050688e-01"," 0.1489678859","-1.446633727","-2.7320146736","-1.103378641","-0.883558017","-0.2704638356"," 0.118504521"," 0.178390298"," 1.461990e-01","-1.177004842","-0.9505508318"," 0.648734524"," 0.147939462"," 0.402713657"," 0.9284082310"," 0.1662517831","-5.14552166","-0.2435972945"," 0.036882191","-1.888540226","-0.051064278"," 0.703290004"," 0.336655560","-0.080491060"," 1.621257849"," 0.718991406","-1.26968919"," 0.237772003","-1.66985724","-1.2654181756","-0.479636903"," 0.37404421","-0.4601279574","-0.005539631"," 1.315219049","-0.193965853","-2.141010046",8,7,"PMSF"
"Leupeptine_H1","-0.079025754","-0.0021268802"," 0.220808743"," 0.504137781"," 0.15572312","-0.4426967355"," 0.060795558","-0.089500460","-0.225964603","-0.798393773"," 0.06822167","-0.344508308"," 0.513974656"," 0.188875292"," 6.920439e-02","-0.0595079821","-0.226010684"," 0.328876670"," 0.6883905986","-0.504117247"," 0.1639513326"," 0.0409608295"," 0.0708043921"," 0.080459703"," 2.749465e-02","-0.072104578"," 0.058143394"," 0.143883947","-0.04467626","-0.17057303"," 0.1215979687","-0.0625837757","-0.113115209","-0.066691672"," 0.142883991"," 0.1376782675","-0.076625444"," 2.531044e-01"," 0.1203646297"," 0.132847821"," 0.0361564436","-0.543726018"," 0.305103431"," 0.2873022585","-0.476928834"," 0.058464854","-3.452404e-02","-0.121377823","-0.1820295432","-0.290192524"," 0.292615361","-0.006323469","-0.0972573120"," 0.1539106664"," 0.15610848"," 0.1471638876"," 0.143518168","-0.057356368"," 0.204857184","-0.178498514"," 0.390326425","-0.333086232"," 0.129396245"," 0.495087353"," 0.11794735","-0.110988197","-0.07627674"," 0.0778434786"," 0.037414947"," 0.18506255"," 0.3803931140","-0.137611358"," 0.069769389"," 0.053551430","-0.388340348",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270"," 0.0850715892","-0.069152828","-0.292123780","-0.13935083","-0.1114797812"," 0.230482466"," 0.234454067","-0.067536499"," 0.333102063","-0.60791345"," 1.744005934"," 0.028393229"," 0.031443941"," 1.328237e-01","-0.2129038880"," 0.113985880","-0.001165489","-0.1414868580"," 0.002896697"," 0.1376762124","-0.0964173973"," 0.0535468193","-0.131787525"," 2.219783e-02","-0.135329177","-0.008670826","-0.244512344"," 0.04173390","-0.12223433","-0.0523964171"," 0.1382923713","-0.052312853","-0.130997739","-0.136642035"," 0.1443876145"," 0.071167224"," 2.025806e-01","-0.0680907701"," 0.254872410","-0.0326290696"," 0.453686861"," 0.230844980"," 0.3010428102"," 0.325752617"," 0.037288718","-7.540875e-02","-0.145016529","-0.0946381371","-0.090232394"," 0.012887961"," 0.087171127","-0.0166724012","-0.1398229610","-0.07032666"," 0.0626620998"," 0.107384214"," 0.200718446","-0.081885616","-0.119707995","-0.092570471"," 0.203065605"," 0.151712808","-0.055356205"," 0.15003195","-0.043504375"," 0.11149217","-0.1641265999","-0.256616161","-0.10654976"," 0.1153746174"," 0.225328027","-0.210183262","-0.006832737"," 0.197176790",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197","-0.0272641168"," 0.067204754"," 0.045026578"," 0.12558121"," 0.2225163718"," 0.002720952"," 0.052153944","-0.122182491","-0.158996165","-0.51593568","-0.134279101","-0.136266889","-0.243436661","-1.788963e-01","-0.1970569819","-0.095506849","-0.602245372"," 0.1002044041"," 0.078553034"," 0.0611920559","-0.0847212352"," 0.1638860317"," 0.213847773","-1.710000e-01"," 0.113799157"," 0.125611805"," 0.209733048","-0.09724401","-0.06202353"," 0.0523433877"," 0.0427279314","-0.087514461","-0.128180416","-0.097954339","-0.1552146637"," 0.287711251","-1.789036e-01","-0.0544990841","-0.218584868"," 0.0491620338","-0.084548297","-0.127854480"," 0.0356014607"," 0.042067903","-0.004821896","-3.654350e-02","-0.184622941"," 0.1381352582"," 0.348797462","-0.074721390","-0.063002714"," 0.1390274262"," 0.0939899805","-0.14398233","-0.0485299735"," 0.264619692"," 0.016923738"," 0.055837182"," 0.039593543","-0.063432885","-0.032775305","-0.036938074","-0.037522885","-0.17024009"," 0.057375756"," 0.10191047"," 0.0538191180"," 0.248898859"," 0.12955387","-0.1480688399","-0.099818016","-0.004166884"," 0.075117566"," 0.116685110",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.0939207208","-0.082886245"," 0.239475190","-0.03685918","-0.0862509728","-0.308031319","-0.145246787"," 0.090396577","-0.197030214","-0.22938352","-0.941544771"," 0.246240158","-0.141032316"," 8.712081e-02","-0.5520420803"," 0.243379444","-0.001620153"," 0.2690093715","-0.057880577"," 0.0279000771"," 0.2478771973","-0.0451633545"," 0.005267699"," 2.655696e-01"," 0.133608426"," 0.141802835"," 0.066055075","-0.15666049","-0.38552440"," 0.0193903840"," 0.0832784546","-0.191303551"," 0.025518540","-0.016035904","-0.0803762204","-0.055677639","-1.459285e-01","-0.0094812775"," 0.025438935","-0.1158272701"," 0.250343168","-0.042323404"," 0.5789352706","-0.151509100"," 0.136760090","-1.438773e-01"," 0.001250474"," 0.0566077059","-0.034523361","-0.278281869","-0.098464922"," 0.1391507988"," 0.2086146325","-0.13478901","-0.1103219677"," 0.374620029","-0.066143838","-0.110328317","-0.143115468","-0.180353848"," 0.214209576","-0.162846793","-0.001461015","-0.10744357","-0.045957662"," 0.04572437","-0.3704839032","-0.013312433"," 0.09368668","-0.0427664012","-0.230297862"," 0.028508851"," 0.024330947","-0.222582418",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.0634602854","-0.154855881","-0.129845171","-0.09329664"," 0.2088542182","-0.027266218","-0.148765828"," 0.344572914","-0.031978534","-0.07467410","-0.141688005"," 0.253218539"," 0.085667427","-2.973573e-02"," 0.4729434585"," 0.648959874","-0.255380330"," 0.0607814601"," 0.209141977","-0.0904702464"," 0.0387886244"," 0.0564788904"," 0.175231516","-2.008119e-01","-0.066539155"," 0.072199359","-0.190933124"," 0.27712465"," 0.05211846"," 0.0897113250"," 0.0677886029","-0.200159653","-0.066912202","-0.032865304"," 0.0267593462","-0.105157594","-2.376401e-01"," 0.3145462337","-0.259307963","-0.1144556790"," 0.016463627","-0.292553520"," 0.5042676105"," 0.033827873"," 0.014772156"," 3.466738e-02","-0.052354615"," 0.1079092131"," 0.249697452"," 0.132256547","-0.072949018"," 0.2191252816"," 0.0406511224"," 0.28354795","-0.2308070854","-0.177361620","-0.176178486","-0.129686790","-0.060130876","-0.146839397"," 0.304193158","-0.153729803","-0.162480583","-0.14704516"," 0.193165030"," 0.16906908"," 0.0509243888"," 0.187051868"," 0.19031976","-0.2739077017"," 0.127092039"," 0.126704124","-0.178511999"," 0.072018914",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.0352766255","-0.083897364","-0.106815264","-0.32627000","-0.3526191640"," 0.291428915","-0.195314923"," 0.012426441"," 0.595761276"," 0.16319174"," 0.726400382"," 0.090497314","-0.049839674"," 5.392127e-02"," 0.0541127840","-0.131452895"," 0.141899476","-0.3048842105"," 0.452905668"," 0.0262798205"," 0.5379452546","-0.0378523796","-0.887717173"," 2.863321e+00","-0.517792328","-0.230328640"," 0.090498794"," 0.13610654","-0.05104866","-0.1197997426"," 0.6485281438","-0.038020153","-0.090443074","-0.122300213","-0.0829393758","-0.473109457"," 1.801633e-01","-0.0274407613","-0.075806177"," 0.3969736802","-0.070581725","-0.115092459","-0.2366775372"," 0.367625881"," 0.097321715","-9.566225e-02","-0.250168150","-1.2060834067","-0.640116741"," 0.544805497"," 0.070961689","-0.7566065801","-0.4244347301","-4.25186152","-0.0349716785","-0.331707000","-0.005520483","-0.975569420"," 0.145668827","-0.109586537","-0.049215377"," 0.056349245"," 1.937777917","-0.27823298"," 0.073367584","-0.11654648"," 0.6715500794","-0.730680764","-0.41732289","-0.3381190403"," 0.117170066","-0.086826128","-0.367604753"," 0.223781287",10,1,"Apicidin"
"Apicidin_H2"," 0.215745718","-0.1633264171","-0.276619234","-0.116679177","-0.35082492"," 0.2391504913"," 0.146475532","-0.005618363"," 0.180311711","-0.134497998"," 0.20849738","-0.003040544","-0.133641913","-0.171256346","-4.402339e-02","-0.1839535816"," 0.314804537","-0.164470731","-0.0588415883"," 0.041870112","-0.1837334642"," 0.2003038535"," 0.0995344553","-0.034577972"," 2.489296e-01"," 0.025790313"," 0.016146976","-0.018047055","-0.07345221","-0.12206749","-0.1844856775"," 0.3985828917","-0.310293421","-0.218735884"," 0.174645238"," 0.0953405658"," 0.031384534"," 6.280053e-02"," 0.0303384119","-0.287247417"," 0.0027906119","-0.294095792","-0.257510945","-0.3602053120","-0.131691804"," 0.015993739"," 8.555850e-02","-0.190219828"," 0.3022337599"," 0.348960721"," 0.225388340"," 0.094552711"," 0.0621243365"," 0.2731385073","-0.01482434"," 0.0348727280"," 0.022511263"," 0.353939717"," 0.257617131","-0.131227012"," 0.190164270","-0.295256724"," 0.121374247"," 0.020811702","-0.38909286"," 0.156761087","-0.14080967","-0.0776496468"," 0.162894745","-0.02931386"," 0.0482312012","-0.113223718"," 0.248164822"," 0.294558038"," 0.215408416",10,1,"Apicidin"
"Apicidin_H4"," 0.005308789"," 0.2341795830","-0.046014317","-0.177893138"," 0.16626145"," 0.0432582320"," 0.226598196","-0.138872436"," 0.074252368","-0.036714266","-0.36899531"," 0.513330401","-0.051574419","-0.187295186","-1.387393e-01","-0.0186362315"," 0.250165992","-0.181397891"," 0.0099414179","-0.130053837","-0.0785296925"," 0.2375122874","-0.0626778091"," 0.724548420","-1.872437e-01"," 0.024499727"," 0.032378715"," 0.022023545"," 0.11602012","-0.08977964"," 0.1764286781"," 0.5953717413"," 0.098006590","-0.176009214"," 0.001554116","-0.0155692945"," 0.163032067"," 1.758968e-01"," 0.0485473332","-0.313990882"," 0.0901391926","-0.412149088"," 0.035006897"," 0.1663398780"," 0.157786864","-0.018547552"," 3.342861e-01","-0.139350519","-0.0119136449"," 0.113907292"," 0.556135402","-0.011694419"," 0.0157105043"," 0.1859165330"," 0.09839623","-0.0675911723","-0.238312966"," 0.294973625"," 0.005416684"," 0.037914004","-0.364139506","-0.387717968"," 0.013810415","-0.040822372","-0.33016925"," 0.220362232"," 0.40425228"," 0.0227671933","-0.117686454"," 0.01964883"," 0.1242305559","-0.068856725"," 0.138444852","-0.096015427"," 0.226871497",10,1,"Apicidin"
"Apicidin_H6","-0.105196653"," 0.1225680095","-0.040541277","-0.019772023","-0.02826850","-0.0039589194","-0.045043829","-0.194278342"," 0.385923610","-0.052096476"," 0.12224082"," 0.247618642"," 0.239521178","-0.141268621"," 1.763259e-02","-0.0725296365"," 0.279001233"," 0.123257275","-0.0348405749","-0.221306676","-0.0763828796"," 0.0295358493","-0.0008779671","-0.193810826"," 2.068517e-01","-0.223772676","-0.133045171"," 0.112430565"," 0.25097054","-0.18771464"," 0.1478475350"," 0.6718615846","-0.112906651","-0.151030803"," 0.223634753"," 0.1075065204"," 0.063139816"," 2.054405e-01"," 0.2049150150","-0.164804625"," 0.0374656751","-0.408475060","-0.129146839","-0.1441043725","-0.235392189"," 0.026259851","-7.908367e-05"," 0.115813896","-0.0042528086","-0.019440773"," 0.070613635","-0.034231321","-0.0663306804"," 0.0580579567"," 0.09747137"," 0.0897967819","-0.333623814","-0.035684028"," 0.029559544","-0.087579292"," 0.065740804","-0.175553116","-0.054372680"," 0.195169179","-0.22961578"," 0.029183860","-0.07355834","-0.0679252893","-0.114253164","-0.09555655"," 0.2070862122","-0.052941991","-0.073263351"," 0.089413165","-0.134209966",10,1,"Apicidin"
"Apicidin_H8","-0.131313769"," 0.2869772538","-0.119388040"," 0.249515576"," 0.17289569"," 0.0223862803","-0.042195104"," 0.033726970"," 0.100764764","-0.127097429","-0.05203783"," 0.083792097"," 0.218708491","-0.205073710"," 4.535837e-02","-0.2049988674"," 0.230931288"," 0.112544428","-0.0006500894"," 0.087343797","-0.1430589653","-0.0003993728","-0.0829207375"," 0.432412217"," 2.276716e-01"," 0.107640223","-0.162392292"," 0.163513756"," 0.08547179","-0.09292746"," 0.1029989574"," 0.4501744195"," 0.135627963","-0.003537026"," 0.130673231","-0.0050908690"," 0.064106115"," 5.889238e-02"," 0.0397884869","-0.060370974","-0.0574338959"," 0.103635670","-0.035480366"," 0.2398309686"," 0.105822069"," 0.044320899","-2.149806e-01"," 0.111915481"," 0.1242302793","-0.294512197","-0.323502715","-0.118133714","-0.0550728199"," 0.1421731529"," 0.01372628"," 0.0217423979"," 0.149585159"," 0.192745873"," 0.034238504"," 0.005071695"," 0.012317121"," 0.076500521","-0.217251480"," 0.090073660"," 0.01561100","-0.032470091","-0.23704304"," 0.0712842289"," 0.040835544"," 0.07948949"," 0.0625640292"," 0.059690734"," 0.205612135"," 0.049532351","-0.023875015",10,1,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.0647357049","-0.111843500"," 0.310877162","-0.03027252"," 0.0797844964","-0.037385951","-0.088889106"," 0.477181557","-0.078010266","-0.26142229","-0.073350775","-0.002172653","-0.218236107","-1.239206e-01","-0.2176054828"," 0.090051272","-0.175970446"," 0.1444680413"," 0.111885400"," 0.0138338777"," 0.1922578996","-0.1560715201"," 0.211095199"," 1.865372e-01"," 0.289718399"," 0.008611350"," 0.121698345","-0.14849178","-0.15576070","-0.0366159202"," 0.2522824630","-0.040830929","-0.088687498","-0.050274687","-0.1110541359","-0.009764529","-2.540514e-02","-0.0276220728","-0.090187040","-0.0942500564"," 0.179255280","-0.256919913"," 0.2315010126","-0.196899596"," 0.140144330"," 4.641588e-02"," 0.166568223"," 0.2519228277","-0.098312286"," 0.248973533"," 0.005479260"," 0.1893335721"," 0.2268221889","-0.13678659","-0.1509912273"," 0.216240404"," 0.172561932"," 0.192416939","-0.255819831","-0.065924952","-0.127692941","-0.010624301","-0.016626153","-0.16057177"," 0.415942661","-0.04204763"," 0.0199854902"," 0.095484043","-0.29432308","-0.0550401384","-0.186400204"," 0.042391348"," 0.081787829"," 0.034978530",10,1,"Apicidin"
"Trichostatin_H1","-0.113532479"," 0.5107063087","-0.693389930"," 2.154039050","-0.43843062"," 0.7139199970","-0.386663031"," 0.409357866"," 0.036020483"," 0.610071886"," 1.08769441","-2.070133023"," 1.800809819","-0.031816063"," 4.202413e-01","-0.9487630665"," 0.360978267"," 0.379009683"," 0.0048323168","-0.016337215","-0.5217284975","-0.0175759122"," 1.2772969289"," 0.350475956"," 9.181470e-01"," 0.711170185"," 1.700096355"," 0.736187228"," 0.41932764","-0.52252414"," 0.4822602470"," 1.3330228907","-0.493169400","-0.941211522","-0.260359407"," 0.0879976301"," 0.168866821","-1.517331e-01"," 1.2909282277","-1.260412147","-0.5940070663","-0.127348404"," 0.841225706"," 0.2666769809"," 0.288458779","-0.465351721","-8.629549e-01","-1.144714057","-0.4082630486","-0.369307518"," 0.457796496"," 0.937467016"," 0.3083136450"," 0.0168834383","-0.62660554","-0.0396714563","-1.746454862"," 0.799235721"," 0.197514786","-0.535348147","-1.488492562"," 0.080808527","-0.847686338"," 1.728341231","-1.53650852","-0.363440665"," 0.91381988","-1.3503706441","-0.069084671"," 0.25054357"," 0.4955563322"," 0.848324636"," 0.448867380","-0.027670890","-0.124933287",11,1,"Trichostatin"
"Trichostatin_H2"," 0.099077134"," 0.0118272657"," 0.046899095"," 2.115302576","-0.94542090"," 0.4974853393"," 0.025632952"," 0.007716510"," 0.362521509"," 1.445716335"," 0.80167333"," 0.036925472"," 0.021957584"," 0.778085467"," 1.305252e-01","-0.6681659959"," 0.934568862"," 0.177909223","-0.4461684314","-0.260821626","-0.6394929904","-0.0349646920"," 1.2114594650"," 0.950064666"," 4.333690e-02","-0.523304078"," 1.622658912"," 0.401911891"," 0.97321028","-0.51727144"," 0.0060362927"," 0.1532385271","-0.517102087","-1.666373678"," 0.755955332"," 0.3981639849"," 0.116063504","-5.573247e-01"," 0.2548478390","-1.553058441","-0.5038789984"," 0.210209685"," 1.064054979","-0.0906808624","-0.052302544","-0.986595036"," 1.341763e-01","-2.509668420","-0.2370061655"," 0.269929068"," 0.715789582"," 0.741940187"," 0.1472426561","-0.2462594994","-0.55198352","-0.1620767546","-0.920806163"," 0.996903311"," 0.079852463","-0.454146695","-1.319675724","-0.266713698","-0.703930473"," 1.263172730","-1.04494523"," 0.349649990"," 0.83614045","-0.9890001437","-0.817490688"," 0.05473825","-0.1778295829"," 0.977601790","-1.094856398","-0.074127527"," 0.269850545",11,1,"Trichostatin"
"Trichostatin_H4","-0.014667208"," 0.7171713589","-1.547451826"," 1.920535193","-0.61104222"," 0.3761490082"," 0.334986741"," 0.059455227","-0.274813715"," 1.766040993"," 1.31509655","-0.485989524"," 0.110899387","-0.059117761"," 2.499719e-02","-1.3336421771"," 1.019903307"," 0.582273509","-0.9347881069"," 0.080756744","-0.7645107275","-0.2926126232"," 1.3874655738"," 0.516968586","-1.238469e+00","-1.119165711"," 1.697612416"," 0.161208161"," 1.28288262","-0.31653171","-0.1743192170"," 1.2256516549","-0.462538894","-1.671860120"," 0.810740240"," 0.3354780454"," 0.046906680","-4.605196e-01","-0.3719280463","-1.605419881","-0.9434577705","-0.267155503"," 1.187752965","-0.4330965956"," 0.439969549","-0.767465476","-5.214903e-02","-1.978869318","-0.3257033393"," 0.464482061"," 0.747319043"," 0.922380180"," 0.3299504947","-0.4380415358","-0.98690180"," 0.2871216800","-1.295601557"," 0.775454636","-0.335600427"," 0.088288869","-0.931323128"," 0.048797904","-0.251379438"," 1.133896629","-0.45983877"," 0.574819965"," 0.75500395","-1.6976457396","-0.814127546"," 0.10210814","-0.2886944240"," 0.932920180","-0.023449768","-0.096376136","-0.219896849",11,1,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.0217472384","-1.071960923"," 2.061500352","-0.30011123"," 1.0258195658"," 0.157398329"," 0.145481895"," 0.315234017"," 1.951295595"," 0.64945033","-0.228783842"," 0.684062348"," 0.008631960"," 3.689318e-01","-1.0099135169"," 0.777790181"," 0.502260131","-0.3272242271","-0.085149199","-0.6702954439"," 0.1575782167"," 0.9817497931"," 0.426304978","-2.970312e-01","-1.058624980"," 1.417308453","-0.126924083"," 1.11604534","-0.09751882","-0.1323319611"," 0.4879318972"," 0.039204229","-1.443163224"," 0.604232921"," 0.1627304170"," 0.212266459","-4.630471e-01","-0.4493351073","-1.620602328","-0.9105648081","-0.295334428"," 1.431445338","-0.1441907190"," 0.494352344","-0.591413871"," 1.120608e-01","-1.563020091"," 0.0136849299"," 0.433320036"," 0.448335548"," 0.632964143"," 0.1855641182","-0.0150165512","-0.89137691"," 0.5441877215","-0.675007504"," 0.491165998","-0.165744864","-0.208987922","-0.570935103"," 0.181077401"," 0.428002087"," 0.723934411","-0.41295898"," 1.738911334"," 1.05570983","-1.5868721676","-0.280541533"," 0.28081865","-0.4852810858"," 0.691493093","-0.356487538"," 0.017125590","-0.316469815",11,1,"Trichostatin"
