"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF07_0079","PF08_0018","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0170","PF13_0219","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0384","PF14_0455","PF14_0499","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0330w","PFA0430c","PFA0490w","PFB0270w","PFB0295w","PFB0395w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0375c","PFC0400w","PFC0965w","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFF1390w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI1185c","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL2200w","PFL2370c","PFL2520w","D_class","Class","Compound"
"Chloroquine_H8"," 0.227341775"," 0.086117837"," 0.398947155","-0.1395145240"," 0.18164758","-0.096800925"," 0.1896992920","-0.1417125817","-0.0991020405"," 0.197492401"," 0.112293361"," 0.2149275613"," 1.492036982"," 0.114879528","-0.069902309","-0.315832651","-0.009893447","-0.076206410","-0.0662206691","-0.5846124103"," 0.448330420"," 0.250682354","-0.162027358"," 0.031471096"," 0.1160176066","-0.1330857175"," 0.7124239110","-0.212436931","-0.004076937"," 0.2130204579"," 0.3052141138","-0.182883277"," 0.088318757","-0.115229743"," 0.304556728","-0.079454738","-0.136752490"," 0.322094629"," 0.178537035"," 0.041874841","-0.066200133"," 0.1090401214"," 0.304496140"," 0.255801845"," 0.179744132","-0.1321066476","-0.05593670"," 0.272709031","-0.2665264450","-0.03036061","-0.3942244403"," 0.067295706","-0.071630024"," 0.106581411"," 0.164510200","-0.0259037630"," 2.473457e-01"," 0.097210860","-0.254642441","-0.076988512","-0.081717500"," 0.025419911"," 7.106833e-02"," 0.1298072028","-0.47609525"," 0.0521791514"," 0.002506124","-0.292125348","-0.2053124536"," 0.208512945"," 0.058266146"," 0.188820729","-0.1072907045","-0.150048112"," 0.0088036121"," 0.028340407","-0.467324816","-0.096249697"," 0.433720547"," 0.033979602"," 0.166235594"," 0.187594528"," 0.215426470","-0.161533971"," 0.107516315","-0.071107026"," 0.142834144","-0.250869430","-0.302720741","-0.26282249"," 0.101966365"," 0.124254879","-0.0036046462","-0.553663761"," 0.202515308","-1.433779e-01"," 0.0809811854","-0.016850664"," 1.89735797","-4.355795e-02"," 0.024121191","-0.575278994"," 0.0934133779"," 0.033659557"," 0.287704888","-0.070274427"," 0.258009200","-0.3770826699"," 0.075614332"," 0.116909082","-0.0752910308"," 0.152542906"," 0.071156034"," 0.315348799"," 0.244020289"," 0.04080449","-0.013978476"," 0.3331426582","-0.0004346177","-0.213219951","-0.115913347","-0.179088771"," 0.37313660"," 0.051197602"," 0.308978561",13,12,"Chloroquine"
"Chloroquine_H10"," 0.205346905","-0.033807271"," 0.132287054","-0.1563373931"," 0.34863806"," 0.174001796","-0.0147619026","-0.1033749028","-0.3248900423"," 0.468952000","-0.320666067","-0.0907299970"," 0.697143473","-0.001235387"," 0.133981823"," 0.068141255"," 0.156746585","-0.043453499","-0.1462139106"," 0.1401873558"," 0.368168643"," 0.220295568","-0.366690222","-0.448965360"," 0.0408702788"," 0.0802700685"," 0.3464368205","-0.010630425"," 0.012736456"," 0.1710985526"," 0.2318943582","-0.211812970"," 0.211991786","-0.006318564"," 0.443829871"," 0.384171927","-0.650558142"," 0.189829068"," 0.185444606"," 0.148942874"," 0.054263296","-0.4635605370"," 0.429549170"," 0.391192318"," 0.244613577","-0.0013674511"," 0.33913180"," 0.012915350"," 0.1355165402"," 0.05723312","-0.1911884121"," 0.060547377"," 0.096469963"," 0.274802502","-0.103013508"," 0.1796893447","-1.043975e-02"," 0.135952440"," 0.060408002"," 0.086964915"," 0.128129970","-0.228101221","-1.603667e-01"," 0.1136724437","-0.31470380","-0.0197851053"," 0.057974008"," 0.210908281"," 0.0042131688","-0.150848531"," 0.239322652"," 0.113248722","-0.0158992875","-0.287333859"," 0.1067816693","-0.055525098","-0.375683388","-0.202744673"," 0.164214551"," 0.034576551"," 0.074146205","-0.386618002"," 0.029316263"," 0.041979170"," 0.427245300"," 0.166408116","-0.286503332","-0.391163085"," 0.017511457"," 0.16476234"," 0.130365510"," 0.156873718"," 0.0202672972","-0.239689221","-0.064325170","-8.226045e-02"," 0.2966200547"," 0.026899481"," 0.42101415"," 1.053911e-01","-0.236603341","-0.267530514"," 0.1221991506","-0.244627171","-0.193849125"," 0.058265708"," 0.031926563","-0.0511091715"," 0.258398931"," 0.111430097","-0.0894835843","-0.161726163"," 0.224915196"," 0.068579220"," 0.005396161"," 0.12302154","-0.236534826"," 0.2890216996"," 0.2266856326","-0.634102400"," 0.222029785"," 0.221777246"," 0.26095008","-0.013236947"," 0.495886957",13,12,"Chloroquine"
"Febrifugine_H1","-0.154227847"," 0.225464804","-0.350887241","-0.0338404548","-0.05389102"," 0.018788558","-0.2061137781"," 0.0736030502"," 0.0692128661","-0.140546744"," 0.240632844"," 0.0709284782"," 0.093566507"," 0.562543440","-0.028925551","-0.355197200","-0.146605262"," 0.049618507","-0.1550884634","-0.0631358961","-0.090698444"," 0.027272508","-0.340060539"," 0.481741352","-0.0494087108"," 0.2094825173","-0.0092283449","-0.039600495"," 0.194840070","-0.0002695018","-0.0591256827"," 0.078113485","-0.099362574"," 0.490117013","-0.024586747"," 0.131183663"," 0.086002960","-0.172586509"," 0.097179230","-0.058018758","-0.089880923"," 0.0335826790"," 0.442063478","-0.030469680","-0.114303666","-0.0954961287"," 0.80312921","-0.142148724"," 0.0048909603","-0.63402797","-0.0379817500","-0.271581926","-0.058449615","-0.525650655"," 0.063061896"," 0.1234260928","-4.442714e-01"," 0.019994691","-0.298385447","-0.056078098","-0.102066471"," 0.047408316","-1.357739e-01","-0.0727547107"," 0.17824188"," 0.0877344696","-0.094082911"," 0.042242297","-0.5154689781"," 0.107329793"," 0.203495911","-0.073628606","-0.1699205748","-0.066708717","-0.1448587096"," 0.041381762","-0.542009476"," 0.065292547","-0.710026068","-0.125861848"," 0.033345382","-0.231874782"," 0.156656425","-0.039867404"," 0.014878418","-0.084200666","-0.168421866","-0.214272723"," 0.361652283"," 0.20607402","-0.053340118","-0.275492314"," 0.2473953367"," 0.127478898","-0.019887156"," 3.982737e-01"," 0.1197820922"," 0.325217826","-0.26439742"," 2.856618e-01"," 0.109531153","-0.033606959"," 0.1461495235","-0.176116717","-0.058031079"," 0.032562043","-0.418208664","-0.0360285143"," 0.157619452"," 0.016933511","-0.2790876672","-0.442534678","-0.012033182"," 0.103977663","-0.095834428"," 0.11950105","-0.213561297"," 0.0298832010"," 0.0865596927","-0.090675693","-0.003516922","-0.159392686"," 0.17177450","-0.043069254"," 0.699017604",14,13,"Febrifugine"
"Febrifugine_H2","-0.087032220"," 0.155601322","-0.516283542","-0.1059665872"," 0.20424109"," 0.215838979"," 0.1628687739","-0.2164968939"," 0.0478023792"," 0.639976926","-0.293878708"," 0.4144312984","-0.311861240"," 0.064324568","-0.100725809","-0.292832812"," 0.151080981"," 0.068605440","-0.1720203613","-0.0457205800","-0.449024624"," 0.050566878","-0.146622948"," 0.142497908","-0.1076582274"," 0.0991341625"," 0.2272353268","-0.009582680","-0.070689673","-0.1263651958"," 0.1081044706","-0.593270661","-0.106538908"," 0.384218359"," 0.295731079","-0.028257792","-0.089384593","-0.158593777"," 0.275047049"," 0.159709872","-0.224304329"," 0.3202076167"," 0.182007010"," 0.184886615"," 0.115639799","-0.2947124443","-0.01124025","-0.006042703"," 0.5715121530","-0.34009012"," 0.0438359691"," 0.029762785","-0.033560746"," 0.328125707"," 0.120270496","-0.1243179019","-7.091445e-01","-0.078566519","-0.243152683"," 0.301827346","-0.143595614"," 0.036457519","-3.637625e-01","-0.0743101049"," 0.07465089","-0.1002592146"," 1.003471602"," 0.377259179","-0.5478273224","-0.250112981"," 0.366788965"," 0.764044684"," 0.1269321682","-0.307167165","-0.0310412193","-0.194200367","-0.564573119","-0.029608896","-0.468658396","-0.055113210"," 0.113688089"," 0.047179393"," 0.177972335"," 0.623934133"," 0.154081974"," 0.190392312"," 0.199486284","-0.380345394","-0.178978252"," 0.13843220"," 0.199331789","-0.376907917"," 0.1476727977","-0.218977110","-0.153039013"," 1.492965e-01"," 0.3782255631","-0.154424159","-0.39117865"," 4.229353e-01"," 0.076121660","-0.229078463","-0.1702583486","-0.307437937"," 0.660792482","-0.021000499","-0.490538201","-0.0120845667"," 0.119086115","-0.104040633","-0.3176484453","-0.427615551"," 0.235766649"," 0.139001650","-0.449445799"," 0.17873432","-0.421886927"," 0.0367511076"," 0.4047473783","-0.355651518","-0.067089569"," 0.181370610"," 0.55065856","-0.161559268","-0.387296377",14,13,"Febrifugine"
"Febrifugine_H4","-0.262465839"," 0.211105715","-0.501752044"," 0.0055933236","-0.12920775"," 0.293634148"," 0.2656768806"," 0.0158410767","-0.0994031951"," 0.480823751"," 0.045162811"," 0.4245736125","-0.414699871","-0.058177283"," 0.294139809","-0.302969160"," 0.187957667"," 0.147363662","-0.1323988607"," 0.0953546331","-0.206241347","-0.266862395","-0.242424508"," 0.013370898"," 0.0527174270"," 0.0126455735","-0.1687670504"," 0.072323818","-0.050566431","-0.2690943432"," 0.0160987028","-0.186207589","-0.036243353"," 0.454338099"," 0.270385836","-0.174391043"," 0.002538815"," 0.063293908"," 0.095393222"," 0.048265504","-0.090440995"," 0.2544308986"," 0.164610223"," 0.088201148"," 0.091529352","-0.1218280576"," 0.54804164","-0.179629515"," 0.2274780878","-0.45978674","-0.1449857981"," 0.033747255"," 0.108684478"," 0.149283529"," 0.229057646","-0.0259779572","-4.432571e-01","-0.241643389","-0.119876390"," 0.189772325"," 0.000199597","-0.003852246","-2.090391e-03","-0.0764411581","-0.01631205","-0.1283303838"," 0.488533297"," 0.075529836","-0.2179595145"," 0.105766234"," 0.444471914"," 0.437343162","-0.0021082447","-0.233083678"," 0.1133966268"," 0.143047397","-0.296453492"," 0.008027705","-0.088223861","-0.109489147"," 0.088535029","-0.366360396"," 0.181743943"," 0.440135478"," 0.272584123"," 0.109137728"," 0.306270129","-0.284255577","-0.135989134"," 0.31084952"," 0.016415674","-0.685318825"," 0.0562712879"," 0.106698826","-0.261827909"," 7.111641e-02"," 0.2438693891","-0.135295461","-0.93839457"," 3.085231e-01","-0.059929489","-0.314196829","-0.0780591023","-0.011548767"," 0.299908575"," 0.001724445","-0.785513996"," 0.0558172422"," 0.152167677","-0.243888532","-0.4913478423","-0.249854643"," 0.328523003"," 0.365444373","-0.316280531"," 0.06247936","-0.278768632"," 0.1585760692"," 0.2701100071","-0.252118535"," 0.008295666","-0.038579632"," 0.31967249","-0.167984643","-0.624077654",14,13,"Febrifugine"
"Febrifugine_H6","-0.053061393"," 0.450859236","-0.267548655","-0.0197313255","-0.03460419"," 0.447267534"," 0.3577656469","-0.1995758934"," 0.0888392495"," 0.480759414"," 0.138935713"," 0.4763958720","-0.076534472"," 0.335955089","-0.325209798","-0.596842398","-0.073329827"," 0.062549471","-0.3065108136"," 0.0574777628","-0.077022987"," 0.376853727"," 0.047311052"," 0.102394215","-0.1240065951"," 0.0197236435"," 0.0022368048","-0.020143817","-0.278868060","-0.2378646922"," 0.0321368344"," 0.006598261"," 0.142518669"," 0.386398665"," 0.380629966"," 0.238239261","-0.012279639","-0.064208675"," 0.116522729","-0.103201023"," 0.061643378"," 0.4058808840"," 0.066688081"," 0.055426551"," 0.195040364","-0.5766188633"," 0.65849293","-0.270672648"," 0.4723362141","-0.51302325"," 0.0543130204","-0.160154713","-0.109771762"," 0.007111153"," 0.216925742","-0.2892427080","-5.130240e-01","-0.129830013","-0.435853815"," 0.395189705"," 0.106820157"," 0.037255416","-2.158075e-01"," 0.0595438413"," 0.03076630","-0.3778867558"," 0.808114417"," 0.260142158","-0.5786787989"," 0.196729791"," 0.483980984"," 0.632465236"," 0.0779848381","-0.456442171"," 0.1668138263","-0.112066249","-0.299028093","-0.049870676","-0.065221857","-0.208964293","-0.039470353","-0.356080503"," 0.224493082"," 0.414636980"," 0.424639347"," 0.257442461"," 0.270077539","-0.391862209","-0.208820140"," 0.51981043","-0.090641764","-0.502228208"," 0.0180187476","-0.053340257"," 0.057015902","-9.417225e-02"," 0.3705471699","-0.179779176","-0.15772626"," 2.871685e-01","-0.021329227","-0.471901461"," 0.1645789272","-0.153374072"," 0.666059410"," 0.046212016","-0.588814834","-0.0698516659","-0.088302224","-0.221398748","-0.4050007255","-0.535741073"," 0.163359744"," 0.243452482","-0.186800616"," 0.00922522","-0.520406489"," 0.2675492420"," 0.4022781596","-0.285972315","-0.215630387","-0.141518984"," 0.31292887","-0.040102194","-0.310659535",14,13,"Febrifugine"
"Febrifugine_H8","-0.247752681"," 0.505568302","-0.481805837"," 0.0463614085","-0.37564735"," 0.521057256"," 0.3315119206","-0.1554021589"," 0.1300000727"," 0.626606630"," 0.437476366"," 0.1023396940","-0.048076738","-0.123617561"," 0.370391444","-0.694126333","-0.127595309","-0.135751949","-0.1511583738"," 0.4687780555","-0.309814760","-0.171080971"," 0.101836396"," 0.182943133"," 0.0231333671","-0.1084926996","-0.1605803322","-0.154300273","-0.525103068","-0.2256784187"," 0.1274146662"," 0.047973689"," 0.364334729"," 0.551868240"," 0.469929518"," 0.202367185"," 0.066318186","-0.092222595"," 0.284065139","-0.303935197","-0.102055128"," 0.3304955449"," 0.594845127"," 0.118632072"," 0.123876118","-0.3747977021"," 0.45715112","-0.198268077"," 0.5327195222","-0.68196381"," 0.2785949179","-0.007603276"," 0.041879346","-0.103807714"," 0.119088149"," 0.1525495532","-5.155273e-01","-0.412576115","-0.609004734"," 0.496809100"," 0.165556074"," 0.020688981","-3.534802e-01","-0.2288606702"," 0.30508702","-0.6327598414"," 0.865264372"," 0.416810647","-0.7742500128","-0.007691923"," 0.320517744"," 0.623739286"," 0.3944658454","-0.311304667"," 0.2699914914"," 0.099322311","-0.513099275","-0.089060411","-0.645021709"," 0.017894351"," 0.055000858"," 0.102482312"," 0.173407999"," 0.458613045"," 0.405139159"," 0.243463062","-0.123943718","-0.544008240","-0.105624250"," 0.32830151"," 0.075397053","-0.754003910","-0.1297745146"," 0.529468168","-0.075634279"," 6.896983e-02"," 0.2996138004","-0.099324155","-0.65066373"," 2.003443e-01"," 0.045925089","-0.442281317"," 0.4440169829","-0.240805601"," 0.602948030","-0.264591083","-0.162743605"," 0.3700882088"," 0.246496492","-0.239487369","-0.5066566918","-0.578544148"," 0.330152593"," 0.355210826","-0.341034878","-0.05222647","-0.895085333"," 0.2259325776"," 0.3543751731","-0.296646325","-0.194982360","-0.074522972"," 0.40052083","-0.144977412","-0.390379725",14,13,"Febrifugine"
"Febrifugine_H10","-0.111138673"," 0.192753965","-0.353468579"," 0.3688180266","-0.04725068"," 0.896438459"," 0.0636667160"," 0.0831374289"," 0.0456717980"," 0.443171814","-0.125370207"," 0.1161211605","-0.442669278"," 0.120651032"," 0.242567997","-0.934165458","-0.311471419","-0.047222829"," 0.0542279417"," 0.0497688058"," 0.005908547","-0.390206752"," 0.222557149","-0.406884103"," 0.1575577737"," 0.1650572091","-0.7200156894","-0.062278776","-0.561948836","-0.1257307265"," 0.3690391931"," 0.115938626"," 0.402138204"," 0.066867293"," 0.682285257","-0.233674748","-0.010836445","-0.458287013"," 0.090831004","-0.327957197"," 0.312788830","-0.0240063457"," 0.415293996","-0.104417783"," 0.481648770","-0.6563251109"," 0.17613108","-0.669578881"," 0.3180535846","-0.93675561"," 0.2765143427"," 0.072542956"," 0.508586655"," 0.189097735"," 0.002233326","-0.1207932560","-3.017632e-01","-0.126445171","-0.272143324"," 0.830463705","-0.024801058"," 0.109364334","-1.513650e-01","-0.0481898316"," 0.10336225","-0.6411391400"," 0.985522776"," 0.355377974"," 0.2628399827"," 0.729710179"," 0.385775938"," 0.300488737","-0.1119003944","-0.029107389"," 0.2589309200"," 0.448109460","-0.669217288"," 0.421753425"," 0.248749885"," 0.019908087"," 0.183634512","-0.088129322"," 0.223051153"," 0.530340882"," 0.771211637"," 0.184275190"," 0.524182247","-0.708130503"," 0.071995311","-0.07870335"," 0.026596398","-1.072508244","-0.3492947166"," 0.743147792","-0.620407048"," 9.366911e-02"," 0.4990921058","-0.551810148"," 0.13389155","-1.384639e-01"," 0.103259343","-0.679889180"," 0.0193193089"," 0.238400908"," 0.532911878","-0.177282331","-0.528119373"," 0.2988373614"," 0.467300499","-0.371927623","-1.0559503117","-1.350447185"," 0.546991408"," 0.479684489","-0.508496075","-0.26388677","-0.930888808"," 0.3198625113"," 0.5745130370","-0.012746868","-0.239256515"," 0.241589423"," 0.04651024","-0.253191702","-0.173666470",14,13,"Febrifugine"
"Artemisinin_H1","-0.261879583"," 0.276705666","-0.773980323"," 0.0260922021","-0.17967479"," 0.087657912"," 0.2944298406"," 0.0318824909"," 0.2911429372"," 0.310383337","-0.313614396"," 0.0658445628","-0.122440451"," 0.244368320"," 0.138319848","-0.635071591","-0.038808723"," 0.134362074","-0.2410227254"," 0.3866038195","-0.121296966"," 0.203367274","-0.334093527"," 0.059143476","-0.0203859085"," 0.2713100841"," 0.0334913395","-0.071853749","-0.357950038","-0.1960344390","-0.2234398250","-0.074000443","-0.077106756"," 0.475533720"," 0.065016740"," 0.231292669","-0.067877926"," 0.105790457","-0.042981924"," 0.038115400"," 0.121285675"," 0.1108140305"," 0.553123060"," 0.028585987","-0.143447957","-0.1692367094"," 0.09677241","-0.030609212"," 0.0278272103","-0.30346367","-0.0388158527","-0.115775772","-0.270060677","-0.413092854"," 0.086552310"," 0.0246109017","-3.079818e-01","-0.666408410","-0.068210518","-0.048850781","-0.097828235","-0.013058816","-7.510976e-02"," 0.1547156007"," 0.17881224","-0.0351588534","-0.618891241"," 0.116474514","-0.4076015245"," 0.081546188"," 0.261571477"," 0.250984951"," 0.2171891080","-0.035431435"," 0.0118818465","-0.085472627","-0.312645546"," 0.384574294","-0.740732754"," 0.135357659","-0.061769387","-0.832939158"," 0.184474687"," 0.156953721"," 0.173927760","-0.055052207"," 0.093395780"," 0.095528226"," 0.090820556"," 0.02308451","-0.135940816","-0.527311412"," 0.3406025673"," 0.020876950"," 0.057518395"," 5.538190e-01"," 0.1146333138","-0.153144307","-0.75007664"," 2.712476e-01"," 0.087224343","-0.757256908"," 0.2031403749","-0.148525451"," 0.231607231"," 0.222925207","-0.336758331"," 0.2350953481"," 0.330367627","-0.056858875","-0.1140502882","-0.134957428","-0.079164093"," 0.242045542","-0.201834824"," 0.09066230","-0.160487971"," 0.0764700511"," 0.1031466155","-0.120984632"," 0.149668115"," 0.122103195"," 0.17844457","-0.147290548"," 0.467945928",15,14,"Artemisinin"
"Artemisinin_H2","-0.118565197"," 0.051889586","-1.044270880"," 0.0734313730","-0.16817839"," 0.465456249","-0.0195481154","-0.0451326890"," 0.1037611056"," 0.521891958","-0.533402566"," 0.3949746014","-0.781886023","-0.179496633"," 0.518069707","-0.480457564"," 0.351797449"," 0.123714462","-0.0541748160"," 0.6008754151","-0.986196349"," 0.284851379"," 0.124005001","-0.288055204","-0.2445569908"," 0.2814870544"," 0.1136927948","-0.071474627","-0.113161146"," 0.0202019211"," 0.0435482820","-0.410644080","-0.457343608"," 0.588281373"," 0.621643668"," 0.390871328"," 0.174450672","-0.182591532"," 0.184315001"," 0.239757074","-0.195932813","-0.2357193151"," 0.430553646"," 0.188680854"," 0.393558713","-0.0975698587","-0.31632388","-0.012514767"," 0.4002633343","-0.38819309"," 0.3365084930","-0.121342993"," 0.011790700"," 0.398424858"," 0.098424556"," 0.1985511534","-8.126798e-01","-0.410141648","-0.316615672"," 0.868896291","-0.190785862"," 0.024565682","-2.485884e-01"," 0.1738644587"," 0.41747896","-0.0319639257","-0.220782504"," 0.440574503","-0.5320115910","-0.096989892"," 0.057879539"," 0.678022851"," 0.4912889890","-0.047373281","-0.0561068634","-0.106679064","-1.024947407"," 0.288398660","-0.555562192"," 0.181397586"," 0.137406118","-1.066011243"," 0.029078095"," 0.749966228"," 0.268381633"," 0.110570944","-0.046519408","-0.210542882"," 0.010607289"," 0.48534903"," 0.203381421","-0.489650285"," 0.4573088187","-0.201857073","-0.401538208"," 1.904062e-01"," 0.4028936238","-0.307569440","-1.05567989"," 3.655722e-01"," 0.105916085","-0.065098175","-0.1312697080","-0.399399980"," 0.238806357","-0.164142801","-0.550099210"," 0.0322798761"," 0.400319239"," 0.058030924","-0.4090398603","-0.169280852"," 0.310503891","-0.115546994","-0.835340035"," 0.04320992","-0.519294230"," 0.1678760286"," 0.6048594189","-0.086478474","-0.141599898"," 0.059508408"," 0.49731966"," 0.093241431","-0.523403174",15,14,"Artemisinin"
"Artemisinin_H4","-0.120136730"," 0.368748468","-0.544859533"," 0.0874340492"," 0.10826411"," 0.500336341"," 0.4219577397","-0.0462085560"," 0.1638198925"," 0.445080720"," 0.407615329"," 0.6557640047","-0.268262755"," 0.198205245","-0.013564802","-0.379932023"," 0.127609883"," 0.016332456","-0.1735724345"," 0.4729619025","-0.297713847"," 0.369266714","-0.113968280"," 0.207314310"," 0.0014800465"," 0.1837952638","-0.1805605673","-0.121170292","-0.155164176","-0.2001750737"," 0.0798288542","-0.071283086","-0.098960246"," 0.522151905"," 0.190009090","-0.089358955","-0.045628295","-0.161254272"," 0.082312494"," 0.080816927"," 0.018053432"," 0.3341096625"," 0.131296925","-0.022008071"," 0.072375980","-0.0833631337"," 0.62043725","-0.171816054"," 0.5643684576","-0.41793514"," 0.2726250217","-0.613530453","-0.252994403"," 0.031939726"," 0.476735080","-0.2386564898","-5.694946e-01","-0.162362227","-0.328058194"," 0.340845380"," 0.126425748"," 0.047086387","-2.999718e-01"," 0.0478682463"," 0.37133258","-0.0510035312","-0.277224145"," 0.309741364","-0.3481250061"," 0.516455614"," 0.370451427"," 0.518939875"," 0.1521372337","-0.006518828","-0.0056612948"," 0.011288312","-0.579708013"," 0.368357081"," 0.175466953","-0.371790859","-0.053441191"," 0.444851099"," 0.393012436"," 0.482904292"," 0.197276813"," 0.264493042","-0.001371420","-0.217208758","-0.034479725"," 0.12380196"," 0.022491275","-0.531148034"," 0.0994495341","-0.066972046","-0.000583257","-1.757324e-01"," 0.2730561030","-0.281194894","-0.72030139"," 1.991869e-01","-0.026872529","-0.100050641"," 0.2646493187","-0.262839564"," 0.410455909"," 0.028885356","-0.449416999","-0.4856070682"," 0.060244754"," 0.029455793","-0.5318297509","-0.139364134"," 0.443573463"," 0.424834214","-0.070503301"," 0.22182163","-0.242582301","-0.0275153480"," 0.2078493701","-0.242728797"," 0.052079242","-0.101141846","-0.05715017","-0.442645621"," 0.085146778",15,14,"Artemisinin"
"Artemisinin_H6","-0.289244681"," 0.435647658","-0.236924310","-0.3419060997"," 0.54281300"," 0.513411184"," 0.2342518616","-0.4111372594"," 0.4013599042"," 0.742284326","-0.049992758"," 0.7872061002","-0.895470472"," 0.068299481","-0.200058796","-0.336169653"," 0.204709686","-0.039560959","-0.2253359536"," 0.0610043657","-0.652299010"," 0.077546386","-0.213627140"," 0.148646326"," 0.2197782464"," 0.0692439861","-0.3763723628"," 0.155671304","-0.005440901","-0.2277123895","-0.0568619306","-0.103524573","-0.100704107"," 0.221711683"," 0.153879236"," 0.141480842","-0.205869695","-0.067206636"," 0.112365995"," 0.270430626"," 0.242286835"," 0.2170052046","-0.013490997"," 0.343441974"," 0.042464489","-0.7788244066"," 0.43210829","-0.116368845"," 0.3875925736","-0.35562516","-0.0239017380","-0.125275524"," 0.296516596"," 0.184143936","-0.062000760","-0.2655940581"," 1.691683e-01","-0.428784834","-0.537234394"," 0.087803507"," 0.086057016"," 0.038273700"," 4.403974e-02","-0.0019783904","-0.19185821"," 0.1646572958","-0.120926890"," 0.108265157","-0.4660421477"," 0.200918209"," 0.511605520"," 0.461761825","-0.0747444328","-0.570736644"," 0.3196050005"," 0.382886768","-0.299950496"," 0.146786604"," 0.579791498"," 0.069373787"," 0.197717171","-0.220541605"," 0.361190522"," 0.342351242"," 0.310120907"," 0.524811058"," 0.400911871","-0.355416106","-0.172500218"," 0.03068125","-0.036598571"," 0.533793374"," 0.0071543666"," 0.032117277"," 0.092340771"," 5.912435e-02"," 0.2560384625","-0.527769620","-0.95867736"," 6.106525e-01","-0.275796337","-0.757826701","-0.1515749724"," 0.314759007"," 0.306290211"," 0.105020426","-0.738003156","-0.3317491893"," 0.372699318","-0.202908607","-0.0099958140","-0.450210468"," 0.256760314"," 0.208074738","-0.302740417","-0.00127684","-0.745869772"," 1.0597377535"," 0.5403327903","-0.297747034","-0.041578814"," 0.060142919"," 0.52187040","-0.045175676","-0.846856795",15,14,"Artemisinin"
"Artemisinin_H8","-0.328692222"," 0.505472865","-0.294637686","-0.1947133604"," 0.13404691"," 0.853111417"," 0.6747100547","-0.2884766907"," 0.1327420945"," 1.128092207","-0.159691515"," 0.3206546240","-1.486057258","-0.105227525"," 0.197540298"," 0.074849442"," 0.269790429","-0.149852071","-0.2620816862"," 0.3802154386","-0.333262880"," 0.572338252"," 0.635052979"," 0.349304672"," 0.2665823616"," 0.3612624506","-0.4690675451","-0.178450590","-0.451454422","-0.3630761834"," 0.5528271371"," 0.405927059","-0.041710317"," 0.354930233"," 0.851381035"," 0.295793394","-0.009807052","-0.047783748","-0.016045224","-0.158229574"," 0.201437424"," 0.3277057576"," 0.178178703"," 0.469653442","-0.174687232","-0.8608523212"," 0.03167296","-0.221183078"," 0.7014883745","-0.54443588"," 0.1404182312"," 0.233309640"," 0.376687328","-0.123954841","-0.196409673","-0.0173695893"," 2.018674e-01","-0.798919250","-0.597512287"," 0.250997732","-0.018145087","-0.039373523","-2.082761e-01","-0.0384260810","-0.40851671","-0.1021743381","-0.746741582"," 0.279985989","-0.7399337279"," 0.457671075"," 0.585007094"," 0.973653407"," 0.4433465881","-0.499973592"," 0.2897806876"," 0.738604981","-0.244245308"," 0.230850737"," 0.032920756","-0.138472595"," 0.014216303","-0.321488759"," 0.244321763"," 0.941055631"," 0.432466037"," 0.585661875"," 0.128028572","-0.282047673","-0.397087263"," 0.26717059"," 0.248216426"," 0.642114291","-0.1353195943"," 0.400330836"," 0.120062185","-7.964494e-03"," 0.5626104197","-0.382616045","-1.35831642"," 6.005860e-01","-0.697413011","-0.595355478"," 0.1451912653"," 0.039203530"," 0.105253128"," 0.098878280","-0.116843086"," 0.0747530414"," 0.260696140"," 0.124532078","-0.6698476541","-0.104239086"," 0.647474248"," 0.154545656","-0.131160973"," 0.09235815","-1.222933362"," 0.1193344526"," 0.2823224872","-0.538922154","-0.260914937"," 0.418438179"," 0.19139239","-0.006417389"," 0.189405492",15,14,"Artemisinin"
