"","MAL13P1.124","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.40","MAL7P1.18","MAL8P1.132","PF07_0074","PF08_0032","PF10_0132","PF10_0152","PF10_0191","PF10_0299","PF10_0374","PF10_0380","PF11_0162","PF11_0290","PF11_0527","PF13_0095","PF13_0135","PF13_0137","PF14_0041","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFC0090w","PFC0760c","PFC0980c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFL0980w","PFL2055w","D_class","Class","Compound"
"Cyclosporine_H2"," 0.301373712","-0.092879603"," 0.56889482","-0.1620489114"," 0.050596795","-0.111764606"," 0.1150720025","-0.024315570"," 0.1683857038"," 0.8214869077","-0.111900045","-0.228551152"," 0.250518318"," 0.820602308"," 0.4311719455","-0.329289406"," 1.156333437","-0.07206720","-0.14385907","-0.0980792128","-0.2575973797","-0.289693636"," 0.001231259","-0.211403406","-0.285768714"," 0.260250739"," 0.82053621","-0.272796983"," 0.567851074","-0.2046128310"," 0.121713987"," 0.400974244","-0.325968892","-0.1286670860"," 0.032754726"," 0.281615743"," 0.692894929"," 0.016625495","-0.160384831"," 0.204294988","-0.166717396","-0.3034352649"," 0.04455787"," 0.026028574"," 0.344887578","-0.1564621043"," 0.110949573","-0.196589129","-0.2625500087"," 1.021442272",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.230110721","-0.201378551"," 0.86984930","-0.2938187987","-0.060717685","-0.258404993"," 0.1977665357","-0.281645022"," 0.3629084144"," 1.1339567562","-0.235941012","-0.279410701"," 0.289479259"," 0.138430164"," 0.1776354480","-0.435031542"," 1.733084603","-0.02071482","-0.23776087","-0.0478954715","-0.2182261493","-0.123930758","-0.165409475","-0.109343886","-0.356964695","-0.093777813"," 0.78003757","-0.148700622"," 0.888138666","-0.0988884726"," 0.014148399"," 0.454879773","-0.182237621","-0.1753244545","-0.352455773"," 0.206497838"," 0.716722454","-0.267761257"," 0.150880083"," 0.209308160","-0.002305715","-0.1369560572"," 0.15803175","-0.103588619"," 0.459789863","-0.3053732604"," 0.069416498","-0.271476573","-0.2568822430"," 1.575244678",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.132608385","-0.075262884"," 1.12425231","-0.3631734960"," 0.056407880","-0.152834744","-0.1222954260","-0.020309413"," 0.5384224900"," 0.3884423357","-0.158285608","-0.236817419"," 0.010798816"," 0.715920002"," 0.1233802235","-0.184148542"," 1.378663308"," 0.46122859","-0.20493663"," 0.0438045738","-0.2534679237","-0.159712311","-0.273719238"," 0.200904095","-0.488621173","-0.115624790"," 1.52972171","-0.621033282"," 0.718928821","-0.1404963449"," 0.205066852"," 0.791097002","-0.370835519","-0.3400793290","-0.273096589","-0.186724553"," 0.642612011","-0.379625515","-0.076711533"," 0.221932274","-0.164114950","-0.2480369305"," 0.54563196"," 0.054072978"," 0.634748960"," 0.1324635331"," 0.039324178","-0.499047918","-0.1428514247"," 1.194052334",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.451804920","-0.117020541"," 1.09498767","-0.4097935683","-0.428965227"," 0.034053602"," 0.0840684005","-0.291178406"," 0.7536653987"," 0.9443024748","-0.102215329","-0.522232066","-0.160705856"," 0.887189978"," 0.1121268529","-0.180798629"," 1.321718707"," 0.40509547","-0.05772741"," 0.1170046153","-0.0466821396","-0.347787148","-0.473423386","-0.031897433","-0.371833631"," 0.103932223"," 1.00824053","-0.765208036"," 1.157288984"," 0.0664842334"," 0.419453685"," 0.377734706","-0.088159762","-0.3418191253","-0.345510240"," 0.279610676"," 0.903940835","-0.468392943","-0.008102426"," 0.242647261","-0.212382303","-0.1025562415"," 0.67345755","-0.362295947"," 0.794942141"," 0.0001095511"," 0.027307867","-0.694455205","-0.3928775942"," 0.496306934",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.420260927","-0.107083905"," 0.68234926","-0.2534188556","-0.041466264","-0.141954576","-0.0496415135","-0.138223968"," 0.5832018373"," 0.9470678233","-0.434978597","-0.488510210","-0.043715100","-0.888085043","-0.0713308229","-0.156474425"," 1.165527244","-0.26952995","-0.16879826","-0.0133105985","-0.1233335235","-0.394763500","-0.098025346"," 0.053976283","-0.201801045"," 0.058488878"," 0.29061787","-0.317785538"," 0.754145881"," 0.0214493260"," 0.311748702"," 0.388146038","-0.152620565","-0.2737580468","-0.450516598","-0.041494484"," 0.646114459","-0.161569934","-0.047044822"," 0.379874665","-0.095238741","-0.3945122061"," 0.21049606","-0.193284688"," 0.375821728","-0.4373431801"," 0.258721246","-0.634811173","-0.2785156626"," 0.942643200",6,5,"Cyclosporine"
"Cyclosporine_H12"," 0.307436088","-0.105322297"," 0.76569290","-0.3534521808"," 0.039641491","-0.027635873"," 0.1516904722","-0.293779659"," 0.4542511818"," 1.2698025203","-0.098164536","-0.398115705"," 0.112549794"," 0.787684362"," 0.1933338150","-0.309144764"," 1.645456257","-0.24428952","-0.23883171","-0.0828199278","-0.2968770674","-0.081659826","-0.057432346","-0.039408877","-0.091274235","-0.211490789"," 0.79002524","-0.345809057"," 0.909489570","-0.0091972990"," 0.285604319"," 0.321884296","-0.082442121","-0.4135848546","-0.211894162"," 0.086700881"," 0.797861042"," 0.010506836"," 0.046169472"," 0.319921066","-0.224863047","-0.2884829889"," 0.20801773","-0.111688344"," 0.390917337","-0.3521057173"," 0.117096079","-0.591677085","-0.0018244328"," 1.271568136",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.528734817","-0.153617292"," 0.67482146","-0.4641640930","-0.072540856"," 0.039200342"," 0.4651765554"," 0.170746347"," 0.4868181551"," 1.2637218112","-0.177195054","-0.198027020"," 0.058641674"," 0.634491646"," 0.0225145826","-0.486115316"," 1.516203183"," 0.02271504"," 0.00300129","-0.0380195722","-0.2130406814","-0.155929215","-0.242936526"," 0.114274222","-0.132529915"," 0.271377858","-0.29178863","-0.604063051"," 0.938848317","-0.1726178632"," 0.147906236"," 0.729357146","-0.380174481","-0.6357977563","-0.422628335","-0.036314951"," 0.894922291","-0.131025569","-0.081840745"," 0.499326958","-0.019739670","-0.3487963060"," 0.32156310"," 0.047507677","-0.067828027","-0.2565025271"," 0.089307946","-0.276714414","-0.0560219689"," 1.084759910",6,5,"Cyclosporine"
"Colchine_H1","-0.105673326","-0.114105789"," 0.01690747"," 0.0994814451"," 0.462048410"," 0.403854158"," 0.0378423338","-0.218961137"," 0.2467293061"," 0.3850349521","-0.611689407","-0.134592973","-0.291711795","-0.195846122"," 0.3358222463","-0.259148708"," 0.489438438","-0.10905529","-0.21153986"," 0.1751793580"," 0.3927940856"," 0.433499658"," 0.009957927"," 0.216057552"," 0.079060912","-0.279731923"," 0.10269607","-0.344198877","-0.092827463"," 0.0631308532","-0.254545609","-0.296421886","-0.235865058"," 0.2867754462"," 0.286665020"," 0.263162245"," 0.101349226","-0.503513013","-0.196777767"," 0.124370121","-0.021935793"," 0.1062068834"," 0.32814474","-0.162957356"," 0.742278687","-0.1613477293"," 0.079003030","-0.028682864","-0.3739392399"," 0.274174556",7,6,"Colchine"
"Colchine_H2","-0.062508419","-0.227446560"," 0.16812422"," 0.0151746991"," 0.007970343"," 0.101005553","-0.0833811525"," 0.020436322"," 0.2619593648"," 0.2206552607"," 0.177260713"," 0.006580137","-0.129642262","-0.252976418"," 0.1589632689"," 0.041000649"," 0.023180707"," 0.02368665","-0.02230266"," 0.0176436540"," 0.2437528582","-0.081499543"," 0.012236324"," 0.433858829"," 0.091771746","-0.072426373"," 0.08665765","-0.114814631"," 0.101228047"," 0.2081927418","-0.148150204"," 0.183564827","-0.075005345","-0.0647755137"," 0.069288376","-0.098539544","-0.030454709","-0.105938453"," 0.109063019","-0.074421924"," 0.038213757"," 0.3841286130"," 0.01323937","-0.235683357"," 0.197964980","-0.0687264322","-0.022960508","-0.014569681","-0.1121759931"," 0.290492169",7,6,"Colchine"
"Colchine_H4","-0.001943864","-0.127412700","-0.24936428"," 0.0188305716","-0.190548201"," 0.060784888","-0.0285508915","-0.124935445","-0.0093554048","-0.0373682365","-0.096879777","-0.193933279"," 0.052954571","-0.391630702"," 0.0681780263"," 0.159456490"," 0.340624945","-0.04411301"," 0.22523318"," 0.1091291863"," 0.1966023948"," 0.138176431","-0.010256706"," 0.083139884"," 0.125608230"," 0.112202956"," 0.07849881"," 0.063272767","-0.034487899"," 0.0001920367","-0.101030570"," 0.125254365"," 0.166159913","-0.0825718271"," 0.458122462"," 0.094749696"," 0.063331753"," 0.100272916","-0.122923683"," 0.167243319"," 0.073469499"," 0.3141391489"," 0.02199396"," 0.321280667"," 0.333174836","-0.0388800825"," 0.092485672","-0.291973657","-0.1974441942"," 0.536493729",7,6,"Colchine"
"Colchine_H6"," 0.069135065","-0.010508552","-0.27102785"," 0.0233595653"," 0.136865396"," 0.020061619","-0.1414984702","-0.128297409"," 0.1059885857"," 0.0328092538"," 0.102405658","-0.069683866"," 0.084514048","-0.223963834","-0.0083149868","-0.152226270"," 0.264665444","-0.08741328","-0.09144410"," 0.0674087074"," 0.0779982997"," 0.062785099","-0.045216515"," 0.207988708","-0.162161949"," 0.006378068"," 0.11697526"," 0.067772953"," 0.122363745"," 0.0998776882","-0.095292764","-0.001853921"," 0.176286679"," 0.0252398836"," 0.152383566"," 0.035809400"," 0.172686235","-0.156555205","-0.065825485"," 0.131334886"," 0.175716484"," 0.2170973746"," 0.15672787","-0.006517744"," 0.197047592"," 0.0475669777"," 0.017804277","-0.187049967","-0.1931018399"," 0.069246584",7,6,"Colchine"
"Colchine_H8","-0.009236766","-0.141578180"," 0.05182466","-0.0754419346","-0.060388887","-0.274205889","-0.2415768012"," 0.053740373"," 0.0180751669","-0.1073666276"," 0.169312463","-0.062311738"," 0.060998870"," 0.295196547","-0.1259658923","-0.020071092"," 0.375007491"," 0.03385067"," 0.10751585","-0.2119445699"," 0.1282643129","-0.044355337","-0.206312319","-0.057357570","-0.002320497","-0.021083768"," 0.50136961","-0.250615638"," 0.085592247"," 0.0312877940","-0.111748064","-0.039580698","-0.073744520","-0.1036781512"," 0.260870885","-0.329669717","-0.102463432"," 0.065035757","-0.063934396","-0.005619798"," 0.085612523"," 0.3386004902","-0.19097045","-0.314184491"," 0.240075230"," 0.0761855908","-0.131461637","-0.213598050","-0.2477878681"," 0.457438505",7,6,"Colchine"
