"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL13P1.321","MAL13P1.322","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF10_0111","PF10_0136","PF10_0191","PF10_0243","PF10_0307","PF10_0374","PF10_0380","PF11_0087","PF11_0090","PF11_0260","PF11_0290","PF11_0527","PF13_0032","PF13_0042","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0219","PF14_0041","PF14_0071","PF14_0112","PF14_0138","PF14_0238","PF14_0286","PF14_0360","PF14_0384","PF14_0455","PF14_0540","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0430c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0285c","PFD0470c","PFD0785c","PFE0165w","PFE0260w","PFE0430w","PFE0585c","PFE0745w","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0490w","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0685w","PFL0885w","PFL0980w","PFL1270w","PFL2370c","PFL2485c","PFL2520w","D_class","Class","Compound"
"Colchine_H4","-0.001943864","-0.127412700","-0.1608943753","-0.24936428"," 0.0188305716","-0.1504361178","-0.0480541531","-0.190548201"," 0.060784888","-0.025481183"," 0.123759835","-0.0285508915","-0.123162223","-0.124935445"," 0.128457458","-0.0093554048"," 0.382663256","-0.0744895061","-0.193933279","-0.137622355","-0.221143249","-0.391630702"," 0.0681780263","-0.220609961"," 0.060325991","-0.0660763624"," 0.340624945","-0.04411301","-0.401212685"," 0.1591467501","-0.457456026"," 0.22523318"," 0.1091291863"," 0.1966023948"," 0.071737432","-0.008515589"," 0.138176431"," 0.0509103930","-1.357577e-01"," 0.001079402","-0.010256706"," 5.790321e-02"," 0.125608230"," 0.112202956","-0.163583572","-1.092792e-01"," 0.07849881"," 0.2454836022"," 0.063272767","-0.034487899"," 0.0001920367"," 0.053505392"," 0.072251163","-0.101030570"," 0.166159913","-0.0825718271"," 0.458122462"," 0.158474225","-0.0640055162"," 0.282316375"," 0.049852150"," 0.066159470"," 0.063331753"," 0.100272916","-0.079003072","-0.104830158"," 0.136727262","-0.122923683","-0.34004506"," 0.167243319"," 0.3141391489","-0.0650026148"," 0.234459037","-0.073962003"," 1.613721e-01","-0.0882998317"," 0.175622101"," 0.02199396","-0.101856280"," 0.321280667"," 0.333174836","-0.0388800825"," 0.092485672","-0.291973657"," 0.094226716","-0.064943306","-0.078769483"," 0.012399944"," 0.1462768139"," 0.334807508","-0.468591560"," 0.008716127","-0.116210192"," 0.164864763","-0.1679623964","-0.1974441942"," 0.230487081","-0.074548556"," 0.0296937945"," 0.076328255",7,6,"Colchine"
"Colchine_H6"," 0.069135065","-0.010508552","-0.0443723025","-0.27102785"," 0.0233595653","-0.1607026823","-0.0871432019"," 0.136865396"," 0.020061619"," 0.211873994","-0.004593383","-0.1414984702"," 0.022092074","-0.128297409","-0.004242378"," 0.1059885857","-0.026437034"," 0.0483797817","-0.069683866","-0.045032175","-0.261273490","-0.223963834","-0.0083149868","-0.411306302"," 0.079758079"," 0.0816906106"," 0.264665444","-0.08741328","-0.055186028"," 0.1723798843","-0.004294335","-0.09144410"," 0.0674087074"," 0.0779982997","-0.076027027"," 0.051143917"," 0.062785099"," 0.0152668149"," 1.716051e-01","-0.276222532","-0.045216515","-2.222190e-01","-0.162161949"," 0.006378068"," 0.083501496","-1.546211e-01"," 0.11697526"," 0.3242793308"," 0.067772953"," 0.122363745"," 0.0998776882"," 0.217322592"," 0.018401659","-0.095292764"," 0.176286679"," 0.0252398836"," 0.152383566"," 0.278193804","-0.1197123903"," 0.055728423"," 0.065437993"," 0.037475831"," 0.172686235","-0.156555205","-0.162418881","-0.165164784","-0.035351979","-0.065825485","-0.36349986"," 0.131334886"," 0.2170973746","-0.1044550630"," 0.028557897","-0.150249800"," 1.294614e-01","-0.1398266728"," 0.100820955"," 0.15672787"," 0.035291979","-0.006517744"," 0.197047592"," 0.0475669777"," 0.017804277","-0.187049967"," 0.003771761","-0.033119689","-0.022508618"," 0.065670001"," 0.0752243196"," 0.102711180","-0.312846551","-0.118050596","-0.055305173"," 0.126666549","-0.0190252779","-0.1931018399","-0.071902582","-0.094056151","-0.1076659916"," 0.005205303",7,6,"Colchine"
"Colchine_H8","-0.009236766","-0.141578180","-0.0117455532"," 0.05182466","-0.0754419346","-0.0415519557"," 0.1318359234","-0.060388887","-0.274205889"," 0.113058303"," 0.013561727","-0.2415768012","-0.154799457"," 0.053740373"," 0.261236898"," 0.0180751669"," 0.732641056","-0.0964305113","-0.062311738","-0.026214840","-0.186291398"," 0.295196547","-0.1259658923"," 0.014233400","-0.094749909"," 0.0948203951"," 0.375007491"," 0.03385067","-0.202004463"," 0.0875418829","-0.104862729"," 0.10751585","-0.2119445699"," 0.1282643129","-0.125451707"," 0.041891064","-0.044355337","-0.1276111481","-1.004836e-01","-0.148906879","-0.206312319","-7.868653e-02","-0.002320497","-0.021083768"," 0.145317272"," 2.534592e-02"," 0.50136961"," 0.1291088501","-0.250615638"," 0.085592247"," 0.0312877940"," 0.005854509"," 0.039968895","-0.111748064","-0.073744520","-0.1036781512"," 0.260870885","-0.067333477","-0.1922626586"," 0.139989052","-0.149065926"," 0.115507536","-0.102463432"," 0.065035757"," 0.092345465","-0.175623723","-0.217158113","-0.063934396","-0.03468715","-0.005619798"," 0.3386004902","-0.0853166317"," 0.053488599","-0.017163281"," 9.278814e-02","-0.1677178295"," 0.165111475","-0.19097045","-0.004080893","-0.314184491"," 0.240075230"," 0.0761855908","-0.131461637","-0.213598050"," 0.283725408","-0.203505688","-0.269214302"," 0.076537683"," 0.0234705865"," 0.315577007","-0.194637121","-0.169416355"," 0.006716054"," 0.023469305","-0.0274678016","-0.2477878681"," 0.007163578","-0.135887221"," 0.0531492923"," 0.030614072",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.079374456","-0.8655808065","-0.68370223"," 0.8409102365","-0.4344968191","-0.1205319389","-0.648449042"," 0.286440840"," 0.380738666"," 0.626132813","-0.5704677168"," 0.322333731"," 1.238583480","-0.637859576","-0.6084719110","-1.468365438"," 0.0498737545","-0.113486045","-0.211480253"," 1.296429254"," 0.346351105","-0.1545532149","-1.316666834"," 0.126167422","-0.5616809394"," 0.505998030","-0.09827255","-0.676201132"," 0.3017269922","-0.711975513"," 0.52669198"," 0.0545589886","-0.2734901042"," 0.423797476"," 1.042563122","-0.401780929"," 0.2249391810","-1.967981e-01"," 0.564909008","-0.177938987"," 7.113856e-01"," 0.699883577"," 1.151577523","-0.322409918"," 2.696076e-01"," 0.04572665","-0.3853396094","-0.213857006"," 0.213268243","-0.1321603609","-0.540312562"," 1.098077122"," 0.176376690","-0.193828717","-0.5792707293","-0.489547021"," 2.028152066"," 0.3121461246","-0.324927697","-0.397519460"," 0.225651061"," 0.627845984"," 0.227747450"," 0.864947072","-0.022159375"," 0.875883240"," 0.111671288","-1.12251236"," 0.549787066","-0.7707462237"," 0.3595825997"," 0.849210327","-1.128535347","-6.813784e-01"," 0.4559578588","-0.034011859"," 0.26615608"," 0.168072560"," 0.004621575","-0.129760498"," 0.5297296592","-0.328247634","-0.781154877","-0.466532564","-0.633311858","-0.016135885","-0.235589265"," 0.0792936604","-0.047235252","-0.011840108","-0.630713322","-0.567457243","-0.928817326"," 0.4465933847"," 0.0745221001","-0.143994928","-0.098549986","-0.2060373967"," 0.218276674",8,7,"PMSF"
"PMSF_H2"," 0.055628060"," 0.042742422","-0.5273214005","-0.45443042"," 0.1443225284","-0.1500501965"," 0.6750565164","-0.104669119"," 0.236612457"," 0.341821380"," 0.150620029","-0.0004724186","-0.345669169"," 1.183216765"," 0.139543020","-0.5013948201","-2.171562075"," 0.2232006414"," 0.101320188","-0.459505141"," 0.986072115"," 1.168068416"," 0.3596800221","-1.515529087","-0.057129459"," 0.0742949641"," 0.647614079","-0.22301942","-0.585932285"," 0.5694070453","-0.692850265","-0.10724502"," 0.0825341954"," 0.2656502283","-0.079534401"," 0.874152887"," 0.063067476","-0.9226393325","-2.120510e-01"," 0.190206202","-0.266420837"," 4.926996e-02"," 0.275779917"," 1.081724471"," 0.160206890"," 2.415590e-01","-0.80413318","-0.3374310630","-0.466035331","-0.330167741"," 0.0099572942"," 0.644419592"," 0.767267048"," 0.121783287"," 0.034017374"," 0.1617767610","-0.016900251"," 2.437812500"," 0.4398165869","-0.060106917"," 0.434779144"," 0.043077084"," 0.789797744","-0.438827503"," 0.811982010"," 0.106473046"," 0.258816881","-0.303479333","-1.60405795"," 0.291365991","-0.7718034762","-0.5903122204"," 1.278778446","-0.878902244","-9.508613e-01"," 0.1841113734","-0.591823237"," 0.19613816","-0.004318678"," 0.272955316"," 0.122609270"," 0.9048633670","-0.432690170","-0.461710281","-1.065026893"," 0.338517793","-0.535592227"," 0.101067514","-0.0923632487"," 0.163649849","-0.410917587","-0.686865796","-0.121149940","-0.690488688","-0.0493120998"," 0.1034927632","-0.627548307","-0.150060333"," 0.4033680529"," 1.781348962",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.100765683","-0.4869777049","-0.02321564"," 0.9076468858"," 0.2719886214"," 1.0429916138","-0.269766742","-0.258359429"," 0.125267204"," 0.210200010"," 0.2694533325","-0.478563365"," 1.288858803"," 0.275628055","-0.5506541429","-2.789447931","-0.0597863967"," 0.107131899","-0.145293030"," 0.830646412"," 1.097288781"," 0.1825579303","-1.174879046"," 0.139871182"," 0.3451409858"," 0.742268086","-0.29914901","-0.718913288"," 0.8416015532","-0.554183428"," 0.02910867","-0.4564080427"," 0.2616051387","-0.323733170"," 1.044797156"," 0.165604744","-0.9108871143","-2.756711e-01","-0.083977607","-0.624141637"," 2.065003e-01"," 0.149486395"," 0.511494692"," 0.320807024"," 4.337843e-01","-1.09919451","-0.2869777071","-0.669657889","-0.333752233","-0.0656887381"," 0.249809628"," 0.740349063"," 0.128595724","-0.033005821"," 0.0492793828"," 0.165717854"," 2.824920270"," 0.5889936345"," 0.055409324"," 0.141830135"," 0.072911523"," 0.969363820","-0.513303347"," 0.885741974","-0.074536447"," 0.251795245","-0.692523272","-1.65556760"," 0.231004049","-0.9670671936","-0.7938764018"," 1.283814924","-0.594384781","-6.837545e-01"," 0.3458411757","-0.445957350","-0.18971303","-0.073503359"," 0.251459649"," 0.108414833"," 1.2153349578","-0.456117629","-0.027607867","-1.053554784","-0.129324679","-0.633651624","-0.078886451"," 0.0892779860"," 0.385116472","-0.575458625","-0.890655273","-0.017591712","-0.623064618","-0.3438866354"," 0.0235981756","-1.046379206","-0.257051168"," 0.4631917765"," 0.838674239",8,7,"PMSF"
"PMSF_H6","-0.149618302","-0.607675630","-0.4834849047"," 0.36144176"," 0.6394142237","-0.3921471619"," 0.6822855530","-0.055234025","-1.110344088","-0.687624759"," 0.334646342"," 0.8585530397","-1.132871905"," 1.407769836"," 0.298179206","-0.3473273611","-2.032925353","-0.0740266415","-0.221053837"," 0.212460994"," 0.806970357"," 1.132796984"," 0.1001894908","-1.126689570"," 0.150396251"," 0.7447600549"," 0.686568952","-0.20141652","-0.471276742"," 1.1467802526","-0.767840385","-0.20150151","-0.0581918247"," 0.3366256204","-0.442232803"," 1.024786936","-0.090672680","-0.8888445346","-2.984704e-01","-0.211023516","-0.676706283","-1.355819e-01","-0.004017084"," 0.075434660"," 0.743968952"," 5.783567e-01","-0.68730115","-0.1911741033","-0.436716843","-0.110369330"," 0.0523323291"," 0.518036426"," 0.801709104","-0.315224180","-0.033477844","-0.4754485915"," 0.174608263"," 2.907979408"," 0.4303486374"," 0.230927294"," 0.819085246"," 0.349007967"," 0.659723978","-0.449840772"," 0.995909032","-0.226543278","-0.038046370","-0.606506066","-1.46522463"," 0.148631261","-0.5329419085","-1.1766323628"," 1.258657327","-0.479191100","-5.717696e-01"," 0.3762585895","-0.507279219","-1.00040539","-0.932430062"," 0.049626521"," 0.149628719"," 0.3911061764","-0.503982056"," 0.506436592","-0.848470693","-0.482136088","-0.912712160","-0.059604420","-0.0410659736"," 0.547211520","-0.152418241","-0.974569538","-0.093832314","-0.723553758","-1.0684926752"," 0.0450024804","-0.692969092","-0.460373211"," 0.5364440368","-2.545232472",8,7,"PMSF"
"PMSF_H8","-0.217755924","-0.948421944","-0.8593286768"," 0.01537116"," 0.6255167060","-0.7967400424"," 0.8143844503","-0.703781271","-1.290650719","-0.811690992"," 0.480353289"," 0.5992667242","-1.427769287"," 1.191626326","-0.024019275","-0.4829813412","-1.749947951","-0.3738976787","-0.515678563"," 0.819866241"," 1.152427455"," 1.581226832","-0.2001522448","-1.075552006"," 0.187929414"," 0.7823721550"," 0.015973697","-0.38545607","-0.887603743"," 1.1038104685","-1.306364880"," 0.22409415","-0.4476317730"," 0.3012720528","-0.403269429"," 0.928509579","-0.174095755","-0.9571921312","-2.974434e-01","-0.069947409","-0.919116954"," 2.050688e-01"," 0.112801446"," 0.600022117"," 0.748916176"," 6.820368e-01","-0.41523750"," 0.0007427409","-0.306027654"," 0.185427458","-0.0746006896"," 0.154235578"," 1.266471483","-0.448127151","-0.307111920","-0.5530562006"," 0.137265670"," 2.429730294"," 0.5020646541"," 0.295202257"," 0.209090511"," 0.519396682"," 0.685338591","-0.194396602"," 0.966422343","-0.603658767"," 0.203508703","-1.153929902","-1.92200438"," 0.194635420","-0.4623234038","-1.0564367044"," 1.543489819","-1.107823223","-5.023722e-01"," 0.5472598022","-0.424782567","-1.32569911","-1.459457434","-0.051064278"," 0.573203875","-0.4517709310","-0.413146522"," 0.011263351","-1.028435566","-1.400104925","-0.974663137","-0.142519113"," 0.1186025113"," 0.653067255","-0.016142076","-1.507643477","-0.847076898","-0.396792746","-2.1535007632","-0.4601279574","-0.766535151","-0.594536264"," 0.2690846923","-5.171051371",8,7,"PMSF"
"Leupeptine_H1","-0.079025754","-0.064057340"," 0.0604225251","-0.17476520"," 0.5744502123","-0.2929276063","-0.2250308578","-0.114396003","-0.027123961","-0.070790000","-0.005768339","-0.3131008607","-0.168315304"," 0.042106324"," 0.115690136"," 0.1352406341","-0.288297953"," 0.2467473818","-0.048548048","-0.037234898"," 0.006256944","-0.226010684","-0.0279925015"," 0.202312008","-0.057527617","-0.2159496298","-0.278426928"," 0.21824459"," 0.011763522"," 0.0670347937"," 0.383837535","-0.17057303"," 0.1262449524","-0.1742029304"," 0.184627249"," 0.196947220","-0.376392381"," 0.1313128969","-6.269775e-02"," 0.351335839"," 0.246846898"," 2.531044e-01"," 0.008930599","-0.346514026"," 0.070305973"," 3.603168e-02"," 0.04319766","-0.2985637969"," 0.094436020"," 0.150481798"," 0.3039501247","-0.356007187","-0.058647976"," 0.277166288","-0.105034628"," 0.1870051928"," 0.004087465","-0.384812461"," 0.0082111872","-0.495004407"," 0.144826681","-0.070581388","-0.113305122"," 0.055064296","-0.039219193"," 0.257631370"," 0.187831614"," 0.209893880"," 0.30159644","-0.037557568","-0.0824488525"," 0.3398591125","-0.023316021"," 0.126307050","-9.668333e-02"," 0.1775277546"," 0.170223739","-0.23348954"," 0.173901144"," 0.204857184","-0.429217659","-0.1253969795"," 0.058915626","-0.141001983"," 0.382832305","-0.006631821"," 0.458632557","-0.220857828","-0.3377125374","-0.680489293"," 0.279998979","-0.081186153","-0.107660943","-0.172000304"," 0.1720019967"," 0.3803931140","-0.043547994"," 0.156139471"," 0.1566577596","-0.635385516",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270","-0.014012165"," 0.0798072013"," 0.27253556","-0.1665874613"," 0.1454721030","-0.2215776173","-0.021462934"," 0.076351760","-0.140957940","-0.064704784","-0.0973786999","-0.045001712","-0.111183823","-0.145888330"," 0.1282294923"," 0.405609251","-0.0894882327","-0.127049794","-0.011627617"," 0.178472428"," 0.113985880"," 0.0999970281","-0.019201157","-0.126906139","-0.5354608582","-0.131651765","-0.01498185"," 0.089535301","-0.1832850855","-0.238312509","-0.12223433"," 0.0005730812","-0.1133307523"," 0.088431545"," 0.007995550","-0.100417773","-0.3283886120"," 9.115196e-02"," 0.073917799","-0.099617215"," 2.025806e-01"," 0.305191747"," 0.259359930"," 0.024848124","-2.702141e-03"," 0.44254131"," 0.0742699020"," 0.064789342","-0.187128185"," 0.1728680737"," 0.067320755"," 0.211498602","-0.002404116"," 0.194222929"," 0.1474840608","-0.176961819","-0.270248185"," 0.0265387805"," 0.142091012","-0.575705301"," 0.020654029","-0.046461523","-0.001746518"," 0.102050385"," 0.006241156"," 0.105103699"," 0.074103703","-0.20132522","-0.134619079"," 0.2111169976"," 0.0494753185"," 0.124985007","-0.208195801"," 1.138322e-01","-0.0248339096","-0.103451077","-0.08541856","-0.028027162","-0.081885616","-0.134971881","-0.1738713959"," 0.024196257"," 0.009207985","-0.048508374"," 0.119386756"," 0.230825114","-0.001720414","-0.0436903079"," 0.008731048"," 0.141813218","-0.052032941","-0.067905674","-0.075780020"," 0.0130877715"," 0.1153746174"," 0.240459971","-0.045513557"," 0.1014716373"," 0.558750320",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.033295023"," 0.1098522652","-0.05121864"," 0.4648729817"," 0.0541631048"," 0.0268154392"," 0.097039036","-0.048883045","-0.083236663"," 0.033087316"," 0.1089489654"," 0.021332994","-0.054242586"," 0.098406313","-0.0829071168","-0.293669141","-0.1203030654","-0.034583439"," 0.006324790","-0.047992400","-0.095506849","-0.0428174804"," 0.229610418"," 0.191475442"," 0.1046713095"," 0.045566372","-0.01504191","-0.039923309","-0.0033951286","-0.227094654","-0.06202353","-0.1490656298","-0.0129520056","-0.176151747","-0.129306597"," 0.187146751","-0.0014141807"," 1.802715e-02","-0.233428847"," 0.067793022","-1.789036e-01","-0.063093527","-0.116853237"," 0.006875186","-1.222941e-01","-0.23375390"," 0.0959318523","-0.268151269","-0.068776774","-0.1087587185","-0.057704724","-0.232969656","-0.008275552"," 0.025100370"," 0.0664024264","-0.014367431"," 0.360407472","-0.0227545112"," 0.193778991","-0.302374262","-0.099380997"," 0.112393993","-0.061530416","-0.169047023"," 0.022896513","-0.090286699","-0.505474079","-0.03988641","-0.166425080","-0.2378238957","-0.1846875429","-0.374897333"," 0.280125142"," 2.043670e-01"," 0.1213873140"," 0.001529386"," 0.05261353"," 0.138263084"," 0.055837182","-0.049528302"," 0.2371580502"," 0.015076165"," 0.283789027","-0.338595929","-0.246638523","-0.099436036"," 0.048544759"," 0.1893960402"," 0.236030711","-0.243721661"," 0.147145672"," 0.091015400"," 0.121516950","-0.1797963444","-0.1480688399","-0.040187538"," 0.119201792"," 0.0611464919"," 0.131776162",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.053195305"," 0.2770947071"," 0.19712522","-0.1208444110"," 0.0320139767"," 0.0276972019"," 0.197899399","-0.114437687","-0.310015544","-0.339417061"," 0.1449672624","-0.113903773"," 0.368045164"," 0.549749902"," 0.1411702575"," 0.129108343"," 0.0609150793","-0.033055155"," 0.015814485"," 0.107950811"," 0.243379444"," 0.0079254914"," 0.023427255","-0.134053859"," 0.2293748971","-0.165383742"," 0.22195618","-0.111428992"," 0.1779145175"," 0.039500655","-0.38552440"," 0.0570554275","-0.1373878363"," 0.109050861","-0.142142558","-0.147959948"," 0.1649988759","-3.413696e-02","-0.291810809"," 0.050042293","-1.459285e-01","-0.037574865","-0.138164629"," 0.039538214"," 6.918122e-02"," 0.22149274","-0.0038516928"," 0.077802019","-0.091035227","-0.0072061837"," 0.093700151","-0.221135318","-0.218308582","-0.104512863"," 0.1904089114","-0.324135954"," 0.476445173","-0.0743491054","-0.062616578"," 0.375409104"," 0.024148491"," 0.007723352","-0.028156710","-0.177708448"," 0.092533088","-0.082813417","-0.075754675","-0.13136658"," 0.050982547"," 0.0501396752","-0.1042047065"," 0.103713924"," 0.297329747"," 1.902629e-01","-0.0031575090","-0.269710929","-0.03851279","-0.119429492","-0.110328317","-0.061917857"," 0.0385103025","-0.182565572"," 0.104247249","-0.056745766"," 0.053084497","-0.163217099"," 0.018083087","-0.0449067644","-0.174983061"," 0.206646404","-0.158429918"," 0.239761183","-0.202460740","-0.0963990838","-0.0427664012"," 0.232291551","-0.159166753"," 0.0928107868","-0.176348822",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.090306974"," 0.0706460299"," 0.12714112","-0.7502315264"," 0.1827158520"," 0.0007409746"," 0.011024501"," 0.218587301"," 0.084576866","-0.020354874"," 0.0368633085"," 0.058329187"," 0.055631488","-0.002824348","-0.0898270421","-0.227081896","-0.0738502475","-0.096725224"," 0.098941187","-0.054169916"," 0.648959874"," 0.1100519144","-0.047157232","-0.058672702"," 0.4307607040","-0.147977413","-0.03445676"," 0.073115548"," 0.0725028883","-0.159733051"," 0.05211846"," 0.1094216265"," 0.0577350987","-0.108014845","-0.087725629"," 0.237515369","-0.0385529163"," 1.900207e-01","-0.263460511"," 0.015353652","-2.376401e-01","-0.098204803","-0.001319517"," 0.112575606","-1.474321e-02","-0.40375286"," 0.0990607982","-0.030471101"," 0.056235935"," 0.0371075898"," 0.141698460","-0.149748853","-0.455811288"," 0.161489694"," 0.2458287316","-0.032866845"," 0.218593318"," 0.0016601775"," 0.100274442"," 0.466169763","-0.144491150"," 0.178023307","-0.367761839"," 0.045822157","-0.169654088","-0.078224486"," 0.001885840"," 0.39245453"," 0.044496629"," 0.0392692684","-0.1929479746"," 0.041113346"," 0.017381346"," 1.617132e-02","-0.0579086225","-0.209124135"," 0.38547365"," 0.047754117","-0.129686790","-0.155019182"," 0.0895779402"," 0.012597922"," 0.128860601","-0.311014137"," 0.099630781"," 0.001212412","-0.077412821"," 0.1530814621"," 0.074359420"," 0.173339681"," 0.036316617"," 0.061560543","-0.030718284","-0.2362873627","-0.2739077017","-0.158022684"," 0.117242229","-0.0759842144","-0.161184850",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.152660769","-0.0881573383"," 0.42361232","-0.3154575788","-0.4220941415","-0.0592539774","-0.362330965"," 0.114728596","-0.126469279","-0.133337083"," 0.1176269304"," 0.238246089"," 0.242785634"," 1.788953671","-0.0098570073"," 0.148722433","-0.1437833945","-0.391986361"," 0.518875261"," 0.398990715","-0.131452895","-0.0490812967","-0.210016771"," 0.265132638"," 0.4674031756"," 0.015410802"," 0.83674685","-0.297297844"," 0.1566316461","-0.153315147","-0.05104866","-0.6581598984"," 0.1329562023","-0.052550424","-0.017712779","-0.361331828","-0.1052596231","-3.242945e-01"," 0.056661014"," 0.023412706"," 1.801633e-01"," 0.068904604"," 0.549714765"," 0.102758761","-3.509323e-01"," 0.54906489"," 0.1464954804"," 0.228392167"," 0.053285970"," 0.1403913072","-0.252879488"," 0.414849995"," 0.156436726","-0.175070908","-0.3622095485","-0.275873299","-0.204109710","-0.0779897385","-0.030525585","-0.060277341","-0.058418336","-0.050693098"," 0.287995817"," 0.214551902","-0.066903068"," 0.148524616","-0.266035791"," 0.11918717"," 0.068526115","-0.2774035653"," 0.1695943450"," 0.270619217","-0.700762306","-1.885653e-01","-0.0185754582","-0.130762067"," 0.33743794","-0.134137473","-0.975569420"," 0.006064657","-0.4398151141","-0.133312539","-0.277841485","-0.064428417","-0.405086355","-0.305329032"," 0.099167663","-0.1752735378","-0.825107403"," 0.026054123","-0.656244081","-0.397939015"," 0.125323412"," 0.1232035784","-0.3381190403"," 0.198242315","-0.372814388","-0.0036823883"," 0.810223913",10,1,"Apicidin"
"Apicidin_H2"," 0.215745718"," 0.092932462","-0.0195005799"," 0.20406740"," 0.2547604904"," 0.0068263567"," 0.1477278312"," 0.334973597"," 0.047734118"," 0.289686477"," 0.433407320","-0.0438163374"," 0.257917455"," 0.236634669","-0.073150469","-0.0826094219","-0.229015519"," 0.1018407243"," 0.030000749"," 0.070554542","-0.142319922"," 0.314804537","-0.0038148931","-0.249744911","-0.020496270","-0.0389088918","-0.104005323","-0.23277073"," 0.080159086"," 0.0874254147"," 0.494949424","-0.12206749","-0.1066537571"," 0.1454657859","-0.156841857"," 0.073379660"," 0.044398732","-0.0550377222"," 3.430892e-01"," 0.030355692"," 0.106740899"," 6.280053e-02","-0.299721379"," 0.143428296"," 0.196938135"," 3.236421e-02"," 0.14000745","-0.1457992080","-0.167280887"," 0.191614116","-0.0276359050"," 0.261053465"," 0.314122422"," 0.134016700","-0.133277731","-0.0072568233","-0.167390238"," 0.227513792"," 0.0564884230","-0.104576360"," 0.075640394","-0.112297771"," 0.173504492","-0.239117353"," 0.144327657"," 0.037297439"," 0.086149950","-0.518243183"," 0.05131904"," 0.146867027","-0.0303285916"," 0.0325286895","-0.114568438","-0.448306384","-2.933373e-01","-0.0942510290","-0.230427360"," 0.21271822"," 0.049246359"," 0.257617131"," 0.028813070"," 0.0284447905"," 0.186491911"," 0.155583447","-0.150982227","-0.080492227","-0.034768995","-0.025302767","-0.2530948418","-0.332363732","-0.254512289"," 0.034342182","-0.181426958"," 0.073441222"," 0.0991880372"," 0.0482312012","-0.168681822","-0.067500579"," 0.0571979706"," 0.680475332",10,1,"Apicidin"
"Apicidin_H4"," 0.005308789","-0.006378377"," 0.0849241520","-0.13910695","-0.1828143805","-0.0059231374","-0.1741135679"," 0.270415805"," 0.130322138"," 0.633355954","-0.003359381"," 0.2469944686"," 0.365518945"," 0.094283243","-0.011978962","-0.2828990989","-0.180494530","-0.0887681299","-0.023424279"," 0.002460896"," 0.087927751"," 0.250165992","-0.1244080162","-0.029059499"," 0.158480302","-0.1391106407"," 0.100289782","-0.05007718","-0.130977237","-0.0177466078","-0.082005115","-0.08977964","-0.0486034209"," 0.0485183726","-0.201900729","-0.017546498","-0.041015982"," 0.1215062233"," 1.301230e-02","-0.009811582","-0.033529306"," 1.758968e-01","-0.116944623"," 0.226119474","-0.206387606"," 7.479199e-02"," 0.21836198","-0.1129622555"," 0.165083977","-0.004785416","-0.0928188859"," 0.123936555"," 0.003621601","-0.191969849"," 0.103417478","-0.0822091910"," 0.197780374"," 0.058832798","-0.0618355535","-0.188462948"," 0.350524429","-0.158564527","-0.183721735","-0.074848873","-0.115618569","-0.074621160","-0.032907996","-0.082396778"," 0.52095789","-0.047230190","-0.0904176655","-0.0794227546","-0.102194071","-0.059043307"," 1.604439e-01"," 0.0527930376"," 0.049860619"," 0.14803317","-0.165874468"," 0.005416684"," 0.132634388"," 0.0645282394","-0.102629367"," 0.200066856"," 0.088406601","-0.276712990"," 0.011824653","-0.001598155","-0.0504512798","-0.120756070"," 0.110974692"," 0.084174573","-0.183404060"," 0.206325872","-0.2618888393"," 0.1242305559"," 0.061837792","-0.040299580"," 0.1581871085","-0.067157621",10,1,"Apicidin"
