"","MAL13P1.116","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.301","MAL13P1.310","MAL13P1.332","MAL13P1.337","MAL13P1.343","MAL13P1.75","MAL7P1.113","MAL7P1.12","MAL7P1.126","MAL7P1.65","MAL8P1.111","MAL8P1.152","MAL8P1.18","MAL8P1.35","MAL8P1.53","MAL8P1.55","MAL8P1.8","PF07_0015","PF07_0111","PF07_0116","PF08_0126","PF10_0142","PF10_0159","PF10_0173","PF10_0195","PF10_0257","PF10_0280","PF10_0286","PF10_0321","PF10_0340","PF10_0348","PF10_0374","PF11_0064","PF11_0096","PF11_0123","PF11_0129","PF11_0141","PF11_0146","PF11_0174","PF11_0212","PF11_0241","PF11_0242","PF11_0276","PF11_0396","PF11_0404","PF11_0414","PF11_0461","PF11_0471","PF11_0506","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0166","PF13_0187","PF13_0209","PF14_0013","PF14_0094","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0267","PF14_0286","PF14_0292","PF14_0304","PF14_0314","PF14_0342","PF14_0346","PF14_0415","PF14_0439","PF14_0463","PF14_0545","PF14_0567","PF14_0583","PF14_0632","PF14_0695","PF14_0706","PFA0300c","PFA0430c","PFB0265c","PFB0410c","PFB0715w","PFB0820c","PFB0875c","PFC0225c","PFC0315c","PFC0375c","PFC0385c","PFC0465c","PFC0570c","PFC0610c","PFC0705c","PFC0865w","PFC0885c","PFC0960c","PFD0180c","PFD0265w","PFD0285c","PFD0295c","PFD0340c","PFD0830w","PFD1070w","PFE0335w","PFE0500c","PFE0505w","PFE1015c","PFE1430c","PFE1520c","PFE1550w","PFF0610c","PFF0625w","PFF0875w","PFF1110c","PFF1150w","PFF1395c","PFI0230c","PFI0380c","PFI0505c","PFI0585c","PFI1025w","PFI1110w","PFI1195c","PFI1265w","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1650w","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1430c","PFL1700c","PFL1760w","PFL1815c","PFL2220w","PFL2485c","PFL2550w","D_class","Class","Compound"
"Trichostatin_H6","-0.697305186"," 0.034241838","-0.0217472384","-1.071960923","-0.291943248"," 0.607714033"," 2.061500352","-0.30011123","-0.238885692"," 0.1144262625"," 2.601534e-01"," 0.5766629944","-0.056077305"," 0.348405110"," 0.681035927"," 1.0258195658","-0.813252249"," 0.157398329"," 0.145481895"," 0.315234017"," 0.470471677"," 1.173796948","-1.069756142"," 1.951295595","-0.261264255","-0.428401096"," 0.64945033"," 1.352423083","-0.228783842"," 0.684062348"," 0.04477231"," 0.008631960"," 0.036302868"," 3.689318e-01","-1.0099135169"," 0.777790181","-0.485270904"," 0.502260131","-0.053880622","-0.557884624","-0.3272242271","-0.085149199"," 0.85280581","-0.6702954439"," 0.3066380150"," 0.929334104"," 0.1575782167"," 0.426787815"," 0.9817497931"," 0.426304978","-0.4538336376","-2.970312e-01"," 0.743013167","-1.058624980"," 1.417308453","-0.126924083"," 1.11604534","-0.09751882","-0.19482912"," 0.495814361","-0.1323319611"," 0.641258437"," 0.009846321"," 0.4879318972"," 0.039204229","-1.443163224"," 0.604232921"," 0.1627304170"," 0.212266459"," 0.281982940","-4.630471e-01","-0.4493351073","-0.7018159865","-1.620602328","-0.454028391","-0.9105648081","-0.295334428"," 1.431445338","-0.047436302","-0.1441907190"," 0.173996961","-0.21157730","-0.031772190","-0.583633771"," 1.699451090"," 0.494352344"," 0.092754022","-0.744401634","-0.120855974","-0.591413871"," 1.120608e-01"," 0.0235784952","-1.563020091"," 0.0136849299","-1.179308410","-0.0173947488","-0.8917115367"," 0.433320036"," 0.448335548"," 0.632964143"," 0.134552907"," 0.207910372"," 0.1855641182","-0.0150165512","-0.242923893"," 0.622365710","-0.89137691","-0.251798077"," 0.2770423098","-0.615222038"," 0.5441877215"," 0.825819007","-0.055207952","-0.329538885","-0.675007504","-0.060558986"," 0.491165998","-0.165744864","-0.208987922"," 0.3447272435"," 0.4592138677"," 0.366053336","-0.570935103"," 0.181077401"," 1.0479582522","-0.3071852126"," 0.0416036101"," 0.309017023","-0.324639497"," 0.2274870137"," 1.3518096973"," 0.428002087"," 0.723934411","-0.41295898"," 1.738911334","-0.155323182"," 1.05570983","-1.5868721676","-0.280541533"," 0.28081865","-0.4852810858"," 0.691493093","-0.356487538","-0.465710441","-0.6371569700","-0.396214884"," 0.017125590","-0.316469815","-0.0203406274","-1.105472497",11,1,"Trichostatin"
"Trichostatin_H8","-0.368733856","-0.049319287"," 0.3073605191","-0.601497527","-0.167446273","-0.091857135"," 2.528934890","-0.30167803","-0.257091940"," 0.5851453358"," 5.461057e-02"," 0.6805320060"," 0.295296787"," 0.394523667"," 0.280884794","-0.1899549314","-0.614365879"," 0.274394441","-0.180183372"," 1.036689282"," 0.569046974"," 1.287486960","-0.254270668"," 0.717244621"," 0.001117188","-0.180485936"," 0.98817744","-1.208299030","-0.447073377"," 0.983008250"," 0.28628606","-1.337854222"," 0.322281321","-3.716031e-01","-0.6503594282","-0.031519838","-0.528517179"," 0.080312850"," 2.105116143"," 0.219957375","-0.3410520821"," 0.010353874"," 0.98837171","-0.7658025596","-0.5026201523"," 0.424225427","-0.0862875647"," 0.451551023"," 0.9199654422"," 0.757462330","-0.6551649296","-3.594913e-02"," 0.745203111","-0.815863568"," 0.992143892","-0.158206486"," 1.63729695","-0.03127859","-0.32936301","-0.319993275","-0.4212017795","-1.287440209","-0.145258959","-0.6173691386"," 0.072812905","-0.589406830"," 0.067465790","-0.5282584781","-0.184312323"," 0.628362174"," 2.330158e-01","-0.5541984315","-0.7565207288","-1.912900668"," 0.236079069","-1.0082111791","-0.121270095"," 0.628801729"," 0.430028806","-0.2535805539"," 0.069189647"," 0.05466821","-0.007877138","-0.563090552"," 1.116971293"," 0.180319631"," 0.280212471","-0.851837916","-0.078974495","-0.505951742","-1.017337e-01","-0.4853741066","-1.108713614"," 0.4902630563","-1.803965132"," 0.3900671491","-0.5462984341"," 0.887783807"," 0.238029785"," 1.092744792","-0.087264117","-0.327460958"," 0.7140342361"," 0.0344678944","-0.345559633"," 0.004577169","-1.06909146","-1.131782070"," 0.7627648112","-0.938542490"," 0.3582977293"," 0.592067507"," 0.455454754","-0.056104492","-0.686357619"," 0.371292972"," 0.854227567","-0.140209929","-1.213221242","-0.1833129435"," 0.3377187003"," 0.039254718"," 1.003004927"," 0.692939792"," 0.3966787918"," 0.0844800852"," 0.2717856150","-0.244402801","-0.622156139","-0.0110163594"," 0.8637894843"," 1.148021288"," 0.178421479","-0.21168542"," 0.397569032"," 0.027998774"," 1.19376024","-0.1649117055","-0.134814698","-0.13288965","-0.0507105473"," 0.360543907","-0.069852300","-0.050270196","-0.9694825117","-0.388292953"," 0.310958258","-0.450336254"," 0.9362952669","-0.103661660",11,1,"Trichostatin"
"Trichostatin_H10","-0.698124453"," 0.639604862"," 1.1349559706","-1.528906307"," 0.249969566","-0.362775393"," 3.063608684","-0.22164274","-0.128298178"," 1.5637178888","-6.557119e-01","-0.0089973266"," 1.155541418"," 0.385061904","-0.236067321","-0.8503884661","-0.319828804"," 0.747264071"," 0.086810774"," 1.052610106"," 0.834464747"," 0.538886417","-0.201393778"," 0.791937609"," 0.359114603","-0.857080573"," 1.39488129"," 0.496938858"," 0.601617067"," 1.597670690"," 0.89057129"," 0.624610675","-0.090839423","-2.560463e+00","-0.8714988791"," 0.388078205","-0.756447171","-1.146071860","-1.732018270","-1.009315215"," 0.4837198636"," 0.066532090"," 1.21373576","-1.5337431683","-1.0898032432"," 0.095296788"," 0.1939575496","-0.285038409"," 1.5908458820"," 1.058348313"," 0.0896096386","-5.934020e-01"," 0.582897363","-0.952271534"," 1.133012471"," 0.330006220"," 1.79005326"," 1.97743342","-0.11783018"," 1.394077300","-1.6963461088","-2.054278541","-1.162547482"," 1.9459545583"," 0.105033125"," 0.268525719","-0.708503921","-0.3935185908","-0.424508503"," 0.943250338"," 4.976987e-02","-0.8655276007","-1.2073835387","-1.391768951"," 0.670641713","-0.7190610240"," 0.603495856"," 1.441849458"," 1.170213524"," 0.3790319762"," 3.324638927"," 0.47683583"," 0.096083444","-0.409979292"," 2.173827561","-0.086350571"," 0.915811655"," 0.096702001","-0.889434007","-0.958076208"," 5.549437e-01","-1.1093469202"," 0.186305594"," 1.5709477093","-1.912155018"," 1.4779017571","-1.0891675290"," 1.351149841"," 0.874142959"," 2.223078411","-0.754704915","-0.401564139"," 0.4084058949","-0.6093348342","-0.761916525"," 3.503032895"," 0.14648893"," 0.270196917"," 0.1272237494","-0.180039050"," 0.0695228884"," 1.514773808","-0.985036336"," 0.625950610","-1.515234165","-0.053984238"," 0.676316587","-1.034340064","-1.921062439","-0.3640616424","-0.4106724509"," 0.411313046"," 1.916102917"," 0.456238918"," 1.3161059224"," 0.9714479754"," 0.4435077633","-2.131535347","-1.405404149"," 2.3281756110"," 0.6977299473","-1.812834459","-0.968201280"," 0.11177891"," 0.093583394","-0.265151936"," 1.61861465"," 1.7284819602","-0.156370502","-0.55205437","-0.6298908526"," 0.781714619"," 0.622114301"," 0.365010639"," 0.0867891666","-1.153964465","-0.227833918","-0.220842837","-0.0472726094"," 1.821959788",11,1,"Trichostatin"
"Quinine_H1"," 0.174664308","-0.347293773"," 0.1419596684"," 0.208163746","-0.154976180"," 0.148982271","-0.210337520","-0.20704631"," 0.206916305"," 0.2173908091"," 3.436372e-01","-0.0376717674"," 0.122389238","-0.077298279"," 0.080339432"," 0.0771584477","-0.060846687","-0.040553256","-0.178086776","-0.027044347","-0.757950897"," 0.121046540"," 0.263532964"," 0.565180732","-0.644295190","-0.295673831","-0.24051498"," 0.031159571","-0.574707940","-0.117466646","-0.80908346","-0.294141233","-0.060897291"," 1.562533e-03"," 0.3375416883","-0.137941798"," 0.234313582"," 0.109602507","-0.385400489","-0.316340857","-0.3643867029"," 0.085201010"," 0.10478911"," 0.0555369091"," 0.3542273643"," 0.369691180"," 0.1374924445","-0.030116374"," 0.0036143592"," 0.192776531"," 0.0663309582","-8.963921e-02"," 0.112399087"," 0.189728789","-0.283445053"," 0.115624577"," 0.16418762","-0.16715262"," 0.09865213","-0.100248845"," 0.1003130158","-0.041047101"," 0.178769207"," 0.2597422128","-0.865336043"," 0.085268138"," 0.036749041"," 0.1120866282"," 0.107011635"," 0.181592381","-1.984049e-01","-0.0297523869","-0.1903728952"," 0.134044252","-0.101098972","-0.2905066546"," 0.384713931"," 0.023235140","-0.189103142","-0.3115546718"," 0.313364622","-0.63451928"," 0.112207104"," 0.074581416","-0.287951774"," 0.549779874"," 0.091617017"," 0.174951013"," 0.343197299"," 0.067225269","-2.590930e-02"," 0.2523987508","-0.271990694","-0.0603308817"," 0.131315916","-0.0279521818","-0.0733516512","-0.406151338","-0.341954447","-0.185608821"," 0.122993438"," 0.322409248","-0.5545050754"," 0.3202312514","-0.036915878"," 0.103892405","-0.26985960","-0.005191579","-0.3909406955","-0.068064046"," 0.1289778062"," 0.004190754","-0.067265980","-0.788347098"," 0.118664588","-0.073671987","-0.050505725"," 0.055391438"," 0.019417772"," 0.0831835025","-0.0141001161","-0.356289718","-0.580404016"," 0.053066871"," 0.2348646780"," 0.1053228154","-0.0946353919"," 0.296776231"," 0.359421668"," 0.2512800623"," 0.3356846745","-0.049564443"," 0.052790140","-0.07613125","-0.316488575","-0.220132267","-0.26141790","-0.1930333363","-0.048378505","-0.09757875"," 0.1453664973","-0.339662421"," 0.136306361","-0.629564053"," 0.4127750327"," 0.198638967"," 0.190396761"," 0.166593494","-0.0390700987"," 0.067027309",12,9,"Quinine"
"Quinine_H2"," 0.138475435","-0.463497395","-0.0019848071"," 0.331847004","-1.246044623"," 0.089231453","-0.540141965","-0.34784587"," 0.214234956","-0.2857161046"," 2.616612e-01"," 0.3324032197"," 0.289707126"," 0.091652765","-0.110276402"," 0.2331058926","-0.367891656","-0.605925966","-0.225851839","-0.620081029","-1.551565069"," 0.044272083"," 0.200863765"," 0.546680897","-1.361682776","-0.204571755","-0.25025756"," 0.174547278","-2.017781641","-0.095009699","-1.28328574","-0.762750814","-0.402236566","-9.466661e-02","-0.3166853665","-0.015392012"," 0.034587705"," 0.111325083"," 0.175023628","-0.406509757","-0.2235559803"," 0.156357815"," 0.31650949"," 0.3025385883"," 0.3275490749"," 0.487990949"," 0.2771960010"," 0.291478532"," 0.3861006833"," 0.083966084"," 0.1922044773"," 2.599227e-01"," 0.389950809"," 0.314168992","-0.358826833"," 0.174009966","-0.05332255","-0.36398183","-0.55762317","-0.485654789"," 0.1486582445"," 0.154386678"," 0.138841031"," 0.1083201515","-1.924351691"," 0.133482756"," 0.036372039","-0.0008564123","-0.024710384"," 0.278013914","-6.683668e-01"," 0.1444196000","-0.6183155186"," 0.265508017"," 0.029363903","-0.5077371997"," 0.543295736"," 0.414285701","-0.278835054"," 0.2210053516"," 0.518547626","-0.62793266"," 0.402104586","-0.060367636","-0.365929049"," 0.646646903"," 0.140141624"," 0.033203057"," 0.291888645"," 0.080350959","-2.985566e-01"," 0.1592704835","-0.229088466","-0.3346678987"," 0.189865547"," 0.0903850762","-0.0835555277","-0.640518496","-0.809636434","-0.434548364"," 0.079095803","-0.071653419","-0.7359084310"," 0.4119759871"," 0.055201524"," 0.151255109","-0.75776723","-0.934395367","-0.6756565003"," 0.310233258"," 0.0323389477"," 0.003811686"," 0.058555726"," 0.211651388"," 0.482174612","-0.509167281","-0.079339815"," 0.334000939"," 0.067336354","-0.2572850280"," 0.0712315980","-0.638103709","-0.488220795"," 0.107905302","-0.0177646922"," 0.1829220131","-0.0610041273","-0.174068838"," 0.250876817","-0.0003018238"," 0.2153242654","-0.547623108","-0.081573816"," 0.30735686","-2.006250073"," 0.160981301","-0.28960566","-0.0627242813"," 0.269474905","-0.21241715"," 0.3700306910","-0.357814338"," 0.014904712","-0.770862553"," 0.0257479847"," 0.568553533"," 0.252071191"," 0.227927791","-0.0518046363"," 0.119972102",12,9,"Quinine"
"Quinine_H4"," 0.259632505","-0.293353325"," 0.0910001758","-0.014879355","-1.188802424"," 0.245545361"," 0.083852799","-0.10992629"," 0.016493637","-0.0696848690"," 2.870179e-01"," 0.0890290871"," 0.411328264"," 0.329346861"," 0.290030855"," 0.1247432547","-0.097327194","-0.307417328","-0.250094678","-0.449176177","-0.291043293"," 0.059574383"," 0.051840022"," 0.148137850","-0.956242034","-0.004413790"," 0.04047474"," 0.042580456","-0.932646817","-0.051698259","-1.01780480","-0.289678907","-0.148982592"," 3.186655e-02"," 0.1455110489","-0.002636156","-0.290559378"," 0.351979885"," 0.273119023","-0.171261588","-0.6439532108","-0.164633372"," 0.24568551"," 0.0762263884"," 0.6856382199"," 0.434117059"," 0.0836806711"," 0.271651863"," 0.2596127944","-0.184885946","-0.1508956358"," 3.344625e-03"," 0.198234503","-0.158508340","-0.454251957","-0.144514113"," 0.15220898","-0.46163379","-0.20649118","-0.302413138"," 0.2456072689","-0.086085464"," 0.377223735","-0.0567566321","-0.956241241","-0.520037014"," 0.387544833"," 0.2116348284"," 0.082995150"," 0.153468857","-1.923586e-01","-0.1970906101","-0.3979841393","-0.005614405"," 0.056497131","-0.5390297394","-0.247907937"," 0.061793162","-0.058631654","-0.5838455126"," 0.396422949","-0.41941525","-0.047034938"," 0.057440812","-0.103136400","-0.009719824","-0.176564010"," 0.195867405"," 0.045880739","-0.108698262"," 1.543791e-01"," 0.3117481000","-0.306096233","-0.4858823997"," 0.252323965"," 0.2007629531"," 0.3841377667","-0.256772155","-0.443325286"," 0.083238642"," 0.264185622","-0.207479059","-0.1077864252"," 0.4061062532","-0.066139784"," 0.232576353"," 0.04377050","-0.269481355","-0.4654109485"," 0.175775384"," 0.0803206944"," 0.046752704","-0.040752002","-0.452143444"," 0.045745574","-0.358376599"," 0.294529176"," 0.103482657"," 0.132539420"," 0.0357057013","-0.0601691926","-0.772466399","-0.089557294","-0.069170895","-0.2833723698","-0.3370283629"," 0.1191580953","-0.012247587","-0.165651358"," 0.0459736079"," 0.1511411123"," 0.118791796"," 0.388834913"," 0.08852401","-1.366742401","-0.077923158","-0.23724033","-0.2494465681"," 0.063499678","-0.04649688"," 0.3113707898","-0.417159159"," 0.119044619","-0.199147429"," 0.0669701977"," 0.537766921"," 0.478459099"," 0.132767480","-0.3493170144","-0.070816983",12,9,"Quinine"
"Quinine_H6"," 0.156601805","-0.397897513","-0.0074759484"," 0.011400125","-0.911891444"," 0.162751128","-0.243503308","-0.01636568"," 0.037500575"," 0.1771176938"," 1.802759e-01"," 0.1669555449"," 0.028589441","-0.065792853"," 0.108304806"," 0.1323055630","-0.129228447","-0.132007701","-0.433317405","-0.071038669","-0.687188709"," 0.152379430"," 0.013051616"," 0.087239169","-0.589865374","-0.493859520"," 0.12717414"," 0.222485603","-0.672313722","-0.297982657","-1.10335162","-0.464197064","-0.220810264"," 1.371761e-01","-0.3695474538","-0.077838635","-0.154864527"," 0.251559165"," 0.167726784"," 0.050357617","-0.2328570274"," 0.533145225"," 0.22760332"," 0.2605524397"," 0.1751642426"," 0.186188676"," 0.4763995706"," 0.196269219"," 0.1608138301","-0.058401363","-0.1148397206"," 1.753573e-01"," 0.358146747"," 0.405452339"," 0.085755828"," 0.119155877","-0.13081520","-0.38502086","-0.19862797","-0.093485158","-0.0527702679"," 0.176083777","-0.073172219","-0.1122417044","-0.929993943"," 0.048009608","-0.032872599","-0.0031265965"," 0.014331510"," 0.079929757","-1.460320e-01","-0.0638625786","-0.1872199401"," 0.260209322","-0.043181072","-0.1463083885"," 0.111626362"," 0.204544864","-0.162770784","-0.0525007445"," 0.347350178","-0.34499502"," 0.206747468"," 0.200968716","-0.144172400"," 0.176281587","-0.029904857"," 0.453021821"," 0.411646522"," 0.067358305"," 5.998386e-02","-0.1788043432"," 0.099506273","-0.3698629013"," 0.170783641"," 0.0345718484","-0.3801189596","-0.389040732","-0.460342047","-0.108988665","-0.013908218"," 0.078116048","-0.5149932887"," 0.2813893812"," 0.047852417"," 0.302571790","-0.62569916","-0.759751555","-0.0744848128"," 0.153099197"," 0.0049415314","-0.134028010","-0.065180415"," 0.154384967","-0.031846773","-0.196378880"," 0.244779546"," 0.316296093","-0.058703681","-0.0289865081","-0.0445515557","-0.246963009"," 0.009121959","-0.302696414","-0.1423575734"," 0.3006530853","-0.0226064616","-0.149326773"," 0.073962061","-0.4438898420","-0.3337578652"," 0.030427257","-0.118730318"," 0.03789119","-1.151940415"," 0.163357059","-0.46473642","-0.5814646212"," 0.309372456","-0.40431325"," 0.1400217245","-0.286650300"," 0.017053292","-0.371133466"," 0.0691216802"," 0.432960615"," 0.225998359"," 0.281692052","-0.2395936157"," 0.070509363",12,9,"Quinine"
"Quinine_H8"," 0.152171129","-0.197379372"," 0.0511525746","-0.132069959","-1.236269829","-0.147761084"," 0.046463422"," 0.27860984","-0.161764760"," 0.1306788522","-1.583593e-01"," 0.0601380688","-0.004902510","-0.204590956"," 0.224385263","-0.4795554800"," 0.123278966","-0.166713516"," 0.358387505"," 0.204603148","-0.604638896"," 0.124314635"," 0.007398082","-0.040037779","-0.366072026","-0.514051535"," 0.62205643","-0.210715024","-0.648590615","-0.439477054","-0.71548066"," 0.120068788","-0.085708685"," 3.107990e-01","-0.2066600315","-0.468798443"," 0.250253805"," 0.125653544","-0.078313925"," 0.097471532"," 0.5588864994"," 0.134897007"," 0.02533698"," 0.0902764295","-0.0729597640","-0.183805615","-0.0088054041","-0.147703939","-0.0197811643"," 0.198992209","-0.0682479436"," 1.119943e-01"," 0.484580303"," 0.083484600","-0.122895854"," 0.132061416"," 0.21093995"," 0.40867148","-0.27585072"," 0.361355708","-0.1316913594"," 0.430931883","-0.078587782"," 0.0341402973","-0.940693204"," 0.123611331","-0.252214264","-0.2315624409"," 0.035703959"," 0.162978610","-1.566880e-04","-0.2192339446","-0.1963087277","-0.188545395","-0.356223660","-0.8765288622"," 0.880843318","-0.005466436"," 0.101301607"," 0.0417179852","-0.109982301","-0.53633593"," 0.197011975"," 0.391352604"," 0.253425127"," 0.072590776"," 0.185352888"," 0.048176508"," 0.327462346","-0.098103587","-1.531121e-01","-0.3438067996"," 0.086145979"," 0.1504565898"," 0.001313984"," 0.0604084480","-0.2816157655","-0.120770340","-0.499848508"," 0.465945094"," 0.023649394","-0.511254026"," 0.0241869166"," 0.3604083837","-0.107932007"," 0.025841439","-0.65783161","-0.076842980"," 0.4694248886"," 0.267330760","-0.3095481217"," 0.522598479"," 0.130445793","-0.019925815"," 0.488114740","-0.100693797","-0.234441822"," 0.308049084","-0.053563850"," 0.1655059004","-0.0015036155","-0.279423420"," 0.400169593"," 0.355031469","-0.1855939671"," 0.3322935882"," 0.5798382288","-0.246266492"," 0.015448026"," 0.2386586496"," 0.1727012076","-0.147489637","-0.017291110"," 0.24813751","-1.225534388","-0.527672987"," 0.03508227","-0.0265326938"," 0.326614659","-0.17518205","-0.2643285967"," 0.685713701"," 0.071619954"," 0.128936326","-0.1425749657"," 0.224304531","-0.014693257","-0.605205308","-0.1034323121","-0.135157071",12,9,"Quinine"
"Quinine_H10"," 0.159177940","-0.333951259","-0.0836471260"," 0.017584277","-1.243723920"," 0.493700579"," 0.302165901","-0.12321543","-0.488759769","-0.8402538770"," 2.351526e-01"," 0.0155458607"," 0.399816523"," 0.148167884","-0.061545469"," 0.4062761761","-0.208961249","-0.205598931","-0.208965107","-1.177532164","-0.639065341","-0.108751152"," 0.298327567","-0.279835482","-0.476678159","-0.208510704","-0.34338593"," 0.213229922"," 0.135591995"," 0.486586711","-1.20672642","-0.458470969","-0.179929655","-3.110152e-01","-0.0005252532"," 0.215703717","-0.825202455"," 0.174699767","-0.087375575","-0.056437510","-0.7866517345","-0.888922234"," 0.19018336"," 0.3236997311"," 0.3231683527"," 0.553707478"," 0.4939610848"," 0.448935622"," 0.5486818424"," 0.092355182","-0.4008238472"," 4.403618e-01","-0.005026904"," 0.439511615","-0.055489221"," 0.037976254","-0.32276302","-0.58541119","-0.09191294","-0.636044871","-0.3700039376"," 0.196226812","-0.036135108"," 0.2054862831","-0.131458221"," 0.087865984"," 0.365944487"," 0.1136755102"," 0.187099254"," 0.250471404","-1.360837e-01"," 0.5898310254","-0.3213170224"," 0.286318636"," 0.185971232","-0.3949423762","-0.579804632"," 0.494756625","-0.429405203","-0.3925916123","-0.003034774","-0.18702493","-0.053836897"," 0.235254119","-0.661266262","-0.477050486"," 0.101895118"," 0.037901612"," 0.173089531"," 0.178669072"," 2.363855e-01"," 0.0652626906"," 0.251934182","-0.7618421806"," 0.044231465","-0.0038542649","-0.4002727117","-0.077582166","-0.538600063"," 0.060211460","-0.063761106","-0.148930611","-0.8514786809"," 0.3683184523"," 0.183189195"," 0.249701858","-0.19610840"," 0.356336125","-0.5706438836"," 0.089289903"," 0.1378382604","-0.486313998"," 0.291083768","-0.506855188"," 0.160868637","-0.669223741"," 0.331350801"," 0.240658466","-0.054664801","-0.0749559919"," 0.0341122049","-0.205791018"," 0.361119481","-0.249350982","-0.3112756886","-0.0963304124","-0.0308104848","-0.554911343","-0.118134184","-0.3870319820"," 0.4549137315"," 0.390058475"," 0.334907821","-0.27434492","-1.743925782"," 0.282217490","-0.47404600","-0.6962607608"," 0.546141522"," 0.09084659"," 0.5519926341","-0.305964412","-0.173070387","-0.355429216","-0.3477849811"," 0.443053804"," 0.448533542"," 0.209147807"," 0.3015084179"," 0.154748309",12,9,"Quinine"
"Chloroquine_H1","-0.021619040"," 0.288754930","-0.1434703332"," 0.041923009","-0.547742624","-0.258586776","-0.315643200","-0.24237750","-0.097621279","-0.1051296276","-5.202222e-01","-0.3619489034"," 0.320348974"," 0.161484085"," 0.196614753","-0.0512270667","-0.387486848"," 0.343620291"," 0.420124583","-0.813642991"," 0.667344663"," 0.646721952"," 0.022805988","-0.289173514","-0.091704912"," 0.072023980","-0.37892971","-0.550409652"," 0.075974881","-0.651092808"," 0.30482800"," 0.221829921"," 0.236192019","-1.305166e-01"," 0.5254031018"," 0.187668054","-0.240663070","-0.047911654"," 0.035248112","-0.307900450","-0.1514036775","-0.135626188","-0.12395592","-0.0802411256"," 0.0243795984"," 0.049405682","-0.4771524692","-0.034201460","-0.1157564842"," 0.202956375"," 0.7793590049","-9.425453e-01","-0.096941033","-0.160643627","-0.155712648"," 0.128979510"," 0.42970758"," 0.76720879"," 0.62515056"," 0.165741578","-0.4460591641"," 0.161323038"," 0.359501228","-0.5351956960"," 0.329059716"," 0.050067327","-0.095365272","-0.0178222799"," 0.426775994","-0.017896193"," 7.127255e-01","-0.4789368527","-0.0391594847"," 0.060266668"," 0.038032153"," 1.0972968976"," 0.186374794"," 0.133130506","-0.034401856","-0.2495356700","-0.082652670","-0.07852999","-0.094826464","-0.111327754"," 0.399115396","-0.444159250","-0.508837814"," 0.642902366","-0.034127027","-0.302984678"," 3.080131e-01"," 0.2198772806","-0.400225373","-0.1217884865"," 0.572849803","-0.3684318853","-0.2374048477"," 0.459094498","-0.389571059"," 0.143525180"," 0.178835919","-0.604878148"," 0.4107508104","-0.3050527796"," 0.083173951"," 0.244715985"," 0.96238631"," 0.674430358"," 0.1491112927"," 0.088803945","-0.3322340546"," 0.009399560"," 0.992980208","-0.835626459","-0.221868346","-0.036644810","-0.199994653","-0.295545822","-0.189620848"," 0.1611252069","-0.3066596277"," 0.273244895","-0.338059532"," 0.231147592","-0.0511883046","-0.2917003075","-0.4637558238"," 0.060011105"," 0.092852909"," 0.6528497948"," 0.0210583010","-0.094033441","-0.517949845"," 0.21392189"," 0.867982150","-0.471303247"," 0.85156322"," 0.4495060014"," 0.140972753"," 0.06793572"," 0.4204489846"," 1.251813847","-0.338891693","-0.152814862","-0.1384326364"," 0.281149833","-0.040452048"," 0.090861410","-0.0997856176"," 0.079266248",13,10,"Chloroquine"
