"","MAL13P1.116","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.301","MAL13P1.310","MAL13P1.332","MAL13P1.337","MAL13P1.343","MAL13P1.75","MAL7P1.113","MAL7P1.12","MAL7P1.126","MAL7P1.65","MAL8P1.111","MAL8P1.152","MAL8P1.18","MAL8P1.35","MAL8P1.53","MAL8P1.55","MAL8P1.8","PF07_0015","PF07_0111","PF07_0116","PF08_0126","PF10_0142","PF10_0159","PF10_0173","PF10_0195","PF10_0257","PF10_0280","PF10_0286","PF10_0321","PF10_0340","PF10_0348","PF10_0374","PF11_0064","PF11_0096","PF11_0123","PF11_0129","PF11_0141","PF11_0146","PF11_0174","PF11_0212","PF11_0241","PF11_0242","PF11_0276","PF11_0396","PF11_0404","PF11_0414","PF11_0461","PF11_0471","PF11_0506","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0166","PF13_0187","PF13_0209","PF14_0013","PF14_0094","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0267","PF14_0286","PF14_0292","PF14_0304","PF14_0314","PF14_0342","PF14_0346","PF14_0415","PF14_0439","PF14_0463","PF14_0545","PF14_0567","PF14_0583","PF14_0632","PF14_0695","PF14_0706","PFA0300c","PFA0430c","PFB0265c","PFB0410c","PFB0715w","PFB0820c","PFB0875c","PFC0225c","PFC0315c","PFC0375c","PFC0385c","PFC0465c","PFC0570c","PFC0610c","PFC0705c","PFC0865w","PFC0885c","PFC0960c","PFD0180c","PFD0265w","PFD0285c","PFD0295c","PFD0340c","PFD0830w","PFD1070w","PFE0335w","PFE0500c","PFE0505w","PFE1015c","PFE1430c","PFE1520c","PFE1550w","PFF0610c","PFF0625w","PFF0875w","PFF1110c","PFF1150w","PFF1395c","PFI0230c","PFI0380c","PFI0505c","PFI0585c","PFI1025w","PFI1110w","PFI1195c","PFI1265w","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1650w","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1430c","PFL1700c","PFL1760w","PFL1815c","PFL2220w","PFL2485c","PFL2550w","D_class","Class","Compound"
"Chloroquine_H8","-0.055887234"," 0.227341775","-0.2732634808","-0.023195782","-0.425543869","-0.246918949"," 0.001965438","-0.07478488"," 0.385910848","-0.0308609606","-4.842603e-02"," 0.1535041953"," 0.167278510","-0.069902309"," 0.107479943"," 0.1558959826"," 0.188413186","-0.296732668"," 0.184341726","-0.119789367"," 0.253389125"," 0.214582439"," 0.003020583","-0.348287608","-0.054316776","-0.141606779","-0.63384989","-0.293836180","-0.488444972"," 0.058063799"," 0.42805510","-0.208076841","-0.178227088"," 2.659190e-01"," 0.7962843135","-0.079454738","-0.152072872","-0.059408987","-0.040227592","-0.731582628","-0.1868012721","-0.020409427"," 0.28718485"," 0.0331155429"," 0.1182170705"," 0.358168768"," 0.2011235670"," 0.008622820"," 0.1071649139"," 0.217287157"," 0.3194332288","-9.810381e-02"," 0.071633313"," 0.325916588","-0.013211200"," 0.195318375","-0.03532556","-0.03036061"," 0.49944958","-0.553842925","-0.0729143588","-0.046876688"," 0.299622021","-0.6401690753","-0.156510554","-0.001155632","-0.110458571","-0.0763979329","-0.077011674"," 0.144593530","-4.287862e-01","-0.0791235331","-0.2321694487"," 0.424449255"," 0.021092857"," 0.6415304136"," 0.095189805","-0.401687867"," 0.097667910","-0.3098970271","-0.122032369"," 0.14742992"," 0.078923708"," 0.148123673"," 0.067015624","-0.308639303"," 0.188820729","-0.112186765","-0.037824085"," 0.089300948"," 9.157378e-03","-0.1081997301","-0.053039566"," 0.1165692139"," 0.166235594","-0.0607734209"," 0.1442130123"," 0.103378390"," 0.211061663","-0.151643255"," 0.022548169","-0.488070383"," 0.2239188419"," 0.1273372038"," 0.211165323"," 0.107516315"," 0.95412372","-0.242025397","-0.3827638681"," 0.235981331","-0.0609886732"," 0.365445372","-0.091155624","-0.248085499"," 0.460605361","-0.775900021"," 0.402221626","-0.280334744","-0.121380457"," 0.0934133779"," 0.0041323172"," 0.287704888"," 0.006286831"," 0.276719161","-0.0657429883","-0.3823359806"," 0.0483754916"," 0.153256917"," 0.207783276"," 0.0746519990","-0.0186587372","-0.001092428"," 0.155514311","-0.11877947","-0.108776311","-0.102098597"," 0.19576012"," 0.2301533053","-0.007375343"," 0.02071607","-0.0004346177"," 0.125761834","-0.012438777"," 0.104396342","-0.3204523532"," 0.323694536"," 0.309703134"," 0.380393448"," 0.1256679854","-0.088606146",13,10,"Chloroquine"
"Chloroquine_H10","-0.161428834"," 0.205346905","-0.1679594094","-0.171347587","-0.686890061"," 0.541915682","-0.371335548"," 0.05604832"," 0.182618271","-0.1220210010"," 1.490960e-01"," 0.1516988255"," 0.208219288"," 0.133981823"," 0.059506917"," 0.1513239772","-0.176834788","-0.278776697"," 0.092711350","-0.374170739"," 0.196309814","-0.025322462"," 0.124896451","-0.322865674"," 0.377646880","-0.275212852","-0.83740264"," 0.446255033"," 0.154331878"," 0.567773919"," 0.14373614","-0.028631615","-0.018755330"," 3.784138e-01"," 0.5562668210"," 0.384171927"," 0.052254478"," 0.107678905","-0.039457299","-0.865521135","-0.2200933645","-0.281564395"," 0.42891682","-0.0142746622"," 0.1319388375"," 0.508855130","-0.0732196875"," 0.340551148"," 0.1026321056","-0.098952393"," 0.1396161958","-8.040176e-01"," 0.264042538"," 0.229282868","-0.079554537"," 0.094154516","-0.04135280"," 0.05723312"," 0.28101658","-0.734889168"," 0.1026343369","-0.146419290"," 0.365769481","-0.6582288445"," 0.364905054","-0.084454462"," 0.142770652"," 0.1953913825","-0.064134862","-0.098883955","-3.152631e-01"," 0.3111243852","-0.0941785535"," 0.424606434"," 0.025385891"," 0.5082564272","-0.042920903","-0.322205542"," 0.110231318","-0.5408830187","-0.225105663","-0.03262884","-0.118479884"," 0.441148985","-0.436506951","-0.165460545"," 0.113248722","-0.059167353"," 0.097941007"," 0.214919399","-6.191235e-02"," 0.3396664339","-0.086642883","-0.0632530711"," 0.074146205","-0.1272721205"," 0.3099666851"," 0.011595654"," 0.329014448","-0.263756176"," 0.316650444","-0.308282007","-0.1073768743"," 0.0946040936"," 0.146531176"," 0.427245300"," 0.43875927","-0.443434943","-0.6446305888"," 0.001256408"," 0.1632793331"," 0.335973267"," 0.168824444"," 0.475283301","-0.091901831","-0.252372167"," 0.179697276"," 0.022621133"," 0.155554395"," 0.1221991506"," 0.0125591289","-0.193849125","-0.233353076"," 0.023878331"," 0.0217430366","-0.1238990789","-0.1121615258","-0.123274629"," 0.016238115","-0.0384373027","-0.0130932039"," 0.097125952"," 0.481006254","-0.10793836","-0.420176566","-0.305338165"," 0.03373830","-0.0493358082","-0.005419489","-0.05597610"," 0.2266856326"," 0.322747265","-0.085079184"," 0.219676580","-0.1347856092"," 0.114154824"," 0.190195083"," 0.283919797"," 0.1084781312","-0.072390857",13,10,"Chloroquine"
"Febrifugine_H1","-0.094717640","-0.154227847"," 0.0493076901"," 0.199361667"," 0.385739270","-0.059507201","-0.239273311","-0.11472582"," 0.324954716"," 0.0811348727"," 1.714075e-01","-0.1093256605","-0.020438039","-0.028925551","-0.186777977"," 0.1821928263","-0.093274064"," 0.061022904","-0.390855358"," 0.394844476","-0.188578837"," 0.045421801"," 0.174709583"," 0.385221300","-0.312579728","-0.172948589","-0.39100995","-0.079465105"," 0.088347364","-0.270098379","-0.10676843","-0.567221993","-0.040977015","-2.790918e-01"," 0.0037484877"," 0.131183663"," 0.287308615","-0.012709824","-0.146281216","-0.131808710","-0.2176808758","-0.059454018"," 0.04157502","-0.0596540811"," 0.0269222485"," 0.297661019"," 0.0456936616","-0.096187724","-0.2279569465"," 0.026516491"," 0.1442090552"," 2.071658e-02"," 0.145571378"," 0.423812582"," 0.052200079"," 0.217979709","-0.04022051","-0.63402797"," 0.09764348"," 0.237975213","-0.0080638088","-0.022530555"," 0.098339769"," 0.4911010545","-0.236163857"," 0.199736470","-0.041519327"," 0.0439585536"," 0.081504224"," 0.091025152","-1.838662e-01","-0.0738770828","-0.0673716246"," 0.004491282","-0.128164930","-0.3473047523"," 0.543853725"," 0.064899198","-0.393589260","-0.1028904061","-0.029698101","-0.23358227"," 0.310418329"," 0.175944978","-0.137157417"," 0.319470525","-0.073628606"," 0.014300778"," 0.493252274","-0.059329881","-4.451498e-02"," 0.0434064975","-0.077706823"," 0.1156903641"," 0.033345382"," 0.0907901780","-0.4019643469","-0.202120663","-0.186936713","-0.154825964","-0.094586587"," 0.262954780","-0.4877906263"," 0.4079018041","-0.008465816"," 0.014878418","-0.63179431"," 0.352079755","-0.5321867188"," 0.084566502"," 0.0088858633","-0.062176874","-0.129546070","-0.182470899"," 0.226730896"," 0.074185169","-0.058628602"," 0.084113984","-0.183579469"," 0.1461495235"," 0.0413667638","-0.058031079","-0.215354266","-0.411257956","-0.4931887856"," 0.3318044059","-0.1111983995"," 0.302939158"," 0.234491126","-0.0269869231"," 0.1537863695"," 0.009251128","-0.216396116","-0.19443922"," 0.366241145","-0.202962299","-0.21509255","-0.1793454699"," 0.093502554","-0.19794064"," 0.0865596927","-0.515346195"," 0.016527703","-0.495335368"," 0.6683314496"," 0.223953812"," 0.002412559","-0.028478458"," 0.0942854607","-0.081481575",14,11,"Febrifugine"
"Febrifugine_H2","-0.118306537","-0.087032220"," 0.0213367808"," 0.347766304","-0.099853370","-0.049728674","-0.691519333","-0.06927338"," 0.264139504","-0.0262299781"," 1.758591e-01","-0.0152668860"," 0.279632678","-0.100725809","-0.354293346"," 0.3838508434","-0.090248534","-0.051169571","-0.478067819","-0.361915138","-0.460124063"," 0.100856712"," 0.329686855"," 0.219902565"," 0.075327095","-0.403253122"," 0.13386657","-0.055649365","-0.138829581"," 0.149177528","-0.30073266","-0.347946405","-0.299373030","-2.625599e-01","-0.3148780238","-0.028257792","-0.724651899"," 0.222177393","-0.120558185","-0.005458977","-0.2342910359","-0.232400876"," 0.15910136","-0.0008177717","-0.0402407669"," 0.460500141"," 0.3497468519"," 0.541632335"," 0.2545925129","-0.221769068"," 0.2302516811"," 4.568695e-02"," 0.425758469"," 0.646273386"," 0.104103408"," 0.260883055","-0.24182969","-0.34009012","-0.32648896","-0.174292678"," 0.0699912587"," 0.290754101"," 0.194811712"," 0.1129821270","-0.458539921"," 0.153107541"," 0.208301519"," 0.0774250980"," 0.161970856"," 0.003132839","-1.811387e-01"," 0.1577617656","-0.0997670537"," 0.148023639"," 0.095906096","-0.0665554892","-0.276382051"," 0.231193390","-0.023227744","-0.2905641664","-0.426937875"," 0.20225952"," 0.208632782"," 0.095115947"," 0.013759304"," 0.110025153"," 0.764044684"," 0.194714161"," 0.333523478"," 0.216702442","-2.132878e-01"," 0.3031555219","-0.104572459","-0.1233134281"," 0.113688089"," 0.2356944474"," 0.1730473627","-0.270919525","-0.319643475","-0.209616765"," 0.313535244"," 0.334577164","-0.5716927861"," 0.4129501178"," 0.263904537"," 0.154081974","-0.57712293","-0.105255399","-0.5182738993"," 0.161232141"," 0.2121965572"," 0.011473976"," 0.259426502","-0.136696697","-0.353769155","-0.046213795","-0.388612502"," 0.344524764","-0.092242630","-0.1702583486"," 0.1043843064"," 0.660792482","-0.331030252","-0.490079818","-0.3356799595"," 0.2142121341","-0.2706916321"," 0.131315289","-0.136436815","-0.1786358526"," 0.3562113944","-0.327423508"," 0.049291509"," 0.16591838"," 0.989202275","-0.210464046","-0.33562667","-0.3760526946"," 0.513146266"," 0.06165901"," 0.4047473783","-0.526757283"," 0.204185628","-0.434968721"," 0.6144693602"," 0.032810712"," 0.100089061","-0.252547712","-0.3444048427","-0.012114557",14,11,"Febrifugine"
"Febrifugine_H4"," 0.003672606","-0.262465839"," 0.1307575193"," 0.168683791","-0.372193737"," 0.161649246","-0.076521391"," 0.22014536"," 0.104224144","-0.3745522096"," 1.522761e-01","-0.0760655106"," 0.327259432"," 0.294139809","-0.233389722"," 0.2899772572"," 0.019021071","-0.087155452","-0.354166654","-0.410974879","-0.486662318"," 0.021412240"," 0.269451717","-0.023688991","-0.220541937","-0.350504979","-0.19104624","-0.081830727","-0.056196643"," 0.061506622","-0.73992706","-0.198646631","-0.173476679","-1.815234e-02","-0.6037613754","-0.174391043","-0.389467564"," 0.275990249","-0.002163627","-0.029651914","-0.4401655122","-0.431989219"," 0.02417964"," 0.0133564109"," 0.1090657895"," 0.309265246"," 0.3308714058"," 0.304820059"," 0.3408201488","-0.294071515"," 0.3108441494","-1.119779e-02"," 0.178907385"," 0.527214647","-0.290308966"," 0.247011927","-0.15136470","-0.45978674"," 0.07320565","-0.448432078"," 0.0472242161","-0.036973916"," 0.424335342"," 0.1652959726","-0.460197091","-0.082346977"," 0.191169011"," 0.0240262503"," 0.314234247"," 0.165835970","-5.779689e-02","-0.1035250492","-0.3311360771"," 0.114525631"," 0.098650553","-0.4268182242","-0.242874999"," 0.312513285","-0.118676840","-0.3280307037"," 0.092427576","-0.19109252"," 0.091812200"," 0.076250761","-0.027315263"," 0.098286960"," 0.437343162"," 0.261852463"," 0.081192371"," 0.112572901"," 7.226362e-02"," 0.2178943101","-0.092194648"," 0.0365337065"," 0.088535029"," 0.1652709620"," 0.1607746684","-0.425899523","-0.281419453","-0.202530186"," 0.419815766"," 0.013145183","-0.7562091984"," 0.1310717066"," 0.167331880"," 0.272584123","-0.93828423"," 0.206742619","-0.5500053631"," 0.175144363"," 0.2207464458","-0.209016403"," 0.078552181","-0.781361541","-0.088025239","-0.167034920","-0.118576271"," 0.145926954","-0.089117725","-0.0780591023","-0.0171616400"," 0.299908575","-0.184922005","-0.311396054","-0.0830550705"," 0.6948104833","-0.1678062874"," 0.344190538"," 0.023492149"," 0.0536562280"," 0.4054273593","-0.159528220"," 0.116540684"," 0.17431771"," 0.583864492"," 0.043621361","-0.27936532","-0.5660108858"," 0.280550226"," 0.07533935"," 0.2701100071","-0.538756682"," 0.269848546","-0.439825529"," 0.3995626494","-0.009369402"," 0.185188802","-0.136518509","-0.0357231659","-0.216775617",14,11,"Febrifugine"
"Febrifugine_H6","-0.126664117","-0.053061393"," 0.0804862788"," 0.025212136"," 0.512673221"," 0.099486562"," 0.183217866"," 0.13483790"," 0.026965691"," 0.2324007404"," 6.066447e-02","-0.1243635832"," 0.003141852","-0.325209798","-0.127864904"," 0.3630687406"," 0.287711614"," 0.189893852","-0.604396330"," 0.026526674","-0.271879766"," 0.185035248"," 0.249258332","-0.279721662"," 0.094364747","-0.536742810","-0.13340544","-0.333321800"," 0.577406253","-0.116446548","-0.08990618","-0.422389772","-0.161118009","-8.288618e-02","-0.1239653573"," 0.238239261","-0.706916560"," 0.102411219"," 0.057137761"," 0.121073117","-0.4685167991"," 0.093257822","-0.05436077","-0.0318092872","-0.2680317402"," 0.338997327"," 0.5148770036"," 0.254635051"," 0.1093592979"," 0.033736660","-0.0420735552"," 3.703109e-01"," 0.426442245"," 0.728824655"," 0.393380290"," 0.354545324","-0.56113656","-0.51302325","-0.05539920"," 0.022546884","-0.3195189296"," 0.229083431"," 0.107655101"," 0.1273636233","-0.021923430"," 0.389065662","-0.027652598","-0.0771411991","-0.159657911","-0.038086849","-2.161953e-01","-0.0578917441"," 0.0387824954"," 0.216849909"," 0.029026630","-0.1873182711","-0.299789226","-0.321206564"," 0.041670740","-0.4148628630","-0.136021067","-0.17098934"," 0.237408870"," 0.168256676"," 0.054878423","-0.300227241"," 0.632465236"," 0.436416105"," 0.903294702"," 0.237941691"," 2.263848e-01","-0.0940619511"," 0.205166512"," 0.1606493121","-0.039470353"," 0.2772658204"," 0.0086847832","-0.176195926","-0.257291056","-0.290573992"," 0.325006957"," 0.429376264","-0.4124889270"," 0.2526947213"," 0.422496063"," 0.424639347","-0.80708270"," 0.392922971","-0.6032187111"," 0.165195183","-0.1067126851","-0.184024277"," 0.153091276","-1.029495126","-0.214968640","-0.001561118","-0.053028354"," 0.497226789","-0.333243757"," 0.1645789272"," 0.0451071740"," 0.666059410"," 0.033240047","-0.762183199","-0.4885399362"," 0.2863486101","-0.1575191446"," 0.044459567","-0.305506812","-0.2817738493","-0.4771251351","-0.111349194","-0.113988752"," 0.05337367"," 0.560622643"," 0.119589798","-0.39487832","-0.3074975398"," 0.585984115","-0.42214600"," 0.4022781596","-0.634577818"," 0.211586719","-0.006845139"," 1.2000013883","-0.014774625"," 0.257192246"," 0.137340505","-0.0271704181"," 0.077135705",14,11,"Febrifugine"
"Febrifugine_H8"," 0.030318995","-0.247752681"," 0.1422240176"," 0.095392285"," 0.259818948"," 0.139063638","-0.210578801"," 0.06618417","-0.074333315","-0.0006480599"," 1.369411e-01","-0.2398239357"," 0.255705489"," 0.370391444","-0.092934217"," 0.1378070254"," 0.379594658","-0.008407016","-0.446541279"," 0.120345437","-0.104780281"," 0.232397281"," 0.155296659","-0.091043874"," 0.100572887","-0.013891504","-0.31663659","-0.399715700"," 0.347701499","-0.170221390","-0.57719832","-0.259460261","-0.082305696","-1.895324e-01","-0.3505039575"," 0.202367185","-0.327905603"," 0.072334275"," 0.019870760"," 0.202294683","-0.3487595799","-0.681184762","-0.25527246","-0.1163888583","-0.0913404004"," 0.653088662"," 0.6654860195"," 0.158641444"," 0.0456712854"," 0.160304266"," 0.0714519708"," 2.032270e-01"," 0.153011665"," 0.655652535"," 0.377272533"," 0.380902478","-0.03673481","-0.68196381"," 0.36778218"," 0.308192504","-0.1710682648"," 0.068078301"," 0.443368499"," 0.5078544966","-0.272543321"," 0.629249274"," 0.441625645"," 0.0456302605"," 0.124694696"," 0.122743697","-2.401378e-01"," 0.0426608223","-0.0037853650"," 0.161495398","-0.057884437","-0.6258474788","-0.403238694","-0.368204118","-0.286103594","-0.4152846738","-0.172548110","-0.03167213","-0.049003831"," 0.282839268","-0.095745004"," 0.013517493"," 0.623739286"," 0.158547296"," 0.094705232"," 0.273920284"," 7.139979e-02"," 0.1767695777"," 0.158419127","-0.0926119831"," 0.055000858"," 0.4686509678","-0.0997184480","-0.203735658","-0.005829286","-0.199558092"," 0.062595924"," 0.367310739","-0.3540495277"," 0.4254762116"," 0.233473005"," 0.405139159","-0.69558942"," 0.744907796","-0.6685812242"," 0.046823340"," 0.0427632951","-0.156026457"," 0.272633981","-0.329791579","-0.090596858","-0.061377087"," 0.009957181"," 0.310317642","-0.054194389"," 0.4440169829"," 0.0129862948"," 0.602948030","-0.084812706","-0.748497595","-0.3622551898"," 0.6776688849","-0.0515379135"," 0.138394687","-0.092354642","-0.2683965127"," 0.3408472879"," 0.161525817"," 0.206804152","-0.10857296"," 0.419657857","-0.027968086","-0.20723604","-0.1172640919"," 0.576866737","-0.23395203"," 0.3543751731","-0.277082373"," 0.081390057"," 0.104010346"," 1.0901901432","-0.214549656"," 0.150244876","-0.003094386"," 0.3222496288","-0.216063195",14,11,"Febrifugine"
"Febrifugine_H10"," 0.158062662","-0.111138673"," 0.0169103339"," 0.002243389"," 0.049685871"," 0.450302614"," 0.276078580","-0.03436997","-0.278570247","-0.4420558616"," 1.726204e-01","-0.0681140010"," 0.350705530"," 0.242567997","-0.183558391"," 0.6168082365"," 0.223216735"," 0.027771240","-0.557369443","-0.262352950","-0.346058468","-0.186621076"," 0.106616145","-0.089634009","-0.110000879"," 0.058653445","-0.76009599"," 0.250447706"," 0.599647755"," 0.732396531","-0.66282282","-0.411961195"," 0.079589342","-9.419151e-02","-0.6806062677","-0.233674748","-0.522188684"," 0.224301607","-0.053642368"," 0.038609502","-0.7093281632","-0.787780619","-0.25994183"," 0.0255379644"," 0.0563931795"," 0.811947467"," 0.6024862019"," 0.234039779"," 0.3070081493"," 0.807857790","-0.4142602672"," 5.685582e-01"," 0.171894378"," 0.357322069"," 0.532563102","-0.135259078"," 0.04718345","-0.93675561"," 0.25272593","-0.066260509","-0.1822717249","-0.252201672"," 0.503760674"," 0.9107350964"," 0.006707776"," 0.502500197"," 0.300008236"," 0.3070056029","-0.092914629"," 0.339313985","-3.915109e-01"," 0.2823171890"," 0.0433654402"," 0.467465344"," 0.207156417"," 0.0739941831","-0.807134930","-0.135420475","-0.273380705","-1.4253131271","-0.117254297","-0.05997551","-0.326583337"," 0.056519525","-0.265741709","-0.376375991"," 0.300488737"," 0.062794580"," 0.778724338"," 0.206746982"," 6.954527e-01"," 0.1444607501"," 0.110709390","-0.1510923088"," 0.183634512"," 0.2041850981"," 0.2325705048","-0.134172545"," 0.015812645","-0.051350675"," 0.075011587"," 0.091449038","-0.5948390605"," 0.0906375677"," 0.190791703"," 0.771211637","-0.40232131"," 0.561240677","-0.9287305378","-0.024754303"," 0.0340573153","-0.492450789"," 0.301356698","-0.674660489","-0.283185612"," 0.099865389"," 0.434429372"," 0.257253689","-0.091388772"," 0.0193193089","-0.0634749755"," 0.532911878"," 0.084004202","-0.349252026","-0.4972129467","-0.0008537984"," 0.0673876955"," 0.175921098","-0.149881055","-0.2730915687"," 0.4555469363"," 0.257956110"," 0.504888111","-0.39783884"," 0.025376699"," 0.144257907","-0.19016450","-0.4323288048"," 0.236967378","-0.07131956"," 0.5745130370","-0.441076307","-0.066138282","-0.158853927"," 0.8767721968","-0.311595795"," 0.508819596"," 0.050650881"," 0.4334905239"," 0.089059588",14,11,"Febrifugine"
"Artemisinin_H1"," 0.020800780","-0.261879583"," 0.0716548363"," 0.242531630","-0.102408951"," 0.297787418"," 0.033419152"," 0.10765341"," 0.096455711"," 0.0184905712"," 7.061878e-02","-0.1590354241"," 0.124372697"," 0.138319848","-0.123771411"," 0.1603903198","-0.146283159"," 0.299606409","-0.148242181","-0.493860422","-0.448088679"," 0.064450293"," 0.273497103"," 0.149846329","-0.586420662","-0.293439804","-0.18978360","-0.045919289","-0.524682009","-0.363124667","-0.87611243","-0.337712308"," 0.130769818","-8.342448e-02"," 0.1881861286"," 0.231292669"," 0.183366030","-0.024824510","-0.165491764","-0.294362702","-0.2348959231","-0.420138498"," 0.04643016","-0.1483268033","-0.0456661146"," 0.354073382"," 0.5392741829","-0.085064440"," 0.1207961811","-0.288382203"," 0.1327495478","-3.528470e-02"," 0.315555146"," 0.369381435"," 0.166402801"," 0.290570319","-0.35106861","-0.30346367"," 0.23120906"," 0.085743073","-0.0001981135"," 0.255924331"," 0.206440654"," 0.3601544074","-0.939495957"," 0.234404354"," 0.007154893"," 0.1033730473"," 0.134037032"," 0.213033214","-1.255654e-01","-0.0311611394","-0.3568769881","-0.150560280"," 0.026256551","-0.3250470046"," 0.213125085"," 0.165604611","-0.175003747","-0.3733410021","-0.112785607","-0.53865337"," 0.272448814"," 0.140160221","-0.026752095"," 0.141095145"," 0.250984951"," 0.207463897"," 0.703414855"," 0.113868488"," 1.920150e-01"," 0.0543315681"," 0.057697184"," 0.0652491148","-0.061769387"," 0.0390314070","-0.3735606212","-0.531909871","-0.334447564","-0.219314927","-0.035084532"," 0.378597871","-0.5779591341"," 0.1260194252"," 0.219598390"," 0.173927760","-0.46523417"," 0.617571718","-0.6470996963"," 0.037501595","-0.1285622864","-0.196888501","-0.050718917","-0.638892202","-0.091928394"," 0.106952109","-0.392276637"," 0.189815748","-0.135747014"," 0.2031403749","-0.0426174627"," 0.231607231","-0.151171207","-0.243644987","-0.1811263019"," 0.4872893660","-0.1118365400"," 0.152261152"," 0.202679396","-0.0737657722"," 0.1445383632"," 0.368887187","-0.169150951"," 0.07772265"," 0.867261776","-0.192795584","-0.22971181","-0.1192434645"," 0.344888628"," 0.09251500"," 0.1031466155","-0.555172133"," 0.200655818","-0.598955355"," 0.6525009745"," 0.248850508"," 0.051794656","-0.142184355","-0.0035730896","-0.013510785",15,12,"Artemisinin"
"Artemisinin_H2"," 0.025325418","-0.118565197"," 0.1019340285"," 0.320747195","-0.159547759"," 0.225375724","-1.128465746","-0.39236444"," 0.415395603","-0.0181619289"," 1.801333e-01","-0.1704876867"," 0.236352824"," 0.518069707","-0.056836644"," 0.1653716764","-0.377534555","-0.048689509","-0.181407369","-0.737711191","-0.728015725"," 0.073460113"," 0.697339642"," 0.124924893","-0.491262965","-0.122786479"," 0.06315535","-0.116471855","-0.153970697"," 0.186363557","-1.15025423","-0.671362133","-0.099942613"," 5.225868e-02","-0.2600264717"," 0.390871328","-0.371308711","-0.031851255"," 0.175601118"," 0.296617782","-0.7665417468"," 0.028461521"," 0.11249504","-0.1358732944","-0.0163361228"," 0.524003353"," 0.7992865899"," 0.371683379"," 0.5302869279"," 0.224315408"," 0.4723984101"," 1.517153e-02"," 0.479947535"," 0.310518682"," 0.080632852"," 0.386327903"," 0.00506859","-0.38819309","-0.10710014","-0.297527441","-0.0502995954","-0.105617107"," 0.322092151"," 1.0285257093","-0.519447663"," 0.420768004"," 0.464622228"," 0.2121452243","-0.162642336"," 0.029987941"," 1.249387e+00"," 0.1479527521","-0.2290511762"," 0.400095029"," 0.201000481","-0.3331599948","-0.022793357","-0.132674374","-0.211329083","-0.1571252099"," 0.087361630","-0.45176718"," 0.158099717","-0.077938823"," 0.603512076"," 0.243043345"," 0.678022851"," 0.445513206"," 0.604985791"," 0.192119645"," 9.936360e-02"," 0.3073105699","-0.500561982","-0.2714837290"," 0.137406118"," 0.3817137185"," 0.0005985651","-0.486273048","-0.493949109","-0.025642211"," 0.328043531"," 0.850906195","-0.6276617126"," 0.1559780319"," 0.024457866"," 0.268381633","-1.03282307"," 0.779127762","-0.8269134408"," 0.167317709"," 0.0293734184","-0.051327324"," 0.394085199","-0.115347870","-0.338239112","-0.054988380","-0.150095802"," 0.368098090","-0.214169316","-0.1312697080","-0.0046991159"," 0.238806357","-0.154405768","-0.373860928","-0.6956579545"," 0.3882593771","-0.3506351437"," 0.255946300","-0.189528335","-0.1244204944"," 0.2803283128","-0.168370901"," 0.019648684"," 0.16193509","-0.369208635"," 0.070778496","-0.16220383","-0.4559424450"," 0.397249033","-0.03818474"," 0.6048594189","-0.546030919","-0.140668580","-0.714222897"," 0.4260820430"," 0.059928127"," 0.044197061"," 0.146662733","-0.2605972183","-0.001423306",15,12,"Artemisinin"
