"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0163","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0214","PF11_0290","PF11_0348","PF11_0435","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0350","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0090w","PFC0100c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI0500w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0980w","PFL1135c","PFL1270w","PFL1680w","PFL2055w","PFL2200w","PFL2485c","D_class","Class","Compound"
"Colchine_H4","-0.001943864","-0.162104500","-0.127412700","-0.24936428"," 0.0188305716","-0.0480541531","-0.015405860","-0.190548201"," 0.060784888","-0.090647149","-0.0285508915","-0.123162223","-0.124935445"," 0.128457458","-0.0093554048","-0.056855779","-0.0288500812"," 0.266735401"," 0.382663256","-0.0373682365","-0.0744895061","-0.096879777"," 0.036235415","-0.193933279","-0.137622355"," 0.052954571","-0.221143249","-0.391630702"," 0.0681780263"," 0.060325991"," 0.159456490","-0.119140232"," 0.340624945"," 0.106352684","-0.039350692","-0.04411301","-0.401212685"," 0.1591467501"," 0.22523318"," 0.1091291863"," 0.1966023948"," 0.071737432","-0.070595946"," 0.138176431","-1.357577e-01"," 0.001079402","-0.0956342191","-0.010256706"," 0.083139884"," 0.125608230"," 0.112202956"," 0.246252502"," 0.07849881"," 0.2454836022"," 0.063272767","-0.034487899"," 0.0001920367"," 0.072251163","-0.101030570"," 0.125254365"," 0.166159913","-0.0825718271"," 0.458122462"," 0.158474225"," 0.094749696","-0.178966138"," 0.282316375"," 0.049852150"," 0.066159470"," 0.063331753"," 0.100272916","-0.104830158","-0.122923683"," 0.167243319"," 0.073469499"," 0.3141391489"," 0.234459037","-0.073962003"," 1.613721e-01"," 0.02199396"," 0.321280667"," 0.333174836","-0.0388800825"," 0.092485672","-0.291973657","-0.064943306","-0.078769483"," 0.334807508","-0.468591560"," 0.008716127","-0.116210192"," 0.07049436"," 0.164864763","-0.1974441942","-0.082766099"," 0.230487081"," 0.170144367"," 0.536493729"," 0.06155435"," 0.0296937945",7,6,"Colchine"
"Colchine_H6"," 0.069135065","-0.181589953","-0.010508552","-0.27102785"," 0.0233595653","-0.0871432019","-0.074481681"," 0.136865396"," 0.020061619"," 0.026990820","-0.1414984702"," 0.022092074","-0.128297409","-0.004242378"," 0.1059885857","-0.047614587"," 0.1070282884"," 0.247435038","-0.026437034"," 0.0328092538"," 0.0483797817"," 0.102405658"," 0.115077604","-0.069683866","-0.045032175"," 0.084514048","-0.261273490","-0.223963834","-0.0083149868"," 0.079758079","-0.152226270"," 0.054895094"," 0.264665444"," 0.139815286","-0.064694649","-0.08741328","-0.055186028"," 0.1723798843","-0.09144410"," 0.0674087074"," 0.0779982997","-0.076027027"," 0.059454506"," 0.062785099"," 1.716051e-01","-0.276222532"," 0.0365847373","-0.045216515"," 0.207988708","-0.162161949"," 0.006378068"," 0.144325172"," 0.11697526"," 0.3242793308"," 0.067772953"," 0.122363745"," 0.0998776882"," 0.018401659","-0.095292764","-0.001853921"," 0.176286679"," 0.0252398836"," 0.152383566"," 0.278193804"," 0.035809400","-0.101894447"," 0.055728423"," 0.065437993"," 0.037475831"," 0.172686235","-0.156555205","-0.165164784","-0.065825485"," 0.131334886"," 0.175716484"," 0.2170973746"," 0.028557897","-0.150249800"," 1.294614e-01"," 0.15672787","-0.006517744"," 0.197047592"," 0.0475669777"," 0.017804277","-0.187049967","-0.033119689","-0.022508618"," 0.102711180","-0.312846551","-0.118050596","-0.055305173"," 0.18022330"," 0.126666549","-0.1931018399","-0.179117146","-0.071902582"," 0.241220532"," 0.069246584","-0.10073225","-0.1076659916",7,6,"Colchine"
"Colchine_H8","-0.009236766","-0.056922742","-0.141578180"," 0.05182466","-0.0754419346"," 0.1318359234","-0.075027890","-0.060388887","-0.274205889","-0.088283228","-0.2415768012","-0.154799457"," 0.053740373"," 0.261236898"," 0.0180751669"," 0.155764571"," 0.0005176450"," 0.268605129"," 0.732641056","-0.1073666276","-0.0964305113"," 0.169312463","-0.257936098","-0.062311738","-0.026214840"," 0.060998870","-0.186291398"," 0.295196547","-0.1259658923","-0.094749909","-0.020071092","-0.099909009"," 0.375007491","-0.133254322","-0.199866208"," 0.03385067","-0.202004463"," 0.0875418829"," 0.10751585","-0.2119445699"," 0.1282643129","-0.125451707","-0.172823207","-0.044355337","-1.004836e-01","-0.148906879","-0.2021483515","-0.206312319","-0.057357570","-0.002320497","-0.021083768","-0.005665948"," 0.50136961"," 0.1291088501","-0.250615638"," 0.085592247"," 0.0312877940"," 0.039968895","-0.111748064","-0.039580698","-0.073744520","-0.1036781512"," 0.260870885","-0.067333477","-0.329669717","-0.015440063"," 0.139989052","-0.149065926"," 0.115507536","-0.102463432"," 0.065035757","-0.175623723","-0.063934396","-0.005619798"," 0.085612523"," 0.3386004902"," 0.053488599","-0.017163281"," 9.278814e-02","-0.19097045","-0.314184491"," 0.240075230"," 0.0761855908","-0.131461637","-0.213598050","-0.203505688","-0.269214302"," 0.315577007","-0.194637121","-0.169416355"," 0.006716054","-0.05327725"," 0.023469305","-0.2477878681"," 0.025553314"," 0.007163578"," 0.328063566"," 0.457438505","-0.07456704"," 0.0531492923",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.474650819","-0.079374456","-0.68370223"," 0.8409102365","-0.1205319389"," 0.134853014","-0.648449042"," 0.286440840","-0.605368730","-0.5704677168"," 0.322333731"," 1.238583480","-0.637859576","-0.6084719110","-0.222164840","-0.4575132967","-0.017054461","-1.468365438"," 0.0850714160"," 0.0498737545","-0.020533137"," 0.529869870","-0.113486045","-0.211480253"," 0.260860824"," 1.296429254"," 0.346351105","-0.1545532149"," 0.126167422","-0.671586699"," 0.142741786"," 0.505998030"," 0.816137516"," 0.681018715","-0.09827255","-0.676201132"," 0.3017269922"," 0.52669198"," 0.0545589886","-0.2734901042"," 0.423797476"," 0.780973648","-0.401780929","-1.967981e-01"," 0.564909008"," 0.9868785188","-0.177938987","-0.620062079"," 0.699883577"," 1.151577523","-0.043204783"," 0.04572665","-0.3853396094","-0.213857006"," 0.213268243","-0.1321603609"," 1.098077122"," 0.176376690"," 0.701234616","-0.193828717","-0.5792707293","-0.489547021"," 2.028152066"," 0.233900273","-0.188657310","-0.324927697","-0.397519460"," 0.225651061"," 0.627845984"," 0.227747450","-0.022159375"," 0.111671288"," 0.549787066","-0.220772196","-0.7707462237"," 0.849210327","-1.128535347","-6.813784e-01"," 0.26615608"," 0.004621575","-0.129760498"," 0.5297296592","-0.328247634","-0.781154877","-0.633311858","-0.016135885","-0.047235252","-0.011840108","-0.630713322","-0.567457243"," 0.46264974","-0.928817326"," 0.0745221001"," 0.132041426","-0.143994928","-0.594857897","-0.237854507","-0.31638053","-0.2060373967",8,7,"PMSF"
"PMSF_H2"," 0.055628060","-0.653973091"," 0.042742422","-0.45443042"," 0.1443225284"," 0.6750565164","-0.317562550","-0.104669119"," 0.236612457","-0.715612807","-0.0004724186","-0.345669169"," 1.183216765"," 0.139543020","-0.5013948201"," 0.186735676","-0.2965792288"," 0.048572491","-2.171562075"," 0.1254721776"," 0.2232006414"," 0.457900067"," 0.552476463"," 0.101320188","-0.459505141","-0.282704700"," 0.986072115"," 1.168068416"," 0.3596800221","-0.057129459","-0.905685405"," 0.126168345"," 0.647614079"," 0.278446613"," 0.496598693","-0.22301942","-0.585932285"," 0.5694070453","-0.10724502"," 0.0825341954"," 0.2656502283","-0.079534401"," 0.109658324"," 0.063067476","-2.120510e-01"," 0.190206202"," 0.9545679837","-0.266420837"," 0.258817698"," 0.275779917"," 1.081724471","-0.014229612","-0.80413318","-0.3374310630","-0.466035331","-0.330167741"," 0.0099572942"," 0.767267048"," 0.121783287"," 0.383254343"," 0.034017374"," 0.1617767610","-0.016900251"," 2.437812500"," 0.517526678","-0.163188756","-0.060106917"," 0.434779144"," 0.043077084"," 0.789797744","-0.438827503"," 0.106473046","-0.303479333"," 0.291365991","-0.182464897","-0.7718034762"," 1.278778446","-0.878902244","-9.508613e-01"," 0.19613816"," 0.272955316"," 0.122609270"," 0.9048633670","-0.432690170","-0.461710281"," 0.338517793","-0.535592227"," 0.163649849","-0.410917587","-0.686865796","-0.121149940"," 0.76052930","-0.690488688"," 0.1034927632","-0.038465099","-0.627548307","-0.577469928","-0.478290220","-0.58087267"," 0.4033680529",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.674288814","-0.100765683","-0.02321564"," 0.9076468858"," 1.0429916138","-0.464754371","-0.269766742","-0.258359429","-0.928256747"," 0.2694533325","-0.478563365"," 1.288858803"," 0.275628055","-0.5506541429"," 0.493638660","-0.3951462361","-0.027430252","-2.789447931"," 0.0479450693","-0.0597863967"," 0.775338481"," 0.280007341"," 0.107131899","-0.145293030","-0.159166476"," 0.830646412"," 1.097288781"," 0.1825579303"," 0.139871182","-1.011182199"," 0.273905120"," 0.742268086"," 0.400699077"," 0.482705140","-0.29914901","-0.718913288"," 0.8416015532"," 0.02910867","-0.4564080427"," 0.2616051387","-0.323733170"," 0.066148430"," 0.165604744","-2.756711e-01","-0.083977607"," 1.0195683869","-0.624141637"," 0.308082608"," 0.149486395"," 0.511494692"," 0.132880707","-1.09919451","-0.2869777071","-0.669657889","-0.333752233","-0.0656887381"," 0.740349063"," 0.128595724"," 0.229931611","-0.033005821"," 0.0492793828"," 0.165717854"," 2.824920270"," 0.265872499","-0.369430742"," 0.055409324"," 0.141830135"," 0.072911523"," 0.969363820","-0.513303347","-0.074536447","-0.692523272"," 0.231004049"," 0.030897743","-0.9670671936"," 1.283814924","-0.594384781","-6.837545e-01","-0.18971303"," 0.251459649"," 0.108414833"," 1.2153349578","-0.456117629","-0.027607867","-0.129324679","-0.633651624"," 0.385116472","-0.575458625","-0.890655273","-0.017591712"," 0.90380319","-0.623064618"," 0.0235981756","-0.138076294","-1.046379206","-0.250093918","-0.980731772","-0.95044156"," 0.4631917765",8,7,"PMSF"
"PMSF_H6","-0.149618302","-1.011765695","-0.607675630"," 0.36144176"," 0.6394142237"," 0.6822855530","-0.560455275","-0.055234025","-1.110344088","-1.135356797"," 0.8585530397","-1.132871905"," 1.407769836"," 0.298179206","-0.3473273611"," 0.767092760","-0.3899227210"," 0.288896159","-2.032925353","-0.3441935155","-0.0740266415"," 0.766171957","-0.502705050","-0.221053837"," 0.212460994","-0.130403965"," 0.806970357"," 1.132796984"," 0.1001894908"," 0.150396251","-1.016796478","-0.026508760"," 0.686568952"," 0.182848157"," 0.080226480","-0.20141652","-0.471276742"," 1.1467802526","-0.20150151","-0.0581918247"," 0.3366256204","-0.442232803","-0.101584412","-0.090672680","-2.984704e-01","-0.211023516"," 0.8165814416","-0.676706283"," 0.584098153","-0.004017084"," 0.075434660"," 0.197109380","-0.68730115","-0.1911741033","-0.436716843","-0.110369330"," 0.0523323291"," 0.801709104","-0.315224180"," 0.482679675","-0.033477844","-0.4754485915"," 0.174608263"," 2.907979408"," 0.331242221","-0.572761963"," 0.230927294"," 0.819085246"," 0.349007967"," 0.659723978","-0.449840772","-0.226543278","-0.606506066"," 0.148631261","-0.148581924","-0.5329419085"," 1.258657327","-0.479191100","-5.717696e-01","-1.00040539"," 0.049626521"," 0.149628719"," 0.3911061764","-0.503982056"," 0.506436592","-0.482136088","-0.912712160"," 0.547211520","-0.152418241","-0.974569538","-0.093832314"," 0.91420271","-0.723553758"," 0.0450024804"," 0.045051861","-0.692969092","-0.168691742","-0.470367840","-0.42156529"," 0.5364440368",8,7,"PMSF"
"PMSF_H8","-0.217755924","-1.299366836","-0.948421944"," 0.01537116"," 0.6255167060"," 0.8143844503","-0.712676155","-0.703781271","-1.290650719","-1.037677531"," 0.5992667242","-1.427769287"," 1.191626326","-0.024019275","-0.4829813412"," 0.548705875","-0.0689270941"," 0.388850520","-1.749947951","-0.6230950662","-0.3738976787"," 0.071935026","-2.539870389","-0.515678563"," 0.819866241"," 0.155309684"," 1.152427455"," 1.581226832","-0.2001522448"," 0.187929414","-0.885222561","-0.503457294"," 0.015973697"," 0.395441698"," 0.069486822","-0.38545607","-0.887603743"," 1.1038104685"," 0.22409415","-0.4476317730"," 0.3012720528","-0.403269429"," 0.009731962","-0.174095755","-2.974434e-01","-0.069947409"," 0.8963681083","-0.919116954","-0.045979016"," 0.112801446"," 0.600022117"," 0.404095074","-0.41523750"," 0.0007427409","-0.306027654"," 0.185427458","-0.0746006896"," 1.266471483","-0.448127151"," 1.047314687","-0.307111920","-0.5530562006"," 0.137265670"," 2.429730294"," 0.215400599","-1.060760761"," 0.295202257"," 0.209090511"," 0.519396682"," 0.685338591","-0.194396602","-0.603658767","-1.153929902"," 0.194635420"," 0.002652758","-0.4623234038"," 1.543489819","-1.107823223","-5.023722e-01","-1.32569911","-0.051064278"," 0.573203875","-0.4517709310","-0.413146522"," 0.011263351","-1.400104925","-0.974663137"," 0.653067255","-0.016142076","-1.507643477","-0.847076898"," 0.78558588","-0.396792746","-0.4601279574"," 0.428258195","-0.766535151"," 0.036463594"," 0.289388369","-0.66300778"," 0.2690846923",8,7,"PMSF"
"Leupeptine_H1","-0.079025754"," 0.063620931","-0.064057340","-0.17476520"," 0.5744502123","-0.2250308578"," 0.369053363","-0.114396003","-0.027123961","-0.040143286","-0.3131008607","-0.168315304"," 0.042106324"," 0.115690136"," 0.1352406341","-0.215009250","-0.5250776054","-0.334920221","-0.288297953","-0.0653814706"," 0.2467473818"," 0.935361327","-0.191206026","-0.048548048","-0.037234898"," 0.069194620"," 0.006256944","-0.226010684","-0.0279925015","-0.057527617","-0.075027190"," 0.078226103","-0.278426928"," 0.178461402"," 0.009560744"," 0.21824459"," 0.011763522"," 0.0670347937","-0.17057303"," 0.1262449524","-0.1742029304"," 0.184627249"," 0.208043632","-0.376392381","-6.269775e-02"," 0.351335839"," 0.1376782675"," 0.246846898"," 0.113340432"," 0.008930599","-0.346514026","-0.108268381"," 0.04319766","-0.2985637969"," 0.094436020"," 0.150481798"," 0.3039501247","-0.058647976"," 0.277166288","-0.046716327","-0.105034628"," 0.1870051928"," 0.004087465","-0.384812461","-0.443460739"," 0.301293895","-0.495004407"," 0.144826681","-0.070581388","-0.113305122"," 0.055064296"," 0.257631370"," 0.209893880","-0.037557568","-0.083336374","-0.0824488525","-0.023316021"," 0.126307050","-9.668333e-02","-0.23348954"," 0.204857184","-0.429217659","-0.1253969795"," 0.058915626","-0.141001983","-0.006631821"," 0.458632557","-0.680489293"," 0.279998979","-0.081186153","-0.107660943","-0.10280774","-0.172000304"," 0.3803931140","-0.118513305","-0.043547994","-0.123397510","-0.508886079","-0.12965411"," 0.1566577596",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270","-0.183064714","-0.014012165"," 0.27253556","-0.1665874613","-0.2215776173"," 0.005332691","-0.021462934"," 0.076351760"," 0.133143918","-0.0973786999","-0.045001712","-0.111183823","-0.145888330"," 0.1282294923","-0.022444043","-0.0776022155"," 0.017235356"," 0.405609251","-0.0033428296","-0.0894882327"," 0.197072909","-0.006507290","-0.127049794","-0.011627617","-0.148986280"," 0.178472428"," 0.113985880"," 0.0999970281","-0.126906139","-0.056728311"," 0.073163407","-0.131651765","-0.016205222","-0.040666615","-0.01498185"," 0.089535301","-0.1832850855","-0.12223433"," 0.0005730812","-0.1133307523"," 0.088431545","-0.067114989","-0.100417773"," 9.115196e-02"," 0.073917799"," 0.1443876145","-0.099617215","-0.156368797"," 0.305191747"," 0.259359930","-0.029546140"," 0.44254131"," 0.0742699020"," 0.064789342","-0.187128185"," 0.1728680737"," 0.211498602","-0.002404116","-0.005407515"," 0.194222929"," 0.1474840608","-0.176961819","-0.270248185"," 0.170908768","-0.222714440"," 0.142091012","-0.575705301"," 0.020654029","-0.046461523","-0.001746518"," 0.006241156"," 0.074103703","-0.134619079","-0.117749187"," 0.2111169976"," 0.124985007","-0.208195801"," 1.138322e-01","-0.08541856","-0.081885616","-0.134971881","-0.1738713959"," 0.024196257"," 0.009207985"," 0.119386756"," 0.230825114"," 0.008731048"," 0.141813218","-0.052032941","-0.067905674","-0.13819120","-0.075780020"," 0.1153746174"," 0.235151450"," 0.240459971","-0.117962714"," 0.115439701"," 0.22892063"," 0.1014716373",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.093148436"," 0.033295023","-0.05121864"," 0.4648729817"," 0.0268154392"," 0.110533668"," 0.097039036","-0.048883045"," 0.027061475"," 0.1089489654"," 0.021332994","-0.054242586"," 0.098406313","-0.0829071168"," 0.122124180","-0.1578616248","-0.080006480","-0.293669141"," 0.1079668421","-0.1203030654","-0.083071807","-0.119700351","-0.034583439"," 0.006324790","-0.028939315","-0.047992400","-0.095506849","-0.0428174804"," 0.191475442","-0.114615944"," 0.066063265"," 0.045566372"," 0.009838413","-0.049532552","-0.01504191","-0.039923309","-0.0033951286","-0.06202353","-0.1490656298","-0.0129520056","-0.176151747"," 0.005234727"," 0.187146751"," 1.802715e-02","-0.233428847","-0.1552146637"," 0.067793022","-0.031804094","-0.063093527","-0.116853237","-0.081439658","-0.23375390"," 0.0959318523","-0.268151269","-0.068776774","-0.1087587185","-0.232969656","-0.008275552"," 0.047891064"," 0.025100370"," 0.0664024264","-0.014367431"," 0.360407472","-0.358390374","-0.017556940"," 0.193778991","-0.302374262","-0.099380997"," 0.112393993","-0.061530416"," 0.022896513","-0.505474079","-0.166425080"," 0.004063342","-0.2378238957","-0.374897333"," 0.280125142"," 2.043670e-01"," 0.05261353"," 0.055837182","-0.049528302"," 0.2371580502"," 0.015076165"," 0.283789027","-0.246638523","-0.099436036"," 0.236030711","-0.243721661"," 0.147145672"," 0.091015400"," 0.12753999"," 0.121516950","-0.1480688399","-0.017762622","-0.040187538"," 0.194220976","-0.049174246","-0.26532660"," 0.0611464919",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.067788719","-0.053195305"," 0.19712522","-0.1208444110"," 0.0276972019","-0.156535456"," 0.197899399","-0.114437687"," 0.012497038"," 0.1449672624","-0.113903773"," 0.368045164"," 0.549749902"," 0.1411702575"," 0.085291075","-0.3465197511","-0.067070331"," 0.129108343","-0.0921873851"," 0.0609150793"," 0.407624005"," 0.014887409","-0.033055155"," 0.015814485","-0.122628486"," 0.107950811"," 0.243379444"," 0.0079254914","-0.134053859","-0.015578424","-0.083179374","-0.165383742","-0.100873016","-0.144924486"," 0.22195618","-0.111428992"," 0.1779145175","-0.38552440"," 0.0570554275","-0.1373878363"," 0.109050861","-0.144424657","-0.147959948","-3.413696e-02","-0.291810809","-0.0803762204"," 0.050042293"," 0.114245851","-0.037574865","-0.138164629"," 0.097839336"," 0.22149274","-0.0038516928"," 0.077802019","-0.091035227","-0.0072061837","-0.221135318","-0.218308582"," 0.012879650","-0.104512863"," 0.1904089114","-0.324135954"," 0.476445173","-0.087327106","-0.008623382","-0.062616578"," 0.375409104"," 0.024148491"," 0.007723352","-0.028156710"," 0.092533088","-0.075754675"," 0.050982547","-0.097121445"," 0.0501396752"," 0.103713924"," 0.297329747"," 1.902629e-01","-0.03851279","-0.110328317","-0.061917857"," 0.0385103025","-0.182565572"," 0.104247249"," 0.053084497","-0.163217099","-0.174983061"," 0.206646404","-0.158429918"," 0.239761183"," 0.15800471","-0.202460740","-0.0427664012"," 0.073667294"," 0.232291551","-0.248782140","-0.003265196","-0.14318042"," 0.0928107868",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.043478902"," 0.090306974"," 0.12714112","-0.7502315264"," 0.0007409746","-0.356810651"," 0.011024501"," 0.218587301"," 0.012090862"," 0.0368633085"," 0.058329187"," 0.055631488","-0.002824348","-0.0898270421","-0.154671690"," 0.3569007576","-0.057862274","-0.227081896","-0.0059184881","-0.0738502475"," 0.038224312"," 0.060963268","-0.096725224"," 0.098941187","-0.106204531","-0.054169916"," 0.648959874"," 0.1100519144","-0.058672702","-0.013311341"," 0.197565817","-0.147977413"," 0.107720451","-0.088112624","-0.03445676"," 0.073115548"," 0.0725028883"," 0.05211846"," 0.1094216265"," 0.0577350987","-0.108014845","-0.255156241"," 0.237515369"," 1.900207e-01","-0.263460511"," 0.0267593462"," 0.015353652"," 0.109400999","-0.098204803","-0.001319517"," 0.059113154","-0.40375286"," 0.0990607982","-0.030471101"," 0.056235935"," 0.0371075898","-0.149748853","-0.455811288"," 0.239043340"," 0.161489694"," 0.2458287316","-0.032866845"," 0.218593318","-0.035508815"," 0.084186359"," 0.100274442"," 0.466169763","-0.144491150"," 0.178023307","-0.367761839","-0.169654088"," 0.001885840"," 0.044496629"," 0.122458863"," 0.0392692684"," 0.041113346"," 0.017381346"," 1.617132e-02"," 0.38547365","-0.129686790","-0.155019182"," 0.0895779402"," 0.012597922"," 0.128860601"," 0.099630781"," 0.001212412"," 0.074359420"," 0.173339681"," 0.036316617"," 0.061560543"," 0.01048881","-0.030718284","-0.2739077017","-0.027638205","-0.158022684"," 0.026957295"," 0.270753842"," 0.09696071","-0.0759842144",9,8,"Leupeptine"
"Apicidin_H1","-0.046033850","-0.032277123","-0.152660769"," 0.42361232","-0.3154575788","-0.0592539774","-0.011853206","-0.362330965"," 0.114728596","-0.329224682"," 0.1176269304"," 0.238246089"," 0.242785634"," 1.788953671","-0.0098570073","-0.238722384"," 0.0340463986","-0.089153774"," 0.148722433"," 0.0257069925","-0.1437833945"," 0.666849970"," 0.030567384","-0.391986361"," 0.518875261","-0.040201787"," 0.398990715","-0.131452895","-0.0490812967"," 0.265132638"," 0.084178477"," 0.130117237"," 0.015410802","-0.097673833"," 0.104283317"," 0.83674685","-0.297297844"," 0.1566316461","-0.05104866","-0.6581598984"," 0.1329562023","-0.052550424"," 0.033293268","-0.361331828","-3.242945e-01"," 0.056661014","-0.0829393758"," 0.023412706"," 0.015988951"," 0.068904604"," 0.549714765","-0.096786514"," 0.54906489"," 0.1464954804"," 0.228392167"," 0.053285970"," 0.1403913072"," 0.414849995"," 0.156436726"," 0.090613478","-0.175070908","-0.3622095485","-0.275873299","-0.204109710"," 0.127530698","-0.336572824","-0.030525585","-0.060277341","-0.058418336","-0.050693098"," 0.287995817","-0.066903068","-0.266035791"," 0.068526115"," 0.028910307","-0.2774035653"," 0.270619217","-0.700762306","-1.885653e-01"," 0.33743794","-0.975569420"," 0.006064657","-0.4398151141","-0.133312539","-0.277841485","-0.405086355","-0.305329032","-0.825107403"," 0.026054123","-0.656244081","-0.397939015","-0.00914605"," 0.125323412","-0.3381190403"," 0.049380849"," 0.198242315","-0.216418152"," 0.355110933","-0.18920616","-0.0036823883",10,1,"Apicidin"
"Apicidin_H2"," 0.215745718"," 0.090429731"," 0.092932462"," 0.20406740"," 0.2547604904"," 0.1477278312","-0.146154437"," 0.334973597"," 0.047734118","-0.044248397","-0.0438163374"," 0.257917455"," 0.236634669","-0.073150469","-0.0826094219","-0.066935584","-0.0276117447","-0.242610682","-0.229015519"," 0.2488944640"," 0.1018407243"," 0.196197615"," 0.217644708"," 0.030000749"," 0.070554542","-0.064975922","-0.142319922"," 0.314804537","-0.0038148931","-0.020496270","-0.151742128"," 0.148910235","-0.104005323","-0.049745443"," 0.091668301","-0.23277073"," 0.080159086"," 0.0874254147","-0.12206749","-0.1066537571"," 0.1454657859","-0.156841857","-0.041408094"," 0.044398732"," 3.430892e-01"," 0.030355692"," 0.0953405658"," 0.106740899"," 0.151904928","-0.299721379"," 0.143428296","-0.119437749"," 0.14000745","-0.1457992080","-0.167280887"," 0.191614116","-0.0276359050"," 0.314122422"," 0.134016700"," 0.208979171","-0.133277731","-0.0072568233","-0.167390238"," 0.227513792","-0.089903050"," 0.119572714","-0.104576360"," 0.075640394","-0.112297771"," 0.173504492","-0.239117353"," 0.037297439","-0.518243183"," 0.146867027","-0.044884748","-0.0303285916","-0.114568438","-0.448306384","-2.933373e-01"," 0.21271822"," 0.257617131"," 0.028813070"," 0.0284447905"," 0.186491911"," 0.155583447","-0.080492227","-0.034768995","-0.332363732","-0.254512289"," 0.034342182","-0.181426958"," 0.19379010"," 0.073441222"," 0.0482312012","-0.012055993","-0.168681822","-0.144202578","-0.718619129","-0.18192323"," 0.0571979706",10,1,"Apicidin"
"Apicidin_H4"," 0.005308789","-0.093634453","-0.006378377","-0.13910695","-0.1828143805","-0.1741135679","-0.044861105"," 0.270415805"," 0.130322138","-0.293991068"," 0.2469944686"," 0.365518945"," 0.094283243","-0.011978962","-0.2828990989","-0.283939498","-0.0740246267","-0.243662816","-0.180494530"," 0.0591526505","-0.0887681299"," 0.147816216"," 0.162264692","-0.023424279"," 0.002460896"," 0.057984480"," 0.087927751"," 0.250165992","-0.1244080162"," 0.158480302","-0.030424441","-0.416019753"," 0.100289782","-0.053684671","-0.085182245","-0.05007718","-0.130977237","-0.0177466078","-0.08977964","-0.0486034209"," 0.0485183726","-0.201900729","-0.153370715","-0.041015982"," 1.301230e-02","-0.009811582","-0.0155692945","-0.033529306"," 0.268715361","-0.116944623"," 0.226119474","-0.250658335"," 0.21836198","-0.1129622555"," 0.165083977","-0.004785416","-0.0928188859"," 0.003621601","-0.191969849"," 0.166193437"," 0.103417478","-0.0822091910"," 0.197780374"," 0.058832798","-0.020240747","-0.041992733","-0.188462948"," 0.350524429","-0.158564527","-0.183721735","-0.074848873","-0.074621160","-0.082396778","-0.047230190","-0.168498746","-0.0904176655","-0.102194071","-0.059043307"," 1.604439e-01"," 0.14803317"," 0.005416684"," 0.132634388"," 0.0645282394","-0.102629367"," 0.200066856","-0.276712990"," 0.011824653","-0.120756070"," 0.110974692"," 0.084174573","-0.183404060","-0.13092115"," 0.206325872"," 0.1242305559"," 0.008233631"," 0.061837792","-0.071412891","-0.001836344","-0.04527142"," 0.1581871085",10,1,"Apicidin"
