"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0290","PF11_0527","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFC0090w","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFI0500w","PFI0965w","PFL0625c","PFL0980w","PFL1135c","PFL2055w","D_class","Class","Compound"
"W7_H8"," 0.768881766"," 0.257130496"," 0.580240745"," 1.18058197","-0.3372981832"," 0.911341108","-1.095643533"," 1.092836318","-0.120115508"," 0.0587649991","-0.664049085"," 0.063728089"," 0.8261027970","-0.1284070462","-0.814725510"," 0.581308260"," 0.5315128563","-1.0395818765"," 0.378085124"," 0.371158075"," 0.212267969"," 0.635260342"," 0.640287957","-0.3892775824","-0.824134657"," 0.370578327"," 0.151754048","-0.22135397"," 0.86882560","-0.0612967272","-0.0478788966"," 0.108724481"," 0.597612309","-7.784649e-01","-0.239689922"," 0.5270243118","-0.055623989","-0.378678649"," 0.618541382"," 0.320077831"," 0.401755594"," 1.30264354"," 1.003989173"," 1.152410138"," 0.2672453705","-0.079746928"," 1.544571490","-1.015395064"," 0.622274298","-0.9412280766","-0.739164555","-0.687618824","-0.076184509","-1.671028126"," 0.018623723"," 0.499898922"," 0.955433809","-0.150300263","-0.562912150"," 0.067872431","-0.1603974309","-0.391026047","-4.264894e-01","-0.15501034"," 0.625665817"," 0.458988824","-0.5431188669"," 0.162043656","-0.125613237","-0.855528323","-0.136404269","-0.24089333","-0.6343257460"," 0.406496284","-0.596373724",4,3,"W_7"
"W7_H10"," 0.068050143"," 0.391427867","-0.146976331"," 0.78224387"," 0.1127308532"," 0.074827023","-0.339670720"," 0.103086442","-0.446451183"," 0.4208523033"," 0.126178496"," 0.580041291","-0.3246450913"," 0.5258745440","-0.944577885"," 0.500075179"," 0.5476746434","-0.4363370156"," 0.487188513","-0.003844772"," 0.293498772","-0.125058166"," 0.141733598","-0.2432278116","-0.364798957","-0.511612236"," 0.352786278"," 0.35577131"," 0.04001783"," 0.3873531017"," 0.1312699522","-0.034135851"," 0.703059973","-1.369292e-01","-0.122237181","-0.0670369766","-0.195992758","-0.309685563"," 0.025439732"," 0.276652515"," 0.022443500"," 0.61327394"," 1.018942589","-0.083385703"," 0.1752430207","-0.159074176"," 0.298819545","-0.159246158","-0.005326173","-0.9440550734","-0.282289079","-0.369305800","-0.132923816","-1.042046723","-0.004165385","-0.154633021"," 0.542548707","-0.659424167","-0.364422979","-0.411608131","-0.5036667398","-0.194258044"," 2.457125e-01","-0.12448520"," 0.158426497"," 0.293035518","-0.2861795928"," 0.566730926"," 0.265138970","-0.022332822","-0.140637942","-0.16618245","-0.0331439558"," 1.000167018"," 0.319523105",4,3,"W_7"
"W7_H12"," 0.226112742"," 0.044145324"," 0.310847661"," 0.75318358"," 0.2778749671"," 1.001388714","-0.667052827"," 0.488418735","-0.059778765"," 0.0867501321","-0.592922306"," 0.372018864"," 0.5351234439","-0.0335626363","-0.899939682"," 0.225449479"," 0.6213434781","-0.6775704658"," 0.362881825","-0.089769655"," 0.005148386"," 0.154437603"," 1.277160916","-0.2685187847","-0.558812508"," 0.120982976"," 0.136241915"," 0.17280701"," 0.02111293"," 0.1484667042"," 0.2293722206"," 0.222782763"," 0.129268281","-3.364588e-01","-0.100070547"," 0.1875950237","-0.157771881","-0.131618919"," 0.332386531"," 0.024431584"," 0.392132439"," 0.56402747"," 0.725791375","-0.113723835"," 0.2337814305","-0.654950805"," 0.937556489","-0.587417394","-0.088438367","-0.6881613844","-0.431159423","-0.337020270","-0.417405280","-1.284844311"," 0.272881896"," 0.121430153"," 0.469710991","-0.745848850","-0.496387639"," 0.058639805","-0.2217604617"," 0.252681375","-1.203511e-01","-0.32104685"," 0.697377664"," 0.514901357","-0.4343693802"," 0.400707881","-0.180346920","-0.482758533"," 0.190326638"," 0.08333718","-0.4389759572"," 0.081820314","-0.241735475",4,3,"W_7"
"Staurosporine_H1"," 0.151460335","-0.064570748"," 0.389469770"," 0.53638397"," 0.0730580830"," 0.797540903","-0.555632340"," 0.296171209"," 0.354288032","-1.0847930649","-0.567336863"," 0.426362602"," 0.1550873585"," 0.6623366257","-0.032082640"," 0.789366495"," 0.3646994350"," 0.7445384228","-0.005730501","-0.370467188","-0.330259724"," 0.151544025"," 0.020725293"," 0.2403129143"," 0.085988870"," 0.605947479"," 1.460407789"," 0.10126437"," 1.15366070"," 0.2334420482","-0.0893759857"," 1.006196741"," 0.312088032","-7.874631e-01"," 0.460933960","-0.4924031256"," 0.085547390","-0.160559812"," 0.048974931"," 0.600709864"," 0.069979702"," 0.07676512","-0.068172860"," 0.007658657","-0.9848395293","-0.623439903"," 1.040383596"," 0.395118365","-1.217710253","-0.2183534513","-0.732406617"," 0.020260163"," 0.097514473"," 0.482262193"," 0.179256424"," 0.642098552"," 0.222853313","-0.069386369"," 0.365375641","-0.043726844"," 0.3364182634"," 0.151440897"," 5.127875e-01"," 0.67751398","-0.271658078","-0.350150417","-0.0471356010","-1.081005648","-0.639373929","-0.655628997"," 0.007843345"," 0.57636729","-1.0490072368","-0.649904744"," 0.769998250",5,4,"Staurosporine"
"Staurosporine_H2"," 0.132678321","-0.158889075"," 0.424432971"," 0.37597378","-0.0310216916"," 0.957789042","-0.924414276"," 0.076172397"," 0.477692454","-1.0736721412","-0.813684540"," 0.370233242"," 0.1406071999"," 0.3376847696"," 0.275862708"," 0.657056731","-0.0793026120"," 0.3136402095"," 0.635042707"," 0.079049394","-0.098353023"," 0.171215694"," 0.017285295"," 0.3837560788"," 0.002173771"," 0.504010456"," 0.861945691","-0.06652596"," 1.25066355"," 0.3509443519","-0.2381817797"," 0.787813777"," 0.258622088","-1.081739e+00"," 0.009918349","-0.1953096581"," 0.183910751","-0.133949633"," 0.026837967"," 0.483664341"," 0.134592273","-0.42127102"," 0.032676219"," 0.289219962","-0.8229760676"," 0.985321833"," 0.873298633","-0.058625519","-0.872423700","-0.4935007031","-0.784022835","-0.353749425"," 0.380895763"," 0.285278172"," 0.329310375"," 0.717914894"," 0.261592726","-0.678905998"," 0.272991102"," 0.250673951"," 0.3786505496"," 0.317328423"," 5.792641e-02"," 0.64575449"," 0.041603181","-0.259831727"," 0.1870706989","-1.336130921","-0.654481885","-1.025366928"," 0.557037035"," 0.59223078","-1.1909913666","-0.578145402"," 0.007393349",5,4,"Staurosporine"
"Staurosporine_H4"," 0.070029021","-0.120727608"," 0.085399162"," 0.39719160","-0.3184632960"," 0.782798213","-0.797826384"," 0.119129146"," 0.057883159","-0.6320348406","-0.532256803","-0.240336131","-0.1164238096"," 0.5587106640"," 0.460182862"," 0.279819223"," 0.0338749098"," 0.0934381083"," 0.110866646","-0.300399371"," 0.382674043"," 0.294460080"," 0.331399243"," 0.2402723904"," 0.383418973"," 0.534219067"," 1.161689356","-0.01499715"," 0.81664872"," 0.3591886228","-0.2008295760"," 0.040710175"," 0.426526476","-8.277430e-01","-0.429525467","-0.1664766880"," 0.568103756","-0.194300476","-0.025575086"," 0.354191837"," 0.396871427","-0.20923508"," 0.018109113"," 0.246538131","-0.4674614722"," 0.596565162"," 0.741151745"," 0.371151366","-0.810244623","-0.7623583925","-0.493278346","-0.273776312"," 0.235835967","-0.149159395"," 0.287550825"," 0.357491501"," 0.493298531","-0.475326381"," 0.538124241"," 0.270970535"," 0.2956434351","-0.050962039"," 1.075813e-01"," 0.39755102"," 0.081632251","-0.062723330","-0.3821245094","-0.967642259","-0.075129010","-0.607121655"," 0.388235926"," 0.17425690","-0.9261884920","-0.154593557","-0.033081473",5,4,"Staurosporine"
"Staurosporine_H6"," 0.004952358"," 0.409106525","-0.140044842"," 0.42194562"," 0.1325624515"," 0.566620339","-0.806918817","-0.477440749"," 0.214875841","-1.0616116537","-0.881820235","-0.498057607","-0.6447141545","-0.1194090806"," 0.383746187","-0.078870589"," 0.0835630468"," 0.0752596871","-0.152601189"," 0.326114061","-0.035896607"," 0.154891221","-1.441187445","-0.0481742398"," 0.331965054"," 0.151663511"," 0.537737357","-0.20357202"," 1.17072821"," 0.3414899312","-0.3173023326"," 0.862047247"," 0.395529438","-7.830628e-01"," 0.653701545","-0.0444700097"," 0.271892683","-0.312614727"," 0.083337873","-0.005469496"," 0.024419776","-0.13593043","-1.035592702","-0.295401476","-0.9961150914"," 0.063105315"," 0.679821716"," 0.577317460","-0.745774882","-1.0872605947"," 0.103625545","-0.252464474"," 0.373461733"," 0.553467512"," 0.029640511"," 0.414686697"," 0.378447863","-0.643867048"," 0.484629473"," 0.349684506"," 0.4177293111","-0.726345133"," 5.877940e-01"," 0.42966816","-0.639378678"," 0.031791660"," 0.0460219198","-1.140527846","-0.459016158","-0.634896651"," 0.079010390"," 0.41418671","-1.0869873757","-0.382809024"," 0.673245384",5,4,"Staurosporine"
"Staurosporine_H8"," 0.061963673","-0.383040965","-0.214399778","-0.44714879"," 0.0537055418"," 0.613929786","-0.742986838","-0.300427346","-0.028560443","-0.4289553964","-0.560651475"," 0.769032497"," 0.0522798288","-0.2655547395","-0.459116387"," 0.159155708","-0.0093099864"," 0.0869717584"," 0.279563116","-0.037720470"," 0.613271120"," 0.173383203"," 0.240194830","-0.1333269895"," 0.115248314","-0.257051900"," 0.303479340","-0.17286456"," 0.94778864"," 0.1400252243","-0.0588640900"," 0.278119217"," 0.461812502","-2.587804e-01","-0.449597643","-0.0888230109"," 0.583408874","-0.083579924","-0.641359875"," 0.465167728"," 0.018263401"," 0.72800398"," 0.219941083"," 0.052918418","-0.7225626017"," 0.135886630"," 1.029811199"," 0.368705576","-0.759123031","-1.0511837590","-0.186654265","-0.885241049"," 0.304188735"," 0.390404870"," 0.125002502"," 0.242672638"," 0.487222192","-1.387439523"," 0.538611887"," 0.602222545"," 0.0240743302","-0.129192750"," 9.808222e-02"," 0.47270778","-0.510836308"," 0.162819637"," 0.0625030871","-1.104322484"," 0.104828261","-0.634263865"," 0.304375089"," 0.02543294","-0.3740082777","-0.555358112","-0.046963207",5,4,"Staurosporine"
"Staurosporine_H10","-0.059897290","-0.002659869","-0.185153866","-0.14483590"," 0.0008938315"," 0.690135649","-0.464985766","-0.165419791","-0.221322897"," 0.4723451650","-0.010115530"," 0.715472944"," 0.0014451064","-0.6000806927","-0.571493262"," 0.284765806","-0.1440780367"," 0.2414066332"," 0.389966808"," 0.011942276"," 0.464598564"," 0.426504094","-0.066162873","-0.2811864619"," 0.123865594","-0.345657870"," 0.610791571","-0.28372740"," 0.43913972"," 0.7021017194"," 0.1563395065"," 0.705971689"," 0.282017114","-3.398417e-01","-0.146015475","-0.3611096121"," 0.271007371","-0.082087074","-0.421091471"," 0.705860729"," 0.126600195"," 0.24163642"," 0.554204380","-0.138930636","-0.5259704551"," 0.087661728"," 0.941255296"," 0.081955790","-0.728174439","-1.5572772091"," 0.621024383","-0.875348565"," 0.155390746"," 0.059895593"," 0.149213768"," 0.102206752"," 0.371531017","-0.750591439"," 0.366735346"," 0.596062432","-0.0429038799"," 0.269002403"," 2.191226e-01"," 0.35148928","-0.160764119"," 0.279898364","-0.1471677285","-0.732918414","-0.010846951","-0.997062343","-0.381842183"," 0.07909328","-0.5381789368","-0.275444533"," 0.045229367",5,4,"Staurosporine"
"Staurosporine_H12","-0.216564202","-0.732855988","-0.526412894","-0.95238872"," 0.6171378025"," 1.478385041","-0.637454426","-0.671407232","-0.652422369"," 0.5744567335","-0.676019152"," 0.747780104"," 0.3927892183","-0.2387708216","-1.164549356"," 0.169967444","-0.3394862323"," 0.2563648673"," 0.067379273"," 0.128382927"," 0.664383334"," 0.191854695","-0.072826587","-0.4791612456","-0.276232814","-0.631756226"," 0.409261043","-0.09846165"," 0.76386837"," 0.3347800959"," 0.6379424812"," 0.480316870","-0.313685890"," 3.467657e-01"," 0.011580374","-0.8492565004"," 0.022264381","-0.005588271","-0.636475896"," 0.863896391"," 0.112046018"," 0.53177605"," 0.680194680","-0.194558259"," 0.3118063998","-0.051230562"," 0.577048511","-0.040389161","-0.923167809","-1.2722967574"," 0.645126482","-1.068382827"," 0.172994957"," 0.037412200"," 0.510401254","-0.322793889"," 0.489546607","-1.304894858","-0.112048867"," 0.639333330"," 0.0502331806"," 0.117035107"," 1.278239e-01","-0.23446345"," 0.064696398"," 0.428751686","-0.4085707143"," 0.082988737","-0.694561434","-0.716618411"," 0.475270993","-0.16527089","-0.6524491861"," 0.582841303","-0.145843712",5,4,"Staurosporine"
"Cyclosporine_H1"," 0.368769724","-0.436213743","-0.186668032"," 1.03618738","-0.3280190325","-0.089662824","-0.168244859","-0.019127933"," 0.080849093"," 0.2418416072"," 0.185539250","-0.128746076"," 0.8055116027"," 0.3130324283","-0.532219188"," 1.207203960"," 1.2538960857"," 0.3906016393","-0.007902723","-0.458382618"," 0.134708355","-0.603237389"," 1.011293231"," 0.4646065095","-0.230898091","-0.667060140"," 1.468803921","-0.09113152"," 0.01271036","-0.0238441940","-0.2280204764"," 0.579388199","-0.163282930"," 4.551929e-01","-0.369425552","-0.2499173110","-0.056557642"," 0.159607920","-0.471443952"," 0.115773031","-0.303390755"," 0.84090836","-0.350059504"," 1.077081427","-0.1962380558","-0.542169845","-0.009671135"," 0.503495298","-0.413586060","-0.3365286350","-0.441926953"," 0.428755611"," 0.192195045","-1.063427845"," 0.175566868"," 0.698488690","-0.498003247","-0.594195082"," 0.037364330"," 0.006803604","-0.2498273747","-0.428859299"," 3.702836e-01"," 0.35800914","-0.008889063"," 0.671064448","-0.3585328669"," 0.132391681","-0.588648464"," 0.026994915","-0.627360775"," 0.28559299","-0.4632963493","-0.451718075"," 1.822190523",6,5,"Cyclosporine"
"Cyclosporine_H2"," 0.301373712","-0.457576078","-0.092879603"," 0.56889482","-0.1620489114","-0.393319468"," 0.050596795","-0.111764606","-0.001954956"," 0.1150720025"," 0.315829579","-0.024315570"," 0.1683857038"," 0.2982194712","-0.344137521","-0.010400623"," 0.8214869077"," 0.1283068502","-0.111900045","-0.228551152"," 0.250518318","-0.179946925"," 0.820602308"," 0.4311719455","-0.134930008","-0.329289406"," 1.156333437","-0.07206720","-0.14385907","-0.0980792128","-0.2575973797"," 0.027800614","-0.289693636"," 6.815847e-01","-0.234909895","-0.1540982269"," 0.001231259","-0.211403406","-0.285768714"," 0.260250739","-0.415837538"," 0.82053621","-0.272796983"," 0.567851074","-0.2046128310","-0.051880639"," 0.121713987"," 0.400974244","-0.325968892","-0.1286670860"," 0.032754726"," 0.281615743"," 0.040653801","-0.389414728"," 0.001567139"," 0.692894929"," 0.016625495","-0.160384831"," 0.204294988","-0.166717396","-0.3034352649","-0.021445492"," 7.810819e-02"," 0.04455787"," 0.026028574"," 0.344887578","-0.1564621043"," 0.110949573","-0.196589129"," 0.135015776","-0.584892466","-0.01089974","-0.2625500087","-0.036750990"," 1.021442272",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.230110721","-0.260713725","-0.201378551"," 0.86984930","-0.2938187987","-0.208480321","-0.060717685","-0.258404993"," 0.179092289"," 0.1977665357"," 0.240021382","-0.281645022"," 0.3629084144"," 0.4241445325","-0.217843413"," 0.660655644"," 1.1339567562"," 0.2177775033","-0.235941012","-0.279410701"," 0.289479259","-0.400401608"," 0.138430164"," 0.1776354480"," 0.043294006","-0.435031542"," 1.733084603","-0.02071482","-0.23776087","-0.0478954715","-0.2182261493"," 0.413768312","-0.123930758","-2.903683e-02","-0.184384455","-0.0405581624","-0.165409475","-0.109343886","-0.356964695","-0.093777813","-0.344848174"," 0.78003757","-0.148700622"," 0.888138666","-0.0988884726","-0.059445693"," 0.014148399"," 0.454879773","-0.182237621","-0.1753244545","-0.352455773"," 0.206497838","-0.042274656","-0.675505467"," 0.063472391"," 0.716722454","-0.267761257"," 0.150880083"," 0.209308160","-0.002305715","-0.1369560572","-0.265417593"," 3.441568e-01"," 0.15803175","-0.103588619"," 0.459789863","-0.3053732604"," 0.069416498","-0.271476573"," 0.395438460","-0.314662693"," 0.09498360","-0.2568822430","-0.038013433"," 1.575244678",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.132608385","-0.377995325","-0.075262884"," 1.12425231","-0.3631734960","-0.344223770"," 0.056407880","-0.152834744","-0.016427385","-0.1222954260"," 0.158434260","-0.020309413"," 0.5384224900","-0.0255674425"," 0.003003495"," 0.986137848"," 0.3884423357"," 0.2962774717","-0.158285608","-0.236817419"," 0.010798816","-0.471021731"," 0.715920002"," 0.1233802235","-0.116564631","-0.184148542"," 1.378663308"," 0.46122859","-0.20493663"," 0.0438045738","-0.2534679237","-0.237414492","-0.159712311","-2.141715e-02","-0.272494571","-0.0616507919","-0.273719238"," 0.200904095","-0.488621173","-0.115624790","-0.154932891"," 1.52972171","-0.621033282"," 0.718928821","-0.1404963449","-0.376931957"," 0.205066852"," 0.791097002","-0.370835519","-0.3400793290","-0.273096589","-0.186724553","-0.183727647","-0.197418542","-0.111918986"," 0.642612011","-0.379625515","-0.076711533"," 0.221932274","-0.164114950","-0.2480369305","-0.427243223"," 1.197579e-01"," 0.54563196"," 0.054072978"," 0.634748960"," 0.1324635331"," 0.039324178","-0.499047918","-0.056760958","-0.712934927"," 0.15077687","-0.1428514247","-0.434484727"," 1.194052334",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.451804920","-0.686481372","-0.117020541"," 1.09498767","-0.4097935683","-0.134586626","-0.428965227"," 0.034053602"," 0.110745262"," 0.0840684005"," 0.005714495","-0.291178406"," 0.7536653987"," 0.2592372833","-0.188023197"," 0.614465511"," 0.9443024748"," 0.4070134351","-0.102215329","-0.522232066","-0.160705856","-0.437743609"," 0.887189978"," 0.1121268529","-0.082911938","-0.180798629"," 1.321718707"," 0.40509547","-0.05772741"," 0.1170046153","-0.0466821396"," 0.448957390","-0.347787148"," 1.488347e-01","-0.264320458"," 0.0141055856","-0.473423386","-0.031897433","-0.371833631"," 0.103932223","-0.239723807"," 1.00824053","-0.765208036"," 1.157288984"," 0.0664842334","-0.303134436"," 0.419453685"," 0.377734706","-0.088159762","-0.3418191253","-0.345510240"," 0.279610676"," 0.292400630","-0.767435430"," 0.051011794"," 0.903940835","-0.468392943","-0.008102426"," 0.242647261","-0.212382303","-0.1025562415","-0.137160585"," 1.795227e-01"," 0.67345755","-0.362295947"," 0.794942141"," 0.0001095511"," 0.027307867","-0.694455205"," 0.310689455","-0.611968151"," 0.33178973","-0.3928775942","-0.486151033"," 0.496306934",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.420260927","-0.032688473","-0.107083905"," 0.68234926","-0.2534188556","-0.107301474","-0.041466264","-0.141954576"," 0.072310937","-0.0496415135","-0.019419783","-0.138223968"," 0.5832018373"," 0.3814850815","-0.059117632"," 0.064715098"," 0.9470678233"," 0.9350237795","-0.434978597","-0.488510210","-0.043715100","-0.243529239","-0.888085043","-0.0713308229","-0.076127985","-0.156474425"," 1.165527244","-0.26952995","-0.16879826","-0.0133105985","-0.1233335235"," 0.373311854","-0.394763500"," 1.338874e-01"," 0.172551999","-0.2273869889","-0.098025346"," 0.053976283","-0.201801045"," 0.058488878","-0.443200059"," 0.29061787","-0.317785538"," 0.754145881"," 0.0214493260","-0.306580475"," 0.311748702"," 0.388146038","-0.152620565","-0.2737580468","-0.450516598","-0.041494484"," 0.248816106","-0.514321947"," 0.022969494"," 0.646114459","-0.161569934","-0.047044822"," 0.379874665","-0.095238741","-0.3945122061","-0.263905549"," 1.015369e-01"," 0.21049606","-0.193284688"," 0.375821728","-0.4373431801"," 0.258721246","-0.634811173"," 0.265519449","-0.438701394"," 0.18488073","-0.2785156626","-0.275968770"," 0.942643200",6,5,"Cyclosporine"
"Cyclosporine_H12"," 0.307436088","-0.578155119","-0.105322297"," 0.76569290","-0.3534521808"," 0.173941741"," 0.039641491","-0.027635873"," 0.169758974"," 0.1516904722"," 0.069698869","-0.293779659"," 0.4542511818"," 0.2290336972","-0.342742577"," 0.223141956"," 1.2698025203"," 0.6025158924","-0.098164536","-0.398115705"," 0.112549794","-0.301788877"," 0.787684362"," 0.1933338150","-0.040945058","-0.309144764"," 1.645456257","-0.24428952","-0.23883171","-0.0828199278","-0.2968770674"," 0.235594843","-0.081659826"," 2.280839e-01","-0.429837348"," 0.2226698401","-0.057432346","-0.039408877","-0.091274235","-0.211490789","-0.531700826"," 0.79002524","-0.345809057"," 0.909489570","-0.0091972990","-0.216324669"," 0.285604319"," 0.321884296","-0.082442121","-0.4135848546","-0.211894162"," 0.086700881"," 0.252237062","-0.455576091","-0.091225903"," 0.797861042"," 0.010506836"," 0.046169472"," 0.319921066","-0.224863047","-0.2884829889","-0.130535161"," 3.290546e-02"," 0.20801773","-0.111688344"," 0.390917337","-0.3521057173"," 0.117096079","-0.591677085"," 0.333816555","-0.473711395"," 0.10240635","-0.0018244328","-0.354446879"," 1.271568136",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.528734817","-0.377485860","-0.153617292"," 0.67482146","-0.4641640930","-0.088709418","-0.072540856"," 0.039200342","-0.032396804"," 0.4651765554","-0.048899230"," 0.170746347"," 0.4868181551"," 0.5297607021","-0.292733490","-0.265849434"," 1.2637218112"," 0.5230548925","-0.177195054","-0.198027020"," 0.058641674","-0.322291559"," 0.634491646"," 0.0225145826"," 0.045205538","-0.486115316"," 1.516203183"," 0.02271504"," 0.00300129","-0.0380195722","-0.2130406814"," 0.120255784","-0.155929215"," 1.284038e-02","-0.466971680","-0.2671441328","-0.242936526"," 0.114274222","-0.132529915"," 0.271377858","-0.081914273","-0.29178863","-0.604063051"," 0.938848317","-0.1726178632","-0.095929623"," 0.147906236"," 0.729357146","-0.380174481","-0.6357977563","-0.422628335","-0.036314951"," 0.044485198","-0.559113190"," 0.187010640"," 0.894922291","-0.131025569","-0.081840745"," 0.499326958","-0.019739670","-0.3487963060","-0.217616148"," 2.966969e-02"," 0.32156310"," 0.047507677","-0.067828027","-0.2565025271"," 0.089307946","-0.276714414","-0.021131832","-0.426645454"," 0.27850278","-0.0560219689","-0.288105741"," 1.084759910",6,5,"Cyclosporine"
"Colchine_H1","-0.105673326","-0.063377111","-0.114105789"," 0.01690747"," 0.0994814451","-0.401863338"," 0.462048410"," 0.403854158","-0.123587202"," 0.0378423338","-0.092247237","-0.218961137"," 0.2467293061"," 0.4411756933"," 0.043290847"," 0.047867413"," 0.3850349521"," 0.2816925242","-0.611689407","-0.134592973","-0.291711795","-0.269873575","-0.195846122"," 0.3358222463"," 0.053869366","-0.259148708"," 0.489438438","-0.10905529","-0.21153986"," 0.1751793580"," 0.3927940856","-0.284824847"," 0.433499658","-3.944865e-02","-0.197995397","-0.0428647723"," 0.009957927"," 0.216057552"," 0.079060912","-0.279731923"," 0.250704367"," 0.10269607","-0.344198877","-0.092827463"," 0.0631308532","-0.145596790","-0.254545609","-0.296421886","-0.235865058"," 0.2867754462"," 0.286665020"," 0.263162245"," 0.507042046"," 0.580927888","-0.180290664"," 0.101349226","-0.503513013","-0.196777767"," 0.124370121","-0.021935793"," 0.1062068834"," 0.238573894"," 3.159327e-01"," 0.32814474","-0.162957356"," 0.742278687","-0.1613477293"," 0.079003030","-0.028682864","-0.279961344","-0.428514889"," 0.31251018","-0.3739392399","-0.106856722"," 0.274174556",7,6,"Colchine"
"Colchine_H2","-0.062508419","-0.226267999","-0.227446560"," 0.16812422"," 0.0151746991","-0.563340855"," 0.007970343"," 0.101005553","-0.147223424","-0.0833811525","-0.309328141"," 0.020436322"," 0.2619593648"," 0.0139096155","-0.037962081"," 0.459418693"," 0.2206552607"," 0.1549516809"," 0.177260713"," 0.006580137","-0.129642262"," 0.012438173","-0.252976418"," 0.1589632689","-0.079970477"," 0.041000649"," 0.023180707"," 0.02368665","-0.02230266"," 0.0176436540"," 0.2437528582","-0.042958017","-0.081499543","-1.145368e-01"," 0.017666091","-0.0059672408"," 0.012236324"," 0.433858829"," 0.091771746","-0.072426373"," 0.098697533"," 0.08665765","-0.114814631"," 0.101228047"," 0.2081927418","-0.181978015","-0.148150204"," 0.183564827","-0.075005345","-0.0647755137"," 0.069288376","-0.098539544"," 0.099166768"," 0.482748675"," 0.019860159","-0.030454709","-0.105938453"," 0.109063019","-0.074421924"," 0.038213757"," 0.3841286130"," 0.290097017"," 3.465024e-01"," 0.01323937","-0.235683357"," 0.197964980","-0.0687264322","-0.022960508","-0.014569681","-0.088600413","-0.030377117"," 0.23614422","-0.1121759931","-0.117266675"," 0.290492169",7,6,"Colchine"
"Colchine_H4","-0.001943864","-0.162104500","-0.127412700","-0.24936428"," 0.0188305716","-0.015405860","-0.190548201"," 0.060784888","-0.090647149","-0.0285508915","-0.123162223","-0.124935445","-0.0093554048","-0.0288500812"," 0.266735401"," 0.382663256","-0.0373682365","-0.0744895061","-0.096879777","-0.193933279"," 0.052954571","-0.221143249","-0.391630702"," 0.0681780263"," 0.060325991"," 0.159456490"," 0.340624945","-0.04411301"," 0.22523318"," 0.1091291863"," 0.1966023948"," 0.071737432"," 0.138176431","-1.357577e-01"," 0.001079402","-0.0956342191","-0.010256706"," 0.083139884"," 0.125608230"," 0.112202956"," 0.246252502"," 0.07849881"," 0.063272767","-0.034487899"," 0.0001920367"," 0.072251163","-0.101030570"," 0.125254365"," 0.166159913","-0.0825718271"," 0.458122462"," 0.094749696"," 0.282316375"," 0.049852150"," 0.066159470"," 0.063331753"," 0.100272916","-0.122923683"," 0.167243319"," 0.073469499"," 0.3141391489"," 0.234459037"," 1.613721e-01"," 0.02199396"," 0.321280667"," 0.333174836","-0.0388800825"," 0.092485672","-0.291973657","-0.078769483","-0.468591560"," 0.07049436","-0.1974441942","-0.082766099"," 0.536493729",7,6,"Colchine"
"Colchine_H6"," 0.069135065","-0.181589953","-0.010508552","-0.27102785"," 0.0233595653","-0.074481681"," 0.136865396"," 0.020061619"," 0.026990820","-0.1414984702"," 0.022092074","-0.128297409"," 0.1059885857"," 0.1070282884"," 0.247435038","-0.026437034"," 0.0328092538"," 0.0483797817"," 0.102405658","-0.069683866"," 0.084514048","-0.261273490","-0.223963834","-0.0083149868"," 0.079758079","-0.152226270"," 0.264665444","-0.08741328","-0.09144410"," 0.0674087074"," 0.0779982997","-0.076027027"," 0.062785099"," 1.716051e-01","-0.276222532"," 0.0365847373","-0.045216515"," 0.207988708","-0.162161949"," 0.006378068"," 0.144325172"," 0.11697526"," 0.067772953"," 0.122363745"," 0.0998776882"," 0.018401659","-0.095292764","-0.001853921"," 0.176286679"," 0.0252398836"," 0.152383566"," 0.035809400"," 0.055728423"," 0.065437993"," 0.037475831"," 0.172686235","-0.156555205","-0.065825485"," 0.131334886"," 0.175716484"," 0.2170973746"," 0.028557897"," 1.294614e-01"," 0.15672787","-0.006517744"," 0.197047592"," 0.0475669777"," 0.017804277","-0.187049967","-0.022508618","-0.312846551"," 0.18022330","-0.1931018399","-0.179117146"," 0.069246584",7,6,"Colchine"
