X;ArtTP1;ArtTP2;ArtTP3;ArtTP4;ArtTP5;ArtTP1c;ArtTP2c;ArtTP3c;ArtTP4c;ArtTP5c
PF3D7_1373100;-1.545;0.431;-1.061;0.042;0.193;-1.229;-0.405;-1.059;-0.173;0.021
PF3D7_1373200;-0.434;0.385;-0.225;-0.105;-0.24;-0.451;-0.474;-0.435;-1.023;-1.054
PF3D7_1373400;-1.03;-0.795;0.916;1.309;1.092;-1.1445;0.0495;-0.134;-1.085;-0.289
PF3D7_1373500;-0.684;-0.143;-0.31725;-0.118;-0.291;-0.4945;-0.0875;-0.01575;-0.25475;-0.042
PF3D7_1400100;-1.659;0.178;-0.5755;-0.2575;0.116;-0.972;-0.338;-0.436;-0.517;-0.2675
PF3D7_1400200;0.087;-0.101;0.359;0.502;0.184;0.016;0.661;0.483;0.599;0.351
PF3D7_1400300;2;-3;-1.322;0.363;-0.041;-1;-0.348;-1.263;-0.17;-0.404
PF3D7_1400400;0.076;0.98;0.274;0.474;-0.01;0.091;-0.003;-0.02;-1.625;-0.282
PF3D7_1400500;-0.656;0.222;-0.434;0.433;0.174;-2.459;-0.113;-0.472;-0.652;-1.655
PF3D7_1400600;-0.201;-0.267;0.158;-0.077;-0.371;-0.685;-0.061;-0.25;-0.303;-0.108
PF3D7_1400700;-1.115;-0.874;-0.609;-0.471;-0.134;-1.248;-0.406;-1.046;-1.28;-0.594
PF3D7_1400800;-0.172;-0.38;0.515;0.36;0.23;-0.492;-0.033;0.029;0.195;0.585
PF3D7_1400900;-0.919;0.29;-0.305;-0.216;-0.302;-0.768;0.068;-0.301;-1.755;-0.25
PF3D7_1401000;0;1.094;0.728;1.519;1.53;-0.377;0.685;-0.034;0.345;-0.008
PF3D7_1401100;-3.675;-3.8585;-3.124;-1.897;-2.0725;-4.0675;-3.2595;-3.3765;-2.111;-0.8735
PF3D7_1401200;0.218;1.173;0.263;0.37;-0.283;0.125;0;-0.193;-0.761;-1.213
PF3D7_1401500;-2.462;-0.913;0.1035;0.5225;0.056;-2.7715;-1.8105;-2.1525;-2.281;-1.959
PF3D7_1401600;-1.2215;-0.496;-0.192;0.3745;0.345;-1.938;-0.4765;0.0035;0.804;1.064
PF3D7_1401700;0.041;0.046;-0.55;0.469;1.152;-0.093;0.457;0;0.306;1.184
PF3D7_1401800;0.572;0.8015;0.391;0.5855;0.3865;0.035;0.527;0.312;0.2255;0.551
PF3D7_1401900;-1.4145;-0.915;-0.18;0.2205;-0.1545;-1.5565;-0.8765;-0.4915;-0.321;0.3635
PF3D7_1402000;-1.449;-0.3285;-0.648;-0.819;-0.8255;-0.351;-0.048;-0.4545;-0.886;-0.9725
PF3D7_1402100;-0.6505;0.066;-0.725;-1.2;-1.1915;-0.8835;-0.535;-0.906;-1.4275;-0.747
PF3D7_1402200;0.009;1.128;0.039;0.298;0.043;0.117;0.683;0.845;0.727;1.333
PF3D7_1402300;0.2705;-0.0985;0.2405;0.5885;0.1605;0.3785;0.4955;0.451;0.3545;0.111
PF3D7_1402400;-0.3055;-0.071;-0.523;-0.0575;-0.5715;-0.4095;-0.222;-0.661;-0.673;-0.9225
PF3D7_1402500;-0.943;-1.017;-1.812;-3.197;-2.733;-0.809;-0.507;-0.822;-1.692;-2.05
PF3D7_1402700;-0.7755;-0.89;-0.504;0.0185;-0.616;-0.84;-0.62;-1.353;-1.6535;-1.6195
PF3D7_1402800;-0.319;0.629333333333333;0.895;1.221;0.72675;-0.11;0.253;0.26925;0.151;0.07075
PF3D7_1403000;-0.9135;-0.295;-0.0395;0.079;0.2885;-0.0965;0.047;-0.2555;-0.453;-0.385
PF3D7_1403300;0.310333333333333;0.354666666666667;0.490166666666667;0.753666666666667;0.353333333333333;0.295333333333333;0.464166666666667;0.329166666666667;-0.0416666666666667;0.3575
PF3D7_1403400;-0.233;1.189;-0.3;-0.351;-0.465;0.3525;0.312;0.099;-0.6845;-0.3415
PF3D7_1403600;-0.249;0.254;0.218;0.5;0.02;0.055;0.611;0.743;0.191;0.535
PF3D7_1403700;-0.242;0.946;-0.048;0.557;0.008;0.065;0.317;0.376;0.209;0.091
PF3D7_1403800;-0.287666666666667;0.617333333333333;0.004;0.198333333333333;0.142666666666667;-0.216666666666667;0.317;0.238666666666667;0.0706666666666667;0.214
PF3D7_1404000;0.267;0.954;0.542;0.888;0.154;0.429;0.861;0.44;0.177;-0.059
PF3D7_1404100;-0.121;-0.423;-1.053;-0.751;-1.705;-0.511;-0.181;-0.549;-1.005;-1.061
PF3D7_1404200;-0.818;-0.855;-0.566;0.067;0.11;-0.481;-0.352;0.301;0.037;-0.126
PF3D7_1404300;-0.665;0.209;1.379;1.618;2.079;-1.344;0.355;0.026;-0.149;0.252
PF3D7_1404400;0.117;0.015;0.24;0.026;-0.145;-0.209;0.096;-0.305;-0.536;-0.513
PF3D7_1404500;-0.757;0.093;-0.2675;-0.1525;-0.4305;-0.638;-0.358;-0.6755;-0.908;-1.2485
PF3D7_1404600;-1.016;0.4835;-0.666;0.2905;0.1135;-1.068;0.3325;-0.176;-0.0855;-0.3195
PF3D7_1404800;-4.4095;-3.8375;-1.6785;-1.5815;-1.502;-4.2975;-4.1465;-3.716;-2.1515;-1.122
PF3D7_1404900;-0.332;-0.867;-0.649;-0.194;-0.067;-0.353;-0.39;-0.524;-0.565;0.286
PF3D7_1405000;0.0365;0.4555;0.2255;0.441;0.035;0.254;0.385;0.0235;-0.5075;-0.47
PF3D7_1405100;-0.4775;0.3035;0.3525;0.892;0.547;-0.1775;0.0145;0.0225;-0.2725;0.4275
PF3D7_1405200;0.405;-0.016;0.298;0.003;-0.3;0.412;0.596;0.273;0.028;-0.005
PF3D7_1405300;-0.3745;0.359;-0.005;-0.1585;-0.1575;-0.0735;0.501;0.032;-0.1385;-0.26
PF3D7_1405400;-0.325333333333333;0.596;0.415;1.02466666666667;0.513333333333333;0.568333333333333;0.51;-0.00766666666666667;-0.547;-0.743666666666667
PF3D7_1405500;-0.8385;0.171;-0.357;-0.208;-0.3345;-0.9655;-0.219;-0.5265;-0.962;-0.857
PF3D7_1405600;0.291;0.197;0.01;0.168;-0.131;0.263;1.049;0.479;0.166;0.368
PF3D7_1405700;-1.23;0.0785;-0.1375;0.1755;-0.365;-0.86;-0.468;-0.1455;-0.3335;0.7405
PF3D7_1405800;-1.408;-2.015;-1.0395;-0.421;-1;-1.359;-1.3295;-1.8775;-2.0505;-1.5155
PF3D7_1405900;-0.882;-0.864;-0.599;-0.403;-1.23;-0.982;-1.3215;-1.457;-1.901;-1.631
PF3D7_1406000;-0.289;0.566;0.405;0.524;0.39;0.388;0.764;0.634;-2.263;-0.114
PF3D7_1406100;-0.205333333333333;0.63;0.363;0.931666666666667;0.139666666666667;0.237;0.213;0.07;-0.168;-0.267333333333333
PF3D7_1406200;-0.366;-0.4754;-0.047;0.2406;-0.335;-0.3342;-0.2074;-0.5446;-0.9788;-1.045
PF3D7_1406300;0.355;1.2245;0.6435;0.726;-0.01;0.275;0.889;0.4445;0.1055;0.0985
PF3D7_1406400;-0.0175;0.749;0.035;-0.118;0.411;0.842;0.6155;0.719;0.214;1.5055
PF3D7_1406500;-0.741;-0.5895;-1.03;-0.526666666666667;-0.771333333333333;-1.19133333333333;-0.213666666666667;-0.871;-1.24566666666667;-1.25633333333333
PF3D7_1406600;1.0055;0.9575;0.898;1.181;0.865;1.0585;1.1575;0.7445;0.6205;0.2305
PF3D7_1406700;0.865;0.867;0.865;1.126;0.493;0.992;1.307;0.852;0.587;0.276
PF3D7_1406800;0.169;1.801;0.608;0.376;0.687;0.343;1.011;1.108;0.881;1.358
PF3D7_1406900;-0.134;0.167;-0.365;0.104;-0.033;-0.181;0.107;-0.142;0.011;0.181
PF3D7_1407000;-0.361;-0.2235;-0.3465;-0.4025;-0.549;-0.493;-1.2945;-0.93;-1.067;-0.6865
PF3D7_1407100;-0.432;-0.044;-0.622;-0.19;-0.718;-0.747;0.009;-0.409;-0.721;-0.84
PF3D7_1407200;-1.296;-0.582;-0.069;0.33;-0.098;-1.062;-0.84;-0.705;-0.27;0.373
PF3D7_1407300;0.032;0.034;-0.1165;-0.401;-0.4915;-0.516;-0.489;-0.689;-1.023;-0.625
PF3D7_1407400;-0.338;0.774;0.039;0.527;-0.245;-0.683;0.131;0.165;-0.287;-0.435
PF3D7_1407500;-1.162;-0.158;-0.917;-0.472;-1.062;-0.724;-0.663;-0.611;-1.233;-1.42
PF3D7_1407600;-0.1665;0.45;0.36375;0.816;0.45425;-0.09325;0.18225;-0.342;-0.43375;-0.556
PF3D7_1407700;-2.0485;-0.6175;-5,00E-04;-0.0465;-0.113;-1.96;-0.3895;-0.5155;-0.413;-0.81
PF3D7_1407800;-1.209;-1.089;-1.012;-0.98;-1.256;-0.6625;-0.4765;-1.262;-1.374;-0.763
PF3D7_1408000;-0.4755;-0.554;-1.015;-1.4775;-1.15;-0.108;0.0915;-0.9505;-1.2215;-1.1245
PF3D7_1408100;-0.5825;-1.139;-1.056;-0.7285;-1.4315;-0.6255;-0.697;-1.269;-1.519;-1.766
PF3D7_1408200;-1.92633333333333;-1.588;-1.41366666666667;-1.65166666666667;-2.055;-1.64133333333333;-1.578;-1.85066666666667;-2.17166666666667;-1.85766666666667
PF3D7_1408300;-1.041;0.389;0.279;1.092;1.585;-0.585;0;-0.096;-0.338;-0.625
PF3D7_1408400;-0.2215;0.073;-0.4775;-0.627;-0.6985;0.2255;0.4135;0.1275;0.0205;-0.094
PF3D7_1408500;-0.754;0.487;-0.671;-0.108;-0.393;-0.603;-0.713;-0.342;-0.541;-0.908
PF3D7_1408600;-0.376;-0.218;-1.536;-1.092;-1.905;-0.184;-0.105;-0.458;-2.55;-1.544
PF3D7_1408700;0.119818181818182;0.401555555555556;0.462272727272727;0.470545454545455;0.0410909090909091;0.0854545454545454;0.521272727272727;0.436909090909091;0.0599090909090909;-0.0324545454545455
PF3D7_1408800;-0.524;-0.928;-0.447;-0.197;-0.585;-1.104;0.244;-0.485;0.537;-0.6
PF3D7_1408900;-1.749;-1.273;-1.326;-0.517;-1.007;-1.115;-0.604;-0.809;-1.343;-1.566
PF3D7_1409000;-0.681;-0.2955;-0.392;0.447;-0.082;-0.459;-0.1275;-0.6955;-1.244;-1.591
PF3D7_1409100;0.635;0.971;0.9825;0.9805;0.6465;0.4915;0.626;0.4685;-1.557;-0.3215
PF3D7_1409200;0.774;0.522;0.446;0.866;0.202;0.444;0.696;0.754;0.64;0.82
PF3D7_1409300;0.2375;1.1605;0.6315;1.0215;0.6735;0.232;0.785;0.7325;0.5925;0.804
PF3D7_1409400;-0.495;0.2755;-0.2465;-0.061;-0.1555;0.2045;0.807;1.215;1.1045;1.1215
PF3D7_1409500;-0.992;-0.375;-0.668;-0.03;-0.3635;-0.99;-0.436;-0.354;-0.5685;0.8835
PF3D7_1409600;-0.244;0.2815;0.3925;0.8065;0.2505;0.061;0.365;0.2155;-0.1535;-0.0615
PF3D7_1409700;-0.064;-0.067;-0.0095;0.346;-0.1355;0.2735;0.278;-0.3945;-0.599;-0.6965
PF3D7_1409800;-0.232;-0.712;-0.0015;0.0985;-0.424;-0.3;0.122;-0.6785;-0.423;-1.289
PF3D7_1409900;0.0725;0.302;0.2265;0.079;-0.18;0.0505;0.0925;-0.156;-0.557;-1.1315
PF3D7_1410200;-2.044;-1.819;-1.3345;-1.0885;-1.2125;-2.4325;-1.499;-2.0735;-2.746;-1.988
PF3D7_1410300;-0.209571428571429;0.1816;0.238571428571429;0.212142857142857;-0.0901428571428571;0.310571428571429;0.372714285714286;0.00771428571428571;-0.389;-0.485714285714286
PF3D7_1410400;-0.416;1.177;-0.03;0.762;0.9605;-0.1455;0.6875;1.4545;1.5145;2.127
PF3D7_1410500;-0.173;0.133;0.104;0.019;-0.505;-0.409;0.183;-0.245;-0.593;-0.217
PF3D7_1410600;-0.02;-0.341;-0.315;-0.085;-0.4405;-0.1;0.1025;-0.4335;-0.748;-1.207
PF3D7_1410700;0.358;0.79;0.852;1.018;0.906;0.546;1.272;0.546;0.319;0.166
PF3D7_1410800;0.315;0.206;0.243;0.306;0.223;-0.206;0.1;0.474;0.887;0.839
PF3D7_1410900;-1.0205;-0.355;-0.0535;0.725;0.1765;-0.6065;0.1165;-0.181;-0.139;0.029
PF3D7_1411000;-3.34166666666667;-2.20233333333333;-2.766;-2.79466666666667;-2.82833333333333;-2.75;-2.167;-1.06733333333333;0.179;1.12266666666667
PF3D7_1411200;-1.0515;-0.3325;-0.48;-0.125;-0.3565;-0.9495;-0.638;-0.043;-0.052;0.7255
PF3D7_1411300;-0.531;0.412;-0.243;0.2225;-0.3095;-0.31;-0.0405;0.0275;-0.519;0.087
PF3D7_1411400;0.06;0.642;0.602666666666667;0.370333333333333;-0.049;0.143;0.321666666666667;-0.0443333333333333;-0.331333333333333;-0.675666666666667
PF3D7_1411600;-0.38;0.3775;0.3375;0.345;0.711;-0.014;0.2915;0.068;-0.122;-0.3865
PF3D7_1411700;0.2255;0.4235;0.0955;0.064;-0.173;0.3145;0.468;-0.137;-0.6885;-0.545
PF3D7_1411800;-0.56;-0.1825;-0.353;-0.2;-0.8035;-0.253;-0.1645;-0.676;-1.3035;-0.7195
PF3D7_1411900;-1.717;-1.477;-1.029;-2.147;-1.929;-1.463;-1.267;-2.016;-2.383;-2.055
PF3D7_1412000;-0.176;0.853;0.501;0.667;0.742;-0.007;0.936;1.039;1.358;1.539
PF3D7_1412100;0.2075;0.467;0.507;0.738;0.235;0.1535;0.631;0.555;0.4035;0.78
PF3D7_1412200;-0.3265;0.383;0.03;0.198;-0.0395;-0.1825;0.2875;0.0345;-0.4845;-0.346
PF3D7_1412300;1.072;0.664;0.229;0.675;-0.354;1.005;0.706;-0.044;0.171;-0.389
PF3D7_1412400;0.1064;0.11975;0.281;0.1252;-0.1042;0.2416;0.6212;0.2204;-0.1908;-0.3658
PF3D7_1412500;-1.546;-1.962;-1.6375;-1.1175;-1.3555;-1.515;-1.8985;-1.653;-2.572;-2.2385
PF3D7_1412600;-1.505;-1.6635;-1.3855;-1.372;-1.72;-1.4875;-1.3965;-1.985;-2.1305;-1.6425
PF3D7_1412700;-0.9585;-1.014;-0.4565;-0.772;7.5355;0.2805;0.551;7.5725;-1.859;0.409
PF3D7_1412800;0.011;0.76;0.6055;1.1345;0.5815;0.4365;0.577;0.273;-0.265;-0.511
PF3D7_1412900;0.116;1.346;0.822;0.815;0.465;0.333;0.49;0.08;-1.575;-0.637
PF3D7_1413000;0.00799999999999999;0.6175;-0.199;0.6775;0.282;0.021;-0.1045;0.0195;0.246;-0.149
PF3D7_1413100;-0.3535;-0.474;-0.0355;0.1255;-0.035;-0.4525;0.26;0.1095;-0.6635;-0.1175
PF3D7_1413200;-1.011;-0.255;-0.139;0.893;0.293;-1.265;-0.752;-0.449;-0.844;-0.468
PF3D7_1413400;1.174;1.4685;0.94;1.512;0.6315;1.2835;1.0075;0.746;-0.2045;0.1035
PF3D7_1413500;1.018;1.285;0.932;1.581;1.314;1.291;1.363;0.965;0.502;0.192
PF3D7_1413700;-1.3425;-0.07;-0.877;-0.2925;-0.652;-1.558;-0.501;0.0975;-0.1135;0.995
PF3D7_1413800;-3.438;-2.617;-2.2995;-2.4045;-2.3115;-2.0885;-2.5595;-2.0925;-1.3225;-0.8935
PF3D7_1413900;0.068;1.053;-0.1515;0.0705;-0.018;0.2295;0.3745;0.344;0.063;-0.0135
PF3D7_1414000;0.678;1.813;0.661;-2.138;0.463;0.515;0.344;0.872;0.608;0.271
PF3D7_1414100;-0.741;-0.4645;-0.6325;-0.615;-0.827;-0.4815;-0.141;-0.409;-0.758;-0.596
PF3D7_1414200;-0.729;-0.262;-0.328;0.187;-0.154;-0.5685;-0.24;-0.0155;0.435;0.7205
PF3D7_1414300;-0.141;-0.255;-1.333;-1.243;-1.729;-0.007;0.186;-0.62;-1.147;-1.381
PF3D7_1414400;0.555;0.181;0.653;0.495;0.247;0.33;0.449;0.685;0.586;0.141
PF3D7_1414500;-0.4715;0.007;-0.0652;0.4478;0.5002;-0.6426;-0.1182;0.115;3.6998;0.80175
PF3D7_1414600;-0.2615;0.9305;0.3465;0.707;0.199;-0.324;0.048;0.3035;-0.4775;0.112
PF3D7_1414700;-1.762;-0.031;-0.467666666666667;-0.327666666666667;-0.850666666666667;-0.817;0.0233333333333333;-1.02266666666667;-1.58966666666667;-1.33466666666667
PF3D7_1414900;-0.743;-0.644;-0.397;-0.1315;-0.816;-0.6205;-0.6885;-1.2305;-1.635;-1.0885
PF3D7_1415000;0.403;1.196;0.917;1.051;0.629;0.444;0.815;0.348;-0.149;0.1
PF3D7_1415100;-1.419;-0.4565;-0.51;-0.885;-0.635;-1.4575;-0.463;0.202;0.279;0.678
PF3D7_1415200;-2.413;-1.593;-1.508;-1.049;-1.199;-2.233;-1.85;-1.201;-1.437;-1.148
PF3D7_1415400;-0.139;0.376;0.306;0.177666666666667;-0.478;0.0293333333333333;0.142333333333333;-0.059;-0.761;-0.562666666666667
PF3D7_1415500;0.4495;0.4795;-0.2485;-0.0405;-0.356;0.828;1.114;0.706;0.474;0.5335
PF3D7_1415600;-0.1305;0.685;0.8445;0.5005;0.667;0.172;0.224;0.162;-0.162;-0.499
PF3D7_1415700;-0.539;0.1425;0.8055;1.446;1.189;-0.199;0.3195;0.249;0.3935;0.3645
PF3D7_1415800;-1.119;-1.0485;-0.9015;-0.2665;-0.6295;-1.122;-1.172;-1.778;-2.067;-2.2835
PF3D7_1415900;-1.05;0.041;-3.379;-0.415;-0.629;-0.799;-0.367;-0.802;-0.893;-1.219
PF3D7_1416000;-0.357;-0.374;0.801;0.193;0.48;0.707;0.615;0.451;0.196;-0.92
PF3D7_1416100;0.315;0.594;0.7355;1.1475;0.9635;0.4505;0.9785;0.7965;0.689;0.6755
PF3D7_1416200;0.31375;0.685;0.9055;1.0675;0.719;0.158;0.53575;0.32525;0.61825;0.691
PF3D7_1416300;0.8695;1.0815;0.905;1.0385;0.3315;0.58;0.7935;0.2065;0.1835;-0.211
PF3D7_1416400;-1.2515;-0.6115;-0.674;-0.3555;-0.256;-1.2025;-0.5155;-1.1665;-0.4805;-0.2555
PF3D7_1416500;-1.9685;-1.8565;-1.5995;-1.3835;-1.4135;-2.1505;-1.1155;-1.244;-0.3475;0.6845
PF3D7_1416600;-0.4638;0.9245;2.4078;3.4734;3.1626;-0.5362;0.0476;-0.1196;0.087;0.3948
PF3D7_1416800;0.0225;1.271;0.3555;1.1565;0.6805;0.242;0.0165;-0.1775;-0.43;-0.6535
PF3D7_1416900;0.015;-0.188;-0.522;0.265;-1.1;-0.074;0.172;-0.488;-1.006;-1.694
PF3D7_1417000;-0.139;-0.323;-0.3895;0.0435;0.3255;-0.5;-0.192;-0.31;-0.736;-0.0655
PF3D7_1417100;0.395;1.054;0.285;0.474;0.483;0.463;0.623;0.532;-0.794;0.285
PF3D7_1417200;-0.405857142857143;-0.0748333333333333;0.198;0.321571428571429;0.0861428571428571;-0.411857142857143;-0.295857142857143;-0.165428571428571;-0.302285714285714;0.0135714285714286
PF3D7_1417300;0.184;0.307;0.821;0.9205;0.5495;0.21;0.4195;0.792;0.976;1.2495
PF3D7_1417400;-1.18375;-0.3615;-0.319875;0.0695;-0.067125;-1.20425;-0.321375;0.320625;0.6775;1.177625
PF3D7_1417500;-0.8465;-0.09;-0.6095;-0.438;-1.0085;-0.7905;-0.708;-1.2375;-1.3535;-1.6695
PF3D7_1417600;1.87142857142857;-0.65625;-0.0761428571428572;0.0924285714285714;-0.194714285714286;-0.506714285714286;-0.0704285714285714;-0.331428571428571;-0.575142857142857;-0.548571428571429
PF3D7_1417700;0.643;0.377;0.47;-0.044;-0.336;0.067;0.394;-0.192;-0.839;-1.091
PF3D7_1417800;0.056;0.824;0.6655;0.713;-0.069;0.741;0.148;0.3345;-0.385;-0.518
PF3D7_1418000;-0.266;0.838;0.276;0.706;0.086;-0.019;0.524;0.245;0.273;0.366
PF3D7_1418100;-1.211;-0.34975;-0.639;0.3915;1.38777878078145e-17;-0.9816;-0.651666666666667;-0.905833333333333;-0.4075;-0.721
PF3D7_1418200;0.868;0.338;0.832;0.896;0.461;0.819;0.737;0.085;-0.392;-0.453
PF3D7_1418300;0.321;0.745;0.416;0.362;0.201;-0.447;0.327;-0.087;-0.524;-0.889
PF3D7_1418800;-1.123;-0.672;-1.367;-1.34;-1.4015;-1.318;-1.2745;-1.5985;-2.166;-1.4965
PF3D7_1419000;8.6865;0.871;0.7755;1.541;8.666;8.755;0.916;8.7835;0.402;0.3
PF3D7_1419100;-0.9115;-0.29;-0.4995;0.0315;-0.311;-0.647;-0.388;-0.961;-1.0835;-1.2135
PF3D7_1419200;-0.092;0.031;-0.1915;-0.0325;-0.344;0.287;0.458;-0.322;-0.685;-0.8645
PF3D7_1419300;-0.216;-0.119;-0.461;-0.289;-0.547;-0.087;-0.037;-0.844;-1.261;-1.439
PF3D7_1419400;-0.61375;-0.1745;-0.597;-0.525;-0.88825;-0.29625;-0.25725;-0.49225;-0.83325;-0.65625
PF3D7_1419500;0.223;1.642;-0.401;0.711;0.447;0.824;0.885;0.865;0.113;0.361
PF3D7_1419600;-0.12;-0.1305;0.305;0.4365;0.1705;0.131;0.215;-0.279;-0.335;0.0765
PF3D7_1419700;-0.581;-0.972;-0.5635;-0.568;-0.949;-0.3255;-0.229;-0.72;-1.234;-1.08
PF3D7_1419800;0.6135;-0.198;0.223;0.6675;0.199;0.5345;0.767;0.378;-0.2215;0.1455
PF3D7_1419900;-0.694;-0.512;-0.1535;0.1685;-0.1855;-0.972;-0.5795;-1.097;-0.914;-0.675
PF3D7_1420000;-0.4905;-0.398;-0.5245;-0.5065;-0.861;-0.6945;-0.61;-1.0605;-1.377;-1.3655
PF3D7_1420100;-1.341;-0.911;-0.598;-0.201666666666667;-0.520333333333333;-1.51133333333333;-0.416666666666667;-0.528666666666667;-0.357;0.173666666666667
PF3D7_1420200;-0.0335;0.1025;0.101;0.1985;-0.0595;0.089;0.4485;0.519;0.578;0.499
PF3D7_1420300;-1.876;-0.391;-0.465;-0.214;-0.176;-1.794;-0.549;-0.271;0.205;-0.242
PF3D7_1420400;-0.388;-0.145;-0.2565;-0.328;-0.5885;-0.2295;-0.234;-0.7085;-1.4;-1.442
PF3D7_1420500;-1.028;-0.185;-0.337;0.18;-0.2515;-0.5005;0.0535;-0.177;-0.3325;-0.176
PF3D7_1420600;0.571;0.548;1.349;0.5165;0.282;0.362;0.748;-0.155;-0.6115;-0.881
PF3D7_1420800;0.091;0.635;-0.081;-0.505;-0.424;-0.566;0.157;0.022;-0.465;-0.153
PF3D7_1420900;0.7645;0.852;1.3295;1.836;1.4125;1.0505;0.867;1.0915;0.7715;0.7785
PF3D7_1421000;0.293;0.984;-0.076;0.384;-0.061;0.049;0.454;0.198;-0.246;-0.331
PF3D7_1421100;-0.18;0.182;-0.2035;-0.228;-0.376;-0.03;0.095;-0.37;-0.6465;-0.785
PF3D7_1421200;-0.748;-1.674;-2.447;-3.325;-3.194;-0.827;-0.905;-1.455;-2.206;-2.339
PF3D7_1421300;0.0455;0.386;0.024;0.629;0.156;0.116;0.069;0.2505;0.0965;0.0935
PF3D7_1421400;-1.818;-1.043;-1.534;-0.964;-1.796;-0.914;-1.117;-1.906;-2.341;-2.361
PF3D7_1421500;-0.527;0.289;-0.513;-0.307;-0.808;0.106;-0.186;-0.476;-0.859;-1.37
PF3D7_1421600;-0.1365;-0.865;-0.9065;-0.74;-1.4825;-0.292;-0.4385;-0.9995;-1.3515;-1.7895
PF3D7_1421800;-0.7735;0.206;-0.2435;0.3165;0.27;-0.349;-0.3735;-0.6335;-0.4175;-0.346
PF3D7_1422100;0.7995;0.519;0.5565;0.943;0.784;0.6995;0.824;0.6165;0.654;0.633
PF3D7_1422200;-0.566;0.3165;-0.433;-0.0665;-0.4445;-0.335;0.025;0.2025;0.34;0.3265
PF3D7_1422400;-1.417;-1.56;-0.899;-0.607;-0.888333333333333;-1.30333333333333;-0.969666666666667;-1.053;-1.105;-1.21166666666667
PF3D7_1422500;0.2135;0.8245;0.473;0.722;0.498;0.615;1.0975;0.9375;0.717;0.535
PF3D7_1422600;0.3275;-0.0115;0.2725;0.489;0.1315;0.1915;0.88;0.4775;0.285;0.332
PF3D7_1422700;0.2905;0.454;0.058;0.239;-0.1805;0.3495;0.358;0.1335;-1.0305;-0.56
PF3D7_1422800;-0.384;-0.0215;0.1075;0.3405;-0.2915;-0.3055;-0.1645;-0.3835;-0.805;-0.7235
PF3D7_1422900;-0.6135;-0.27;-0.0545;0.3105;0.528;-0.471;-0.245;-0.814;-0.8745;-0.702
PF3D7_1423000;-0.3365;0.0085;0.281;1.0205;0.7315;-0.298;-0.2875;-0.4415;-0.5755;-0.5075
PF3D7_1423100;-0.343;-0.55;-0.1905;0.3235;0.129;-0.396;0.0265;0.1615;0.5255;0.781
PF3D7_1423200;-0.6135;-0.024;-0.2095;0.452;-0.284;0.042;-0.331;-0.318;-0.847;-0.795
PF3D7_1423300;-1.802;-0.2805;-0.6385;-0.042;-0.0595;-1.316;-0.5985;0.663;0.893;1.63
PF3D7_1423400;-2.127;-0.6645;-0.637666666666667;-0.139;-0.0843333333333333;-1.19333333333333;-0.543333333333333;0.147666666666667;0.869333333333333;1.313
PF3D7_1423500;-0.425333333333333;0.713666666666667;1.22066666666667;1.52266666666667;1.503;-0.335666666666667;-0.046;-0.158;-0.117333333333333;-0.336666666666667
PF3D7_1423700;-0.588;0.144;-0.434666666666667;-0.406666666666667;-0.834;0.227333333333333;-0.272;-0.759;-1.14633333333333;-1.03966666666667
PF3D7_1424100;-0.635;-1.055;-1.984;-2;-2.4;-0.907;-0.714;-1.144;-1.757;-1.962
PF3D7_1424400;-1.742;-0.696;-1.504;-1.971;-2.014;-0.309;-0.346;-0.668;-1.388;-1.096
PF3D7_1425200;0.527;0.763;-0.1415;-0.4945;-0.6565;0.725;0.803;0.4325;-0.2055;0.06
PF3D7_1425300;0.287;0.338;0.073;0.719;0.179;0.407;0.615;0.502;0.562;0.641
PF3D7_1425400;-0.3255;0.948;0.0595;0.4035;-5,00E-04;-0.385;-0.186;0.0665;-0.331;0.623
PF3D7_1425500;-1.501;-0.213;-0.58;-0.026;-0.216;-1.541;-0.336;-0.181;0.518;0.96
PF3D7_1425600;-0.406666666666667;0.553;1.673;2.51466666666667;2.10733333333333;-0.356333333333333;0.0893333333333333;-0.045;0.180333333333333;-0.0366666666666667
PF3D7_1425800;1.0335;0.974;0.8865;1.169;0.664;1.001;0.927;1.0225;0.81;0.74
PF3D7_1425900;-2.222;-1.113;-1.941;-1.664;-1.97;-2.241;-1.594;-2.363;-2.712;-2.558
PF3D7_1426000;-0.431;-1.287;-1.887;-2.088;-2.714;-0.866;-0.519;-1.474;-1.836;-1.697
PF3D7_1426200;-0.806;-0.2885;-0.733;-0.9165;-1.0355;-0.049;0.0775;-0.5195;-0.8545;-1.013
PF3D7_1426300;0.196;1.216;0.637;1.13;0.7095;0.3715;0.72;0.6735;0.6405;0.401
PF3D7_1426500;-0.2705;-0.4455;-0.446;-0.6795;-0.48;-0.398;0.0795;-0.499;-0.728;-0.115
PF3D7_1426600;0.315333333333333;0.446666666666667;-0.014;0.019;-0.252;0.322666666666667;0.638;0.363666666666667;0.258;-0.00833333333333333
PF3D7_1426700;0.0955;0.1005;0.5915;0.4665;0.7575;-0.163;0.7925;0.5625;0.91;0.649
PF3D7_1426800;-0.81675;-0.73625;-0.6775;-0.5585;-0.838;-0.69975;-0.3945;-0.94375;-1.21975;-1.21425
PF3D7_1426900;0.745;2.049;0.626;0.819;0.11;0.801;0.973;1.123;0.864;0.527
