X;ArtTP1;ArtTP2;ArtTP3;ArtTP4;ArtTP5;ArtTP1c;ArtTP2c;ArtTP3c;ArtTP4c;ArtTP5c
PF3D7_1427000;0.576;0.874;0.5165;0.809;0.2645;0.903;0.6135;0.648;-0.0205;0.388
PF3D7_1427100;-1.934;-1.4525;-0.895;-0.425;-0.7175;-1.791;-1.6245;-1.8575;-2.1145;-1.0735
PF3D7_1427200;-0.208;0.627;0.403;0.363;-0.183;0.24;0.474;1.127;0.541;0.798
PF3D7_1427300;0.160333333333333;0.654333333333333;0.287;0.259666666666667;0.033;0.432333333333333;0.862;0.515;-0.866333333333333;-0.144333333333333
PF3D7_1427400;0.5725;1.064;0.458;0.463;0.441;0.626;0.6875;0.2265;0.139;-0.366
PF3D7_1427500;-0.0985;0.8635;-0.0455;0.164;-0.38;0.179;0.488;-0.023;-0.8615;-0.375
PF3D7_1427600;0.091;-0.0825;0.016;0.616;-0.141;0.119;0.2485;-0.258;-0.5675;-0.497
PF3D7_1427800;-0.76;-1.051;-1.296;-1.464;-1.47;-1.144;-0.745;-1.831;-1.609;-0.317
PF3D7_1427900;0.609;0.786;0.232;0.45;-0.076;0.62;0.815;0.468;-0.007;-0.491
PF3D7_1428000;0.028;0.943;0.1465;0.4535;0.2725;0.458;0.968;0.847;0.4925;0.6005
PF3D7_1428100;-0.6775;-0.4585;-0.452;-0.3605;-0.7095;-0.6215;-0.3455;-0.2775;0.0825;0.3095
PF3D7_1428200;-0.7105;-0.32;-0.695;-0.4725;-0.8575;-0.4045;-0.36;-0.084;-0.153;0.624
PF3D7_1428300;-0.9575;-1.603;-1.4275;-1.2415;-1.9365;-0.956;-1.094;-1.3635;-1.761;-1.6805
PF3D7_1428400;-0.233666666666667;0.685;2.50633333333333;2.70033333333333;2.33266666666667;-0.213166666666667;0.1405;-0.0335;-0.3735;-0.1355
PF3D7_1428500;-0.78175;-0.101;0.908;1.2225;0.83175;-0.351;0.0975;-0.17925;-0.62275;-0.59725
PF3D7_1428700;-0.3955;0.2305;0.035;0.039;-0.373;-0.3315;0.1725;-0.1015;-0.5535;-0.696
PF3D7_1428800;-0.1795;0.736;0.3495;0.085;0.0785;0.2255;0.385;0.0475;-0.6715;-0.4445
PF3D7_1428900;0.634666666666667;0.8085;0.810666666666667;0.737666666666667;0.276666666666667;0.949;0.728333333333333;0.334333333333333;-0.188;-0.373666666666667
PF3D7_1429000;-0.027;0.082;-0.317;0.185;-0.131;0.358;-0.03;-0.251;-0.844;-0.467
PF3D7_1429100;0.66;1.978;1.127;1.2525;0.381;0.8345;0.916;0.7365;0.2945;0.182
PF3D7_1429200;-0.6895;-0.581;1.3385;1.485;1.056;-0.422;-0.26;-0.562;-0.957;-0.438
PF3D7_1429300;-0.521;-0.767;-0.387;-0.438;-0.534;-0.667;-0.307;-1.149;-1.082;-1.266
PF3D7_1429400;-0.8492;-0.75375;-0.675;-0.9876;-1.3862;-0.7736;-0.5908;-1.3104;-1.7574;-1.925
PF3D7_1429500;-0.9;-1.014;-1.0345;-0.99;-0.872;-1.226;-0.806;-1.2965;-1.2365;-1.2025
PF3D7_1429700;0.394;0.274;0.331;0.746;0.0555;0.288;0.2235;0.0545;0.026;-0.449
PF3D7_1429800;-0.123;0.250333333333333;0.436333333333333;0.550333333333333;0.339666666666667;0.0613333333333333;0.579666666666667;0.479666666666667;0.330666666666667;0.533
PF3D7_1429900;0.047;0.294;0.18;0.144;0.0283333333333333;0.155333333333333;0.382;0.342666666666667;0.0763333333333333;0.154666666666667
PF3D7_1430000;0.284;0.083;0.013;0.03;-0.374;0.43;0.29;-0.39;-0.514;-0.857
PF3D7_1430100;0.127;0.106;-0.375;-0.54;-0.461;0.304;0.341;-0.6;-0.781;-0.836
PF3D7_1430200;-0.0995;0.8025;0.769;1.2625;0.806;-0.4135;0.353;0.6535;1.004;1.2535
PF3D7_1430300;-0.2835;-0.24475;-0.0025;-0.11975;-0.5175;-0.397;-0.20875;-0.79425;-1.328;-1.17275
PF3D7_1430400;-0.173;0.018;0.1925;-0.238;-0.463;-0.142;-0.2765;-0.622;-1.167;-1.6345
PF3D7_1430500;-0.846;0.1075;-0.27;-0.564;-0.3115;-1.3535;-0.1585;-0.531;-0.4005;-0.689
PF3D7_1430600;0.3155;0.672;0.4635;0.5985;0.164;0.37;0.578;0.2765;-0.181;-0.071
PF3D7_1430700;0.2615;0.418;0.71;1.0305;0.498;0.293;0.3015;0.011;-0.2915;-0.9455
PF3D7_1430800;-1.029;-0.138;-0.43;-0.336;-0.488;-1.151;-0.159;-0.166;-1.157;-0.807
PF3D7_1430900;-0.676;1.135;0.46;0.616;0.107;0.861;0.873;0.947;0.798;0.828
PF3D7_1431000;0.756;0.232;0.956;1.226;0.709;0.552;0.675;0.044;-0.527;-0.356
PF3D7_1431200;-1.194;-0.7675;-0.5905;-0.4665;-0.4895;-0.8925;-0.7145;-0.901;-0.7115;0.033
PF3D7_1431300;-0.8735;-1.188;-0.398;0.0025;-0.4205;-1.1375;-1.14;-1.4925;-1.362;-1.05
PF3D7_1431400;0.0735;0.6295;0.592;0.7965;0.778;0.627;0.6575;0.7425;-0.448;1.043
PF3D7_1431500;0.3855;0.5335;1.229;1.5635;0.798;0.302;0.371;0.014;-0.4;-0.6525
PF3D7_1431600;0.5485;1.185;0.725;0.943;0.2505;0.529;0.8325;0.525;0.2115;0.129
PF3D7_1431700;-1.032;-1.417;-2.046;-2.937;-3.17;-1.175;-1.217;-1.599;-2.483;-1.541
PF3D7_1431800;-0.5315;0.303;-0.201;-0.461;-0.178;8.36;0.312;0.3845;-0.449;0.234
PF3D7_1432000;0.4985;0.96;0.6695;0.831;0.219;0.4505;0.7005;0.632;0.0675;-0.1625
PF3D7_1432100;-0.377;0.241;-0.178;-0.33;-0.3;-0.099;0.406;-0.131;-0.599;-0.455
PF3D7_1432200;0.38375;0.84075;0.2565;0.448;0.4255;0.26925;0.519;0.6275;0.6795;0.51425
PF3D7_1432300;0.0456666666666667;1.181;0.295;0.547333333333333;0.205666666666667;0.305666666666667;0.643333333333333;0.704666666666667;0.346666666666667;0.41
PF3D7_1432400;-0.15225;0.9375;0.97925;1.03525;0.48875;-0.023;0.3795;0.25025;-0.006;-0.20775
PF3D7_1432500;-1.186;-0.318;-0.214;-0.185;-0.54;-0.828;-0.638;-1.0365;-0.8865;-1.213
PF3D7_1432600;-0.7315;-0.0035;-0.0475;0.475;0.0185;0.5645;0.6135;0.1705;-0.428;-0.382
PF3D7_1432800;0.258;0.6025;0.5395;1.388;0.5395;0.645;0.788;0.363;-0.0145;0.07
PF3D7_1432900;0.719;0.37;0.724;0.62;0.46;1.075;0.592;0.935;-0.538;0.705
PF3D7_1433200;-0.669;0.0245;-0.505;0.2085;-0.147;-0.5935;-0.1775;-0.5855;-0.549;-0.649
PF3D7_1433300;0.464;1.114;0.853;1.5975;0.973;0.1255;0.597;0.972;0.7875;1.1485
PF3D7_1433400;0.37275;0.3966;0.189555555555556;0.252888888888889;-0.225222222222222;0.473222222222222;0.670777777777778;0.609;0.397444444444444;0.583222222222222
PF3D7_1433500;-0.898;-0.796333333333333;-0.715333333333333;-0.618333333333333;-0.994666666666667;-1.04666666666667;-0.584333333333333;-0.795333333333333;-0.272333333333333;0.436666666666667
PF3D7_1433600;0.24;1.554;0.258;0.893;0.099;1.314;0.998;0.597;0.03;-0.232
PF3D7_1433700;0.639333333333333;1.666;0.662666666666667;0.721666666666667;0.407666666666667;0.618;0.857333333333333;0.738333333333333;-0.407333333333333;-0.027
PF3D7_1433800;0.2594;1.11825;0.5344;0.9138;0.312;0.3924;0.8948;0.7456;0.26;-0.0794
PF3D7_1433900;0.3;0.341666666666667;0.085;0.0796666666666667;-0.164;0.491;0.662333333333333;0.535;0.146;0.216666666666667
PF3D7_1434100;-0.5045;-0.115;-0.627;0.212;-0.3555;-0.2315;-0.4625;-0.759;-1.474;-1.162
PF3D7_1434200;0.264;1.45;0.305;0.667;0.148;0.362;0.793;0.841;0.687;0.066
PF3D7_1434300;-0.8095;-1.186;-0.8165;-0.0115;-1.153;-1.23;-1.04;-1.582;-1.8165;-1.8975
PF3D7_1434400;-1.075;0.438;-0.159;-0.05;-0.264;-0.716;0.296;0.482;0.379;0.514
PF3D7_1434500;-1.16861538461538;-1.289;-1.10015384615385;-1.23853846153846;-1.52069230769231;-1.32207692307692;-1.07761538461538;-1.73630769230769;-1.94276923076923;-1.76484615384615
PF3D7_1434600;-1.128;-0.176;-0.5455;-0.29;-0.524;-0.955;-0.8195;-1.192;-1.336;-1.4955
PF3D7_1434700;-1.017;0.201;-0.552;-0.88;-0.854;-0.513;-0.06;-0.817;-1.712;-1.127
PF3D7_1434900;0.434;0.269;0.202;1.377;1.062;0.119;0.666;0.278;0.014;0.112
PF3D7_1435000;1.004;0.744;0.797;0.675;0.265;0.985;0.666;0.369;0.197;0.2535
PF3D7_1435100;0.391;1.05;0.628;0.723;0.231;0.749;0.772;0.376;-0.389;-0.421
PF3D7_1435200;-0.255;0.407;0.3445;0.571;0.327;-0.182;0.333;-0.069;-0.074;-0.133
PF3D7_1435300;0.205;0.960666666666667;1.3744;1.553;1.2806;0.3266;0.6538;0.6722;0.6686;0.7756
PF3D7_1435400;-0.232;-0.431;-0.365;-1.02;-1.736;-0.692;-0.576;-1.133;-1.025;-1.186
PF3D7_1435500;0.374;0.76;0.433;-0.151;-0.736;0.082;-0.12;-0.302;-0.767;-0.71
PF3D7_1435600;-0.934;-0.122;-0.321666666666667;0.058;0.0316666666666667;-0.821;-0.252666666666667;0.484;1.08666666666667;2.02066666666667
PF3D7_1435700;-0.0295;0.383;1.094;1.0505;0.736;-0.0085;-0.0065;-0.584;-0.393;-0.5005
PF3D7_1435800;-0.165;1.3815;1.191;1.464;1.6065;0.207;0.6155;0.322;-0.731;-0.0655
PF3D7_1435900;-0.344;0.309;0.144;-0.226;-0.335;-0.117;0.113;-0.113;-0.832;-0.715
PF3D7_1436000;-1.7695;-1.5325;-1.352;-1.096;-1.6475;-1.1055;-1.033;-1.4675;-1.9465;-2.274
PF3D7_1436100;-0.0263333333333333;-0.116666666666667;0.324333333333333;0.243333333333333;0.0446666666666667;-0.197333333333333;0.347333333333333;-0.120333333333333;-0.406;-0.445666666666667
PF3D7_1436200;-0.663;1.104;0.1845;0.5315;0.21325;-0.29325;0.032;0.62625;0.7445;1.381
PF3D7_1436300;-3.5725;-2.5015;-1.7735;-0.705;-0.8935;-3.538;-3.2575;-2.3335;-0.8045;0.559
PF3D7_1436400;-0.477333333333333;-1.155;-0.814666666666667;-1.089;-0.997333333333333;-0.469;-0.465333333333333;-1.11866666666667;-1.04166666666667;-0.874666666666667
PF3D7_1436600;0.0765;0.522;0.6435;1.1865;0.988;0.00299999999999997;0.4825;0.8515;0.8915;1.023
PF3D7_1436700;0.4765;0.776;0.4435;0.1365;-0.415;0.4835;0.8345;0.2885;0.033;-0.685
PF3D7_1436800;0.623;1.72;0.586;0.092;0.197;0.731;0.823;0.572;0.27;0.043
PF3D7_1437000;0.0355;0.7835;0.4625;1.1855;0.8325;0.6405;0.6665;0.541;0.122;0.3665
PF3D7_1437100;0.799;0.782;0.374;0.579;-0.503;0.531;1.027;0.417;0.109;0.157
PF3D7_1437200;1.041;1.328;0.5935;0.9395;0.3855;0.791;0.712;0.711;0.556;-0.175
PF3D7_1437300;-0.144;1.028;0.142;0.695;0.705;-0.475;0.974;1.164;1.652;1.5
PF3D7_1437400;0.0515;0.5015;0.471;0.683;0.2595;0.418;0.527;0.044;-0.6595;-0.647
PF3D7_1437500;-1.026;1.282;0.791;0.301;0.456;0.145;1.097;1.176;0.78;0.719
PF3D7_1437600;-1.016;7.9905;0.2905;-0.2345;-0.523;-0.2425;0.0915;-0.728;0.11;0.156
PF3D7_1437700;0.635;0.33;0.868;0.9105;0.5;0.1125;0.7255;0.19;0.2135;0.0855
PF3D7_1437900;-0.931;-1.43;-1.371;-1.159;-1.757;-1.036;-0.385;-1.437;-1.549;-2.536
PF3D7_1438000;-0.473;-0.668;-0.531;-0.308;-0.69;-0.5735;-0.31;-0.723;-0.7125;-0.6275
PF3D7_1438100;0.653;0.4;0.394;0.487;0.782;1.309;1.071;0.966;1.109;0.687
PF3D7_1438400;-0.851333333333333;-0.507;-0.3115;0.162;-0.3615;-0.606833333333333;-0.177166666666667;0.0531666666666667;0.405666666666667;0.825666666666667
PF3D7_1438500;-0.8075;-0.2485;-0.015;-0.1415;-0.2085;-0.267;-0.2875;-0.7865;-1.4395;-1.051
PF3D7_1438600;-0.509;0.656;-0.281;-0.852;-0.936;-0.244;0.512;-0.011;-0.644;-0.68
PF3D7_1438700;0.6945;0.3955;0.4455;0.8745;0.5665;0.4735;1.096;0.6665;0.1025;-0.074
PF3D7_1438800;-1.262;-1.415;-0.98;-0.2335;-0.837;-0.7085;-0.7185;-0.828;-0.7;-0.6925
PF3D7_1438900;-0.426;0.06;-1.623;-0.94;-1.253;-0.1;-0.037;-0.248;-0.982;-1.25
PF3D7_1439100;-0.4875;0.062;-0.45625;-0.581;-1.06475;-0.33925;0.188;-0.31925;-0.74925;-1.0115
PF3D7_1439200;-0.998;-0.101;-0.7605;-0.6515;-1.008;0.0215;-0.24;-0.434;-0.8775;-0.908
PF3D7_1439300;0.229;-0.017;0.737;0.801;0.391333333333333;-0.0903333333333333;0.115;-0.042;-0.100333333333333;-0.00299999999999999
PF3D7_1439400;0.128;0.639;0.665;0.578;1.011;0.107;0.725;0.309;0.247;0.551
PF3D7_1439500;-0.777;-0.121;0.125;0.7265;0.592;-0.759;-0.0475;0.1535;0.6285;1.086
PF3D7_1439700;0.07;1.015;0.034;0.31;-0.142;-0.018;0.163;0.008;-0.244;-0.877
PF3D7_1439800;0.241;0.748;0.953;0.731;0.571;0.523;0.944;0.57;0.366;0.055
PF3D7_1439900;-0.578;-1.032;-1.602;-1.012;-1.865;-0.694;-0.177;-0.587;-1.287;-1.847
PF3D7_1440000;0.4325;0.589;0.62375;0.7895;0.5665;0.429;0.88925;0.6545;0.50175;0.30575
PF3D7_1440100;0.4255;1.166;0.9205;1.1825;0.886;0.501;0.461;0.9035;0.221;0.7185
PF3D7_1440200;0.149;0.0973333333333333;0.663;0.989333333333333;0.337;0.124333333333333;0.165333333333333;-0.591333333333333;-0.737333333333333;-0.586
PF3D7_1440300;0.6745;0.3455;0.15;0.0455;-0.2275;0.7585;0.415;-0.177;-0.7895;-0.8135
PF3D7_1440400;0.521;0.735;0.8795;0.9815;0.801;0.485;1.0645;1.332;1.5055;1.205
PF3D7_1440500;-0.772;-0.318;0.8645;1.4665;0.9655;-0.8465;-0.349;-0.377;-0.4285;-0.3485
PF3D7_1440600;-0.182;-0.843;-0.383;-0.4145;-1.3585;-0.952;-0.4225;-0.748;-1.1345;-0.768
PF3D7_1440700;-0.081;0.31;0.3615;0.07;-0.2165;-0.4955;0.156;-0.095;-0.245;-0.495
PF3D7_1440800;0.039;0.2955;0.23;0.0505;-0.015;-0.0485;0.522;-0.031;-0.4485;-0.83
PF3D7_1440900;-0.957;1.219;0.413;0.599;0.323;-0.314;0.047;0.725;0.941;0.69
PF3D7_1441000;-0.85;-0.467;-1.148;-1.387;-1.594;-0.3915;-0.625;-1.0055;-1.037;-1.3605
PF3D7_1441100;-0.156;0.225;-0.01;-0.579;-0.399;0.307;0.394;0.304;0.07;-0.363
PF3D7_1441200;-1.313;-1.141;-1.938;-2.065;-2.371;-0.678;-0.554;-1.388;-1.606;-2.141
PF3D7_1441300;0.464;0.73225;0.17275;1.14425;1.0605;0.45875;0.8765;0.976;0.901;0.6825
PF3D7_1441400;0.231;0.871;0.8015;0.6655;0.494;0.672;0.8395;0.681;-1.503;0.003
PF3D7_1441500;0.4105;1.562;0.637;0.8625;0.572;0.996;1.021;0.7365;0.3115;0.0205
PF3D7_1441600;0.0205;1.2685;0.607;0.5505;0.691;0.344;1.0175;0.903;1.047;1.0005
PF3D7_1441700;-0.3245;-0.1625;0.3065;0.0175;0.309;-0.096;0.2285;-0.311;-0.5585;-0.3565
PF3D7_1441800;-0.358;1.501;0.373;0.549;0.865;-0.112;0.369;0.743;0.631;0.611
PF3D7_1441900;0.095;0.392;0.042;0.755;0.098;-0.176;0.362;0.008;-0.249;-0.635
PF3D7_1442000;-0.641;0.455;-0.249;-0.299;-0.705;-0.506;-0.055;-0.749;-1.184;-1.205
PF3D7_1442200;0.0755;1.072;0.11;0.4035;-0.0315;0.026;0.0085;-0.0165;-0.583;-0.558
PF3D7_1442300;-0.7825;-0.8595;-1.1125;-1.2935;-1.549;-0.6815;-0.362;-1.1485;-1.4155;-1.474
PF3D7_1442400;-0.22375;0.770666666666667;0.9195;1.276;0.9185;-0.07725;0.3525;0.44475;0.36875;0.26975
PF3D7_1442500;-0.223;-0.0175;0.2065;0.0805;-0.454;-0.2965;0.154;-0.605;-0.8825;-1.0705
PF3D7_1442600;-0.3756;-0.4746;3.2794;0.702666666666667;3.3115;-1.2232;-0.2124;-0.5404;-1.129;0.0818333333333333
PF3D7_1442700;0.152;0.919;1.15925;1.29025;0.75775;-0.02125;0.52325;0.6845;0.4735;0.101
PF3D7_1442800;0.1455;1.029;0.003;0.2505;0.085;0.4865;0.4965;0.3775;-0.2845;-0.089
PF3D7_1442900;-0.179833333333333;0.388666666666667;0.348166666666667;0.6055;0.331;-0.088;0.386333333333333;0.568833333333333;0.331333333333333;0.0976666666666667
PF3D7_1443100;0.4055;1.2675;0.59;0.795;0.551;0.516;0.847;0.858;0.5585;0.4805
PF3D7_1443200;-0.9345;-0.185;-0.284;-0.032;-0.5035;-0.719;-0.00700000000000001;-0.545;-0.86;-1.1945
PF3D7_1443300;-0.264;0.609;-0.744;-0.214;-0.994;-0.41;-0.289;-0.671;-0.929;-0.978
PF3D7_1443400;0.4645;0.4735;0.583;0.8665;0.3585;0.522;0.8675;0.6975;0.262;0.155
PF3D7_1443500;-0.87;-0.248;-0.273;0.518;-0.207;-0.7735;-0.3065;-0.718;-1.152;-1.1765
PF3D7_1443600;0.537666666666667;0.347666666666667;0.244;0.765333333333333;0.124;0.621666666666667;1.00166666666667;0.518666666666667;0.2;-0.173666666666667
PF3D7_1443700;-0.143;0.72;0.226;-0.212;0.303;0.568;0.88;0.752;0.57;0.672
PF3D7_1443800;0.2635;1.257;0.7515;1.009;0.7435;0.784;0.6635;0.484;0.062;-0.1275
PF3D7_1443900;-0.3785;0.815;0.669;0.7325;0.735;1.034;0.839;0.4455;-0.2355;-0.313
PF3D7_1444100;0.0479090909090909;0.742777777777778;0.597636363636364;0.671818181818182;0.319545454545455;0.0892727272727273;0.492727272727273;0.336727272727273;0.279272727272727;0.402
PF3D7_1444300;-0.183;0.505;0.129;0.509;-0.019;0.035;0.699;0.64;0.365;0.625
PF3D7_1444400;-1.224;-0.8645;-1.4165;-1.163;-1.466;-0.767;-0.4015;-1.2;-0.868;-0.6625
PF3D7_1444500;-0.276333333333333;0.210333333333333;0.984333333333333;1.39166666666667;0.745666666666667;-0.00799999999999998;0.0573333333333333;-0.211666666666667;-0.665666666666667;-0.888
PF3D7_1444700;0.343;1.928;0.602;0.357;-0.025;0.877;0.926;0.541;-0.04;0.045
PF3D7_1444800;-0.6235;-0.06;-1.1975;-0.757;-0.941;-0.8;-0.0135;-0.1985;0.0725;0.497
PF3D7_1444900;-0.264;0.795;-0.723;-0.184;-0.995;-0.369;-0.041;-0.807;-1.558;-0.66
PF3D7_1445000;0.905;1.592;0.918;0.9805;0.525;0.9685;0.664;0.9315;0.869;0.294
PF3D7_1445100;-0.661;0.091;-0.2865;-0.029;-0.446;-0.645;-0.39;-0.54;-0.8885;-1.299
PF3D7_1445200;-1.55;-1.444;-1.078;-0.9315;-1.6565;-1.4785;-1.483;-1.924;-2.4715;-2.422
PF3D7_1445300;0.1025;0.089;0.2495;-0.01;-0.445;0.2925;0.28;-0.677;-1.303;-0.9295
PF3D7_1445400;-1.6165;-1.691;-1.4055;-1.0395;-1.8745;-2.0815;-1.419;-1.721;-1.847;-1.2405
PF3D7_1445500;-1.813;-1.061;-1.552;-2.133;-1.493;-0.998;-0.605;-0.715;-1.048;-0.411
PF3D7_1445600;-0.732;-1.2995;-1.9305;-1.4095;-1.5825;-0.7655;-0.6295;-1.208;-1.159;-0.9815
PF3D7_1445800;0.1955;0.338;-0.0375;0.227;-0.133;0.075;0.784;-0.7375;0.0105;-0.0535
PF3D7_1445900;-0.309;-0.221;-0.854;-0.366;-0.7845;-0.4835;-0.247;-1.1405;-1.4575;-1.5295
PF3D7_1446100;-1.17;0.676;-0.5645;-0.4415;-0.76;-0.2865;-0.0195;-0.178;-0.3285;-0.3375
PF3D7_1446200;-0.649;-0.8355;-1.975;-1.998;-2.556;-0.868;-0.3805;-1.2685;-1.638;-1.7195
PF3D7_1446300;-1.969;-1.246;-0.9135;-0.749;-0.65;-1.2755;-0.858;-0.837;-0.054;0.55
PF3D7_1446400;-0.225;0.036;0.0445;1.0135;0.7105;-0.165;0.4455;0.2705;-0.266;0.2885
PF3D7_1446500;-0.3244;-0.46025;0.1082;0.2978;-0.1274;-0.1766;0.061;-0.2066;-0.527;-0.5676
PF3D7_1446600;0.883;1.159;0.858;1.236;0.46;0.899;1.081;1.134;0.842;1.239
PF3D7_1446700;0.4005;1.431;0.673;0.8725;0.6915;0.7285;0.8875;0.9585;0.793;0.747
PF3D7_1446900;0.1115;0.247;-0.316;0.109;-0.112;0.29;0.921;0.5145;0.041;-0.444
PF3D7_1447000;-0.779;-0.662;-1.218;-1.18;-1.545;-0.903;-0.589;-1.127;-1.617;-2.023
PF3D7_1447100;-0.353;-0.075;-0.085;0.482;-0.517;-0.341;-0.06;-0.351;-0.907;-1.182
PF3D7_1447200;-0.246;-0.2385;-0.1145;-0.21;-0.634;-0.563;-0.351;-1;-1.5545;-1.218
PF3D7_1447300;-0.214;-0.095;-0.286;-0.632;-0.948;-0.055;-0.1;-0.46;-1.082;-1.626
PF3D7_1447500;-0.156;1.261;0.09;0.412;0.549;-0.722;0.379;0.309;0.458;0.433
PF3D7_1447800;-0.697333333333333;-0.540666666666667;-0.369666666666667;-0.312333333333333;-0.238;-0.781;-0.178;-0.214333333333333;-0.558;-0.548
PF3D7_1447900;-0.665;-0.3415;-0.5405;-0.307;-0.9285;-0.429;-0.1425;-0.6575;-1.1725;-1.101
PF3D7_1448000;-0.968;-1.0135;-1.0135;-0.8365;-1.507;-1.251;-0.92;-1.173;-1.7245;-1.49
PF3D7_1448100;-0.229;1.096;-0.261;0.02;-0.063;-0.319;0.145;-0.11;0.033;-0.45
PF3D7_1448200;-0.527666666666667;0.470333333333333;0.127333333333333;0.146166666666667;0.190333333333333;-0.411166666666667;-0.126833333333333;-0.0208333333333333;-0.034;-0.442166666666667
PF3D7_1448300;0.306333333333333;0.6035;0.812;1.182;0.896;0.198666666666667;0.738333333333333;0.557;0.235;-0.122666666666667
PF3D7_1448500;0.538;0.496;0.784;1.03933333333333;0.626833333333333;0.672833333333333;0.8665;0.713333333333333;0.494833333333333;0.399666666666667
PF3D7_1448600;-0.405;-0.413;-0.048;0.088;0.337;-0.393;0.009;-0.367;-0.495;-0.99
PF3D7_1448700;-0.443;-0.048;-0.546;-0.479;-0.305;-0.917;-0.596;-0.165;-0.186;-0.809
PF3D7_1448800;0.104;0.206;-0.029;-0.267;-0.546;0.248;0.508;-0.149;-0.534;-0.616
PF3D7_1449000;-0.881;-0.415;-0.535;0.143;0.31;-1.869;-0.184;-0.019;-0.081;0.696
PF3D7_1449100;0.515;0.515;0.4835;1.189;1.0355;0.6495;1.0415;0.9585;1.0785;1.3375
PF3D7_1449300;-0.523;-0.376;-0.02;0.342;0.2685;-0.27;0.1825;-0.098;-0.1955;-0.1105
PF3D7_1449400;0.759;1.0245;1.1265;0.8915;0.4925;0.4465;0.531;0.691;0.1795;0.2685
PF3D7_1449500;-0.0125;1.003;0.846;0.5045;0.289;-0.0715;0.2635;0.077;-0.2255;-0.5555
PF3D7_1449600;-0.0965;0.9515;0.1385;0.402;0.729;-0.212;0.722;0.8655;0.864;1.2725
PF3D7_1449700;-0.4565;-0.043;0.2585;0.426;0.048;-0.0435;-0.0605;-0.4645;-0.9425;-1.077
PF3D7_1449800;-0.525;0.34;-0.45;-0.911;-0.996;-0.539;0.126;-0.254;-0.544;-0.677
PF3D7_1449900;-0.267;0.46;0.035;-0.233;-0.582;-0.214;0.095;-0.365;-0.359;-0.38
PF3D7_1450000;-1.542;-0.337;-0.2725;-0.1235;-0.04;-0.877;-0.424;-0.6075;-0.382;0.285
PF3D7_1450100;-0.3925;-0.023;0.095;0.26;-0.3285;-0.1465;0.062;-0.2615;-0.3725;-0.7805
PF3D7_1450300;-0.5315;-0.2255;-0.435;-0.1235;-0.4415;-0.111;-0.0845;-0.256;-0.192;-0.257
PF3D7_1450400;0.0716666666666667;-0.281;-0.163;0.147;-0.094;-0.175333333333333;0.172333333333333;0.232333333333333;0.22;0.200666666666667
PF3D7_1450500;-0.0236666666666667;-0.0015;1.13;1.17566666666667;0.829;0.212666666666667;0.275;0.446333333333333;0.334333333333333;-0.161333333333333
PF3D7_1450600;-0.704;-0.277;-0.698;-0.5445;-0.657;-0.179;-0.367;-0.9385;-1.1875;-1.3495
PF3D7_1450700;0.131;0.903;0.229;0.657;0.1615;0.263;0.175;-0.0375;-0.8335;-0.7015
PF3D7_1450800;-0.2785;0.3055;0.086;-0.147;-0.2055;-0.0575;0.523;0.1505;-0.032;-0.0565
PF3D7_1450900;-0.291;0.0685;-0.1995;-0.1345;-0.637;-0.055;-0.0115;-0.607;-0.8885;-0.6405
PF3D7_1451000;-0.3855;0.3965;0.7005;0.9455;0.413;-0.457;-0.4255;-0.6715;-1.115;-1.274
PF3D7_1451100;-0.3695;-1.047;-1.131;-1.187;-1.487;-0.2285;-0.069;-0.5495;-1.169;-1.299
PF3D7_1451200;-0.0963333333333333;0.43;0.431;0.567666666666667;0.274666666666667;-0.248666666666667;0.125333333333333;-0.226333333333333;-0.577;-0.232333333333333
PF3D7_1451400;-0.672;-0.1915;8.168;-0.2335;-0.6685;-0.1;-0.155;-0.9685;-0.7055;-0.699
PF3D7_1451600;-0.9365;0.1295;-0.0495;0.8455;0.197;-0.777;0.157;0.4875;0.7005;0.6415
PF3D7_1451700;0.693;1.179;0.786;1.863;1.605;1.037;1.232;1.399;1.326;1.081
PF3D7_1451800;0.7615;0.5515;1.3155;0.94;0.452;0.731;0.8125;0.18;0.061;-0.3535
PF3D7_1452000;-0.184;0.602333333333333;0.11625;0.32825;0.44075;0.051;0.755;1.04275;1.115;1.6165
PF3D7_1452100;-1.684;-0.624;-1.357;-1.446;-0.913;-0.895;-0.362;-1.007;-1.132;-0.721
PF3D7_1452200;-0.29;0.5975;-0.0255;0.193;-0.295;-0.0135;0.334;-0.1475;-0.4375;-0.307
PF3D7_1452300;-0.935;0.655;0.266;-0.83;-0.233;1.129;1.208;0.805;0.295;-0.132
PF3D7_1452400;0.008;0.211;0.4375;0.349;-0.0145;0.031;0.344;-0.64;-0.64;-0.948
PF3D7_1452500;0.086;1.666;0.744;0.814;0.624;0.665;1.027;0.895;0.743;0.828
PF3D7_1452600;-0.0614;0.76775;0.8882;0.8792;0.6804;0.2762;0.5688;0.5674;0.6348;0.5206
PF3D7_1452700;-0.14;-0.227;-0.271;-0.161;-0.314;0.457;0.407;-0.195;-0.626;-0.63
PF3D7_1452800;0.14;-0.085;-0.251;0.304;-0.023;0.454;0.447;0.055;-0.105;-0.208
PF3D7_1453000;-0.2545;-0.0155;0.2105;0.386;0.147;0.2305;0.477;-0.005;-0.4085;-0.7335
PF3D7_1453100;0.4155;1.0855;1.4525;2.2115;1.823;0.9905;0.8385;0.7855;0.733;0.5215
