"","MAL13P1.301","MAL7P1.137","MAL7P1.18","MAL8P1.55","PF07_0049","PF10_0142","PF10_0215","PF10_0321","PF10_0374","PF11_0276","PF11_0354","PF11_0396","PF11_0471","PF11_0527","PF13_0081","PF13_0107","PF14_0062","PF14_0139","PF14_0238","PF14_0507","PF14_0512","PF14_0598","PF14_0642","PF14_0736","PFB0161c","PFB0530c","PFB0655c","PFB0745w","PFC0090w","PFC0885c","PFC0960c","PFD0625c","PFE0830c","PFE1320w","PFF0200c","PFF0610c","PFF0875w","PFF0940c","PFF1150w","PFF1315w","PFF1580c","PFI1020c","PFI1580c","PFI1770w","PFL0175c","PFL0585w","PFL1125w","PFL1240c","PFL1815c","PFL2235w","D_class","Class","Compound"
"Trichostatin_H8","-0.167446273"," 0.01564661"," 0.462180548"," 1.036689282","-0.094795813","-0.180485936","-0.6366377824"," 0.322281321","-0.031519838","-0.0862875647"," 5.766579e-03"," 0.451551023","-3.594913e-02"," 0.07805134"," 0.288053416"," 0.613691195"," 0.57946269"," 0.7417386532"," 0.186576295"," 0.3117227407","-0.234053316"," 0.976199637"," 0.048806143"," 0.97501088"," 0.39744027"," 0.721493496","-0.549629217"," 0.121457431","-0.474704772","-0.327460958"," 0.7140342361","-0.382858287","-0.015788579","-0.362661184"," 0.10782081","-0.140209929","-0.1833129435"," 0.065301341"," 0.039254718","-0.845873924"," 0.8659511687","-0.105156513"," 0.397569032"," 1.269219971","-0.1548979845"," 0.015180788","-0.3014193992"," 0.702262788"," 0.310958258","-0.2912936252",11,10,"Trichostatin"
"Trichostatin_H10"," 0.249969566"," 0.30368328"," 1.895970326"," 1.052610106"," 0.677224333","-0.857080573","-2.7986705982","-0.090839423"," 0.388078205"," 0.1939575496"," 7.966816e-02","-0.285038409","-5.934020e-01"," 0.82944140"," 0.452213084"," 2.158461352"," 1.97329247","-0.3495410680"," 0.400876847","-0.8969482020","-0.219034931","-0.348281474"," 0.464307664"," 0.27963635"," 0.76475697"," 1.732731361"," 2.724704878"," 2.087829741","-0.835150469","-0.401564139"," 0.4084058949","-0.138044939"," 0.281393853","-1.537844489"," 0.68062499","-1.034340064","-0.3640616424"," 0.443034194"," 0.411313046","-1.556044038"," 0.4878648848","-0.875446236"," 0.093583394"," 1.421004732","-1.5288206923","-0.241109304","-0.6855787807"," 0.926674930","-0.227833918"," 0.0671175198",11,10,"Trichostatin"
"Quinine_H1","-0.154976180"," 1.17447656","-0.089348358","-0.027044347"," 0.278466481","-0.295673831"," 0.0143396954","-0.060897291","-0.137941798"," 0.1374924445","-1.620041e-01","-0.030116374","-8.963921e-02"," 0.11751721","-0.162646847","-0.216227939","-0.14999378"," 0.3499702270","-0.503658864"," 0.2384254601"," 0.392191919"," 0.024609997","-0.319200691","-0.35639242","-0.60141891","-0.666211646"," 0.068367075"," 0.091986357"," 0.147437905"," 0.322409248","-0.5545050754"," 1.034873672"," 0.063244832"," 0.214942441","-0.49233648"," 0.055391438"," 0.0831835025"," 0.052412545","-0.356289718"," 0.159318849","-0.4232316368","-0.416975346","-0.316488575","-1.313968867"," 0.1993528578"," 0.304048212","-0.2105417116"," 0.398851150"," 0.190396761"," 0.2198281061",12,11,"Quinine"
"Quinine_H2","-1.246044623"," 1.16904561","-0.772437706","-0.620081029"," 0.355823269","-0.204571755"," 0.1002248818","-0.402236566","-0.015392012"," 0.2771960010","-8.093278e-01"," 0.291478532"," 2.599227e-01"," 0.11530719","-0.975240700","-1.114650546","-0.59435242"," 0.1716092838","-0.939724020"," 0.4580792008","-0.482013955","-0.721556798","-0.944296396","-0.91504153","-0.68158462","-0.908945432"," 0.043048335"," 0.305768728","-0.076765806","-0.071653419","-0.7359084310"," 0.590820214"," 0.178675659"," 0.333419466","-1.44327117"," 0.334000939","-0.2572850280"," 0.359584068","-0.638103709"," 0.214791367","-0.6472005201","-0.470093996","-2.006250073","-2.284363870"," 0.0201398528"," 0.265048763","-0.2774978739"," 0.213465654"," 0.252071191"," 0.2055852069",12,11,"Quinine"
"Quinine_H4","-1.188802424"," 0.28225925"," 0.018684855","-0.449176177"," 0.611826707","-0.004413790","-0.0191756216","-0.148982592","-0.002636156"," 0.0836806711"," 3.262806e-01"," 0.271651863"," 3.344625e-03","-0.16096226","-1.078306102","-1.125047008","-0.22092518"," 0.2793867180","-0.353762375"," 0.1850673390","-0.423004847","-0.932659565","-1.102285540","-0.47317621","-0.43866739","-0.174418312"," 0.244782161","-0.078116583"," 0.211466634","-0.207479059","-0.1077864252"," 0.369404455"," 0.390925278"," 0.298202053","-0.81235758"," 0.103482657"," 0.0357057013"," 0.057181712","-0.772466399"," 0.488711774","-0.3786594042"," 0.166002922","-1.366742401","-1.398686586"," 0.4322231704"," 0.047624918","-0.4275865515"," 0.111851600"," 0.478459099"," 0.1320848751",12,11,"Quinine"
"Quinine_H6","-0.911891444"," 0.93187402","-0.360102419","-0.071038669"," 0.398579079","-0.493859520"," 0.0335779916","-0.220810264","-0.077838635"," 0.4763995706","-1.030150e+00"," 0.196269219"," 1.753573e-01","-0.29244820","-0.743579146","-1.166540753","-0.02619485"," 0.3641566080","-0.690022303"," 0.2120766232"," 0.314218670","-0.463613680","-0.285497898","-0.81039561","-0.51288577","-0.463867078","-0.103345021"," 0.327183732","-0.278584785"," 0.078116048","-0.5149932887"," 1.663917322"," 0.131337866"," 0.128978199","-1.02498966"," 0.316296093","-0.0289865081"," 0.438588970","-0.246963009"," 0.376930832","-1.1351584869"," 0.428458158","-1.151940415","-1.336301155","-0.1182339091","-0.001441020","-0.6988026104"," 0.045249564"," 0.225998359"," 0.0055396068",12,11,"Quinine"
"Quinine_H8","-1.236269829"," 0.80503459","-0.323229003"," 0.204603148"," 0.024304951","-0.514051535","-0.2125408752","-0.085708685","-0.468798443","-0.0088054041","-4.741929e-01","-0.147703939"," 1.119943e-01","-0.35751133","-1.068603108","-0.465277690","-0.49615505"," 0.5094591579","-0.879346743"," 0.2032252747","-0.212627775"," 0.010129604","-1.341288308","-0.46691392"," 0.47909247"," 0.181846002"," 0.117516702"," 0.078237279","-0.330000886","-0.511254026"," 0.0241869166","-0.411979001"," 0.253496545","-0.198138183","-1.47273840"," 0.308049084"," 0.1655059004"," 0.243238130","-0.279423420"," 0.122839583","-0.1665449827"," 0.321232642","-1.225534388","-0.849388964","-0.4111308813","-0.006339976","-0.9394288882","-0.335294957","-0.014693257","-0.0802559430",12,11,"Quinine"
"Quinine_H10","-1.243723920"," 0.18400721","-1.391107981","-1.177532164"," 0.495179851","-0.208510704","-0.0450287945","-0.179929655"," 0.215703717"," 0.4939610848","-3.358157e-02"," 0.448935622"," 4.403618e-01"," 0.42182832","-1.721516987","-0.742199776","-0.18773914"," 0.2521041116","-0.204166589","-0.0183126038"," 0.467982158","-0.015187184","-0.671861728"," 0.36144184","-0.58062736","-0.315196454"," 0.289135184"," 0.100280150"," 0.044443974","-0.148930611","-0.8514786809"," 1.802853178"," 0.421013643"," 0.337487677"," 0.06542312"," 0.240658466","-0.0749559919","-0.133294520","-0.205791018"," 0.600784374","-1.0714145608"," 0.225493907","-1.743925782","-1.168797899"," 0.6239744182","-0.339551162","-0.9611286773","-0.133773806"," 0.448533542"," 0.3447237315",12,11,"Quinine"
"Chloroquine_H1","-0.547742624"," 0.03577139"," 0.777687675","-0.813642991"," 0.081785983"," 0.072023980","-0.0408064720"," 0.236192019"," 0.187668054","-0.4771524692"," 1.096633e+00","-0.034201460","-9.425453e-01","-0.84969202","-0.104759484"," 0.463637426"," 0.32263819","-0.6439024619"," 0.351507412","-0.6240501806"," 0.461807089","-0.474300544"," 0.190127308"," 0.05181450"," 0.10323947"," 0.071984288","-0.043690058"," 0.283147040"," 0.511916645","-0.604878148"," 0.4107508104","-0.129452601","-0.003174510"," 0.495709216"," 1.00526409","-0.295545822"," 0.1611252069","-0.313748435"," 0.273244895","-0.246746798"," 0.4389820086","-0.354895831"," 0.867982150","-0.306761843","-0.2324745486"," 0.195839966","-0.2426533133","-0.438141407","-0.040452048","-0.0319940018",13,12,"Chloroquine"
"Chloroquine_H2","-0.766843740"," 0.30741601"," 1.119489479","-0.645715747"," 0.229525413","-0.100562250","-0.1928367509"," 0.294592028"," 0.219886835","-0.3449296238"," 1.493226e+00"," 0.149412659","-2.714793e-01","-0.27104526","-0.497174704"," 0.237549868"," 0.13135404","-0.4363685192"," 0.585947217","-0.4509652530","-0.220723020","-0.402082798"," 0.061486197","-0.17855964"," 0.09073693"," 0.136454281"," 0.139632297"," 0.010651975"," 0.447222527","-1.018366766"," 0.9081330877"," 0.225799425"," 0.156423438"," 0.352017980"," 0.98981705","-0.306596056"," 0.2093479741","-0.250300572"," 0.012744005","-0.132869917"," 0.0614512992","-0.550022548"," 0.171454602","-0.546049168","-0.8709282084"," 0.281432540","-0.0686067628","-0.158819651"," 0.119325538"," 0.0986889677",13,12,"Chloroquine"
"Chloroquine_H4","-0.554334535","-0.02398272"," 1.357247595","-0.524205913","-0.090617916"," 0.149162598","-0.2831333835"," 0.050188810"," 0.298303662"," 0.3181949940"," 4.628015e-01"," 0.037454896","-3.716822e-01","-0.34236547","-0.123479377"," 0.157414407","-0.70466547"," 0.0795035407"," 0.316235804","-0.4049839083","-0.194422551","-0.322026468","-0.014678145","-0.45078441"," 0.23038385"," 0.146367834"," 0.134647571","-0.281577460"," 0.304711013","-0.833059120"," 0.2808077105","-0.136505044"," 0.182709574"," 0.212124727"," 0.91641789","-0.293296147"," 0.1954239751","-0.413643729"," 0.213480098"," 0.038184237","-0.2871241365","-0.173233714"," 0.023330178","-0.664488768","-0.3519394981"," 0.023133968","-0.2503515712","-0.297729216"," 0.068681200","-0.2429043577",13,12,"Chloroquine"
"Chloroquine_H6","-0.240821062"," 0.19811105"," 1.358667290","-0.104409142"," 0.175942670","-0.167897049"," 0.0715549404","-0.106729382"," 0.062064179"," 0.0037669944"," 5.271289e-01"," 0.230252966","-1.608428e-01"," 0.11488827","-0.313133118","-0.178006312","-0.12213514"," 0.0007237533"," 0.245420799","-0.4377752308","-0.203440365","-0.624283169","-0.100540311","-0.24741298"," 0.15301941"," 0.050095262"," 0.189762526","-0.285523871"," 0.011197007","-0.790194079"," 0.2125589817"," 0.012908497"," 0.270141236"," 0.113629635"," 0.95017370","-0.155087149"," 0.0378174546","-0.084309617","-0.037853934","-0.071612258"," 0.0185020472","-0.067868206"," 0.081305828","-0.098617380","-0.3117556028"," 0.014753446"," 0.0202726096","-0.179188377"," 0.180073817"," 0.3309759739",13,12,"Chloroquine"
"Chloroquine_H8","-0.425543869"," 0.23092045"," 1.492036982","-0.119789367"," 0.201193586","-0.141606779","-0.0890612417","-0.178227088","-0.079454738"," 0.2011235670"," 8.915009e-01"," 0.008622820","-9.810381e-02","-0.05593670","-0.024538001","-0.144817389","-0.81758282","-0.1178709624"," 0.097210860","-0.2980139502"," 0.098371153","-0.879454738"," 0.002506124","-0.30913341"," 0.37615616"," 0.019688686"," 0.006646517","-0.294659548"," 0.033979602","-0.488070383"," 0.2239188419","-0.018739148"," 0.175209639"," 0.173087650"," 1.89735797","-0.280334744"," 0.0934133779","-0.083580179"," 0.287704888"," 0.094516629","-0.2349846226","-0.211719435","-0.108776311","-0.269453738","-0.2948755943"," 0.386258270"," 0.1840105692","-0.004650298"," 0.309703134"," 0.1971833130",13,12,"Chloroquine"
