"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.321","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.108","MAL8P1.123","MAL8P1.132","MAL8P1.91","MAL8P1.92","PF07_0047","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0214","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0208","PF13_0219","PF13_0228","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0286","PF14_0327","PF14_0350","PF14_0360","PF14_0384","PF14_0419","PF14_0455","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0330w","PFA0430c","PFA0490w","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFD0785c","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0745w","PFE0815w","PFE1255w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0490w","PFF0595c","PFF0610c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI0965w","PFI1185c","PFI1425w","PFL0580w","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL1680w","PFL2055w","PFL2120w","PFL2200w","PFL2370c","PFL2485c","PFL2520w","D_class","Class","Compound"
"Febrifugine_H10","-0.111138673"," 0.192753965","-0.353468579"," 0.3688180266","-0.04725068"," 0.896438459"," 0.0636667160"," 0.0831374289"," 0.3227224461"," 0.0456717980"," 0.443171814","-0.125370207","-0.442669278"," 0.120651032"," 0.242567997","-0.934165458","-0.311471419"," 0.336268713"," 0.0542279417"," 0.0497688058","-0.390206752"," 0.085999432","-0.4964539079"," 0.222557149","-0.406884103"," 0.1650572091"," 0.012677261","-0.7200156894","-0.062278776","-0.561948836","-0.1257307265"," 0.3690391931"," 0.402138204","-0.153698017"," 0.066867293"," 0.682285257","-0.233674748"," 0.3318273551","-0.010836445","-0.458287013"," 0.090831004","-0.327957197"," 0.433808289"," 0.312788830","-0.0240063457"," 0.415293996","-0.104417783"," 0.481648770","-0.6563251109"," 0.17613108","-0.669578881"," 0.3180535846"," 0.288074586","-0.93675561"," 0.2425209870"," 0.2765143427"," 0.072542956","-0.152604171"," 0.508586655","-0.054839765"," 0.189097735"," 0.002233326","-0.1207932560","-3.017632e-01","-0.869430253"," 0.3070056029","-0.126445171"," 0.105934625","-3.915109e-01"," 0.028354142"," 0.011619976","-0.272143324"," 0.830463705"," 0.035320221","-0.024801058","-1.513650e-01","-0.0481898316"," 0.10336225","-0.6411391400"," 0.985522776"," 0.355377974"," 0.2628399827"," 0.729710179"," 0.142922219"," 0.385775938"," 0.300488737","-0.1119003944","-0.056823134","-0.029107389"," 0.2589309200","-0.669217288"," 0.421753425"," 0.248749885"," 0.019908087","-0.1013872343"," 0.183634512","-0.088129322","-0.105525849"," 0.031049628"," 0.530340882"," 0.771211637"," 0.184275190"," 0.524182247","-0.298325048","-0.708130503"," 0.071995311","-0.07870335"," 0.026596398","-1.072508244","-0.3492947166"," 0.4061992469"," 0.743147792","-0.0160143511","-0.620407048"," 9.366911e-02"," 0.4990921058","-0.551810148"," 0.13389155","-1.384639e-01"," 0.322945375","-0.712441619"," 0.257253689"," 0.103259343","-0.679889180"," 0.0193193089"," 0.238400908"," 0.532911878","-0.177282331","-0.528119373"," 0.467300499","-0.371927623","-1.0559503117","-1.350447185"," 0.366146893"," 0.546991408"," 0.479684489","-0.508496075","-0.930888808"," 0.3198625113"," 0.5745130370","-0.012746868","-0.239256515"," 0.241589423","-0.258921305","-0.621784303"," 0.1301788771"," 0.04651024","-0.253191702"," 0.4334905239","-0.173666470",14,11,"Febrifugine"
"Artemisinin_H1","-0.261879583"," 0.276705666","-0.773980323"," 0.0260922021","-0.17967479"," 0.087657912"," 0.2944298406"," 0.0318824909"," 0.4290215465"," 0.2911429372"," 0.310383337","-0.313614396","-0.122440451"," 0.244368320"," 0.138319848","-0.635071591","-0.038808723","-0.283634222","-0.2410227254"," 0.3866038195"," 0.203367274","-0.062731169","-0.2036025358","-0.334093527"," 0.059143476"," 0.2713100841"," 0.213984065"," 0.0334913395","-0.071853749","-0.357950038","-0.1960344390","-0.2234398250","-0.077106756","-0.137233506"," 0.475533720"," 0.065016740"," 0.231292669"," 0.2486627439","-0.067877926"," 0.105790457","-0.042981924"," 0.038115400"," 0.113899779"," 0.121285675"," 0.1108140305"," 0.553123060"," 0.028585987","-0.143447957","-0.1692367094"," 0.09677241","-0.030609212"," 0.0278272103"," 0.353430954","-0.30346367"," 0.1695584716","-0.0388158527","-0.115775772"," 0.109887526","-0.270060677","-0.042052300","-0.413092854"," 0.086552310"," 0.0246109017","-3.079818e-01","-0.528429059"," 0.1033730473","-0.666408410","-0.326593304","-1.255654e-01","-0.141109000"," 0.158569216","-0.068210518","-0.048850781","-0.139681214","-0.097828235","-7.510976e-02"," 0.1547156007"," 0.17881224","-0.0351588534","-0.618891241"," 0.116474514","-0.4076015245"," 0.081546188","-0.353047589"," 0.261571477"," 0.250984951"," 0.2171891080"," 0.084574944","-0.035431435"," 0.0118818465","-0.312645546"," 0.384574294","-0.740732754"," 0.135357659","-0.3415766192","-0.061769387","-0.832939158","-0.014732753"," 0.200864738"," 0.156953721"," 0.173927760","-0.055052207"," 0.093395780","-0.061626361"," 0.095528226"," 0.090820556"," 0.02308451","-0.135940816","-0.527311412"," 0.3406025673","-0.0610327462"," 0.020876950"," 0.1545923682"," 0.057518395"," 5.538190e-01"," 0.1146333138","-0.153144307","-0.75007664"," 2.712476e-01"," 0.276787907"," 0.011433338"," 0.189815748"," 0.087224343","-0.757256908"," 0.2031403749","-0.148525451"," 0.231607231"," 0.222925207","-0.336758331"," 0.330367627","-0.056858875","-0.1140502882","-0.134957428","-0.236177194","-0.079164093"," 0.242045542","-0.201834824","-0.160487971"," 0.0764700511"," 0.1031466155","-0.120984632"," 0.149668115"," 0.122103195","-0.100553987","-0.232484319"," 0.0631679047"," 0.17844457","-0.147290548","-0.0035730896"," 0.467945928",15,12,"Artemisinin"
"Artemisinin_H2","-0.118565197"," 0.051889586","-1.044270880"," 0.0734313730","-0.16817839"," 0.465456249","-0.0195481154","-0.0451326890"," 0.3275909584"," 0.1037611056"," 0.521891958","-0.533402566","-0.781886023","-0.179496633"," 0.518069707","-0.480457564"," 0.351797449","-0.177951775","-0.0541748160"," 0.6008754151"," 0.284851379"," 0.067548206","-0.0951491410"," 0.124005001","-0.288055204"," 0.2814870544"," 0.159090234"," 0.1136927948","-0.071474627","-0.113161146"," 0.0202019211"," 0.0435482820","-0.457343608","-0.330340801"," 0.588281373"," 0.621643668"," 0.390871328"," 0.3181230865"," 0.174450672","-0.182591532"," 0.184315001"," 0.239757074"," 0.220315574","-0.195932813","-0.2357193151"," 0.430553646"," 0.188680854"," 0.393558713","-0.0975698587","-0.31632388","-0.012514767"," 0.4002633343","-0.098778826","-0.38819309"," 0.2873049802"," 0.3365084930","-0.121342993"," 0.245099293"," 0.011790700"," 0.014462995"," 0.398424858"," 0.098424556"," 0.1985511534","-8.126798e-01","-0.553033796"," 0.2121452243","-0.410141648","-0.573863314"," 1.249387e+00","-0.069827563"," 0.252183927","-0.316615672"," 0.868896291","-0.117611548","-0.190785862","-2.485884e-01"," 0.1738644587"," 0.41747896","-0.0319639257","-0.220782504"," 0.440574503","-0.5320115910","-0.096989892"," 0.243084417"," 0.057879539"," 0.678022851"," 0.4912889890"," 0.463420667","-0.047373281","-0.0561068634","-1.024947407"," 0.288398660","-0.555562192"," 0.181397586","-0.4654241225"," 0.137406118","-1.066011243"," 0.084693341"," 0.232511902"," 0.749966228"," 0.268381633"," 0.110570944","-0.046519408"," 0.022171770","-0.210542882"," 0.010607289"," 0.48534903"," 0.203381421","-0.489650285"," 0.4573088187"," 0.2106351143","-0.201857073","-0.0033835688","-0.401538208"," 1.904062e-01"," 0.4028936238","-0.307569440","-1.05567989"," 3.655722e-01","-0.091940858","-0.344413091"," 0.368098090"," 0.105916085","-0.065098175","-0.1312697080","-0.399399980"," 0.238806357","-0.164142801","-0.550099210"," 0.400319239"," 0.058030924","-0.4090398603","-0.169280852"," 0.217556581"," 0.310503891","-0.115546994","-0.835340035","-0.519294230"," 0.1678760286"," 0.6048594189","-0.086478474","-0.141599898"," 0.059508408"," 0.122378518","-0.436302166"," 0.3484216486"," 0.49731966"," 0.093241431","-0.2605972183","-0.523403174",15,12,"Artemisinin"
"Artemisinin_H4","-0.120136730"," 0.368748468","-0.544859533"," 0.0874340492"," 0.10826411"," 0.500336341"," 0.4219577397","-0.0462085560"," 0.2274601617"," 0.1638198925"," 0.445080720"," 0.407615329","-0.268262755"," 0.198205245","-0.013564802","-0.379932023"," 0.127609883"," 0.799772097","-0.1735724345"," 0.4729619025"," 0.369266714"," 0.290641019","-0.2148346024","-0.113968280"," 0.207314310"," 0.1837952638"," 0.390320578","-0.1805605673","-0.121170292","-0.155164176","-0.2001750737"," 0.0798288542","-0.098960246","-0.312610353"," 0.522151905"," 0.190009090","-0.089358955"," 0.4359381545","-0.045628295","-0.161254272"," 0.082312494"," 0.080816927"," 0.108135723"," 0.018053432"," 0.3341096625"," 0.131296925","-0.022008071"," 0.072375980","-0.0833631337"," 0.62043725","-0.171816054"," 0.5643684576"," 0.406049185","-0.41793514"," 0.2451047375"," 0.2726250217","-0.613530453"," 0.082473232","-0.252994403","-0.202017551"," 0.031939726"," 0.476735080","-0.2386564898","-5.694946e-01","-0.638789413"," 0.0292038795","-0.162362227","-0.073557116","-2.951030e-01"," 0.133118989"," 0.311196328","-0.328058194"," 0.340845380"," 0.045843333"," 0.126425748","-2.999718e-01"," 0.0478682463"," 0.37133258","-0.0510035312","-0.277224145"," 0.309741364","-0.3481250061"," 0.516455614"," 0.103187341"," 0.370451427"," 0.518939875"," 0.1521372337"," 0.100072903","-0.006518828","-0.0056612948","-0.579708013"," 0.368357081"," 0.175466953","-0.371790859","-0.1194785391","-0.053441191"," 0.444851099"," 0.025495452"," 0.237562142"," 0.482904292"," 0.197276813"," 0.264493042","-0.001371420"," 0.053813794","-0.217208758","-0.034479725"," 0.12380196"," 0.022491275","-0.531148034"," 0.0994495341"," 0.0285223860","-0.066972046","-0.2188269372","-0.000583257","-1.757324e-01"," 0.2730561030","-0.281194894","-0.72030139"," 1.991869e-01"," 0.447524016","-0.017575635"," 0.528041227","-0.026872529","-0.100050641"," 0.2646493187","-0.262839564"," 0.410455909"," 0.028885356","-0.449416999"," 0.060244754"," 0.029455793","-0.5318297509","-0.139364134"," 0.127777275"," 0.443573463"," 0.424834214","-0.070503301","-0.242582301","-0.0275153480"," 0.2078493701","-0.242728797"," 0.052079242","-0.101141846","-0.261951023","-0.609467944","-0.0731323310","-0.05715017","-0.442645621","-0.0787333018"," 0.085146778",15,12,"Artemisinin"
"Artemisinin_H6","-0.289244681"," 0.435647658","-0.236924310","-0.3419060997"," 0.54281300"," 0.513411184"," 0.2342518616","-0.4111372594","-0.0575921595"," 0.4013599042"," 0.742284326","-0.049992758","-0.895470472"," 0.068299481","-0.200058796","-0.336169653"," 0.204709686"," 0.723470910","-0.2253359536"," 0.0610043657"," 0.077546386"," 0.056168741","-0.1574104727","-0.213627140"," 0.148646326"," 0.0692439861"," 0.620654620","-0.3763723628"," 0.155671304","-0.005440901","-0.2277123895","-0.0568619306","-0.100704107","-0.374029605"," 0.221711683"," 0.153879236"," 0.141480842"," 0.3529258191","-0.205869695","-0.067206636"," 0.112365995"," 0.270430626"," 0.264100433"," 0.242286835"," 0.2170052046","-0.013490997"," 0.343441974"," 0.042464489","-0.7788244066"," 0.43210829","-0.116368845"," 0.3875925736"," 0.708333278","-0.35562516"," 0.2439240673","-0.0239017380","-0.125275524"," 0.007659461"," 0.296516596"," 0.459444674"," 0.184143936","-0.062000760","-0.2655940581"," 1.691683e-01","-0.075419620","-0.1843756681","-0.428784834"," 0.110254384","-8.187081e-02"," 0.188128582","-0.104095144","-0.537234394"," 0.087803507"," 0.433738493"," 0.086057016"," 4.403974e-02","-0.0019783904","-0.19185821"," 0.1646572958","-0.120926890"," 0.108265157","-0.4660421477"," 0.200918209"," 0.147424649"," 0.511605520"," 0.461761825","-0.0747444328","-0.060311291","-0.570736644"," 0.3196050005","-0.299950496"," 0.146786604"," 0.579791498"," 0.069373787","-0.2158760885"," 0.197717171","-0.220541605"," 0.165468333","-0.051798625"," 0.342351242"," 0.310120907"," 0.524811058"," 0.400911871"," 0.205779241","-0.355416106","-0.172500218"," 0.03068125","-0.036598571"," 0.533793374"," 0.0071543666"," 0.0946567313"," 0.032117277"," 0.1225291646"," 0.092340771"," 5.912435e-02"," 0.2560384625","-0.527769620","-0.95867736"," 6.106525e-01"," 0.264756935","-0.241572962"," 0.482336462","-0.275796337","-0.757826701","-0.1515749724"," 0.314759007"," 0.306290211"," 0.105020426","-0.738003156"," 0.372699318","-0.202908607","-0.0099958140","-0.450210468","-0.387511488"," 0.256760314"," 0.208074738","-0.302740417","-0.745869772"," 1.0597377535"," 0.5403327903","-0.297747034","-0.041578814"," 0.060142919"," 0.428131069","-0.527077671","-0.2089145357"," 0.52187040","-0.045175676","-0.3998830858","-0.846856795",15,12,"Artemisinin"
"Artemisinin_H8","-0.328692222"," 0.505472865","-0.294637686","-0.1947133604"," 0.13404691"," 0.853111417"," 0.6747100547","-0.2884766907","-0.1131202049"," 0.1327420945"," 1.128092207","-0.159691515","-1.486057258","-0.105227525"," 0.197540298"," 0.074849442"," 0.269790429"," 0.723612543","-0.2620816862"," 0.3802154386"," 0.572338252"," 0.142513477","-0.1115090990"," 0.635052979"," 0.349304672"," 0.3612624506"," 0.052242489","-0.4690675451","-0.178450590","-0.451454422","-0.3630761834"," 0.5528271371","-0.041710317","-0.371381371"," 0.354930233"," 0.851381035"," 0.295793394"," 0.3551785149","-0.009807052","-0.047783748","-0.016045224","-0.158229574"," 0.362444998"," 0.201437424"," 0.3277057576"," 0.178178703"," 0.469653442","-0.174687232","-0.8608523212"," 0.03167296","-0.221183078"," 0.7014883745"," 0.291930381","-0.54443588"," 0.2430498105"," 0.1404182312"," 0.233309640"," 0.036690762"," 0.376687328"," 0.351961992","-0.123954841","-0.196409673","-0.0173695893"," 2.018674e-01","-0.223020051","-0.1440109647","-0.798919250"," 0.293215627"," 1.884899e-01"," 0.013680816"," 0.008933727","-0.597512287"," 0.250997732"," 0.792270297","-0.018145087","-2.082761e-01","-0.0384260810","-0.40851671","-0.1021743381","-0.746741582"," 0.279985989","-0.7399337279"," 0.457671075","-0.192200905"," 0.585007094"," 0.973653407"," 0.4433465881"," 0.002738469","-0.499973592"," 0.2897806876","-0.244245308"," 0.230850737"," 0.032920756","-0.138472595","-0.0784149014"," 0.014216303","-0.321488759"," 0.038778793"," 0.122020648"," 0.941055631"," 0.432466037"," 0.585661875"," 0.128028572"," 0.239763575","-0.282047673","-0.397087263"," 0.26717059"," 0.248216426"," 0.642114291","-0.1353195943"," 0.3766098014"," 0.400330836"," 0.2951209882"," 0.120062185","-7.964494e-03"," 0.5626104197","-0.382616045","-1.35831642"," 6.005860e-01"," 0.317496448","-0.889999158"," 0.720038794","-0.697413011","-0.595355478"," 0.1451912653"," 0.039203530"," 0.105253128"," 0.098878280","-0.116843086"," 0.260696140"," 0.124532078","-0.6698476541","-0.104239086"," 0.020863219"," 0.647474248"," 0.154545656","-0.131160973","-1.222933362"," 0.1193344526"," 0.2823224872","-0.538922154","-0.260914937"," 0.418438179","-0.068114624","-0.510508982","-0.4849199172"," 0.19139239","-0.006417389","-0.0300574605"," 0.189405492",15,12,"Artemisinin"
"Artemisinin_H10","-0.055087376"," 0.360736223","-0.135561529"," 0.0311418252"," 0.29999329"," 0.672402333"," 0.6868169497","-0.3732759772"," 0.0520451330","-0.0465626195"," 1.128080478","-0.399534494","-1.011145423","-0.287740914"," 0.683954153","-0.710284654"," 0.429947593"," 0.667148692","-0.1264389251"," 0.0919440777"," 0.241052792"," 0.146039126"," 0.1079746612"," 1.656505703"," 0.215065310"," 0.3972738991"," 0.180151075","-0.6091990685"," 0.143632866","-0.746690832","-0.5564576375"," 0.1088838915"," 0.699945740"," 0.331152768","-0.037069700"," 0.131593293"," 0.560048922"," 0.3968731033","-0.183431902"," 0.008141589","-0.602859045","-0.267447423"," 0.650122195"," 0.753668145"," 0.5072194621"," 0.066545560"," 0.326844631"," 0.306263113","-1.6908166842","-0.16094106","-0.507660168"," 0.2167678545"," 0.602442745","-0.64890774"," 0.0692902376","-0.1636113151"," 0.244054139","-0.531246958"," 0.084532500"," 0.567891193"," 0.363198784"," 0.103801261","-0.0024464106"," 8.149687e-02"," 0.142077964","-0.2911388752"," 0.188360188"," 0.515748710"," 7.831404e-01"," 0.320254261","-0.015182981","-0.316769727"," 0.346846105"," 0.644141236"," 0.023148976"," 1.926838e-01"," 0.1242261600","-0.31943285","-0.5681439534","-0.177377579"," 0.358056247"," 0.1377077020"," 0.420165552","-0.194146445"," 0.011101964"," 1.134453058"," 0.3829113762"," 0.125757661","-0.703199550"," 0.1687289822"," 0.103281944"," 0.166170741"," 0.130690402","-0.728081661"," 0.5279659604","-0.127047630","-0.379962947","-0.202081720"," 0.021723160"," 0.887467013"," 0.392570623","-0.169148896"," 0.613791613"," 0.175959028","-0.392055266","-0.126208090"," 0.39576407","-0.008710034"," 0.169648740","-0.2644711795"," 1.3761195915"," 0.019035389"," 0.0733069624","-0.900628862","-1.565380e-03"," 0.1220376288","-0.807116142","-1.20452025"," 3.088458e-01"," 0.495102636","-0.970794739"," 0.466308910","-0.897738381","-1.011004606"," 0.0526798522"," 0.889346881","-0.027632947","-0.047255765","-0.060951237"," 0.427730769","-0.204606668","-0.8593092871","-1.584784629"," 0.500916088"," 0.436974166"," 0.700183313","-1.084096741","-0.543249503"," 0.3507858343"," 0.6828428735","-0.253563936"," 0.346948961"," 0.815952047","-0.360605224","-1.623964955","-0.6731900641"," 0.18170327"," 0.013691370"," 0.4605188432","-0.420892548",15,12,"Artemisinin"
"MMV43TP1","-0.275157072","-0.653162483","-1.919031212"," 0.1625214926"," 1.69046452"," 0.965778435"," 0.2435913510"," 0.3492640459"," 1.1241424588"," 0.8377850487"," 1.218418070","-0.767356739","-1.452641489","-1.245434870"," 0.196390162","-1.765816460","-0.734707814"," 0.482523951"," 0.1355071841"," 0.6634830235","-1.180920738"," 0.445637870"," 0.5490195787"," 0.047810611"," 1.035045969"," 0.2927011099"," 1.217679133","-1.3189526191"," 0.210463585"," 0.443278405"," 0.0257006308","-0.2883134985","-0.254040168","-0.418431368"," 0.555705105"," 0.449821543","-0.216690353"," 1.8628330795","-0.197223611"," 0.595018643"," 0.149545108","-0.139706324","-0.255337761"," 0.200244826"," 0.4154293582"," 0.600785037","-0.282330668"," 0.395148550"," 1.5170860525","-0.91326730","-1.996235327"," 0.5219965998"," 0.873581533","-1.32560479","-0.7444330477"," 0.7787225806"," 0.203334995"," 0.300329760"," 1.254031063"," 0.438547930","-0.305978765","-1.739294473","-0.0533904791","-9.997306e-01","-1.428730488"," 0.8089802816","-0.437946540","-0.537722683","-9.048051e-01"," 0.519745217"," 0.137524175","-0.437158727"," 1.042886014","-0.896973907"," 0.388063410","-6.130666e-03","-0.4113006770"," 1.02389443"," 0.1445662530","-0.031704732"," 0.532516448"," 0.5256420178"," 1.793529151"," 0.250601539"," 0.968530685"," 0.325571042"," 0.6225984136"," 1.617622428","-0.820935275"," 0.2851725380","-1.430894871"," 1.170161451"," 1.356665620","-2.677411896","-0.5761844026"," 0.847785060"," 0.976733329"," 0.621605936"," 0.120507436"," 0.266881626"," 0.908049153","-0.111644664"," 1.272102318","-0.011165657","-2.018483648","-0.607850456","-3.16370115","-0.027499611","-0.697088836"," 0.4490434621"," 0.5275390702"," 1.563564367","-0.8734433810","-1.823447229"," 1.078349e+00"," 1.5576767199","-0.898512988","-2.45684398"," 3.980475e-02","-0.468814604","-1.279046128"," 0.382977624"," 1.284631972","-0.979037761","-0.2046203049","-0.122923564"," 0.561640893"," 0.480937700","-1.819288493"," 0.265467724","-0.835530900","-1.1138321095","-1.781553834"," 0.697417984"," 1.021566597"," 0.046379168","-1.258128805","-1.920087252","-1.0043495032"," 0.5960154637"," 0.709766996"," 0.928300466","-0.367982904"," 0.946354659"," 0.643042479"," 0.2567023149"," 0.55586829","-1.955131829"," 0.2927115203","-3.822982927",16,13,"MMV43"
"MMV43TP2"," 0.389011985"," 0.296389100"," 0.555952702"," 0.1186841805"," 0.40882794"," 0.311928757"," 0.0879613473","-0.3035544100","-0.0255716416"," 0.5428720844"," 0.903844482","-0.254319301"," 0.368515126","-0.096440480"," 0.305820433","-0.773107056"," 0.016163000"," 0.096613703","-0.1916177796"," 0.6633683285"," 0.480817295"," 0.282930223","-0.5089945219"," 0.078009449","-0.171864183","-0.1661924524","-0.286928578","-0.9278934629"," 0.440136562","-0.563937672"," 0.0347598648","-0.1278174197","-0.827377376","-0.960689346"," 0.504097258"," 0.397910696"," 0.508783542"," 0.0395453818"," 0.748171546","-0.236576519"," 0.025677010"," 0.211666742"," 0.052163500"," 0.085124331"," 0.1402604019"," 0.561748952"," 0.362162681"," 0.401863526","-0.9596363282"," 0.30734326","-0.945004587"," 0.0167343352","-0.185938382","-0.33383061"," 0.3251363552"," 0.3633196345"," 0.385782865","-0.086987374"," 1.076983481"," 0.311192337","-0.058879411","-0.780007455","-0.3507312530","-2.893180e-01","-0.038313444"," 0.0186649382"," 0.441453739","-0.297173057","-7.124836e-01","-0.038609875"," 0.277659918","-0.031451854"," 0.132996614"," 0.354306054","-1.036401766","-3.902593e-01"," 0.5288970138"," 0.17397537","-0.3420367928"," 0.319404700","-0.061203338","-0.1073068981"," 0.643773985"," 0.552652737"," 0.881933594"," 0.583026873"," 0.2283208884"," 0.844412574","-0.187193361"," 0.6189263318","-1.048480845"," 0.482905287","-0.577564767","-0.293848721"," 0.0830977204"," 0.210301594"," 0.603589488"," 0.069484145"," 0.670591594","-0.145715228"," 0.582814324","-0.592280970"," 0.616610514"," 0.232930772","-0.879987341","-0.546079349","-0.68192814"," 0.385907740","-0.076247173","-0.2696149796"," 0.3350885587"," 0.428932938"," 0.3062677751","-1.045746832","-2.124208e-01"," 0.4926348932","-0.008339322"," 1.00415380"," 5.360814e-01"," 0.683499939"," 0.944102655"," 0.375202272"," 0.757711374","-0.532405763","-0.2442782702","-0.064031513","-0.467914934","-0.566904384"," 0.242124350","-0.495946821"," 0.260183668","-0.5175182514","-0.854389249","-0.468021754"," 0.001725178","-0.190529586","-0.202434926","-0.242472176"," 0.3155005985","-0.0270013993","-0.288502311","-0.621022608"," 0.169063372"," 0.268447220","-0.263768602","-0.3235474020","-0.34033097","-0.677482563","-0.3861290607","-0.357286402",16,13,"MMV43"
"MMV48TP1","-0.203625718","-0.166865628","-0.720467197"," 0.0681404219"," 0.69731787"," 0.042536102","-0.0951679264","-0.1917334300"," 0.2122689439"," 0.0225410189"," 0.011998962","-0.257202630","-0.403875153","-0.461072737","-0.476677881","-0.113270107","-0.790445402","-0.055760663"," 0.3193210046"," 0.2970138081","-0.336437550","-0.041484392"," 0.2970347474","-0.577422675"," 0.022728341","-0.1791897253"," 0.654341726"," 0.3883390724","-0.262161604"," 0.176876685"," 0.0763802764","-0.0920994168","-0.389498479","-0.216071133"," 0.068761205"," 0.017275190","-0.528890153"," 0.5029167892","-0.422717144"," 0.670982199"," 0.152143694"," 0.117190118","-0.320962581"," 0.096422180","-0.3843709507","-0.888057422","-0.027281881"," 0.149915044"," 0.7754005902"," 0.11684375"," 0.156137939","-0.3503424250"," 0.136523429"," 0.01787364","-0.3207311185"," 0.1801957024"," 0.459741796"," 0.232380562"," 0.122655249"," 0.179030227","-0.296555146","-1.032036697"," 0.4339998958","-2.427428e-01","-0.315595053"," 0.1324550210","-0.104043034","-0.674763872","-8.831973e-01"," 0.050165678","-0.167739718","-0.219553706","-0.026856647","-0.560421192"," 0.351521630"," 2.097488e-01","-0.3371501849"," 0.98563006"," 0.1788976151"," 0.203435000"," 0.450154331"," 0.1282132818"," 0.789242769"," 0.031735487"," 0.060949331"," 0.029740552"," 0.2512581593"," 0.609257645","-0.320972352","-0.0812756296","-0.835569584"," 0.052439855"," 0.880655667","-2.945437123","-0.4749281845"," 0.494266944","-0.309459379"," 0.306998174","-0.145232768"," 0.476244064","-0.148682665","-0.161396695"," 0.749724236","-0.686104718","-0.316914767"," 0.016846051","-0.78106383","-0.192378423","-0.180678051"," 0.2612403470"," 0.2574087948"," 0.140385160","-0.5022207281"," 0.218222843"," 7.080128e-01","-0.0005181268","-0.212636793","-0.49000247","-1.830673e-01","-0.166499951","-0.305110143","-0.078860196"," 0.452461055","-0.370489794","-0.1714370771","-0.243014365"," 0.121312987","-0.367663794","-0.592743387"," 0.446736174"," 0.053099171","-0.1868464249"," 0.761757211"," 0.167987449"," 0.310055040","-0.019550177"," 0.054829853","-0.502026811","-0.4012116128","-0.3525183740"," 0.444620983"," 0.165210540","-0.289374725"," 0.570185431"," 0.572232255","-0.6394576486"," 0.14545066","-0.023660516"," 0.4970717804","-2.655507610",17,13,"MMV48"
