"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.256","MAL13P1.322","MAL13P1.40","MAL7P1.171","MAL7P1.65","MAL7P1.75","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0152","PF10_0307","PF10_0374","PF11_0090","PF11_0162","PF11_0260","PF11_0290","PF11_0435","PF11_0438","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0219","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0499","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0400w","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0200c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0710c","PFI1185c","PFI1425w","PFL0580w","PFL0685w","PFL0980w","PFL1270w","PFL2200w","D_class","Class","Compound"
"Trichostatin_H8","-0.049319287","-0.118276968","-0.0374452382","-0.529434949","-0.5474189572"," 0.903791864"," 2.8402765304"," 0.394523667"," 0.496440468"," 0.206590025","-0.1539608502"," 0.3124520012","-0.201877015","-0.048915717"," 0.085951843"," 0.0607204604","-0.1042538242","-0.356122545"," 0.132854474","-0.605034672","-0.005124380","-0.031519838","-1.158834029"," 0.124291444","-0.4915322729"," 0.012706995","-0.706994266"," 0.1986246060"," 0.481153788","-0.6473104184","-0.03127859","-0.0521631900","-1.001509005"," 0.1133653414"," 2.324994e+00"," 0.186576295"," 0.854688883"," 0.255055771","-0.1714568734","-0.29248781"," 0.3101213081"," 0.048806143"," 0.199558188","-0.0899176926"," 0.142887311"," 0.298905190"," 6.231982891","-0.474704772"," 0.067551250"," 0.004577169","-0.218697538"," 0.982160014","-0.001188659","-0.286546938","-0.185173722","-0.078464195"," 0.0291894088"," 0.290243963"," 0.024439764","-2.990982e-02"," 0.1029581264"," 0.10782081","-0.1833129435","-0.215923930"," 0.039254718"," 0.389844706","-0.336569545"," 0.290436335","-0.492447695","-0.207615419"," 0.434429540","-0.283352255","-0.0507105473"," 0.222138969"," 0.06652334",11,10,"Trichostatin"
"Trichostatin_H10"," 0.639604862"," 0.441104320","-1.3737206061","-0.178466054","-1.2779942313"," 0.879043449"," 1.7669642275"," 0.385061904"," 0.762377600","-0.204362461","-0.0672235839","-1.0054166573"," 0.463616045"," 0.422265972"," 0.438876276"," 0.1697128483"," 0.5694220125","-0.492093177"," 0.036181696"," 0.736534576"," 0.627590130"," 0.388078205","-1.618553716","-0.639935485","-1.8787281572","-0.558533956","-0.492624242","-0.5044093528"," 3.182363687","-1.4226014523"," 1.97743342"," 0.2568078184","-1.516020475"," 0.4006575774"," 1.337264e+00"," 0.400876847"," 0.123962887","-0.245815361","-0.4042422906","-0.29028360","-1.5496973835"," 0.464307664"," 0.926256718"," 0.4765665260"," 0.721540113","-0.769214409"," 1.388477276","-0.835150469","-0.542619894"," 3.503032895"," 0.825891166"," 0.919624608","-0.174843494","-0.101535405","-0.430579486"," 0.610167997"," 0.2163576643"," 0.600373408"," 1.054381237","-3.679961e-01","-1.2729330890"," 0.68062499","-0.3640616424","-0.300819896"," 0.411313046"," 0.070473647"," 0.401446064"," 0.438635461","-0.769094071","-1.345140439"," 1.084514120"," 1.621934663","-0.6298908526","-0.332859263"," 0.26214029",11,10,"Trichostatin"
"Quinine_H1","-0.347293773","-0.688691618","-0.0142800317"," 0.137985388","-0.0451556575"," 0.186954272"," 0.0442374048","-0.077298279","-0.499034053"," 0.015237194"," 0.0159456555"," 0.2001824981","-0.155689145"," 0.063694957","-0.153774253"," 0.1654300791"," 0.3328853634"," 0.057268922"," 0.132901067","-0.047669002"," 0.171332473","-0.137941798"," 0.248161154"," 0.033088335","-0.1462260531"," 0.462261054","-0.075401068","-0.0595940012","-0.318790005","-0.1948168770","-0.16715262","-0.0366470574"," 0.119772949"," 0.2906764987","-3.344623e-01","-0.503658864"," 0.023217979"," 0.222701019"," 0.1569121613"," 0.22860332"," 0.2376289558","-0.319200691"," 0.033814241","-0.1594318478","-0.628609277"," 0.126694336","-0.464199883"," 0.147437905","-0.246033400"," 0.103892405","-0.087165519"," 0.117465992"," 0.055531793"," 0.136196399"," 0.144811698","-0.227597112"," 0.2699512324","-0.116668023","-0.314272858"," 5.037274e-01"," 0.0055817982","-0.49233648"," 0.0831835025","-0.017609746","-0.356289718"," 0.024704196","-0.248706648"," 0.022094284"," 0.016095047"," 0.158185662","-0.370335125","-0.341348788"," 0.1453664973"," 0.101704073"," 0.17337849",12,11,"Quinine"
"Quinine_H2","-0.463497395","-1.213104322"," 0.0358945028"," 0.405343596"," 0.2878068963","-0.337312985"," 0.4510699013"," 0.091652765","-1.096869689"," 0.110560187"," 0.1127819616"," 0.0908464467","-0.890618867","-0.524580122","-0.676209633"," 0.4984418951","-0.0001076043"," 0.265914165"," 0.301494129","-0.123902820"," 0.154710262","-0.015392012","-0.025087322"," 0.291786674","-0.1854820968"," 0.380006920"," 0.124265102"," 0.3773634828","-0.450254721"," 0.2632131694","-0.36398183"," 0.1463490557"," 0.092545864","-0.0492860307","-9.117568e-01","-0.939724020","-0.016019299"," 0.259780460"," 0.0652387587"," 0.33759786"," 0.4702672245","-0.944296396"," 0.381152960"," 0.0580235450","-1.038542869"," 0.599209778","-0.339952610","-0.076765806","-0.221968313"," 0.151255109","-0.063984952"," 0.574951086","-0.393594708","-0.446468135"," 0.013432896","-0.493715381"," 0.4909903689"," 0.207078694","-0.422044542"," 4.734055e-01","-0.0022999747","-1.44327117","-0.2572850280"," 0.201445721","-0.638103709"," 0.330729455","-0.515773313"," 0.401171491"," 0.151635998","-0.139376360","-0.984974696","-1.117792364"," 0.3700306910"," 0.135575779"," 0.14221950",12,11,"Quinine"
"Quinine_H4","-0.293353325","-0.162857750","-0.2464290383"," 0.620660405","-0.0090667293"," 0.268261870"," 0.6699233011"," 0.329346861","-0.752445775","-0.008181466"," 0.2472374124"," 0.3148543988","-0.365841223","-0.113915046","-0.607618772","-0.0238865384"," 0.0442314967"," 0.180154278"," 0.026030107","-0.156085239"," 0.470184394","-0.002636156"," 0.232529741","-0.099016824","-0.1087085189"," 0.441766486"," 0.086201929","-0.0886001281","-0.413044462"," 0.0565135105","-0.46163379","-0.0815126838"," 0.641685558"," 0.4276653858","-1.109241e-01","-0.353762375","-0.147260351"," 0.238973105"," 0.1602484870","-0.08219568"," 0.2468804041","-1.102285540"," 0.194433717"," 0.0217319413","-0.236638341","-0.010543251"," 0.004390946"," 0.211466634","-0.415872245"," 0.232576353"," 0.099684003"," 0.322645315","-0.033019516","-0.042146749"," 0.299430057","-0.217384958","-0.0337462852"," 0.004525794","-0.415208128","-1.663728e-01"," 0.0925606420","-0.81235758"," 0.0357057013"," 0.302821910","-0.772466399"," 0.066158287","-0.255100703"," 0.009001327"," 0.258898219","-0.170295957","-1.002702519","-0.581200398"," 0.3113707898","-0.213720298"," 0.11139773",12,11,"Quinine"
"Quinine_H6","-0.397897513","-0.575413517","-0.2154585216"," 0.340466453"," 0.1912034203"," 0.125620078"," 0.3929776171","-0.065792853","-0.555407128"," 0.100713178"," 0.0876728126"," 0.1502189884","-0.443043392","-0.556237337","-0.243181173"," 0.3754593005","-0.1324427494"," 0.400698498"," 0.566463637","-0.028209811"," 0.168712305","-0.077838635"," 0.104950808"," 0.115138214","-0.1556156363"," 0.203186220","-0.018598546"," 0.0601960283","-0.340101008"," 0.1276404601","-0.38502086"," 0.0214568727"," 0.176245874","-0.0396049958","-3.352182e-01","-0.690022303","-0.087603730"," 0.167066900"," 0.0008251603","-0.09355346"," 0.2093874387","-0.285497898"," 0.197603148","-0.2249826619","-0.289410252"," 0.093996432"," 0.364796459","-0.278584785","-0.868162012"," 0.302571790"," 0.142404881"," 0.282258488","-0.329042317","-0.067287797","-0.048437604","-0.270634694"," 0.0935947332"," 0.114373301","-0.135451942"," 1.060535e-01"," 0.1715058710","-1.02498966","-0.0289865081"," 0.232444938","-0.246963009"," 0.381031891","-0.338127778","-0.150013086"," 0.048420697","-0.084752408","-0.567615747","-0.522228842"," 0.1400217245"," 0.223382825"," 0.04419889",12,11,"Quinine"
"Quinine_H8","-0.197379372","-0.379311723","-0.3960764700","-0.082329389"," 0.1274346735"," 0.748198122"," 0.8510088617","-0.204590956","-0.100688023","-0.189698311"," 0.1725319821","-0.1241925316","-0.059834963","-0.253318218","-0.377714083","-0.1734352480"," 0.7176302583"," 0.066537994"," 0.351086622"," 0.109158446","-0.093948154","-0.468798443","-0.041616613","-0.215676873"," 0.1592679278"," 0.535139140","-0.204772267"," 0.3788650937"," 0.136022056"," 0.1969534374"," 0.40867148","-0.1180424241","-0.024411996"," 0.0438744307"," 3.914150e-01","-0.879346743","-0.440127734"," 0.174047850","-0.1855810506","-0.39459568","-0.0457443178","-1.341288308"," 0.398765786","-0.5477562008","-0.018608163","-0.553947660","-0.210742707","-0.330000886","-0.258857527"," 0.025841439"," 0.319660981","-0.453691853"," 0.126736329"," 0.021035963"," 0.029894502"," 0.214811975"," 0.1408005965"," 0.351258182"," 0.393068336","-2.036014e-01","-0.3189761133","-1.47273840"," 0.1655059004"," 0.132874499","-0.279423420"," 0.210441175","-0.158117759"," 0.081419334","-0.226217686","-0.141658184"," 0.040889607"," 0.123881731","-0.2643285967","-0.009517163","-0.01620245",12,11,"Quinine"
"Quinine_H10","-0.333951259","-0.579695151"," 0.2384894444"," 0.779104704"," 0.0993033947","-0.240791060"," 0.0820014521"," 0.148167884","-0.752356664"," 0.095075477"," 0.0974758835","-0.0538995020","-0.659405378","-0.499679485","-0.059107094"," 0.6526414563","-1.2678078623"," 0.333430699"," 0.188325231"," 0.106069382"," 0.435921981"," 0.215703717","-0.178539353","-0.183889664"," 0.1486341892"," 0.086285802"," 0.224547376","-0.1599044307","-0.574201240"," 0.0336787949","-0.58541119"," 0.2883292955"," 0.246834056"," 0.1069449513","-2.787826e-01","-0.204166589","-0.006180873"," 0.049624925"," 0.0885165129","-0.26543910","-0.2542133561","-0.671861728"," 0.410467362"," 0.5409116054","-0.314478791"," 0.478653439"," 0.435877041"," 0.044443974"," 0.101486749"," 0.249701858"," 0.134814614"," 1.227291798","-0.104377952","-0.171965748","-0.128207426","-0.296515507"," 0.0412797417"," 0.378810681","-0.520793884"," 5.344642e-01"," 0.4057463911"," 0.06542312","-0.0749559919"," 0.684173565","-0.205791018"," 0.337159241","-0.659679750","-0.161779177"," 0.319088028"," 0.216877820","-0.813588604","-0.867217800"," 0.5519926341"," 0.153923116"," 0.22488556",12,11,"Quinine"
"Chloroquine_H1"," 0.288754930"," 0.619712631","-0.1697539857","-0.529175002","-0.2550712231","-0.218176785","-0.2381900784"," 0.161484085","-0.240315259"," 0.258183191","-0.0017116658","-0.4806345117"," 1.042709065"," 0.732921611","-0.126431195","-0.4701181062"," 0.6171138566","-0.347762864","-0.053361471","-0.436910200"," 0.598014243"," 0.187668054","-0.011314013","-0.170155688","-0.5972850902"," 0.189446505"," 0.480365450"," 0.9518848241"," 0.654910047","-0.5410696226"," 0.76720879","-1.0398897461","-0.072557031"," 0.1348756798"," 6.308491e-02"," 0.351507412"," 0.291294203","-0.144511839","-0.1144180588","-0.54947930","-0.4348475130"," 0.190127308","-0.304937713","-0.1449001387","-0.433426508","-0.644997499"," 0.512891905"," 0.511916645","-0.760683083"," 0.244715985","-0.485316447","-0.229695269"," 0.717647841"," 0.014664405","-0.115211334"," 0.090024809"," 0.0781243631","-0.514428693"," 0.128217608"," 2.169104e-01"," 0.1545755256"," 1.00526409"," 0.1611252069"," 0.099776835"," 0.273244895","-0.259774050"," 0.383292923","-0.254094643","-0.119794958"," 0.612121767","-0.070365390"," 0.465975089"," 0.4204489846","-0.287882818"," 0.87772667",13,12,"Chloroquine"
"Chloroquine_H2"," 0.395957475"," 1.040327173","-0.3230574355","-0.097172623","-0.3865772453","-0.016484933","-0.1913200797","-0.072956276","-0.231439872","-0.001560852","-0.1301838058"," 0.7410706490"," 0.785356693"," 0.493629793"," 0.401297782","-0.2671765212"," 0.6278969134","-0.292770809","-0.208504502","-0.190514716"," 0.412042739"," 0.219886835"," 0.158393828","-0.260387423","-0.1071739001","-0.070097624"," 0.617999070"," 0.4889171656"," 0.519065164","-0.0930134381"," 0.32966956","-0.5275011189","-0.180751502","-0.1011866187"," 2.417057e-01"," 0.585947217"," 0.020276787","-0.083767295"," 0.1852106881","-0.67215228","-0.2642888835"," 0.061486197","-0.109416383","-0.1071179127","-0.103897108","-0.514548373","-0.175229879"," 0.447222527"," 0.001155219"," 0.124587652","-0.151568042","-0.273372030"," 0.320916599"," 0.041038268"," 0.197082612"," 0.263228370","-0.0188968303","-0.515076003","-0.015703887","-2.233294e-01"," 0.0249465913"," 0.98981705"," 0.2093479741","-0.098204775"," 0.012744005","-0.269786313"," 0.532544790","-0.010563036"," 0.080538323"," 0.275255832"," 0.114587586"," 0.413971353"," 0.1398715199","-0.328724713"," 0.47212814",13,12,"Chloroquine"
"Chloroquine_H4"," 0.358884026"," 0.263991858"," 0.2018160379","-0.102463081","-0.3086992683"," 0.067442146","-0.1766752474","-0.128016463","-0.151934392"," 0.048299730","-0.1037526822","-0.4369343048"," 0.601294912"," 0.498355979","-0.690508790","-0.4016516666"," 0.8508948614","-0.208617870","-0.458871156","-0.237047621"," 0.516257642"," 0.298303662"," 0.003875656","-0.107559530","-0.2971669109"," 0.047591193"," 0.323459169","-0.4334602922"," 0.549924046","-0.4845650910"," 0.52152987","-0.6843316326","-0.287714163","-0.0948614708"," 3.311742e-01"," 0.316235804","-0.380257303","-0.210959893"," 0.0346917572","-0.74809600","-0.2200703892","-0.014678145","-0.040373858","-0.1276199226","-0.217427364","-0.140232541"," 0.354551229"," 0.304711013","-0.334723259"," 0.303612799","-0.219743268","-0.087880276"," 0.135506218","-0.025468272","-0.025059667","-0.015819111","-0.0838515758","-0.344138745"," 0.179074153"," 1.720606e-01","-0.0143102368"," 0.91641789"," 0.1954239751"," 0.136795293"," 0.213480098","-0.204784885"," 0.357096558","-0.139253786","-0.142546489"," 0.634486516"," 0.054068026"," 0.447832207","-0.1345790361","-0.394573206"," 0.29164741",13,12,"Chloroquine"
"Chloroquine_H6"," 0.146772658"," 0.522224749","-0.0566514263","-0.117633539","-0.1116521428"," 0.093969242"," 0.0954157177","-0.108239728","-0.144166340","-0.204935011","-0.1129934848","-0.3629525847"," 0.489227915"," 0.222651887","-0.441142495","-0.0008900634"," 0.4984969676","-0.199061527"," 0.151524642","-0.160159662"," 0.466332903"," 0.062064179"," 0.121391196"," 0.007946545"," 0.0999699204"," 0.322555762"," 0.234457745","-0.2173775849"," 0.271740252","-0.0022073350"," 0.09446799","-0.3678109699","-0.129246202","-0.0318762105"," 1.182832e-01"," 0.245420799","-0.149433856","-0.064137115"," 0.0529826486","-0.30589825","-0.1924627773","-0.100540311"," 0.194551600","-0.0927285207","-0.048436246","-0.149250943"," 0.186369651"," 0.011197007"," 0.133584399"," 0.003566926"," 0.043128816"," 0.075581387","-0.285631387","-0.345442022"," 0.089385633"," 0.094731421","-0.1291048999","-0.154894887"," 0.177728298","-2.071806e-01"," 0.1119444638"," 0.95017370"," 0.0378174546"," 0.067009647","-0.037853934","-0.184020396"," 0.285498115"," 0.035651370","-0.018308700"," 0.109379833"," 0.109752016"," 0.071769358","-0.0291471247","-0.169157310"," 0.17265287",13,12,"Chloroquine"
"Chloroquine_H8"," 0.227341775"," 0.398947155","-0.1395145240","-0.096800925","-0.0991020405"," 0.112293361"," 0.2149275613","-0.069902309","-0.315832651","-0.076206410","-0.0662206691","-0.5846124103"," 0.448330420"," 0.250682354","-0.162027358","-0.1330857175"," 0.7124239110","-0.212436931","-0.004076937","-0.182883277"," 0.304556728","-0.079454738"," 0.178537035"," 0.041874841"," 0.1090401214"," 0.304496140"," 0.179744132","-0.1321066476"," 0.272709031","-0.2665264450","-0.03036061","-0.3942244403","-0.071630024","-0.0259037630"," 2.473457e-01"," 0.097210860","-0.254642441"," 0.025419911"," 0.1298072028","-0.47609525"," 0.0521791514"," 0.002506124","-0.292125348","-0.2053124536","-0.467324816","-0.096249697"," 0.433720547"," 0.033979602"," 0.187594528"," 0.107516315","-0.071107026"," 0.142834144","-0.250869430","-0.302720741"," 0.101966365"," 0.124254879","-0.0036046462","-0.553663761"," 0.202515308","-1.433779e-01"," 0.0809811854"," 1.89735797"," 0.0934133779"," 0.033659557"," 0.287704888","-0.070274427"," 0.258009200"," 0.116909082"," 0.071156034"," 0.315348799"," 0.244020289","-0.013978476","-0.0004346177","-0.115913347"," 0.37313660",13,12,"Chloroquine"
"Chloroquine_H10"," 0.205346905"," 0.132287054","-0.1563373931"," 0.174001796","-0.3248900423","-0.320666067","-0.0907299970"," 0.133981823"," 0.068141255","-0.043453499","-0.1462139106"," 0.1401873558"," 0.368168643"," 0.220295568","-0.366690222"," 0.0802700685"," 0.3464368205","-0.010630425"," 0.012736456","-0.211812970"," 0.443829871"," 0.384171927"," 0.185444606"," 0.148942874","-0.4635605370"," 0.429549170"," 0.244613577","-0.0013674511"," 0.012915350"," 0.1355165402"," 0.05723312","-0.1911884121"," 0.096469963"," 0.1796893447","-1.043975e-02"," 0.135952440"," 0.060408002","-0.228101221"," 0.1136724437","-0.31470380","-0.0197851053"," 0.057974008"," 0.210908281"," 0.0042131688","-0.375683388","-0.202744673"," 0.164214551"," 0.034576551","-0.386618002"," 0.427245300"," 0.166408116","-0.286503332","-0.391163085"," 0.017511457"," 0.130365510"," 0.156873718"," 0.0202672972","-0.239689221","-0.064325170","-8.226045e-02"," 0.2966200547"," 0.42101415"," 0.1221991506","-0.244627171","-0.193849125"," 0.058265708"," 0.031926563"," 0.111430097"," 0.224915196"," 0.068579220"," 0.005396161","-0.236534826"," 0.2266856326"," 0.222029785"," 0.26095008",13,12,"Chloroquine"
"Febrifugine_H1","-0.154227847","-0.350887241","-0.0338404548"," 0.018788558"," 0.0692128661"," 0.240632844"," 0.0709284782","-0.028925551","-0.355197200"," 0.049618507","-0.1550884634","-0.0631358961","-0.090698444"," 0.027272508","-0.340060539"," 0.2094825173","-0.0092283449","-0.039600495"," 0.194840070"," 0.078113485","-0.024586747"," 0.131183663"," 0.097179230","-0.058018758"," 0.0335826790"," 0.442063478","-0.114303666","-0.0954961287","-0.142148724"," 0.0048909603","-0.63402797","-0.0379817500","-0.058449615"," 0.1234260928","-4.442714e-01"," 0.019994691","-0.298385447"," 0.047408316","-0.0727547107"," 0.17824188"," 0.0877344696","-0.094082911"," 0.042242297","-0.5154689781","-0.542009476"," 0.065292547","-0.710026068","-0.125861848","-0.231874782"," 0.014878418","-0.084200666","-0.168421866","-0.214272723"," 0.361652283","-0.053340118","-0.275492314"," 0.2473953367"," 0.127478898","-0.019887156"," 3.982737e-01"," 0.1197820922","-0.26439742"," 0.1461495235","-0.176116717","-0.058031079"," 0.032562043","-0.418208664"," 0.016933511","-0.012033182"," 0.103977663","-0.095834428","-0.213561297"," 0.0865596927","-0.003516922"," 0.17177450",14,13,"Febrifugine"
"Febrifugine_H2","-0.087032220","-0.516283542","-0.1059665872"," 0.215838979"," 0.0478023792","-0.293878708"," 0.4144312984","-0.100725809","-0.292832812"," 0.068605440","-0.1720203613","-0.0457205800","-0.449024624"," 0.050566878","-0.146622948"," 0.0991341625"," 0.2272353268","-0.009582680","-0.070689673","-0.593270661"," 0.295731079","-0.028257792"," 0.275047049"," 0.159709872"," 0.3202076167"," 0.182007010"," 0.115639799","-0.2947124443","-0.006042703"," 0.5715121530","-0.34009012"," 0.0438359691","-0.033560746","-0.1243179019","-7.091445e-01","-0.078566519","-0.243152683"," 0.036457519","-0.0743101049"," 0.07465089","-0.1002592146"," 1.003471602"," 0.377259179","-0.5478273224","-0.564573119","-0.029608896","-0.468658396","-0.055113210"," 0.047179393"," 0.154081974"," 0.190392312"," 0.199486284","-0.380345394","-0.178978252"," 0.199331789","-0.376907917"," 0.1476727977","-0.218977110","-0.153039013"," 1.492965e-01"," 0.3782255631","-0.39117865","-0.1702583486","-0.307437937"," 0.660792482","-0.021000499","-0.490538201","-0.104040633"," 0.235766649"," 0.139001650","-0.449445799","-0.421886927"," 0.4047473783","-0.067089569"," 0.55065856",14,13,"Febrifugine"
"Febrifugine_H4","-0.262465839","-0.501752044"," 0.0055933236"," 0.293634148","-0.0994031951"," 0.045162811"," 0.4245736125"," 0.294139809","-0.302969160"," 0.147363662","-0.1323988607"," 0.0953546331","-0.206241347","-0.266862395","-0.242424508"," 0.0126455735","-0.1687670504"," 0.072323818","-0.050566431","-0.186207589"," 0.270385836","-0.174391043"," 0.095393222"," 0.048265504"," 0.2544308986"," 0.164610223"," 0.091529352","-0.1218280576","-0.179629515"," 0.2274780878","-0.45978674","-0.1449857981"," 0.108684478","-0.0259779572","-4.432571e-01","-0.241643389","-0.119876390","-0.003852246","-0.0764411581","-0.01631205","-0.1283303838"," 0.488533297"," 0.075529836","-0.2179595145","-0.296453492"," 0.008027705","-0.088223861","-0.109489147","-0.366360396"," 0.272584123"," 0.109137728"," 0.306270129","-0.284255577","-0.135989134"," 0.016415674","-0.685318825"," 0.0562712879"," 0.106698826","-0.261827909"," 7.111641e-02"," 0.2438693891","-0.93839457","-0.0780591023","-0.011548767"," 0.299908575"," 0.001724445","-0.785513996","-0.243888532"," 0.328523003"," 0.365444373","-0.316280531","-0.278768632"," 0.2701100071"," 0.008295666"," 0.31967249",14,13,"Febrifugine"
"Febrifugine_H6","-0.053061393","-0.267548655","-0.0197313255"," 0.447267534"," 0.0888392495"," 0.138935713"," 0.4763958720","-0.325209798","-0.596842398"," 0.062549471","-0.3065108136"," 0.0574777628","-0.077022987"," 0.376853727"," 0.047311052"," 0.0197236435"," 0.0022368048","-0.020143817","-0.278868060"," 0.006598261"," 0.380629966"," 0.238239261"," 0.116522729","-0.103201023"," 0.4058808840"," 0.066688081"," 0.195040364","-0.5766188633","-0.270672648"," 0.4723362141","-0.51302325"," 0.0543130204","-0.109771762","-0.2892427080","-5.130240e-01","-0.129830013","-0.435853815"," 0.037255416"," 0.0595438413"," 0.03076630","-0.3778867558"," 0.808114417"," 0.260142158","-0.5786787989","-0.299028093","-0.049870676","-0.065221857","-0.208964293","-0.356080503"," 0.424639347"," 0.257442461"," 0.270077539","-0.391862209","-0.208820140","-0.090641764","-0.502228208"," 0.0180187476","-0.053340257"," 0.057015902","-9.417225e-02"," 0.3705471699","-0.15772626"," 0.1645789272","-0.153374072"," 0.666059410"," 0.046212016","-0.588814834","-0.221398748"," 0.163359744"," 0.243452482","-0.186800616","-0.520406489"," 0.4022781596","-0.215630387"," 0.31292887",14,13,"Febrifugine"
"Febrifugine_H8","-0.247752681","-0.481805837"," 0.0463614085"," 0.521057256"," 0.1300000727"," 0.437476366"," 0.1023396940"," 0.370391444","-0.694126333","-0.135751949","-0.1511583738"," 0.4687780555","-0.309814760","-0.171080971"," 0.101836396","-0.1084926996","-0.1605803322","-0.154300273","-0.525103068"," 0.047973689"," 0.469929518"," 0.202367185"," 0.284065139","-0.303935197"," 0.3304955449"," 0.594845127"," 0.123876118","-0.3747977021","-0.198268077"," 0.5327195222","-0.68196381"," 0.2785949179"," 0.041879346"," 0.1525495532","-5.155273e-01","-0.412576115","-0.609004734"," 0.020688981","-0.2288606702"," 0.30508702","-0.6327598414"," 0.865264372"," 0.416810647","-0.7742500128","-0.513099275","-0.089060411","-0.645021709"," 0.017894351"," 0.102482312"," 0.405139159"," 0.243463062","-0.123943718","-0.544008240","-0.105624250"," 0.075397053","-0.754003910","-0.1297745146"," 0.529468168","-0.075634279"," 6.896983e-02"," 0.2996138004","-0.65066373"," 0.4440169829","-0.240805601"," 0.602948030","-0.264591083","-0.162743605","-0.239487369"," 0.330152593"," 0.355210826","-0.341034878","-0.895085333"," 0.3543751731","-0.194982360"," 0.40052083",14,13,"Febrifugine"
"Febrifugine_H10","-0.111138673","-0.353468579"," 0.3688180266"," 0.896438459"," 0.0456717980","-0.125370207"," 0.1161211605"," 0.242567997","-0.934165458","-0.047222829"," 0.0542279417"," 0.0497688058"," 0.005908547","-0.390206752"," 0.222557149"," 0.1650572091","-0.7200156894","-0.062278776","-0.561948836"," 0.115938626"," 0.682285257","-0.233674748"," 0.090831004","-0.327957197","-0.0240063457"," 0.415293996"," 0.481648770","-0.6563251109","-0.669578881"," 0.3180535846","-0.93675561"," 0.2765143427"," 0.508586655","-0.1207932560","-3.017632e-01","-0.126445171","-0.272143324"," 0.109364334","-0.0481898316"," 0.10336225","-0.6411391400"," 0.985522776"," 0.355377974"," 0.2628399827","-0.669217288"," 0.421753425"," 0.248749885"," 0.019908087","-0.088129322"," 0.771211637"," 0.184275190"," 0.524182247","-0.708130503"," 0.071995311"," 0.026596398","-1.072508244","-0.3492947166"," 0.743147792","-0.620407048"," 9.366911e-02"," 0.4990921058"," 0.13389155"," 0.0193193089"," 0.238400908"," 0.532911878","-0.177282331","-0.528119373","-0.371927623"," 0.546991408"," 0.479684489","-0.508496075","-0.930888808"," 0.5745130370","-0.239256515"," 0.04651024",14,13,"Febrifugine"
"Artemisinin_H1","-0.261879583","-0.773980323"," 0.0260922021"," 0.087657912"," 0.2911429372","-0.313614396"," 0.0658445628"," 0.138319848","-0.635071591"," 0.134362074","-0.2410227254"," 0.3866038195","-0.121296966"," 0.203367274","-0.334093527"," 0.2713100841"," 0.0334913395","-0.071853749","-0.357950038","-0.074000443"," 0.065016740"," 0.231292669","-0.042981924"," 0.038115400"," 0.1108140305"," 0.553123060","-0.143447957","-0.1692367094","-0.030609212"," 0.0278272103","-0.30346367","-0.0388158527","-0.270060677"," 0.0246109017","-3.079818e-01","-0.666408410","-0.068210518","-0.013058816"," 0.1547156007"," 0.17881224","-0.0351588534","-0.618891241"," 0.116474514","-0.4076015245","-0.312645546"," 0.384574294","-0.740732754"," 0.135357659","-0.832939158"," 0.173927760","-0.055052207"," 0.093395780"," 0.095528226"," 0.090820556","-0.135940816","-0.527311412"," 0.3406025673"," 0.020876950"," 0.057518395"," 5.538190e-01"," 0.1146333138","-0.75007664"," 0.2031403749","-0.148525451"," 0.231607231"," 0.222925207","-0.336758331","-0.056858875","-0.079164093"," 0.242045542","-0.201834824","-0.160487971"," 0.1031466155"," 0.149668115"," 0.17844457",15,14,"Artemisinin"
"Artemisinin_H2","-0.118565197","-1.044270880"," 0.0734313730"," 0.465456249"," 0.1037611056","-0.533402566"," 0.3949746014"," 0.518069707","-0.480457564"," 0.123714462","-0.0541748160"," 0.6008754151","-0.986196349"," 0.284851379"," 0.124005001"," 0.2814870544"," 0.1136927948","-0.071474627","-0.113161146","-0.410644080"," 0.621643668"," 0.390871328"," 0.184315001"," 0.239757074","-0.2357193151"," 0.430553646"," 0.393558713","-0.0975698587","-0.012514767"," 0.4002633343","-0.38819309"," 0.3365084930"," 0.011790700"," 0.1985511534","-8.126798e-01","-0.410141648","-0.316615672"," 0.024565682"," 0.1738644587"," 0.41747896","-0.0319639257","-0.220782504"," 0.440574503","-0.5320115910","-1.024947407"," 0.288398660","-0.555562192"," 0.181397586","-1.066011243"," 0.268381633"," 0.110570944","-0.046519408","-0.210542882"," 0.010607289"," 0.203381421","-0.489650285"," 0.4573088187","-0.201857073","-0.401538208"," 1.904062e-01"," 0.4028936238","-1.05567989","-0.1312697080","-0.399399980"," 0.238806357","-0.164142801","-0.550099210"," 0.058030924"," 0.310503891","-0.115546994","-0.835340035","-0.519294230"," 0.6048594189","-0.141599898"," 0.49731966",15,14,"Artemisinin"
