X;HDATP1;HDATP1.1;HDATP2;HDATP2.2;HDATP3;HDATP3.3;HDATP1c;HDATP1c2
PF3D7_1358100;0.669;0.074;0.179;0.176;0.169;0.088;0.37;0.02
PF3D7_1358200;-0.377;-0.141666666666667;-0.206;-0.307333333333333;-0.3215;-0.223;-0.025;-0.29
PF3D7_1358300;NA;0.74;0.93;0.906;0.817;0.814;0.54;0.548
PF3D7_1358400;0.47;0.54;1.137;0.203;0.268;0.469;0.522;0.716
PF3D7_1358500;-0.2715;0.1895;-0.0645;0.167;0.153;-0.2195;0.394;-0.018
PF3D7_1358600;-0.298;0.965;0.1975;0.47;0.9015;0.969;0.04;0.3425
PF3D7_1358700;0.346;0.151;0.214;-0.393;0.411;0.383;0.285;0.267
PF3D7_1358800;-0.112;-0.461;-0.372;-0.363;-0.075;-0.232;0.14;0.074
PF3D7_1358900;-0.719;-0.5985;-1.095;-0.1455;-0.455;-0.512;0.1795;0.186
PF3D7_1359000;0.1465;0.2136;0.77475;-0.0914;-0.0778;-0.0998;-0.0572;-0.2482
PF3D7_1359100;0.697;0.588;0.754;0.339;0.464;0.5195;0.215;0.315
PF3D7_1359200;0.663;-0.032;0.307;-0.128;-0.287;0.044;0.052;0.026
PF3D7_1359300;0.345;-1.0265;0.154;-0.572;0.273;0.263;0.254;0.2525
PF3D7_1359400;0.0365;-0.342;-0.111;-0.241;-0.2875;-0.254;0.0525;-0.18
PF3D7_1359500;-0.1;-0.648;0.116;-0.197;0.029;0.003;NA;0.363
PF3D7_1359600;0.3085;-0.128;0.4445;0.078;-0.12325;-0.0105;0.0615;-0.32
PF3D7_1359700;-0.0138333333333333;-0.0973333333333334;0.473333333333333;-0.171666666666667;-0.139166666666667;-0.177;-0.1148;0.183
PF3D7_1359800;-0.647;0.161;-0.133;0.13;NA;0.266;-0.108;0.14
PF3D7_1359900;-0.05725;0.20375;-0.48175;0.482;0.319;0.28325;0.1415;0.08275
PF3D7_1360000;-1.146;-0.191;-0.329;-0.466;-0.529;-0.572;0.156;0.082
PF3D7_1360100;-0.19;-0.1;0.061;-0.069;-0.158;0.083;-0.092;-0.04
PF3D7_1360200;0.038;-0.08;-0.26;-0.08;0.221;0.357;0.092;0.122
PF3D7_1360300;-0.496;-0.137;-0.395;-0.01;-0.022;0.1215;-0.1095;-0.3085
PF3D7_1360400;-0.355;-0.251;0.055;-0.559;NA;0.058;0.257;-0.418
PF3D7_1360500;-0.486333333333333;0.4595;-0.0682;0.3385;0.1172;0.3496;0.1965;0.0192
PF3D7_1360700;-0.4255;-0.2945;-0.416;-0.2325;-0.1105;-0.1155;-0.271;-0.2655
PF3D7_1360700 ;-0.3425;-0.3445;-0.3875;-0.203;-0.229;-0.3;0.099;-0.147
PF3D7_1360800;0.2455;-0.3895;0.197;0.0745;0.0405;-0.369;0.173;-0.0525
PF3D7_1360900;0.678;0.313;0.112;0.286;0.434;0.5525;0.2015;0.196
PF3D7_1361000;-0.2345;-0.3;-0.193;0.2145;0.1945;0.079;0.288;0.179
PF3D7_1361100;-0.171;0.0285;-0.2875;0.217;0.2035;0.2565;0.184;0.362
PF3D7_1361200;-0.132333333333333;0.081;-0.694666666666667;0.296333333333333;0.213;0.00933333333333333;-0.182666666666667;-0.191
PF3D7_1361300;-0.467;0.348;-0.193;0.732;0.442;-0.037;-0.157;0.171
PF3D7_1361400;0.468;0.303;0.405;0.345;0.192;0.44;0.184;0.771
PF3D7_1361500;0.754;0.549;0.4245;0.536;0.4545;0.5795;-0.001;0.7785
PF3D7_1361600;-2.639;-0.426;-1.158;-0.782;-0.433;-0.487;-0.156;-0.678
PF3D7_1361700;-1.571;-1.228;-1.212;-0.144;0.075;-0.325;0.502;0.275
PF3D7_1361800;0.1565;0.7175;0.38325;0.60475;0.633;0.737333333333333;-0.04975;0.21225
PF3D7_1361900;-0.823;-0.145;-0.063;-0.301;-0.283;-0.151;-0.233;-0.71
PF3D7_1362000;-0.543;0.03;-0.2;0.133;0.249;-0.052;0.276;0.382
PF3D7_1362100;NA;0.683;0.218;0.521;0.447;0.212;0.235;NA
PF3D7_1362200;-0.837;-0.2;-1.002;-0.166;-0.233;-0.53;-0.367;-0.363
PF3D7_1362300;0.027;0.013;0.002;-0.217;0.245;0.259;-0.004;-0.011
PF3D7_1362400;0.74625;0.62775;0.8095;0.381;0.15025;0.085;0.00825;0.0405
PF3D7_1362500;-0.026;-0.185;-0.034;-0.3235;0.0275;-0.0265;0.04;-0.07
PF3D7_1362600;-0.461;-0.161;-0.201;-0.067;NA;-0.308;0.043;-0.095
PF3D7_1362700;3.4625;1.40633333333333;3.20166666666667;0.698666666666667;0.626333333333333;0.490666666666667;0.253333333333333;0.194666666666667
PF3D7_1362800;-1.2695;0.226;-1.57091666666667;0.429;0.450666666666667;0.348333333333333;-0.12275;0.0178333333333333
PF3D7_1362900;0.124666666666667;0.243;0.0336666666666667;0.356;0.3255;0.227;0.0623333333333333;0.0683333333333333
PF3D7_1363000;0.34;0.216;0.3185;0.325;-0.171;-0.015;-0.088;0.4205
PF3D7_1363100;-0.681;0.059;-0.5125;0.101;0.0365;-0.0305;-0.245;-0.1995
PF3D7_1363200;-1.4885;-0.3;-1.325;-0.142;-0.151;-0.237;0.104;-0.2565
PF3D7_1363300;-0.636;-0.075;-0.311;0.125;0.115;0.235;0.26;-0.129
PF3D7_1363400;0.1035;0.4165;0.6645;0.1435;0.1905;0.0135;0.231;0.0485
PF3D7_1363500;-0.95;-0.2095;-0.1665;-0.558;-0.6705;-0.505;0.0125;-0.0965
PF3D7_1363600;-1.116;-1.203;-1.168;0.369;0.227;0.209;0.406;0.294
PF3D7_1363700;-0.749;-0.552;-1.139;-0.1455;-0.261;-0.402;-0.0355;-0.393
PF3D7_1363800;-0.1835;0.441;0.295;-0.1765;0.304;0.5615;0.23;0.0605
PF3D7_1364000;-0.5145;-0.136;-0.4475;-0.0425;-0.0585;0.0945;-0.133;-0.0095
PF3D7_1364100;-0.4325;-0.2055;-0.293;-0.2495;0.021;-0.0535;-0.0485;-0.0455
PF3D7_1364200;0.234333333333333;-0.147333333333333;-0.0513333333333333;0.301333333333333;0.273666666666667;0.287666666666667;0.207;0.101333333333333
PF3D7_1364300;-1.137;0.233;-0.706;0.469;0.42;0.2245;0.0205;0.3695
PF3D7_1364400;-0.6768;0.0706;-0.738;0.1864;0.1606;0.2276;-0.1174;-0.3518
PF3D7_1364500;-0.929;-0.694;-0.797;-0.166;-0.043;-0.411;0.14;0.034
PF3D7_1364600;-1.2335;-0.2795;-1.2875;-0.159;0.067;0.002;-0.01;-0.0345
PF3D7_1364700;-1.109;-0.548;-0.906;-0.604;0.147;0.043;0.436;0.085
PF3D7_1364800;-0.198;-0.149;-0.225;-0.156;-0.349;-0.159;0.045;-0.107
PF3D7_1364900;0.954;NA;1.465;NA;0.538;0.251;0.149;-0.708
PF3D7_1365000;1.587;0.397;1.492;0.224;0.31;0.031;0.262;0.045
PF3D7_1365100;-0.019;-0.247;-0.542;-0.228;-0.157;-0.287;-0.202;-0.651
PF3D7_1365300;-0.42;-0.052;-0.2825;0.239;0.2265;0.276;0.257;-0.108
PF3D7_1365400;0.461;0.132;0.5175;0.025;-0.0055;-0.1875;0.046;-0.3355
PF3D7_1365500;0.267;0.0405;0.1065;0.0325;0.064;0.102;0.2605;0.118
PF3D7_1365600;-0.3795;0.743;-0.751;1.1155;0.9695;0.7865;0.1675;0.868
PF3D7_1365700;-0.757;0.125;-0.565;0.19;0.1475;0.0935;-0.2565;-0.229
PF3D7_1365800;-0.146;0.156;-0.029;-0.005;0.143;0.335;-0.219;-0.179
PF3D7_1365900;-1.144;-0.229;-0.228;-0.442;-0.316;-0.031;0.012;-0.273
PF3D7_1366000;-0.093;0.031;-0.011;-0.026;0.216;0.222;-0.274;0.112
PF3D7_1366100;-0.457;0.694;0.023;0.401;0.39;0.594;NA;0.578
PF3D7_1366200;1.596;1.15;2.06;0.66;0.849;0.707;0.05;0.21
PF3D7_1366300;-0.348166666666667;0.0570833333333333;-0.588333333333333;0.0921666666666667;0.00716666666666667;9.9999999999989e-05;-0.271166666666667;-0.30565
PF3D7_1366400;0.8785;0.2035;0.5235;0.0365;0.1665;0.0345;0.0775;-0.083
PF3D7_1366500;-0.37;-0.099;0.133;-0.371;NA;0.221;0.3;-0.127
PF3D7_1366600;-0.425;-0.512;-0.151;-0.321;-0.737;-0.271;-0.182;-0.187
PF3D7_1366700;0.0455;0.0355;0.661;-0.234;-0.089;-0.0045;-0.00900000000000001;-0.3045
PF3D7_1366800;0.618;-0.612;1.013;-0.893;0.466;0.426;0.285;0.394
PF3D7_1366900;0.311;0.2825;0.0345;0.2665;0.093;0.2535;-0.218;-0.386
PF3D7_1367000;-0.163;-0.139;-0.455;0.108;0.367;0.345;0.278;0.229
PF3D7_1367100;1.3635;0.4335;0.7465;0.236;0.4405;0.4895;0.283;0.262
PF3D7_1367200;-0.349;NA;0.408;0.254;0.131;-0.3;NA;0.128
PF3D7_1367300;1.046;0.142;0.645;-0.051;0.418;0.343;0.081;0.498
PF3D7_1367400;1.1805;0.5485;1.67;0.324;0.167;0.422;0.2805;0.0755
PF3D7_1367500;-0.8955;-0.4325;-1.2325;-0.0825;0.088;-0.155;0.3615;0.4045
PF3D7_1367600;0.078;0.125;0.527;-0.339;NA;NA;-0.051;-0.222
PF3D7_1367700;0.681666666666667;0.144;0.362666666666667;0.161333333333333;0.321;0.292333333333333;0.0903333333333333;-0.0213333333333333
PF3D7_1367800;-0.078;-0.3435;-0.361;-0.504;0.292;0.117;0.502;0.228
PF3D7_1367900;0.4655;0.7505;0.445;0.447;0.9085;0.848;0.198;0.413
PF3D7_1368100;-0.736;-0.072;-0.556;-0.096;-0.055;0.002;0.082;0.018
PF3D7_1368200;-0.0215;-0.1025;0.023;-0.00949999999999999;-0.0795;0.0305;-0.049;-0.045
PF3D7_1368300;0.441;0.521;1.081;0.222;0.314;0.483;0.442;0.478
PF3D7_1368400;0.394;0.4;0.344;0.21;-0.058;0.081;NA;0.278
PF3D7_1368500;0.3455;0.7705;1.094;0.154;0.289;0.378;0.0995;0.0265
PF3D7_1368600;1.182;0.324;1.167;0.236;0.463;0.406;0.172;0.023
PF3D7_1368700;-1.3515;-0.1715;-1.1535;0.1055;-0.034;0.1155;-0.049;-0.1115
PF3D7_1368800;0.312666666666667;0.205666666666667;-0.082;0.176333333333333;0.254;0.251666666666667;-0.0783333333333333;-0.0166666666666667
PF3D7_1368900;-0.0665;0.5205;0.413;0.461;0.3095;0.3825;0.208;0.2485
PF3D7_1369000;-0.733;-0.875;-0.5205;-0.213;0.13;0.179;0.2485;0.2885
PF3D7_1369100;-1.847;-1.267;-0.652;-0.715;-0.652;-0.593;-0.062;-0.23
PF3D7_1369200;-1.48725;-0.3245;-0.98625;-0.37175;-0.536;-0.5;-0.0845;-0.22125
PF3D7_1369300;2.323;1.6555;2.417;1.6445;1.4855;1.664;-0.049;0.209
PF3D7_1369400;-0.599;0.3028;0.1825;0.094;0.0554;0.0688;-0.00140000000000001;-0.197
PF3D7_1369500;-0.7795;-0.0445;-0.503;0.235;-0.251;0.286;-0.0265;-0.089
PF3D7_1369600;-0.326;0.0765;-0.2125;0.0255;-0.1535;-0.109;-0.1125;-0.1345
PF3D7_1370300;2.033;0.879;1.694;-0.156;0.564;0.797;0.139;0.551
PF3D7_1371900;0.21;0.3;0.627;0.075;NA;0.094;0.252;0.004
PF3D7_1372000;1.628;0.9245;1.3195;0.525;0.531;0.8365;0.168;0.2195
PF3D7_1372100;NA;-0.194;0.12;-0.681;0.065;-0.4255;0.401;0.016
PF3D7_1372200;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_1372400;0.6975;-0.6055;0.5145;-0.607;0.1745;0.017;0.327;5,00E-04
PF3D7_1372500;0.909;0.129;1.005;-0.058;0.015;0.051;-0.246;-0.044
PF3D7_1372600;-0.075;0.232;0.762;-0.417;NA;NA;0.203;-0.168
PF3D7_1372700;NA;-0.41;-0.039;NA;-0.008;-0.383;NA;-0.231
PF3D7_1372800;-0.844;NA;-0.352;NA;NA;-0.201;NA;-0.157
PF3D7_1372900;0.553;0.107;0.478;0.048;0.112;0.019;0.172;0.271
PF3D7_1373000;-0.415;-0.27;0.084;-0.139;0.028;-0.169;-0.154;-0.009
PF3D7_1373100;-0.415;-0.599;-0.595;-0.238;-0.528;-0.025;NA;-0.086
PF3D7_1373200;-0.345;0.498;0.171;-0.207;-0.19;-0.094;-0.048;-0.154
PF3D7_1373300;NA;NA;NA;NA;NA;NA;NA;0.197
PF3D7_1373400;0.119;0.3385;0.1035;0.0355;-0.214;0.459;0.0385;0.0315
PF3D7_1373500;0.237;0.148;-0.14;-0.214;0.434;NA;-0.072;-0.143
PF3D7_1400100;0.0305;NA;-0.1125;0.162;0.042;NA;-0.249;-0.09
PF3D7_1400200;0.522;0.122;0.169;0.168;0.788;0.453;0.247;0.194
PF3D7_1400300;NA;NA;-0.292;NA;NA;NA;NA;NA
PF3D7_1400400;NA;0.704;-0.015;NA;NA;0.503;NA;NA
PF3D7_1400500;NA;NA;NA;NA;NA;0.024;0.36;NA
PF3D7_1400600;-0.126;0.16;NA;-0.146;-0.174;-0.133;-0.19;-0.428
PF3D7_1400700;0.209;-0.067;-0.181;NA;NA;-0.137;NA;0.469
PF3D7_1400800;NA;-0.029;0.118;0.386;0.211;-0.369;NA;0.303
PF3D7_1400900;0.426;0.197;0.062;-0.158;-0.12;0.041;0.02;-0.032
PF3D7_1401000;-0.149;-0.304;0.187;-0.265;-0.125;0.013;0.058;0.105
PF3D7_1401100;1.6365;0.8845;1.2515;0.692;0.674;0.733;-0.1625;-0.1585
PF3D7_1401200;-0.755;-0.554;-0.699;-0.605;-0.812;-0.77;-0.385;-0.577
PF3D7_1401300;1.145;-0.139;0.6285;-0.136;0.328;0.153;0.144;0.3385
PF3D7_1401400;1.11;0.603;1.058;0.284;0.548;0.771;-0.314;0.007
PF3D7_1401500;1.802;0.4795;1.916;-0.009;0.267;-0.1685;0.275;0.5865
PF3D7_1401600;0.225;-0.1955;0.4495;-0.5515;-0.536;-0.2505;-0.4385;0.075
PF3D7_1401700;0.925;0.48;1.469;0.524;0.569;NA;0.292;0.242
PF3D7_1401800;0.258;0.469;0.4015;0.45;0.3435;0.285;0.0685;0.018
PF3D7_1401900;1.045;1.394;0.5755;0.361;0.709;0.587;-0.061;0.251
PF3D7_1402000;-0.3805;-0.7335;-0.4975;-0.468;-0.38;-0.2845;0.059;-0.351
PF3D7_1402100;0.271;-0.038;0.5545;0.315;-0.1825;-0.092;0.2045;0.259
PF3D7_1402200;-1.49;-0.237;-1.32;0.214;0.176;0.175;0.16;0.451
PF3D7_1402300;-0.921;0.0095;-0.873;-0.073;0.241;0.1785;-0.055;-0.2715
PF3D7_1402400;-0.3325;-0.195;-0.791;0.062;-0.0585;0.126;-0.182;-0.173
PF3D7_1402500;-1.334;-0.803;-0.751;-0.929;-0.58;-0.624;0.017;-0.43
PF3D7_1402700;2.082;0.6755;2.145;0.099;0.284;0.3675;-0.043;-0.206
PF3D7_1402800;1.06325;0.438;0.75325;0.18975;-0.120333333333333;-0.0495;-0.02175;0.047
PF3D7_1403000;-0.577;NA;0.446;NA;NA;0.126;-0.036;-0.3125
PF3D7_1403300;0.1644;0.239;0.119333333333333;0.44;0.0765;0.0245;0.138;-0.0104
PF3D7_1403400;-0.2315;0.0905;-0.0795;0.142;-0.673;-0.563;-0.1885;0.0305
PF3D7_1403600;-0.069;0.138;-0.114;0.006;-0.285;0.065;-0.135;0.036
PF3D7_1403700;0.701;0.839;0.605;0.881;NA;0.75;0.222;-0.049
PF3D7_1403800;-0.486;0.00966666666666667;-0.470666666666667;0.179;-0.346;0.0413333333333333;0.0486666666666667;0.0983333333333333
PF3D7_1403900;0.022;0.166;0.299;-0.434;0.441;0.289;0.052;0.156
PF3D7_1404000;0.183;0.165;0.359;0.113;0.366;0.369;NA;0.481
PF3D7_1404100;0.518;-0.133;0.006;-0.17;-0.075;-0.195;0.142;-0.028
PF3D7_1404200;0.574;0.705;0.415;0.949;NA;0.392;-0.036;0.043
PF3D7_1404300;2.333;2.343;1.538;2.102;1.249;2.203;0.219;0.148
PF3D7_1404400;0.957;0.298;0.625;0.006;0.126;0.352;-0.06;-0.2
PF3D7_1404500;-0.2075;0.2505;0.455;0.142;-0.0805;0.131;-0.0375;0.111
PF3D7_1404600;0.85;0.4595;0.4725;0.234;0.3325;0.492;0.011;0.197
PF3D7_1404700;NA;NA;1.381;-2.286;0.544;0.454;NA;NA
PF3D7_1404800;1.853;-0.463;1.8135;-0.0625;-0.0885;-0.184;0.089;-0.1525
PF3D7_1404900;1.936;0.617;1.123;0.351;1.217;1.206;0.151;0.345
PF3D7_1405000;-0.2135;0.048;-0.1115;-0.034;0.1575;0.079;0.091;-0.00700000000000001
PF3D7_1405100;0.6975;0.451;0.552;0.458;0.1925;0.3675;-0.058;0.2915
PF3D7_1405200;-0.364;-0.114;-0.395;-0.192;0.068;0.162;0.093;-0.09
PF3D7_1405300;-1.2635;-0.183;-0.653;-0.287;-0.376;-0.3385;-0.0865;-0.1565
PF3D7_1405400;0.0913333333333333;-0.902666666666667;-0.252333333333333;0.0633333333333333;0.00533333333333333;0.0193333333333333;0.1135;0.066
PF3D7_1405500;-0.74;-0.2355;-0.3595;-0.1795;-0.122;0.035;-0.0395;-0.2985
PF3D7_1405600;-0.271;0.238;0.175;0.038;0.555;-0.031;0.032;-0.033
PF3D7_1405700;-0.00600000000000001;0.408;0.15;0.1745;0.2315;0.15;-0.0875;0.2645
PF3D7_1405800;0.597;0.2665;0.284;0.529;0.055;0.097;-0.173;-0.24
PF3D7_1405900;-0.245;-0.4045;-0.36;-0.0695;-0.085;0.105;0.165;-0.1275
PF3D7_1406000;-0.789;-0.382;-0.724;-0.351;-0.603;-0.324;0.342;0.093
PF3D7_1406100;-0.813666666666667;0.086;-0.464666666666667;0.076;-0.133;-0.015;0.325666666666667;0.096
PF3D7_1406200;-0.4722;0.0536;-0.5286;0.1432;-0.1398;-0.1468;-0.1586;-0.2544
PF3D7_1406300;-1.362;-0.902;-0.6945;-0.715;-0.857;-0.8305;-0.2215;-0.2055
PF3D7_1406400;-1.056;-0.552;-0.6275;-0.027;-0.005;-0.046;0.4405;0.109
PF3D7_1406500;0.0816666666666667;-0.142;0.443;0.537;0.18;0.0783333333333333;0.2855;0.033
PF3D7_1406600;-0.4415;-0.2605;-0.681;-0.0975;-0.0855;-0.023;0.1495;-0.075
PF3D7_1406700;-0.734;-0.25;-1.304;0.174;0.309;0.277;0.311;0.404
PF3D7_1406800;-0.073;0.294;-0.209;0.458;0.373;0.552;-0.019;0.349
PF3D7_1406900;0.997;0.336;1.287;0.429;0.555;0.237;0.343;0.286
PF3D7_1407000;0.791;-0.9925;0.8;-1.648;0.4615;NA;0.375;0.059
PF3D7_1407100;0.638;0.233;0.231;0;0.276;0.342;-0.27;-0.466
PF3D7_1407200;-0.053;-0.126;-0.164;-0.299;-0.467;NA;-0.025;0.127
PF3D7_1407300;0.4545;0.3695;0.1405;0.211;0.1445;0.257;-0.113;-0.3075
PF3D7_1407400;-0.256;-0.058;-0.044;-0.136;-0.001;0.027;0.182;0.235
PF3D7_1407500;-0.608;-0.443;-0.097;-0.193;-0.283;NA;-0.111;-0.497
PF3D7_1407600;0.19775;0.366;0.35525;0.320333333333333;0.0285;-0.105666666666667;0.00525;-0.22625
PF3D7_1407700;-0.252;-0.149;NA;0.296;NA;0.078;-0.135;0.111
PF3D7_1407800;0.0955;-0.1855;0.6285;-0.4135;-0.272;-0.121;-0.1025;-0.318
PF3D7_1407900;0.7115;-0.541;0.968;-1.233;0.2945;0.1465;0.2035;0.135
PF3D7_1408000;-1.21;-0.4815;0.0835;-0.7565;-0.2545;-0.3535;-0.1695;-0.14
PF3D7_1408100;0.2665;-0.161;0.289;-0.043;0.0535;0.089;0.0105;-0.0135
PF3D7_1408200;1.644;0.534666666666667;1.26066666666667;0.261333333333333;0.363;0.274666666666667;-0.119666666666667;0.00166666666666667
PF3D7_1408300;2.978;0.408;3.476;0.052;-0.544;-0.063;0.434;0.188
PF3D7_1408400;-0.564;0.035;-0.1975;-0.0135;0.032;-0.105;-0.151;0.0325
PF3D7_1408500;-0.351;-0.219;0.02;-0.486;-0.482;-0.337;-0.02;-0.163
PF3D7_1408600;-1.61;-0.692;-0.787;-0.681;-0.575;-1.114;-0.003;-0.034
PF3D7_1408700;0.0406363636363636;-0.273545454545455;-0.174818181818182;-0.162181818181818;-0.315363636363636;-0.277363636363636;-0.101;-0.3071
PF3D7_1408800;NA;NA;0.3;NA;0.131;NA;NA;-0.092
PF3D7_1408900;-0.687;0.027;-0.6;0.183;0.116;0.162;0.217;-0.101
PF3D7_1409000;-0.131;0.094;-0.1055;0.0955;0.0445;-0.04;0.0335;-0.168
PF3D7_1409100;-0.6775;-0.241;-1.004;-0.1165;-0.354;-0.405;0.094;-0.291
PF3D7_1409200;0.983;-0.006;0.854;-0.44;0.214;-0.057;-0.127;-0.153
PF3D7_1409300;-0.168;0.2295;0.0975;0.147;0.0145;0.1125;0.068;0.131
PF3D7_1409400;-0.9575;-0.0665;-0.1395;-0.182;-0.017;-0.0295;0.0235;0.246
PF3D7_1409500;1.013;0.2535;1.0155;-0.00700000000000001;0.274;-0.121;-0.0795;-0.139
PF3D7_1409600;0.278;-0.109;-0.2125;-0.1805;0.095;0.053;-0.126;-0.2255
PF3D7_1409700;0.568;0.284;0.935;0.0455;-0.2775;-0.0965;-0.163;-0.001
PF3D7_1409800;0.4445;-0.14;0.4845;-0.3525;-0.181;-0.145;-0.0275;-0.14
PF3D7_1409900;-0.058;0.1505;0.084;-0.2375;0.2285;0.165;-0.179;-0.4955
PF3D7_1410000;-0.621;NA;-0.332;-0.279;-0.216;0.026;-0.109;-0.126
PF3D7_1410100;0.333;-1.459;0.668;-1.677;NA;0.01;NA;0.551
PF3D7_1410200;0.821;0.1705;0.848;-0.061;0.0335;0.172;0.2365;-0.0695
PF3D7_1410300;0.394857142857143;-0.197;0.477142857142857;-0.155;-0.246285714285714;-0.202714285714286;-0.0357142857142857;-0.273428571428571
PF3D7_1410400;-1.1975;0.2625;-0.4725;0.2805;0.27;0.306;-0.2145;0.623
PF3D7_1410500;0.983;0.122;0.583;0.131;-0.036;-0.036;-0.089;-0.008
PF3D7_1410600;-0.4205;-0.1995;-0.177;-0.343;-0.1065;-0.0115;0.083;-0.1555
PF3D7_1410700;NA;-0.427;-0.056;-0.552;-0.366;-0.388;-0.21;-0.507
PF3D7_1410800;1.166;0.672;1.011;0.498;0.228;0.497;-0.147;0.147
PF3D7_1410900;-0.5815;-0.0755;-0.181;-0.3235;0.00750000000000001;-0.2085;-0.135;-0.2195
PF3D7_1411000;-0.280666666666667;0.302333333333333;-0.095;0.166333333333333;0.078;0.0483333333333333;-0.398;0.410333333333333
PF3D7_1411100;-0.193;0.369;0.057;0.178;0.142;-0.064;0.271;0.283
PF3D7_1411200;0.124;0.048;-0.4045;0.0545;-0.266;-0.2945;-0.092;-0.027
PF3D7_1411300;-0.151;0.041;-0.516;0.48;0.156;0.293;0.1025;0.2295
PF3D7_1411400;0.107666666666667;0.0783333333333333;0.380666666666667;-0.099;-0.173333333333333;-0.335333333333333;-0.105666666666667;-0.438
PF3D7_1411500;0.8165;0.094;1.3695;-0.277;-0.3005;-0.139;-0.109;-0.305
PF3D7_1411600;0.2095;-0.037;-0.3265;-0.0415;-0.088;0.133;-0.004;-0.099
PF3D7_1411700;0.226;-0.1575;-0.4345;-0.138;-0.1135;0.0955;-0.273;-0.383
PF3D7_1411800;0.727;-0.227;0.33;-0.312;-0.098;-0.388;-0.0595;-0.045
PF3D7_1411900;0.402;0.443;1.021;0.214;0.155;0.061;0.242;0.425
PF3D7_1412000;-0.098;1.318;0.196;1.19;1.179;1.131;0.112;0.801
PF3D7_1412100;-0.278;0.7905;-0.0765;0.8;0.721;0.61;-0.0355;0.144
PF3D7_1412200;1.079;0.4535;0.9725;0.421;0.4105;0.1695;0.239;0.116
PF3D7_1412300;-0.257;-0.24;0.051;-0.276;-0.197;-0.046;0.176;-0.06
PF3D7_1412400;0.132;-0.3256;-0.1068;-0.118;-0.0818;-0.0384;-0.0104;-0.0936666666666667
PF3D7_1412500;1.603;-0.17;1.479;-0.2425;0.1925;0.3945;0.117;0.0425
PF3D7_1412600;0.423;-0.038;-0.0215;-0.0405;-0.0245;0.015;0.018;-0.1805
PF3D7_1412700;-0.674;-0.494;-0.776;-0.46;-0.47;-0.279;-0.125;-0.553
PF3D7_1412800;0.234;0.136;0.048;0.0115;0.0415;0.0025;0.35;0.1005
PF3D7_1412900;1.115;0.288;0.705;0.461;0.307;0.191;0.241;-0.14
PF3D7_1413000;0.92;0.095;1.509;-0.231;NA;-0.001;-0.24;-0.259
PF3D7_1413100;1.3845;-0.2315;1.2045;-0.0845;-0.176;-0.0285;-0.768;-0.575
PF3D7_1413200;1.875;1.324;1.903;0.875;0.827;0.895;-0.251;-0.084
PF3D7_1413400;-0.88;-0.3535;-0.6935;-0.137;-0.388;-0.393;0.077;0.1765
PF3D7_1413500;0.093;0.215;-0.334;0.204;-0.059;0.088;0.289;0.426
PF3D7_1413600;-0.406;0.285;0.001;-0.181;0.339;NA;-0.03;-0.38
PF3D7_1413700;-0.822;0.561;-0.796;0.104;0.047;0.252;-0.171;0.2095
PF3D7_1413800;-0.148;0.34;-0.323;0.0355;0.167;-0.1535;0.157;0.11
PF3D7_1413900;0.1685;-0.737;0.279;-0.533;0.204;0.2;0.1615;0.221
PF3D7_1414000;-0.544;-0.249;-0.858;-0.087;-0.327;-0.424;0.006;0.156
PF3D7_1414100;0.446;0.332;0.296;0.091;0.1045;0.062;-0.211;-0.033
PF3D7_1414200;-0.831;0.0735;-0.191;-0.1545;-0.1225;-0.2495;-0.0985;-0.059
PF3D7_1414300;-0.2;-0.108;-0.261;-0.058;-0.229;-0.099;-0.11;-0.343
PF3D7_1414400;-0.386;0.141;-0.102;0.095;0.158;0.288;NA;0.19
PF3D7_1414500;-0.033;0.274;-0.0935;0.12175;-0.1512;-0.1832;-0.3872;-0.18075
PF3D7_1414600;0.732;0.832;0.628;0.5375;0.502;0.4485;0.191;0.5355
PF3D7_1414700;0.836333333333333;0.116666666666667;0.898;0.091;-0.284333333333333;-0.176666666666667;0.0533333333333333;0.0586666666666667
PF3D7_1414800;-0.319;-0.09;-0.607;-0.174;0.261;-0.053;0.29;-0.01
PF3D7_1414900;-0.77;-1.199;-0.112;-0.404;-0.298;-0.543;-0.426;-0.199
PF3D7_1415000;0.282;-0.086;0.079;0.127;-0.233;-0.156;0.025;-0.072
PF3D7_1415100;-0.0315;0.4695;0.5295;0.739;0.3245;0.3725;-0.378;0.406
PF3D7_1415200;0.665;0.261;0.757;-0.826;0.398;0.326;0.401;NA
PF3D7_1415300;1.23;0.48;1.095;0.285;0.495;0.464;-0.04;0.146
PF3D7_1415400;-0.556333333333333;-0.0296666666666667;-0.593;0.259;-0.2775;-0.387666666666667;-0.177333333333333;-0.383666666666667
PF3D7_1415500;-0.2305;-0.494;-0.621;0.0305;0.178;0.081;0.1045;-0.0235
PF3D7_1415600;-0.657;-0.175;-0.00549999999999999;-0.3065;0.0315;0.1085;-0.039;-0.1815
PF3D7_1415700;3.35;1.834;2.7975;0.8145;1.0915;1.0055;0.186;0.8465
PF3D7_1415800;0.343;0.1095;0.67;-0.022;0.1695;0.00549999999999999;0.056;0.08
PF3D7_1415900;-0.441;NA;0.109;0.024;-0.261;-0.247;0.175;-0.208
PF3D7_1416000;-0.748;NA;NA;NA;-0.085;NA;NA;-0.351
