X;HDATP1;HDATP1.1;HDATP2;HDATP2.2;HDATP3;HDATP3.3;HDATP1c;HDATP1c2
PF3D7_0215300;1.715;0.834;1.689;NA;0.179;NA;0.2435;0.51
PF3D7_0215400;0.191;0.2935;0.5615;-0.0435;0.083;0.451;0.226;0.2355
PF3D7_0215500;0.505;0.1275;0.3545;0.2125;0.442;0.221;-0.0475;-0.1605
PF3D7_0215600;-0.272;0.109;-0.315;0.2105;0.0985;-0.0095;0.0535;-0.1645
PF3D7_0215700;-0.662;-0.245666666666667;-0.791;0.4065;0.03;0.019;-0.0426666666666667;0.00466666666666666
PF3D7_0215800;-0.432;0.113;-0.291;-0.287;0.0815;0.106;0.0475;-0.147
PF3D7_0215900;0.656;0.207;0.339;-0.134;0.241;0.388;0.025;0.248
PF3D7_0216000;2.08666666666667;1.27566666666667;1.845;0.778666666666667;0.5595;0.685;0.0256666666666667;0.137666666666667
PF3D7_0216200;-0.578;-0.159333333333333;-0.105333333333333;-0.157333333333333;-0.288666666666667;-0.234;-0.307666666666667;-0.462
PF3D7_0216300;-0.728;0.234;-0.321;-0.109;0.029;-0.3985;0.038;-0.6435
PF3D7_0216400;-1.148;-0.312;-1.3115;-0.03;0.232;0.218;0.134;0.118
PF3D7_0216500;0.00800000000000001;0.0983333333333333;-0.268666666666667;0.0476666666666667;0.155333333333333;0.348666666666667;0.2195;-0.0533333333333333
PF3D7_0216600;-0.127;0.0945;0.1805;-0.0285;-0.116;0.1585;-5,00E-04;0.042
PF3D7_0216700;0.902;0.394;0.965666666666667;0.282666666666667;-0.0196666666666667;0.0603333333333333;-0.0316666666666667;0.328333333333333
PF3D7_0216800;-0.00149999999999995;0.5895;0.0515;0.5335;0.229;0.169;-0.1305;0.1315
PF3D7_0216900;-0.1695;0.3505;0.416;-0.0575;0.028;-0.2165;0.217;0.199
PF3D7_0217000;0.1005;0.499;0.0685;0.5245;0.3325;0.3805;0.15;0.2785
PF3D7_0217100;-0.0715;-0.1115;-0.3405;-0.021;0.0235;0.066;0.183;0.2415
PF3D7_0217200;0.330333333333333;0.432333333333333;0.307333333333333;0.528666666666667;0.387666666666667;0.467666666666667;0.0463333333333333;-0.103
PF3D7_0217300;0.414;-0.036;0.568;0.463;0.828;0.814;0.739;0.812
PF3D7_0217400;-0.723;NA;-0.425;-0.101;-0.221;-0.246;0.007;-0.244
PF3D7_0217500;-0.313;0.6495;-0.3645;0.656;0.6055;0.634;-0.1465;0.4365
PF3D7_0217600;0.389666666666667;0.215666666666667;-0.151333333333333;0.0343333333333333;0.131666666666667;0.115333333333333;0.0226666666666667;-0.058
PF3D7_0217700;0.337;0.417;-0.481;0.37;0.026;0.234;-0.426;-0.084
PF3D7_0217800;-2.337;-0.946;-0.599;-1.275;-1.157;-1.096;-0.175;-0.604
PF3D7_0217900;0.04;0.1265;0.5955;0.213;0.5745;0.4785;0.148;0.224
PF3D7_0218000;0.077;0.051;0.08;0.044;0.029;0.147;-0.178;-0.105
PF3D7_0218100;0.784;0.37;-0.053;0.427;0.773;0.758;0.406;0.738
PF3D7_0218300;-0.4425;-0.156;0.0485;-0.1185;-0.4615;-0.4915;-0.002;-0.0155
PF3D7_0218400;0.994;0.344;0.607;0.2345;0.292;0.3725;0.203;0.2245
PF3D7_0218500;0.157;0.006;0.195;-0.163;0.146;0.344;0.54;0.253
PF3D7_0218600;-0.319333333333333;-0.0635;-0.48775;0.06825;-0.21075;-0.11325;-0.0295;-0.12775
PF3D7_0218700;0.2085;0.412;0.4515;-0.033;-0.194;-0.1485;-0.1295;-0.1755
PF3D7_0219100;0.153;-0.253;0.248;-0.4795;-0.5665;-0.592;-0.3175;-0.0965
PF3D7_0219200;-0.369;-0.12;0.253;-0.233;-0.141;-0.018;-0.035;-0.259
PF3D7_0219300;0.715;0.477;0.592;0.156;0.193;0.296;-0.287;-0.129
PF3D7_0219400;0.568;0.422;0.568;0.122;0.609;0.496;0.376;0.425
PF3D7_0219500;NA;-0.095;-0.689;0.072;0.086;0.167;0.183;-0.492
PF3D7_0219600;-0.433;0.261;-0.5585;0.242;0.361;0.4995;0.101;0.0175
PF3D7_0219700;1.638;-1.05;1.012;0.019;0.269;0.194;NA;0.255
PF3D7_0219800;1.69;0.739;1.655;0.541;0.8;0.475;-0.055;0.341
PF3D7_0219900;1.593;0.255;NA;0.049;0.356;0.451;NA;0.699
PF3D7_0220000;0.971;0.0166666666666667;0.833;-0.0316666666666667;-0.0806666666666667;-0.221333333333333;-0.489666666666667;-0.172333333333333
PF3D7_0220100;0.601;0.115;0.8225;0.0665;-0.3255;-0.2315;-0.071;-0.128
PF3D7_0220200;-0.021;0.343;NA;0.244;0.574;0.396;0.212;-0.043
PF3D7_0220300;2.507;0.424;2.088;-0.214;0.116;-0.288;-0.273;-0.818
PF3D7_0220400;2.407;-0.182;2.4565;0.704;0.507;0.419;0.125;0.597
PF3D7_0220500;NA;1.504;NA;NA;NA;NA;NA;1.093
PF3D7_0220600;-0.48;-0.193;0.493;-0.13;-0.096;-0.293;-0.066;-0.241
PF3D7_0220700;0.811;0.302;1.312;0.04;0.008;-0.266;0.281;-0.013
PF3D7_0220800;0.966;0.07;0.977;0.307666666666667;0.318666666666667;0.332333333333333;-0.00766666666666666;0.383
PF3D7_0220900;NA;NA;0.061;NA;NA;NA;NA;NA
PF3D7_0221000;NA;NA;NA;NA;NA;NA;-0.065;0.325
PF3D7_0221200;0.174;0.387;0.771;0.105;0.45;0.35;0.218;-0.021
PF3D7_0221400;NA;NA;NA;NA;NA;NA;-0.204;-0.112
PF3D7_0221500;0.457;NA;0.201;NA;NA;-0.114;-0.112;0.219
PF3D7_0221600;NA;NA;-0.434;-0.373;NA;0.022;NA;-0.837
PF3D7_0221700;1.583;0.8725;1.3385;0.691;0.5165;0.4925;-0.5595;0.1005
PF3D7_0221800;0.327;0.029;0.72;-0.109;0.001;0.271;-0.107;-0.12
PF3D7_0221900;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_0222100;NA;0.109;0.511;NA;NA;-0.169;NA;-0.291
PF3D7_0222200;NA;NA;-0.031;NA;0.015;0.156;NA;NA
PF3D7_0222300;0.86;0.053;0.536;-0.165;0.262;-0.032;0.046;0.088
PF3D7_0222400;NA;-0.722;NA;NA;NA;-0.064;NA;NA
PF3D7_0222500;NA;NA;NA;NA;NA;NA;NA;0.084
PF3D7_0222600;-0.187;NA;NA;NA;NA;NA;-0.098;NA
PF3D7_0222700;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_0222800;NA;NA;NA;NA;-0.373;-0.482;NA;NA
PF3D7_0222900;NA;NA;-0.213;NA;-0.044;-0.144;NA;NA
PF3D7_0223100;NA;NA;0.47;NA;NA;0.18;-0.17;NA
PF3D7_0223200;NA;-5.236;-0.077;NA;0.105;-0.482;0.934;1.277
PF3D7_0223300;0.048;-0.3735;-0.626;-0.425;-0.3435;-0.043;-0.157;-0.1055
PF3D7_0223400;NA;0.321;0.101;0.287;NA;0.015;0.261;0.069
PF3D7_0223500;-0.31;-0.152;-0.0796666666666666;-0.4485;-0.0213333333333333;-0.22025;0.457333333333333;0.281
PF3D7_0300100;0.1025;-0.642333333333333;-0.25325;-0.241666666666667;-0.173333333333333;-0.0975;-0.552666666666667;0.24925
PF3D7_0300200;NA;-0.877;-0.372;-1.419;-0.039;NA;0.27;NA
PF3D7_0300300;0.033;-0.388;-0.469;-0.372;-0.424;-0.235;-0.027;-0.2305
PF3D7_0300400;-1.043;NA;NA;-3.435;NA;NA;NA;-0.354
PF3D7_0300500;NA;-0.626;NA;NA;-0.434;NA;NA;-0.224
PF3D7_0300700;1.009;0.364;0.1315;0.238;0.509;0.535;0.295;0.565
PF3D7_0300800;-0.085;0.036;0.303;-0.313;0.02;-0.101;-0.12;0.008
PF3D7_0300900;NA;NA;-0.027;-0.589;0.014;-0.34;-0.496;-0.269
PF3D7_0301000;0.426;-0.205;-0.219;NA;NA;-0.442;0.1525;0.159
PF3D7_0301100;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_0301200;1.194;0.6955;1.2085;0.735;NA;NA;NA;-0.159
PF3D7_0301300;NA;-0.4705;0.175;-0.37;-0.087;-0.021;-0.0465;0.0735
PF3D7_0301400;-0.08;0.099;0.235;0.18;-0.134;-0.315;-0.128;-0.231
PF3D7_0301500;-0.422;-0.665;NA;-0.573;0.211;0.091;0.365;0.193
PF3D7_0301600;0.683;0.058;1.1395;-0.273;-0.2415;-0.3025;-0.215;-0.548
PF3D7_0301700;0.962;0.064;1.204;-0.188;-0.217;-0.056;0.41;-0.005
PF3D7_0301800;0.564;-0.178;0.201;-0.369;0.043;-0.103;-0.315;-0.735
PF3D7_0301900;-0.801;0.516;-0.2125;0.094;0.069;-0.0475;0.121;0.081
PF3D7_0302000;0.663;-0.671;0.1075;0.282;0.4025;0.348;0.2445;-0.022
PF3D7_0302100;0.6645;0.156;0.9845;0.12;0.057;0.1555;-0.0825;-0.2315
PF3D7_0302200;-0.980666666666667;-0.113;-0.536;-0.0553333333333333;-0.0516666666666667;-0.0443333333333333;-0.211;0.337
PF3D7_0302300;0.566666666666667;0.370666666666667;0.509666666666667;0.330333333333333;0.264666666666667;0.445;0.205666666666667;0.142333333333333
PF3D7_0302500;-1.06333333333333;-0.00333333333333333;-0.365666666666667;0.00666666666666667;-0.135;-0.212666666666667;-0.189333333333333;0.0333333333333333
PF3D7_0302600;-0.832333333333333;0.161333333333333;-0.493;0.0153333333333333;-0.118;-0.108333333333333;-0.217333333333333;-0.408333333333333
PF3D7_0302700;-1.559;-0.199;-1.112;-0.001;NA;0.051;0.494;0.204
PF3D7_0302800;-0.6695;-0.00849999999999999;0.3615;-0.2745;-0.1045;-0.2035;-0.45;-0.1555
PF3D7_0302900;-0.7655;0.081;-0.2255;-0.0555;-0.0435;-0.0045;-0.2415;-0.289
PF3D7_0303000;-1.449;-0.0765;-1.576;0.14;-0.11;0.0275;-0.01;0.019
PF3D7_0303100;0.743;0.936666666666667;0.760333333333333;0.783666666666667;0.526333333333333;0.564666666666667;-0.0813333333333333;0.203666666666667
PF3D7_0303200;0.1625;0.2995;0.067;0.105;-0.011;0.072;-0.1085;0.062
PF3D7_0303300;0.296;0.376;0.657;0.396;0.397;0.306;0.228;0.061
PF3D7_0303400;-0.4945;0.0895;-0.415;0.324;0.073;0.0105;0.086;0.221
PF3D7_0303500;-0.829666666666667;-0.018;-1.00425;0.1785;0.165;0.10375;0.01375;-0.138
PF3D7_0303600;-1.291;-0.148;-0.575;-0.121;-0.328;-0.178;-0.375;-0.337
PF3D7_0303700;-0.5105;0.233;-0.537;0.2025;0.307;0.509;-0.2015;-0.282
PF3D7_0303800;-0.427;-0.2975;-0.7645;0.1595;0.2595;0.13;0.2685;0.245
PF3D7_0303900;-0.316;0.052;-0.639;0.541;0.005;0.134;0.391;0.208
PF3D7_0304000;-0.049;0.054;-0.162;-0.2235;-0.005;-0.2055;-0.348;-0.1515
PF3D7_0304100;-0.8985;1.1085;-0.3055;0.7415;0.811;0.907;-0.435;0.541
PF3D7_0304200;0.248;-0.101;0.0345;0.1005;0.197;0.1395;0.0125;0.0485
PF3D7_0304300;-0.07;-0.605;-0.2325;-0.221;-0.1915;-0.23;-0.287;-0.384
PF3D7_0304400;-0.199;-0.561;-0.238;-0.212;-0.128;-0.115;0.254;-0.181
PF3D7_0304500;1.945;-0.402;1.493;0.432;0.389;0.486;0.293;0.116
PF3D7_0304600;3.256;2.024;3.0895;-0.288;2.072;1.9365;-0.002;0.146
PF3D7_0304700;1.343;0.2865;1.36;0.6685;0.6035;0.7775;-0.015;0.0075
PF3D7_0304800;-0.1645;-0.02;0.026;-0.113;-0.168;-0.024;0.069;0.0525
PF3D7_0304900;-0.384;-0.29;NA;-0.367;-0.173;-0.325;0.126;-0.008
PF3D7_0305000;-1.0555;-0.828;-1.396;-0.205;-0.1185;-0.1895;0.439;0.3775
PF3D7_0305100;-0.5654;-0.302;-0.850666666666667;-0.122833333333333;-0.265333333333333;-0.134666666666667;-0.181333333333333;-0.425666666666667
PF3D7_0305200;0.2725;0.306;0.656;0.119;0.139;0.0795;-0.0215;0.1705
PF3D7_0305300;0.156;0.2845;0.317;0.064;0.1735;0.21;-0.194;-0.191
PF3D7_0305400;0.87;0.54;0.394;0.316;0.024;0.137;0.069;0.188
PF3D7_0305500;0.1235;0.114666666666667;0.0268333333333333;-0.00160000000000001;0.0845;0.138;0.0122;0.0883333333333333
PF3D7_0305600;-0.8785;-0.322;-0.592;-0.2275;-0.105;-0.1415;-0.0535;-0.0585
PF3D7_0305700;-1.238;0.03;-0.094;-0.343;-0.208;-0.101;0.133;0.428
PF3D7_0305800;0.738;0.6485;0.5435;0.853;0.439;0.176;0.281;0.6015
PF3D7_0305900;-0.094;0.536;0.472;0.072;0.295;0.268;-0.167;0.341
PF3D7_0306000;-0.718;-0.029;-0.223;-0.027;0.186;0.282;0.194;0.326
PF3D7_0306100;-0.299;0.359;-0.068;-0.029;0.048;-0.0455;0.043;0.009
PF3D7_0306200;0.043;0.08;-0.503;-0.112;-0.504;-0.317;-0.17;-0.201
PF3D7_0306300;-0.4;-0.106;0.234;-0.453;-0.434;-0.224;0.014;0.093
PF3D7_0306400;-0.806;-0.3265;-0.4215;-0.4195;-0.247;-0.473;-0.196;-0.2035
PF3D7_0306500;-0.478;-0.035;-1.044;0.341;0.127;0.139;-0.126;-0.384
PF3D7_0306600;-0.926;-0.152;-0.711;-0.281;-0.329;-0.358;-0.019;-0.067
PF3D7_0306700;-0.871;-0.689;-0.223;-0.319;-0.255;-0.238;0.091;0.104
PF3D7_0306800;-0.759;-0.641;-0.742;-0.5765;-0.4395;-0.1915;0.132;0.144
PF3D7_0306900;-0.97;-0.571;-0.454;-0.794;-0.594;-0.815;-0.441;-0.757
PF3D7_0307100;-0.091;-0.243;0.172;-0.273;-0.305;-0.145;-0.194;-0.291
PF3D7_0307200;-1.324;-0.549;-0.579;-0.863;-0.357;-0.888;-0.286;-0.553
PF3D7_0307300;-0.538;0.73;0.342;0.1785;0.023;0.4435;0.038;0.2745
PF3D7_0307400;-1.651;-0.4445;-1.1155;-0.1275;-0.178;-0.024;0.269;-0.019
PF3D7_0307500;-0.857;0.0435;-0.381;0.065;-0.1175;-0.0445;0.044;0.0175
PF3D7_0307600;-0.2875;0.1235;-0.2925;0.0795;0.1315;0.181;-0.0035;-0.114
PF3D7_0307700;-0.322333333333333;-0.002;-0.426666666666667;0.0426666666666667;-0.208;-0.4115;-0.166;-0.169
PF3D7_0307800;-0.00450000000000006;-0.185;0.111;-0.057;-0.05;-0.194;0.221;0.1925
PF3D7_0307900;0.6406;-0.0798;0.18325;0.2185;0.3118;0.0745;0.2584;0.239
PF3D7_0308000;-0.4535;-0.0985;-0.6105;0.2315;0.0025;0.0595;0.022;-0.1815
PF3D7_0308100;-0.193666666666667;0.0893333333333333;0.0826666666666667;-0.109333333333333;-0.152666666666667;-0.0456666666666667;-0.157;-0.137333333333333
PF3D7_0308200;-0.4325;-0.136;-0.379;-0.1605;-0.17;-0.0955;-0.14;-0.157
PF3D7_0308300;-0.21;1.01;-0.19;-0.685;0.964;0.812;0.391;1.123
PF3D7_0308500;-0.094;-1.394;-0.595;-0.311;-0.65;-0.535;0.383;0.353
PF3D7_0308600;-1.2045;-0.176;-0.7815;-0.211;-0.4235;-0.397;0.134;0.0425
PF3D7_0308700;0.547;0.421;0.3965;0.265;0.1865;-0.008;-0.1205;0.5045
PF3D7_0308800;0.139;0.14;0.19;0.081;0.562;0.206;-0.095;0.04
PF3D7_0308900;-1.84666666666667;-0.542666666666667;-2.13566666666667;-0.213666666666667;-0.314333333333333;-0.338;-0.155666666666667;-0.355
PF3D7_0309000;-1.112;-0.3625;-1.226;0.0455;-0.032;-0.003;0.163;0.09
PF3D7_0309100;NA;0.876;-0.207;1.105;0.579;0.717;0.386;0.338
PF3D7_0309200;0.168333333333333;-0.171;-0.275333333333333;0.0543333333333333;-0.148666666666667;-0.061;-0.0413333333333333;-0.057
PF3D7_0309300;0.657;0.4725;0.871;0.554;0.1995;0.246;0.191;0.062
PF3D7_0309500;-0.5725;-0.5625;-1.016;-0.1815;-0.1425;-0.134;0.00349999999999999;-0.2
PF3D7_0309600;-0.285;-0.571;-0.493;-0.67;-0.856;-0.804;-0.269;-0.264
PF3D7_0309700;2.0695;0.8655;1.965;0.223;0.1085;0.3415;-0.148;-0.4495
PF3D7_0309800;1.559;0.31;0.934;0.291;0.095;0.339;-0.308;-0.189
PF3D7_0309900;-0.199666666666667;-0.253333333333333;-0.497666666666667;-0.123666666666667;-0.107666666666667;1.15591762868637e-17;-0.0933333333333333;-0.340333333333333
PF3D7_0310000;-0.899;-0.252;-1.15;-0.098;0.02;-0.106;0.142;0.343
PF3D7_0310100;0.1055;0.785;0.0805;1.216;0.419;0.341;0.141;-0.2385
PF3D7_0310200;0.722333333333333;0.0378333333333333;0.359;-0.111857142857143;-0.130333333333333;-0.199333333333333;-0.123428571428571;-0.31
PF3D7_0310300;1.3385;0.1585;0.982;0.107;0.111;0.0745;-0.048;-0.1945
PF3D7_0310400;-0.7425;-0.17;-0.477;-0.136;-0.276;-0.416;-0.0795;-0.1715
PF3D7_0310500;-0.9615;-0.5495;-1.092;-0.191;-0.255;-0.36725;-0.13825;-0.397
PF3D7_0310600;-1.4;-0.41;-0.21;-0.448;-0.17;-0.31;-0.267;-0.426
PF3D7_0310700;-0.676;-0.453;0.222;-0.442;-0.206;-0.268;0.249;0.1
PF3D7_0310800;-1.829;-0.233;-0.314;-1.002;-0.607;-0.613;-0.312;-0.544
PF3D7_0310900;-0.563;-0.0635;-0.319;-0.0135;-0.0595;0.00899999999999999;-0.188;-0.1845
PF3D7_0311000;-0.851;-0.462;-0.295;0.385;0.067;0.414;NA;-0.008
PF3D7_0311100;-0.8185;-0.3015;-0.855;-0.2145;-0.253;-0.2465;0.131;0.0885
PF3D7_0311200;-0.847;-0.525666666666667;-0.501666666666667;-0.527;-0.356;-0.444666666666667;-0.199;-0.391666666666667
PF3D7_0311300;-0.0715;0.286;-0.125;0.344;0.1815;0.104;0.163;0.013
PF3D7_0311400;0.110333333333333;0.962;0.149;0.73425;0.405666666666667;0.648333333333333;-0.6275;0.21175
PF3D7_0311500;0.189;0.213;0.272;-0.004;0.14;0.458;-0.155;-0.149
PF3D7_0311600;0.1035;-0.0275;0.058;-0.259;-0.2275;-0.144;-0.094;-0.2965
PF3D7_0311700;0.384;0.698;0.301;0.708;NA;0.549;0.3095;-0.043
PF3D7_0311800;-0.2115;-0.0835;-0.182;-0.1175;-0.0145;0.625;0.0845;0.083
PF3D7_0311900;-1.3395;-0.606;0.175;-0.337;-0.506;-0.468;-0.013;-0.227
PF3D7_0312000;-0.682;-0.277;-0.629;-0.21;NA;-0.308;-0.049;0.095
PF3D7_0312100;-0.5985;-0.374;-0.9465;-0.004;-0.15;-0.189;-0.0765;-0.619
PF3D7_0312200;0.444;0.081;0.3235;-0.2265;-0.0445;-0.203;0.039;0.0955
PF3D7_0312300;-0.232;-0.06;-0.041;0.095;0.188;0.245;0.199;0.251
PF3D7_0312400;0.5495;0.237;0.44;0.1485;0.0695;0.1835;0.0085;0.0675
PF3D7_0312500;0.6185;0.3415;0.6895;0.297;0.016;0.004;-0.1805;0.0455
PF3D7_0312800;-1.136;-0.356;-0.278;-0.943;-0.32;-0.159;-0.194;-0.614
PF3D7_0312900;0.479;0.111;0.062;0.175;-0.029;-0.109;0.06;0.018
PF3D7_0313000;1.323;0.616;0.435;0.459;0.518;0.395;-0.248;-0.098
PF3D7_0313100;-0.0485;-0.0015;0.0925;-0.103;0.017;-0.1165;-0.2925;-0.4265
PF3D7_0313200;1.357;0.363;0.974;0.227;0.097;0.37;0.189;0.107
PF3D7_0313300;0.308;-0.841;0.64;-0.117;0.232;-0.65;0.449;0.233
PF3D7_0313400;-0.768;-0.391;-0.35;-0.0195;-0.432;-0.383;0.3;NA
PF3D7_0313500;-0.8505;-1.221;-1.109;-0.3575;-0.38;-0.344;0.093;-0.6415
PF3D7_0313600;0.0705;-0.0305;-0.1935;-0.0865;-0.268;-0.2715;-0.19;-0.2575
PF3D7_0313700;-0.064;-0.061;-0.298;-0.0645;-0.241;-0.141;0.07;-0.1035
PF3D7_0313800;-0.554;-0.531;-0.585;-0.362;-0.5745;-0.48;-0.0405;-0.0025
PF3D7_0313900;1.958;1.0965;2.206;0.2965;0.483;0.1685;0.051;-0.013
PF3D7_0314000;-0.111;0.005;-0.78;0.145;-0.012;-0.142;NA;0.132
PF3D7_0314100;1.62;0.649;1.53;0.293;0.525;0.646;0.002;0.331
PF3D7_0314300;-0.940666666666667;-0.738666666666667;-0.378;-0.628666666666667;-0.569333333333333;-0.484;-0.0903333333333333;-0.28
PF3D7_0314400;0.741;-0.023;-0.038;0.1;-0.249;-0.036;0.189;0.14
PF3D7_0314500;-0.229;0.229;0.339;-0.096;0.172;-0.134;0.141;-0.033
PF3D7_0314600;-1.084;-0.734;-0.83;-0.733;-0.383;-0.34;-0.03;-0.185
PF3D7_0314700;2.9105;0.932;3.073;0.5645;0.2415;0.3315;0.1565;0.145
PF3D7_0314800;-0.2185;-0.207;0.481;-0.7365;-1.094;-0.764;0.089;0.0415
PF3D7_0314900;-1.094;-0.2865;-0.7005;-0.3325;-0.236;-0.1605;-0.1405;-0.151
PF3D7_0315000;-0.638;-0.278;-0.295;-0.468;-0.421;-0.219;-0.121;-0.328
PF3D7_0315100;0.121;-0.333;-0.202;-0.215;0.243;0.283;-0.134;NA
PF3D7_0315200;1.1;1.298;1.355;1.27633333333333;0.785;1.2275;0.1805;-0.018
PF3D7_0315300;NA;-0.1525;-0.132;NA;NA;0.091;NA;-0.1535
PF3D7_0315400;-1.451;-0.562;-1.066;-0.516;-0.288;-0.302;-0.441;-0.98
PF3D7_0315500;1.298;0.23;2.175;-0.183;-0.056;0.193;0.209;0.364
PF3D7_0315600;3.789;0.8535;3.3715;0.567;0.318;0.573;0.409;0.391
PF3D7_0315700;2.07;0.106;1.991;0.471;0.126;0.1;0.0655;0.4035
PF3D7_0315800;0.763;0.2835;0.638;0.198;0.226;0.393;0;0.105
PF3D7_0315900;NA;0.509;0.572;0.21;-0.035;-0.303;0.256;0.171
PF3D7_0316000;0.181;0.199;0.111;-0.042;-0.129;-0.246;-0.281;0.395
PF3D7_0316100;-0.012;0.408;0.347;0.235;-0.02;-0.029;-0.168;0.127
PF3D7_0316200;0.50425;0.25625;0.29625;-0.05575;0.0895;0.04525;0.09325;-0.02
PF3D7_0316300;-0.146;-0.5935;-0.1795;-0.081;-0.152;0.0075;0.26;0.2075
PF3D7_0316400;-0.3385;-0.2725;-0.7535;-0.1495;-0.119;0.1595;0.035;-0.106
PF3D7_0316500;-0.9585;-0.4165;-1.0085;0.578;0.4205;0.3425;0.2095;0.263
PF3D7_0316600;0.099;0.196;0.597;-0.096;-0.063;-0.067;-0.203;-0.476
PF3D7_0316700;1.595;0.811;0.638;0.908;1.295;1.26;0.95;0.74
PF3D7_0316800;-1.301;-0.689;-0.501;-0.758;-0.221;-0.324;NA;-0.046
PF3D7_0316900;-0.759;-0.218;-0.815;-0.073;0.0155;0.0535;0.032;0.096
PF3D7_0317000;-0.598;-0.057;-0.624;0.151;0.385;0.451;0.213;0.438
PF3D7_0317100;0.083;0.737;0.1245;0.3495;0.1865;0.3325;-0.03;0.134
PF3D7_0317200;0.136333333333333;0.365333333333333;0.0866666666666667;0.465666666666667;0.109;0.168;-0.058;-0.00533333333333332
PF3D7_0317300;-0.6906;-0.09875;-0.8294;0.0545;-0.1596;-0.3026;-0.34;-0.2362
PF3D7_0317400;-1.0475;-0.3445;-1.238;-0.1805;-0.1865;-0.04;-0.0505;-0.162
PF3D7_0317500;0.121;0.207666666666667;0.399;0.0823333333333333;-0.142666666666667;-0.0836666666666667;-0.143666666666667;-0.116333333333333
PF3D7_0317600;-1.639;-0.904;-0.624;NA;-0.848;-0.706;-0.464;-0.62
PF3D7_0317700;-0.134;-0.417;-0.3348;-0.2006;-0.3044;-0.2968;-0.05;-0.174
PF3D7_0317800;-0.991;-1.463;-1.18;-0.493;-0.714;-0.703;-0.278;-0.648
PF3D7_0317900;-1.087;-0.487;-1.087;-0.2175;-0.2925;-0.3785;-0.106;0.097
PF3D7_0318000;-0.27;-0.815;-0.137;-1.062;-0.414;NA;-0.372;0.371
PF3D7_0318100;-0.2375;0.353;0.8035;-1.6155;-0.0745;-0.0345;0.103;0.0795
PF3D7_0318200;0.053;0.013;-0.0545;-0.0296666666666667;0.002;-0.11375;-0.032;-0.275
PF3D7_0318300;-1.1095;-0.2035;-1.0475;-0.177;-0.197;-0.0715;-0.287;-0.431
PF3D7_0318400;0.114;0.982;0.037;0.291;0.453;0.705;NA;0.136
PF3D7_0318500;-1.19225;0.565625;-1.38628571428571;0.8165;0.583;0.593571428571429;-0.216714285714286;0.614
PF3D7_0318600;-0.718;-0.177;-0.4265;0.021;-0.41;-0.318;-0.1225;-0.1125
PF3D7_0318700;0.718;0.371;0.806;-0.016;-0.001;0.024;-0.484;0.762
PF3D7_0318800;0.608;0.0675;1.139;NA;-0.0615;0.013;-0.118;-0.2355
PF3D7_0318900;-0.8795;-0.194;-0.172;-0.372;-0.3325;-0.2735;-0.0265;-0.481
PF3D7_0319000;0.0413333333333333;-0.237;-0.032;-0.225333333333333;0.116;-0.0596666666666667;0.085;0.147333333333333
PF3D7_0319100;0.664;-0.133;0.37;0.035;0.161;-0.056;0.226;0.22
PF3D7_0319200;-1.2595;-0.556;-0.7315;-0.338;-0.681;-0.6345;0.339;-0.29
PF3D7_0319300;-2.223;-0.227;-1.287;0.078;-0.124;-0.054;0.195;-0.328
PF3D7_0319400;0.184;0.16;0.2455;-0.0665;-0.396;-0.1825;-0.0165;-0.2505
PF3D7_0319500;1.375;0.225;0.904;0.204;0.166;0.124;0.188;0.206
PF3D7_0319600;-1.288;-0.899;-0.713;-0.689;-0.726;-0.578;-0.167;-0.334
PF3D7_0319700;0.5184;-0.0786;0.2378;-0.02225;-0.0478;-0.0814;-0.1276;0.0278
PF3D7_0319800;0.294;0.431;0.814;0.157;0.436;0.28;0.0195;0.0515
PF3D7_0319900;0.946;0.099;0.413;0.444;0.73;0.222;0.36;0.374
PF3D7_0320000;-0.335;-0.345;-0.099;-0.345;-0.094;0.11;-0.133;-0.205
PF3D7_0320100;0.002;-0.205;0;-0.184;-0.34;-0.415;0.025;0.107
PF3D7_0320200;-0.013;0.034;-0.346;0;-0.1755;-0.025;0.285;-0.316
PF3D7_0320300;-0.616;0.015;-0.5355;0.0835;0.08;0.115;-0.0885;0.118
PF3D7_0320400;0.4905;1.30525;1.102;1.1985;1.1585;1.4205;0.351666666666667;0.11725
PF3D7_0320500;-0.6795;0.262;-0.38;0.342;0.366;0.3445;0.056;0.267
PF3D7_0320600;-0.495;-0.27;-0.574;-0.155;-0.276;-0.27;0.089;-0.159
PF3D7_0320700;-0.598;-0.347;-0.309;-0.156;-0.012;-0.103;0.176;0.088
PF3D7_0320800;1.059;0.3915;0.8265;0.3285;0.4575;0.2505;0.1335;0.1065
PF3D7_0320900;0.026;0.636;0.216;0.24;0.385;0.429;0.716;0.751
PF3D7_0321000;-0.4605;-0.4265;-0.5655;-0.17;-0.353;-0.2645;0.0865;-0.2095
PF3D7_0321100;-0.357333333333333;-0.141666666666667;-0.283666666666667;0.02;-0.133666666666667;-0.0613333333333333;-0.065;-0.0683333333333333
PF3D7_0321200;-0.1075;-0.2065;-0.1745;-0.0685;-0.119;-0.149;-0.0885;-0.331
PF3D7_0321300;1.873;1.291;2.4275;0.653;-0.193;0.2355;-0.029;0.0635
PF3D7_0321400;2.125;1.265;1.851;0.786;0.962;1.001;0.294;0.798
